buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,offiNm,preDeposit,preMonthlyRent,sggCd,sggNm,umdNm,useRRRight
2021,, ,10,3,2021,"20,000",17.75,14,72-22,0,더이음,,,11410,서대문구,창천동, 
2019,, ,25,3,2021,"16,000",13.39,9,90-22,0,슈테리움 오피스텔,,,11410,서대문구,대현동, 
2021,, ,25,3,2021,"3,000",18.18,6,56-34,55,파크준,,,11410,서대문구,대현동, 
2018,, ,8,3,2021,"1,000",27.16,6,1013,85,이편한세상신촌,,,11410,서대문구,북아현동, 
2003,, ,20,3,2021,"1,000",22.23,3,88-11,60,정연지오빌ll,,,11410,서대문구,연희동, 
2007,, ,23,3,2021,"18,900",28.79,5,194-30,0,브라운스톤 연희,,,11410,서대문구,연희동, 
2021,21.03~22.03,신규,19,3,2021,"1,000",20.93,8,29-5,90,스테이 더 디자이너스,,,11410,서대문구,창천동, 
2003,, ,16,3,2021,"9,000",15.94,10,80-7,0,파라다이스텔에스비,,,11410,서대문구,연희동, 
2015,, ,10,3,2021,"1,000",19.44,4,90-58,58,(90-58),,,11410,서대문구,대현동, 
2006,, ,20,3,2021,"21,000",29.29,12,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2005,, ,3,3,2021,"2,000",41.57,6,116,90,SK리쳄블,,,11410,서대문구,합동, 
2021,, ,19,3,2021,"1,000",18.81,10,29-5,78,스테이 더 디자이너스,,,11410,서대문구,창천동, 
2019,, ,2,3,2021,"20,000",26.67,5,142-21,0,연희미다스파크,,,11410,서대문구,연희동, 
2009,, ,11,3,2021,"18,000",25.35,15,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2003,, ,16,3,2021,"7,000",24.48,6,396-25,0,동림오벨리스크,,,11410,서대문구,홍은동, 
2020,, ,16,3,2021,"22,000",20.86,16,90-70,0,파라타워,,,11410,서대문구,대현동, 
2019,, ,9,3,2021,"1,000",13.29,7,90-22,55,슈테리움 오피스텔,,,11410,서대문구,대현동, 
2005,, ,9,3,2021,"7,000",26.64,13,27-20,35,신촌가이아,,,11410,서대문구,대현동, 
2018,, ,3,3,2021,"3,000",27.16,11,1013,80,이편한세상신촌,,,11410,서대문구,북아현동, 
2015,, ,5,3,2021,"1,000",20.3,8,56-119,60,SONG'S 8,,,11410,서대문구,대현동, 
2018,, ,3,3,2021,"1,000",17.66,6,90-77,75,유씨유 이대,,,11410,서대문구,대현동, 
2021,, ,10,3,2021,"21,000",17.75,15,72-22,0,더이음,,,11410,서대문구,창천동, 
2019,, ,9,3,2021,"18,000",15.88,4,90-15,0,아리움Ⅰ,,,11410,서대문구,대현동, 
2019,, ,6,3,2021,"1,000",14.65,3,90-36,55,이화블로섬하우스,,,11410,서대문구,대현동, 
2019,, ,5,3,2021,"16,800",13.39,10,90-22,0,슈테리움 오피스텔,,,11410,서대문구,대현동, 
2006,, ,1,3,2021,"9,800",19.4,10,190,19,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2006,, ,4,3,2021,"18,000",57.15,2,169-3,0,드리밍 아파트,,,11410,서대문구,연희동, 
2021,, ,3,3,2021,"24,000",19.79,15,101-2,0,신촌리브하임,,,11410,서대문구,대현동, 
2017,, ,2,3,2021,"3,000",20.27,7,37-32,61,영타운 지웰 에스테이트,,,11410,서대문구,대현동, 
2021,, ,2,3,2021,"19,500",15.92,7,27-51,0,에스엠케이타워,,,11410,서대문구,대현동, 
2006,, ,30,4,2021,"2,000",59.02,3,117,130,충정로대우디오빌,,,11410,서대문구,합동, 
2018,, ,12,4,2021,"29,000",27.42,3,1013,0,이편한세상신촌,,,11410,서대문구,북아현동, 
2006,, ,7,4,2021,"1,000",29.29,3,117,70,충정로대우디오빌,,,11410,서대문구,합동, 
2004,, ,10,4,2021,"1,000",24.29,6,45-5,55,이화인비따레오피스텔,,,11410,서대문구,대현동, 
2021,, ,10,4,2021,"19,000",17.59,6,27-51,0,에스엠케이타워,,,11410,서대문구,대현동, 
2003,, ,26,4,2021,"7,000",24.48,3,396-25,0,동림오벨리스크,,,11410,서대문구,홍은동, 
2003,, ,14,4,2021,"1,000",27.3,6,88-11,60,정연지오빌ll,,,11410,서대문구,연희동, 
2019,21.04~22.04, ,21,4,2021,"1,000",13.78,9,90-15,60,아리움Ⅰ,,,11410,서대문구,대현동, 
2019,21.06~23.02, ,14,4,2021,"10,000",20.05,13,110-22,55,신촌 스타게이트,,,11410,서대문구,대현동, 
2021,21.05~24.02, ,29,4,2021,"18,000",15.46,8,56-34,0,파크준,,,11410,서대문구,대현동, 
2005,21.06~22.06,신규,21,4,2021,"3,000",49.83,15,116,125,SK리쳄블,,,11410,서대문구,합동, 
2005,21.05~22.05, ,23,4,2021,"1,000",41.57,7,116,95,SK리쳄블,,,11410,서대문구,합동, 
2017,, ,12,4,2021,"10,000",20.27,4,37-32,14,영타운 지웰 에스테이트,,,11410,서대문구,대현동, 
2005,, ,15,4,2021,"2,000",31.41,10,29-81,70,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2021,, ,3,4,2021,"3,000",18.18,3,56-34,58,파크준,,,11410,서대문구,대현동, 
2020,, ,28,4,2021,"1,000",41.16,17,90-70,90,파라타워,,,11410,서대문구,대현동, 
2021,, ,22,4,2021,"3,000",17.75,15,72-22,65,더이음,,,11410,서대문구,창천동, 
2009,, ,7,4,2021,"1,000",25.35,11,192,70,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2004,, ,10,4,2021,"1,000",28.5,14,20-41,70,아남오피스텔,,,11410,서대문구,창천동, 
2009,, ,17,4,2021,"27,500",56.12,6,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2021,, ,29,4,2021,"21,000",17.75,15,72-22,0,더이음,,,11410,서대문구,창천동, 
2019,, ,26,4,2021,"1,000",18.87,15,110-22,90,신촌 스타게이트,,,11410,서대문구,대현동, 
2014,, ,14,4,2021,"22,000",28.43,21,104-5,0,신촌푸르지오시티,,,11410,서대문구,대현동, 
2021,, ,14,4,2021,"1,000",17.75,13,72-22,70,더이음,,,11410,서대문구,창천동, 
2021,, ,14,4,2021,"1,000",18.81,11,29-5,75,스테이 더 디자이너스,,,11410,서대문구,창천동, 
2019,, ,28,4,2021,"1,000",13.39,7,90-22,62,슈테리움 오피스텔,,,11410,서대문구,대현동, 
2021,, ,27,4,2021,"21,000",17.75,15,72-22,0,더이음,,,11410,서대문구,창천동, 
2009,, ,27,4,2021,"27,000",56.12,10,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2003,, ,26,4,2021,"7,000",17.34,1,396-25,0,동림오벨리스크,,,11410,서대문구,홍은동, 
2021,, ,23,4,2021,"21,000",18.81,10,29-5,0,스테이 더 디자이너스,,,11410,서대문구,창천동, 
2003,, ,26,4,2021,"6,000",17.34,6,396-25,0,동림오벨리스크,,,11410,서대문구,홍은동, 
2002,, ,26,4,2021,500,20.39,5,121-4,50,오벨리스크,,,11410,서대문구,연희동, 
2019,, ,24,4,2021,"1,000",33.79,3,142-21,90,연희미다스파크,,,11410,서대문구,연희동, 
2021,, ,17,4,2021,"21,000",17.75,12,72-22,0,더이음,,,11410,서대문구,창천동, 
2014,, ,15,4,2021,"23,100",26.82,11,104-5,0,신촌푸르지오시티,,,11410,서대문구,대현동, 
2017,, ,21,4,2021,"17,364",20.27,2,37-32,0,영타운 지웰 에스테이트,,,11410,서대문구,대현동, 
2014,, ,18,4,2021,"22,000",25.76,8,104-5,0,신촌푸르지오시티,,,11410,서대문구,대현동, 
2021,, ,19,4,2021,"19,000",17.59,4,27-51,0,에스엠케이타워,,,11410,서대문구,대현동, 
2019,, ,2,4,2021,"3,700",13.39,8,90-22,37,슈테리움 오피스텔,,,11410,서대문구,대현동, 
2021,, ,16,4,2021,"19,000",17.59,7,27-51,0,에스엠케이타워,,,11410,서대문구,대현동, 
2007,, ,14,4,2021,"49,000",86.17,6,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2021,, ,13,4,2021,"25,000",19.91,14,101-2,0,신촌리브하임,,,11410,서대문구,대현동, 
2004,, ,12,4,2021,500,19.04,5,188-3,60,(188-3),,,11410,서대문구,연희동, 
2004,, ,12,4,2021,"15,000",20.91,3,103-6,0,라이온스톤,,,11410,서대문구,연희동, 
2018,, ,8,4,2021,"26,250",45.08,4,382-9,0,더-아무르,,,11410,서대문구,남가좌동, 
2014,, ,9,4,2021,"1,000",23.7,7,104-5,90,신촌푸르지오시티,,,11410,서대문구,대현동, 
2021,, ,8,4,2021,"20,000",15.92,6,27-51,0,에스엠케이타워,,,11410,서대문구,대현동, 
2021,, ,6,4,2021,"20,000",15.92,4,27-51,0,에스엠케이타워,,,11410,서대문구,대현동, 
2019,, ,5,4,2021,"3,000",12.87,5,56-83,58,한빛슈테리움2차,,,11410,서대문구,대현동, 
2020,, ,1,4,2021,"22,000",19.96,17,90-70,0,파라타워,,,11410,서대문구,대현동, 
2021,, ,1,4,2021,"20,000",18.81,10,29-5,0,스테이 더 디자이너스,,,11410,서대문구,창천동, 
2009,, ,31,5,2021,"19,950",56.12,6,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2006,, ,27,5,2021,"1,000",29.29,6,117,70,충정로대우디오빌,,,11410,서대문구,합동, 
2004,, ,25,5,2021,"11,000",19.81,3,103-6,20,라이온스톤,,,11410,서대문구,연희동, 
2021,, ,22,5,2021,"20,000",19.79,5,27-51,0,에스엠케이타워,,,11410,서대문구,대현동, 
2021,, ,24,5,2021,"1,000",17.75,8,72-22,75,더이음,,,11410,서대문구,창천동, 
2014,, ,15,5,2021,"4,000",27.66,6,104-5,65,신촌푸르지오시티,,,11410,서대문구,대현동, 
2021,, ,8,5,2021,"21,000",17.75,12,72-22,0,더이음,,,11410,서대문구,창천동, 
2021,, ,8,5,2021,"21,000",17.75,12,72-22,0,더이음,,,11410,서대문구,창천동, 
2014,, ,6,5,2021,"21,000",26.76,16,104-5,0,신촌푸르지오시티,,,11410,서대문구,대현동, 
2021,, ,1,5,2021,"20,000",17.75,9,72-22,0,더이음,,,11410,서대문구,창천동, 
2006,, ,1,5,2021,"20,000",30.86,5,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2006,, ,8,5,2021,"9,800",19.4,9,190,17,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2021,21.08~23.08, ,30,5,2021,"19,000",17.59,3,27-51,0,에스엠케이타워,,,11410,서대문구,대현동, 
2007,21.05~22.05, ,18,5,2021,"1,000",28.79,4,194-30,75,브라운스톤 연희,,,11410,서대문구,연희동, 
2020,, ,26,5,2021,500,29.01,2,193-9,75,(193-9),,,11410,서대문구,연희동, 
2006,21.07~23.07, ,7,5,2021,"22,000",29.26,3,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2004,21.05~22.05, ,17,5,2021,"2,000",19.81,4,103-6,60,라이온스톤,,,11410,서대문구,연희동, 
2003,21.05~22.05, ,6,5,2021,500,15.94,3,80-7,40,파라다이스텔에스비,,,11410,서대문구,연희동, 
2017,21.06~22.06, ,31,5,2021,"1,000",14.52,9,37-30,65,이대프리젠#1,,,11410,서대문구,대현동, 
2009,21.06~22.06, ,28,5,2021,"4,000",25.35,15,192,55,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2018,21.06~22.06, ,29,5,2021,"1,000",17.31,15,90-77,35,유씨유 이대,,,11410,서대문구,대현동, 
2003,21.06~23.06, ,29,5,2021,"1,000",25.53,4,88-11,60,정연지오빌ll,,,11410,서대문구,연희동, 
2001,21.05~22.05,신규,1,5,2021,500,16.2,6,212-2,48,연희소프트빌,,,11410,서대문구,연희동, 
2018,21.06~22.06, ,31,5,2021,"25,300",27.42,6,1013,0,이편한세상신촌,,,11410,서대문구,북아현동, 
2021,21.06~22.06, ,24,5,2021,"5,000",18.21,5,56-34,55,파크준,,,11410,서대문구,대현동, 
2019,21.06~23.06, ,12,5,2021,"1,000",17.84,11,90-60,73,이대 포레스트,,,11410,서대문구,대현동, 
2015,21.06~23.06, ,4,5,2021,"17,000",20.3,9,56-119,0,SONG'S 8,,,11410,서대문구,대현동, 
2021,21.06~22.06, ,25,5,2021,"2,000",15.63,7,90-12,65,(90-12),,,11410,서대문구,대현동, 
2021,21.05~23.05, ,4,5,2021,"3,000",17.75,4,72-22,65,더이음,,,11410,서대문구,창천동, 
2021,21.05~23.05,신규,9,5,2021,"20,000",17.75,7,72-22,0,더이음,,,11410,서대문구,창천동, 
2004,21.05~22.05, ,15,5,2021,"3,000",24.29,8,45-5,50,이화인비따레오피스텔,,,11410,서대문구,대현동, 
2006,21.06~22.06, ,27,5,2021,"1,000",29.26,14,117,75,충정로대우디오빌,,,11410,서대문구,합동, 
2018,, ,31,5,2021,"17,500",27.42,6,1013,30,이편한세상신촌,,,11410,서대문구,북아현동, 
2021,21.06~22.06, ,15,5,2021,"1,000",18.81,8,29-5,80,스테이 더 디자이너스,,,11410,서대문구,창천동, 
2021,21.05~22.05, ,29,5,2021,500,17.75,11,72-22,75,더이음,,,11410,서대문구,창천동, 
2021,21.06~23.02, ,19,5,2021,"20,000",18.18,9,56-34,0,파크준,,,11410,서대문구,대현동, 
2018,, ,29,5,2021,"25,358",27.42,8,1013,0,이편한세상신촌,,,11410,서대문구,북아현동, 
2019,21.06~23.02, ,31,5,2021,"20,000",18.81,9,90-15,0,아리움Ⅰ,,,11410,서대문구,대현동, 
2021,21.06~23.02, ,19,5,2021,"20,000",18.18,9,56-34,0,파크준,,,11410,서대문구,대현동, 
2004,, ,29,5,2021,"9,000",26.75,15,20-41,35,아남오피스텔,,,11410,서대문구,창천동, 
2018,, ,29,5,2021,"23,000",21.43,6,37-15,0,이대프리젠#3,,,11410,서대문구,대현동, 
2019,21.05~23.05,신규,29,5,2021,"5,000",14.21,4,90-36,35,이화블로섬하우스,,,11410,서대문구,대현동, 
2004,, ,30,5,2021,"15,000",24.29,9,45-5,0,이화인비따레오피스텔,,,11410,서대문구,대현동, 
2018,, ,31,5,2021,"27,300",27.16,11,1013,0,이편한세상신촌,,,11410,서대문구,북아현동, 
2021,, ,6,5,2021,"21,000",17.75,13,72-22,0,더이음,,,11410,서대문구,창천동, 
2021,, ,20,5,2021,"1,000",17.75,12,72-22,75,더이음,,,11410,서대문구,창천동, 
2006,, ,27,5,2021,"9,800",22.61,8,190,26,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2004,, ,22,5,2021,"10,000",19.81,6,103-6,25,라이온스톤,,,11410,서대문구,연희동, 
2002,, ,3,5,2021,"6,000",20.39,3,121-4,20,오벨리스크,,,11410,서대문구,연희동, 
2014,, ,24,5,2021,"28,000",36.8,8,104-36,0,신촌자이엘라,,,11410,서대문구,대현동, 
2015,, ,12,5,2021,"17,500",20.3,9,56-119,0,SONG'S 8,,,11410,서대문구,대현동, 
2021,, ,17,5,2021,"1,000",17.75,14,72-22,75,더이음,,,11410,서대문구,창천동, 
2004,, ,5,5,2021,"2,000",19.58,3,78-4,40,시아 루비움,,,11410,서대문구,연희동, 
2017,, ,20,5,2021,"1,000",20.27,2,37-32,62,영타운 지웰 에스테이트,,,11410,서대문구,대현동, 
2004,21.05~22.05,신규,15,5,2021,"3,000",24.29,8,45-5,50,이화인비따레오피스텔,,,11410,서대문구,대현동, 
2021,, ,11,5,2021,"18,000",15.46,3,56-34,0,파크준,,,11410,서대문구,대현동, 
2018,, ,20,5,2021,"28,000",27.16,4,1013,0,이편한세상신촌,,,11410,서대문구,북아현동, 
2019,, ,20,5,2021,"1,000",13.11,8,90-36,51,이화블로섬하우스,,,11410,서대문구,대현동, 
2009,, ,18,5,2021,"18,500",22.72,19,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2017,, ,15,5,2021,"4,000",16.03,9,37-30,50,이대프리젠#1,,,11410,서대문구,대현동, 
2018,, ,10,5,2021,"27,000",27.16,3,1013,0,이편한세상신촌,,,11410,서대문구,북아현동, 
2019,, ,8,5,2021,"1,000",13.78,8,90-15,62,아리움Ⅰ,,,11410,서대문구,대현동, 
2002,, ,10,5,2021,"5,000",20.39,3,121-4,30,오벨리스크,,,11410,서대문구,연희동, 
2019,, ,18,5,2021,"1,000",27.13,4,142-21,70,연희미다스파크,,,11410,서대문구,연희동, 
2019,, ,17,5,2021,"17,850",27.72,4,142-21,0,연희미다스파크,,,11410,서대문구,연희동, 
2015,, ,3,5,2021,"1,000",20.3,4,56-119,70,SONG'S 8,,,11410,서대문구,대현동, 
2019,, ,5,5,2021,"4,000",13.39,4,90-22,40,슈테리움 오피스텔,,,11410,서대문구,대현동, 
2005,, ,6,5,2021,"1,000",41.57,15,116,95,SK리쳄블,,,11410,서대문구,합동, 
2002,, ,13,5,2021,"8,000",20.39,6,121-4,0,오벨리스크,,,11410,서대문구,연희동, 
2021,, ,10,5,2021,"24,000",19.91,13,101-2,0,신촌리브하임,,,11410,서대문구,대현동, 
2021,, ,12,5,2021,"6,000",17.75,5,72-22,55,더이음,,,11410,서대문구,창천동, 
2019,, ,6,5,2021,"22,000",26.67,6,142-21,0,연희미다스파크,,,11410,서대문구,연희동, 
2019,, ,5,5,2021,"1,000",16.13,9,90-15,68,아리움Ⅰ,,,11410,서대문구,대현동, 
2020,, ,4,5,2021,"20,000",15.89,6,56-28,0,파크제이드 이화,,,11410,서대문구,대현동, 
2019,, ,16,6,2021,"15,000",21.81,9,90-22,5,슈테리움 오피스텔,,,11410,서대문구,대현동, 
2004,, ,26,6,2021,"10,000",22.54,3,103-6,30,라이온스톤,,,11410,서대문구,연희동, 
2004,, ,7,6,2021,"16,500",33.22,4,465,0,충정리시온,,,11410,서대문구,충정로3가, 
2017,21.07~22.01,신규,21,6,2021,"1,000",20.27,10,37-32,73,영타운 지웰 에스테이트,,,11410,서대문구,대현동, 
2021,21.07~23.07,신규,28,6,2021,"17,500",14.77,10,27-51,0,에스엠케이타워,,,11410,서대문구,대현동, 
2021,21.07~23.06,신규,17,6,2021,"19,500",17.59,8,27-51,0,에스엠케이타워,,,11410,서대문구,대현동, 
2021,21.06~22.06,신규,1,6,2021,"1,000",18.81,8,29-5,75,스테이 더 디자이너스,,,11410,서대문구,창천동, 
2014,21.08~22.08,신규,29,6,2021,"5,000",28.3,14,104-36,75,신촌자이엘라,,,11410,서대문구,대현동, 
2021,21.06~22.06,신규,5,6,2021,"1,000",20.93,4,29-5,90,스테이 더 디자이너스,,,11410,서대문구,창천동, 
2004,21.07~23.07,신규,24,6,2021,"15,500",24.7,3,465,0,충정리시온,,,11410,서대문구,충정로3가, 
2019,21.07~22.07,갱신,12,6,2021,"1,000",18.89,6,110-22,90,신촌 스타게이트,"1,000",90,11410,서대문구,대현동, 
2004,21.07~22.07,신규,23,6,2021,500,19.04,4,188-3,60,(188-3),,,11410,서대문구,연희동, 
2005,21.08~22.08,신규,30,6,2021,"1,000",26.64,7,27-20,65,신촌가이아,,,11410,서대문구,대현동, 
2018,21.06~22.06,신규,18,6,2021,"1,000",17.66,11,90-77,35,유씨유 이대,,,11410,서대문구,대현동, 
2006,21.09~22.09,신규,3,6,2021,"8,000",30.86,2,117,40,충정로대우디오빌,,,11410,서대문구,합동, 
2019,21.08~23.08,신규,16,6,2021,"18,900",27.13,4,142-21,0,연희미다스파크,,,11410,서대문구,연희동, 
2021,21.06~22.06,신규,21,6,2021,"1,000",14.74,10,101-2,75,신촌리브하임,,,11410,서대문구,대현동, 
2017,21.06~22.06,신규,12,6,2021,"1,000",20.27,10,37-32,70,영타운 지웰 에스테이트,,,11410,서대문구,대현동, 
2021,21.07~22.07,신규,21,6,2021,"5,000",14.79,6,90-12,50,(90-12),,,11410,서대문구,대현동, 
2019,21.08~22.10,신규,19,6,2021,"19,950",17.84,7,90-60,0,이대 포레스트,,,11410,서대문구,대현동, 
2006,21.08~23.08,신규,23,6,2021,"19,000",30.86,3,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2002,21.07~23.07,신규,25,6,2021,"1,000",20.39,5,121-4,40,오벨리스크,,,11410,서대문구,연희동, 
2014,21.08~23.08,신규,19,6,2021,"24,000",27.66,17,104-5,0,신촌푸르지오시티,,,11410,서대문구,대현동, 
2006,21.08~22.07, ,10,6,2021,"2,000",61.22,15,117,135,충정로대우디오빌,,,11410,서대문구,합동, 
2021,21.07~22.02,신규,2,6,2021,"1,000",15.63,5,90-12,70,(90-12),,,11410,서대문구,대현동, 
2019,21.08~22.08,신규,29,6,2021,"1,000",17.84,14,90-60,75,이대 포레스트,,,11410,서대문구,대현동, 
2009,21.08~23.07,신규,29,6,2021,"3,000",25.35,18,192,60,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2018,21.07~23.02,신규,21,6,2021,"1,000",16.99,4,56-10,70,더가온 오피스텔,,,11410,서대문구,대현동, 
2017,21.07~22.07,신규,25,6,2021,"1,000",16.03,3,37-30,65,이대프리젠#1,,,11410,서대문구,대현동, 
2004,21.07~23.07,신규,16,6,2021,"16,030",28.08,7,20-41,0,아남오피스텔,,,11410,서대문구,창천동, 
2018,21.07~22.07,신규,15,6,2021,"2,000",17.6,4,56-10,58,더가온 오피스텔,,,11410,서대문구,대현동, 
2021,21.08~22.08,신규,30,6,2021,"1,000",17.75,6,72-22,70,더이음,,,11410,서대문구,창천동, 
2021,21.06~22.01,신규,19,6,2021,"1,000",17.75,6,72-22,70,더이음,,,11410,서대문구,창천동, 
2007,21.07~22.07,신규,4,6,2021,"5,000",28.79,4,194-30,45,브라운스톤 연희,,,11410,서대문구,연희동, 
2004,21.07~22.07,신규,6,6,2021,"8,000",41.04,3,97-64,65,경선파인 오피스텔,,,11410,서대문구,창천동, 
2004,21.07~22.07,신규,18,6,2021,500,19.04,2,188-3,62,(188-3),,,11410,서대문구,연희동, 
2017,21.07~22.01,갱신,19,6,2021,"3,500",20.27,7,37-32,65,영타운 지웰 에스테이트,"3,000",65,11410,서대문구,대현동, 
2005,21.07~22.07,신규,29,6,2021,"5,000",41.08,15,116,80,SK리쳄블,,,11410,서대문구,합동, 
2017,21.07~22.07,신규,17,6,2021,"3,000",15.06,10,90-44,58,이대프리젠#2,,,11410,서대문구,대현동, 
2018,21.07~22.07,신규,17,6,2021,"1,000",20.19,5,56-10,70,더가온 오피스텔,,,11410,서대문구,대현동, 
2018,21.08~23.08,신규,7,6,2021,"23,000",18.92,2,218-11,0,THE연희힐,,,11410,서대문구,연희동, 
2021,21.06~22.06,신규,24,6,2021,"1,000",17.75,5,72-22,75,더이음,,,11410,서대문구,창천동, 
2021,21.07~22.07,신규,24,6,2021,"1,000",17.75,6,72-22,70,더이음,,,11410,서대문구,창천동, 
2021,21.08~22.07,신규,30,6,2021,"1,000",17.75,6,72-22,70,더이음,,,11410,서대문구,창천동, 
2018,21.08~22.08,갱신,26,6,2021,"1,000",27.42,7,1013,92,이편한세상신촌,"1,000",88,11410,서대문구,북아현동,사용
2002,21.06~22.06,신규,30,6,2021,"1,000",20.67,7,100-15,35,브라운 힐,,,11410,서대문구,연희동, 
2019,21.06~22.06,신규,28,6,2021,"3,000",13.78,6,90-15,55,아리움Ⅰ,,,11410,서대문구,대현동, 
2021,21.07~23.07, ,24,6,2021,"21,000",17.75,15,72-22,0,더이음,,,11410,서대문구,창천동, 
2017,21.07~22.07,신규,26,6,2021,"1,000",20.27,3,37-32,70,영타운 지웰 에스테이트,,,11410,서대문구,대현동, 
2005,21.07~22.07,신규,16,6,2021,"1,000",29.13,9,29-81,65,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2017,21.07~22.07,신규,29,6,2021,"1,000",20.27,2,37-32,65,영타운 지웰 에스테이트,,,11410,서대문구,대현동, 
2004,21.07~22.06,신규,24,6,2021,500,19.04,5,188-3,62,(188-3),,,11410,서대문구,연희동, 
2021,21.06~22.06,신규,5,6,2021,"1,000",17.75,5,72-22,75,더이음,,,11410,서대문구,창천동, 
2004,, ,21,6,2021,"5,000",19.25,5,78-4,20,시아 루비움,,,11410,서대문구,연희동, 
2021,, ,26,6,2021,"20,000",15.92,9,27-51,0,에스엠케이타워,,,11410,서대문구,대현동, 
2018,, ,16,6,2021,"29,000",27.16,5,1013,0,이편한세상신촌,,,11410,서대문구,북아현동, 
1991,21.07~22.07,신규,9,6,2021,"3,000",24.65,5,343,60,(343),,,11410,서대문구,연희동, 
2009,21.07~23.07,갱신,30,6,2021,"16,800",25.35,10,192,0,서대문 디오빌 오피스텔,"16,000",,11410,서대문구,충정로2가, 
2009,21.08~23.08,신규,30,6,2021,"18,500",25.35,15,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2003,21.06~22.06,신규,4,6,2021,"1,000",22.23,3,88-11,60,정연지오빌ll,,,11410,서대문구,연희동, 
2020,21.06~22.06, ,21,6,2021,"2,000",15.89,8,56-28,70,파크제이드 이화,,,11410,서대문구,대현동, 
2003,21.06~23.06,갱신,30,6,2021,"9,450",21.12,3,413-126,0,(413-126),"9,000",,11410,서대문구,연희동,사용
2005,21.07~23.07,신규,17,6,2021,"10,000",19.01,1,103-7,0,스페이스엠,,,11410,서대문구,연희동, 
2004,21.07~23.07,신규,28,6,2021,"15,000",20.91,4,103-6,0,라이온스톤,,,11410,서대문구,연희동, 
2004,21.08~23.08, ,29,6,2021,"16,000",26.75,14,20-41,0,아남오피스텔,,,11410,서대문구,창천동, 
2019,21.06~21.12,신규,1,6,2021,"8,000",17.84,3,90-60,40,이대 포레스트,,,11410,서대문구,대현동, 
2021,21.06~22.07,신규,7,6,2021,"5,000",15.63,6,90-12,50,(90-12),,,11410,서대문구,대현동, 
2015,21.06~23.06,신규,21,6,2021,"17,000",20.3,9,56-119,0,SONG'S 8,,,11410,서대문구,대현동, 
2021,21.06~22.06,신규,3,6,2021,"1,000",17.75,9,72-22,75,더이음,,,11410,서대문구,창천동, 
2021,21.06~22.08,신규,12,6,2021,"2,000",15.63,5,90-12,65,(90-12),,,11410,서대문구,대현동, 
2021,21.06~22.02,신규,14,6,2021,"1,000",15.63,8,90-12,70,(90-12),,,11410,서대문구,대현동, 
2014,21.06~22.06, ,25,6,2021,"1,000",26.76,12,104-5,85,신촌푸르지오시티,,,11410,서대문구,대현동, 
2019,21.06~22.06, ,25,6,2021,"1,000",13.78,7,90-15,60,아리움Ⅰ,,,11410,서대문구,대현동, 
2019,21.06~22.06,신규,11,6,2021,"1,000",13.29,3,90-22,55,슈테리움 오피스텔,,,11410,서대문구,대현동, 
2021,21.06~22.06,신규,25,6,2021,"3,000",15.63,3,90-12,60,(90-12),,,11410,서대문구,대현동, 
2021,21.07~22.07,신규,16,6,2021,"1,000",17.75,4,72-22,75,더이음,,,11410,서대문구,창천동, 
2021,21.06~23.06,신규,3,6,2021,"21,000",17.75,15,72-22,0,더이음,,,11410,서대문구,창천동, 
2004,21.06~22.06,신규,12,6,2021,500,19.04,4,188-3,60,(188-3),,,11410,서대문구,연희동, 
2002,21.08~23.08,신규,5,6,2021,"10,000",20.39,3,121-4,0,오벨리스크,,,11410,서대문구,연희동, 
2021,21.06~23.06,신규,22,6,2021,"3,000",15.63,3,90-12,60,(90-12),,,11410,서대문구,대현동, 
2021,21.07~23.07,신규,22,6,2021,"20,000",15.92,5,27-51,0,에스엠케이타워,,,11410,서대문구,대현동, 
2021,21.06~22.02,신규,22,6,2021,"5,000",15.63,7,90-12,50,(90-12),,,11410,서대문구,대현동, 
2005,21.06~22.06, ,8,6,2021,"1,000",31.41,7,29-81,70,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2006,21.07~23.07,신규,21,6,2021,"9,800",22.61,4,190,20,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2020,21.06~22.06,신규,2,6,2021,"3,000",19.39,8,90-70,65,파라타워,,,11410,서대문구,대현동, 
