buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,offiNm,preDeposit,preMonthlyRent,sggCd,sggNm,umdNm,useRRRight
2022,23.02~24.02,신규,20,2,2023,500,14.66,8,37-12,86,아리움4차,,,11410,서대문구,대현동, 
2007,23.03~24.03,신규,7,2,2023,"1,000",31.96,6,194-30,90,브라운스톤 연희,,,11410,서대문구,연희동, 
2022,23.04~25.04,신규,23,2,2023,"18,000",15.3,3,37-49,1,에스엠오피스텔,,,11410,서대문구,대현동, 
2022,23.02~24.02,신규,4,2,2023,"3,000",23.47,7,37-12,150,아리움4차,,,11410,서대문구,대현동, 
2021,, ,3,2,2023,"1,000",15.22,8,110-10,94,아리움II,,,11410,서대문구,대현동, 
2006,23.03~24.03,신규,15,2,2023,"1,000",29.26,7,117,72,충정로대우디오빌,,,11410,서대문구,합동, 
2005,23.03~24.03,신규,28,2,2023,"1,000",24.92,10,29-81,75,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2015,23.04~25.04,신규,25,2,2023,"16,000",18.98,3,90-58,0,(90-58),,,11410,서대문구,대현동, 
2001,23.03~24.03,신규,23,2,2023,500,16.2,10,212-2,50,연희소프트빌,,,11410,서대문구,연희동, 
2009,, ,21,2,2023,"10,000",25.35,16,192,35,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2021,23.03~25.03,신규,25,2,2023,"19,500",15.92,8,27-51,0,에스엠케이타워,,,11410,서대문구,대현동, 
2004,23.02~25.02,신규,28,2,2023,"1,000",19.81,6,103-6,90,라이온스톤,,,11410,서대문구,연희동, 
2022,, ,6,2,2023,"3,000",14.34,7,37-25,85,아리움 5차,,,11410,서대문구,대현동, 
2006,23.03~25.03,신규,3,2,2023,"20,000",29.25,9,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2006,23.03~25.03,신규,25,2,2023,"21,000",29.24,8,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2004,23.03~25.03,신규,10,2,2023,"22,200",44.22,8,490,0,홍익사랑,,,11410,서대문구,창천동, 
2022,, ,10,2,2023,"1,000",15.3,7,37-49,78,에스엠오피스텔,,,11410,서대문구,대현동, 
2023,, ,3,2,2023,"30,000",25.06,7,27-27,0,(27-27),,,11410,서대문구,대현동, 
2009,23.03~24.03,갱신,10,2,2023,"4,000",28.82,13,192,38,서대문 디오빌 오피스텔,"4,000",35,11410,서대문구,충정로2가, 
2006,23.04~25.04,신규,15,2,2023,"21,000",29.29,12,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2019,, ,24,2,2023,"15,500",13.29,9,90-22,0,슈테리움 오피스텔,,,11410,서대문구,대현동, 
2022,, ,3,2,2023,"1,000",15.3,6,37-49,82,에스엠오피스텔,,,11410,서대문구,대현동, 
2004,23.02~25.02,신규,27,2,2023,"1,000",22.11,7,490,60,홍익사랑,,,11410,서대문구,창천동, 
2018,23.03~24.02,신규,28,2,2023,"1,000",17.66,5,90-77,85,유씨유 이대,,,11410,서대문구,대현동, 
2014,,갱신,18,2,2023,800,23.38,13,104-5,80,신촌푸르지오시티,800,78,11410,서대문구,대현동,사용
2019,23.02~24.02,신규,17,2,2023,"3,000",18.02,4,90-36,90,이화블로섬하우스,,,11410,서대문구,대현동, 
2022,23.02~24.02,신규,16,2,2023,"1,000",14.34,9,37-25,90,아리움 5차,,,11410,서대문구,대현동, 
2007,23.06~25.06,신규,11,2,2023,"7,000",156.24,7,194-30,250,브라운스톤 연희,,,11410,서대문구,연희동, 
2001,23.02~24.02,신규,20,2,2023,500,16.2,9,212-2,50,연희소프트빌,,,11410,서대문구,연희동, 
2023,23.02~25.02,신규,2,2,2023,"22,000",25.06,11,27-27,60,(27-27),,,11410,서대문구,대현동, 
2009,23.03~24.03,신규,4,2,2023,"7,000",25.35,17,192,50,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2019,23.02~24.02,신규,15,2,2023,"1,000",17.84,3,90-60,84,이대 포레스트,,,11410,서대문구,대현동, 
2017,23.02~24.02,신규,27,2,2023,"1,000",19.31,4,37-32,78,영타운 지웰 에스테이트,,,11410,서대문구,대현동, 
2021,23.02~24.02,신규,11,2,2023,"1,000",15.02,7,101-2,110,신촌리브하임,,,11410,서대문구,대현동, 
2022,23.03~24.03,신규,5,2,2023,"1,000",15.3,9,37-49,82,에스엠오피스텔,,,11410,서대문구,대현동, 
2019,23.03~24.02,신규,7,2,2023,"5,000",14.65,3,90-36,60,이화블로섬하우스,,,11410,서대문구,대현동, 
2015,23.03~25.03,신규,21,2,2023,"14,000",18.98,3,90-58,10,(90-58),,,11410,서대문구,대현동, 
2015,23.02~25.02,신규,7,2,2023,"8,900",14.04,6,90-41,0,(90-41),,,11410,서대문구,대현동, 
2014,23.02~25.02,신규,11,2,2023,"24,000",26.82,9,104-5,0,신촌푸르지오시티,,,11410,서대문구,대현동, 
2001,23.02~24.02,신규,24,2,2023,500,16.2,6,212-2,50,연희소프트빌,,,11410,서대문구,연희동, 
2019,23.03~24.03,신규,4,2,2023,"1,000",17.84,13,90-60,100,이대 포레스트,,,11410,서대문구,대현동, 
2014,, ,27,2,2023,"22,500",25.76,8,104-5,0,신촌푸르지오시티,,,11410,서대문구,대현동, 
2021,23.02~24.02,갱신,25,2,2023,"3,000",15.22,4,110-10,78,아리움II,"3,000",75,11410,서대문구,대현동, 
2021,23.02~24.02,갱신,10,2,2023,"3,000",18.81,10,29-5,72,스테이 더 디자이너스,"3,000",69,11410,서대문구,창천동, 
2004,23.03~25.03,갱신,28,2,2023,"16,300",29.44,4,465,0,충정리시온,"16,000",,11410,서대문구,충정로3가,사용
2006,23.03~25.03,갱신,2,2,2023,"20,900",29.24,7,117,0,충정로대우디오빌,"19,950",,11410,서대문구,합동,사용
2021,23.02~24.02,신규,28,2,2023,"5,000",15.22,5,110-10,74,아리움II,,,11410,서대문구,대현동, 
2020,23.03~25.03,신규,28,2,2023,"19,500",15.89,5,56-28,0,파크제이드 이화,,,11410,서대문구,대현동, 
2019,, ,1,2,2023,"1,000",13.57,8,56-83,76,한빛슈테리움2차,,,11410,서대문구,대현동, 
2021,23.02~25.02,신규,1,2,2023,"10,000",17.75,9,72-22,50,더이음,,,11410,서대문구,창천동, 
2021,23.02~25.02,신규,16,2,2023,"20,000",18.18,9,56-34,0,파크준,,,11410,서대문구,대현동, 
2004,23.02~24.02,신규,14,2,2023,"1,000",21.9,7,45-5,60,이화인비따레오피스텔,,,11410,서대문구,대현동, 
2006,23.02~24.02,신규,16,2,2023,"9,000",19.4,10,190,27,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2023,23.02~25.02,신규,11,2,2023,"30,000",25.06,13,27-27,15,(27-27),,,11410,서대문구,대현동, 
2021,23.02~25.02,신규,28,2,2023,"23,000",21.13,4,72-22,0,더이음,,,11410,서대문구,창천동, 
2017,23.02~24.02,갱신,3,2,2023,"1,000",16.03,7,37-30,70,이대프리젠#1,"1,000",66,11410,서대문구,대현동, 
2022,23.02~24.02,신규,4,2,2023,"3,000",15.3,10,37-49,75,에스엠오피스텔,,,11410,서대문구,대현동, 
2018,23.02~24.01,신규,27,2,2023,"1,000",17.66,10,90-77,90,유씨유 이대,,,11410,서대문구,대현동, 
2021,23.03~24.02,신규,1,2,2023,"5,000",15.22,14,110-10,82,아리움II,,,11410,서대문구,대현동, 
2021,23.02~24.02,신규,8,2,2023,"2,000",15.22,4,110-10,84,아리움II,,,11410,서대문구,대현동, 
2002,23.02~24.02,신규,4,2,2023,500,14.11,4,92-7,50,창천오피스텔,,,11410,서대문구,창천동, 
2021,23.02~24.02,신규,18,2,2023,"15,000",17.75,3,72-22,25,더이음,,,11410,서대문구,창천동, 
2021,23.02~24.02,신규,1,2,2023,"4,000",15.22,10,110-10,80,아리움II,,,11410,서대문구,대현동, 
2019,23.02~25.02,신규,27,2,2023,"16,000",13.39,9,90-22,0,슈테리움 오피스텔,,,11410,서대문구,대현동, 
2023,23.02~25.02,신규,13,2,2023,"30,000",25.06,14,27-27,0,(27-27),,,11410,서대문구,대현동, 
2015,23.02~25.02,신규,25,2,2023,"16,000",18.98,3,90-58,0,(90-58),,,11410,서대문구,대현동, 
2017,23.02~24.02,신규,12,2,2023,"1,000",15.24,8,90-44,75,이대프리젠#2,,,11410,서대문구,대현동, 
2019,23.03~25.03,신규,27,2,2023,"16,500",13.39,10,90-22,0,슈테리움 오피스텔,,,11410,서대문구,대현동, 
2020,, ,4,2,2023,100,11.11,2,112-25,55,신촌그린오피스텔,,,11410,서대문구,창천동, 
2003,23.04~25.04,갱신,19,2,2023,"10,500",18.9,2,188-57,0,(188-57),"10,000",,11410,서대문구,연희동,사용
2021,, ,27,2,2023,"2,000",15.35,5,110-10,84,아리움II,,,11410,서대문구,대현동, 
2014,23.02~24.02,신규,21,2,2023,"1,000",27.4,4,104-5,85,신촌푸르지오시티,,,11410,서대문구,대현동, 
2022,23.02~24.02,신규,4,2,2023,"3,000",23.47,8,37-12,155,아리움4차,,,11410,서대문구,대현동, 
2021,23.02~25.02,신규,21,2,2023,"20,000",17.59,9,27-51,0,에스엠케이타워,,,11410,서대문구,대현동, 
2019,23.02~24.02,신규,13,2,2023,"21,000",17.84,6,90-60,0,이대 포레스트,,,11410,서대문구,대현동, 
2018,23.02~25.02,갱신,25,2,2023,"21,000",24.1,5,90-42,0,이대다올노블리움2차,"23,000",,11410,서대문구,대현동, 
2015,23.02~25.02,신규,20,2,2023,"15,000",20.3,3,56-119,0,SONG'S 8,,,11410,서대문구,대현동, 
2023,23.02~24.02,신규,24,2,2023,"30,000",25.06,12,27-27,0,(27-27),,,11410,서대문구,대현동, 
2023,, ,11,2,2023,"30,000",25.06,14,27-27,0,(27-27),,,11410,서대문구,대현동, 
2021,23.02~24.02,신규,7,2,2023,"1,000",17.75,11,72-22,80,더이음,,,11410,서대문구,창천동, 
2021,23.02~24.02,신규,10,2,2023,"1,000",17.75,8,72-22,85,더이음,,,11410,서대문구,창천동, 
2023,23.03~25.03,신규,10,2,2023,"17,000",16.65,6,27-27,40,(27-27),,,11410,서대문구,대현동, 
2014,23.02~24.02,신규,14,2,2023,"5,000",27.66,7,104-5,80,신촌푸르지오시티,,,11410,서대문구,대현동, 
2015,23.02~24.02,신규,11,2,2023,"1,000",20.3,6,56-119,70,SONG'S 8,,,11410,서대문구,대현동, 
2021,23.04~24.04,신규,24,2,2023,"5,000",15.35,4,110-10,69,아리움II,,,11410,서대문구,대현동, 
2019,23.02~24.02,신규,4,2,2023,"5,000",13.11,6,90-36,55,이화블로섬하우스,,,11410,서대문구,대현동, 
2005,23.02~24.02,신규,8,2,2023,"1,000",24.92,7,29-81,73,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2020,23.02~24.02,신규,17,2,2023,"1,000",19.96,13,90-70,90,파라타워,,,11410,서대문구,대현동, 
2021,23.02~25.02,신규,9,2,2023,"19,000",18.23,4,56-34,0,파크준,,,11410,서대문구,대현동, 
2009,23.04~24.04,신규,18,2,2023,"3,000",25.35,12,192,63,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2019,23.02~24.02,신규,11,2,2023,"5,000",14.65,5,90-36,48,이화블로섬하우스,,,11410,서대문구,대현동, 
2021,, ,8,2,2023,"5,000",15.35,13,110-10,80,아리움II,,,11410,서대문구,대현동, 
2005,23.02~25.02,신규,23,2,2023,"9,000",19.01,3,103-7,10,스페이스엠,,,11410,서대문구,연희동, 
2002,, ,23,2,2023,"2,000",13.33,6,92-7,30,창천오피스텔,,,11410,서대문구,창천동, 
2001,23.03~24.02,갱신,18,2,2023,"4,000",16.2,4,212-2,38,연희소프트빌,"4,000",35,11410,서대문구,연희동, 
2022,, ,2,2,2023,"3,000",13.12,4,37-25,74,아리움 5차,,,11410,서대문구,대현동, 
2016,23.03~25.03,신규,22,2,2023,"25,000",56.55,2,392-5,0,미다스,,,11410,서대문구,북가좌동, 
2019,23.03~24.02,신규,12,2,2023,"20,500",17.84,16,90-60,0,이대 포레스트,,,11410,서대문구,대현동, 
2021,23.04~25.04,갱신,15,2,2023,"12,000",14.97,16,101-2,45,신촌리브하임,"12,000",40,11410,서대문구,대현동, 
2009,23.03~25.03,신규,22,2,2023,"25,500",56.12,6,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2022,23.02~24.02,신규,8,2,2023,"3,000",23.47,9,37-12,160,아리움4차,,,11410,서대문구,대현동, 
2022,23.02~24.02,신규,22,2,2023,"3,000",13.12,6,37-25,85,아리움 5차,,,11410,서대문구,대현동, 
2018,23.03~25.03,신규,11,2,2023,"23,000",27.16,4,1013,0,이편한세상신촌,,,11410,서대문구,북아현동, 
2015,23.03~25.03,신규,20,2,2023,"14,800",18.98,7,90-58,0,(90-58),,,11410,서대문구,대현동, 
2017,23.03~24.03,갱신,21,2,2023,"3,000",20.27,7,37-32,70,영타운 지웰 에스테이트,"3,000",67,11410,서대문구,대현동, 
2003,, ,22,2,2023,"5,000",15.84,3,446-270,0,(446-270),,,11410,서대문구,연희동, 
2019,, ,22,2,2023,"17,000",15.88,4,90-15,0,아리움Ⅰ,,,11410,서대문구,대현동, 
2014,23.02~24.08,신규,10,2,2023,"15,000",27.66,9,104-5,50,신촌푸르지오시티,,,11410,서대문구,대현동, 
2014,23.02~25.02,갱신,22,2,2023,"23,000",28.3,9,104-36,0,신촌자이엘라,"22,000",,11410,서대문구,대현동,사용
2022,23.02~24.02,신규,3,2,2023,"1,000",16.05,10,56-100,110,이대 투웨니퍼스트,,,11410,서대문구,대현동, 
2015,23.03~25.03,신규,21,2,2023,"16,000",18.98,3,90-58,0,(90-58),,,11410,서대문구,대현동, 
2021,23.02~25.02,신규,8,2,2023,"20,000",15.92,10,27-51,0,에스엠케이타워,,,11410,서대문구,대현동, 
2018,23.02~24.02,신규,3,2,2023,"1,000",20.19,7,56-10,74,더가온 오피스텔,,,11410,서대문구,대현동, 
2018,23.03~24.03,신규,7,2,2023,"2,000",14.46,5,37-15,68,이대프리젠#3,,,11410,서대문구,대현동, 
2002,23.02~24.02,신규,2,2,2023,"16,000",22.9,2,92-7,0,창천오피스텔,,,11410,서대문구,창천동, 
2014,23.03~25.03,신규,19,2,2023,"21,000",26.75,7,104-5,0,신촌푸르지오시티,,,11410,서대문구,대현동, 
2018,, ,10,2,2023,"18,000",18.54,6,37-48,0,에스엠피렌체,,,11410,서대문구,대현동, 
2021,23.03~25.03,신규,18,2,2023,"20,000",17.75,7,72-22,0,더이음,,,11410,서대문구,창천동, 
2022,, ,17,2,2023,"17,500",14.01,10,37-49,0,에스엠오피스텔,,,11410,서대문구,대현동, 
2002,23.02~24.02,신규,10,2,2023,500,18.5,4,62-48,55,(62-48),,,11410,서대문구,창천동, 
2021,, ,18,2,2023,"20,000",17.75,9,72-22,0,더이음,,,11410,서대문구,창천동, 
2004,23.02~25.02,신규,3,2,2023,"1,000",24.53,6,20-41,70,아남오피스텔,,,11410,서대문구,창천동, 
2014,23.02~24.02,신규,2,2,2023,"1,000",23.7,11,104-5,85,신촌푸르지오시티,,,11410,서대문구,대현동, 
2023,23.02~25.02,신규,18,2,2023,"22,000",16.65,6,27-27,0,(27-27),,,11410,서대문구,대현동, 
2021,23.02~25.02,갱신,15,2,2023,"18,000",14.97,4,101-2,0,신촌리브하임,"18,000",,11410,서대문구,대현동, 
2006,23.02~24.02,신규,11,2,2023,"9,800",22.61,4,190,29,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2014,, ,19,2,2023,"24,000",29.62,4,104-36,0,신촌자이엘라,,,11410,서대문구,대현동, 
2005,23.02~24.02,신규,15,2,2023,"1,000",24.15,7,218-1,75,연희체스트빌,,,11410,서대문구,연희동, 
2018,23.02~24.02,신규,6,2,2023,"1,000",18.15,6,90-35,73,이대다올노블리움2차,,,11410,서대문구,대현동, 
2021,23.02~24.02,신규,1,2,2023,"1,000",19.76,13,40-38,98,이대역 STARGATE,,,11410,서대문구,대현동, 
2021,, ,16,2,2023,"19,000",15.92,4,27-51,0,에스엠케이타워,,,11410,서대문구,대현동, 
2021,, ,16,2,2023,"19,000",18.23,9,56-34,0,파크준,,,11410,서대문구,대현동, 
2014,23.02~24.02,갱신,16,2,2023,"5,000",23.7,5,104-5,75,신촌푸르지오시티,"5,000",70,11410,서대문구,대현동, 
2017,23.03~25.03,신규,15,2,2023,"16,000",15.06,10,90-44,0,이대프리젠#2,,,11410,서대문구,대현동, 
2007,23.03~25.03,신규,15,2,2023,"52,000",116.81,9,194-30,0,브라운스톤 연희,,,11410,서대문구,연희동, 
2022,, ,12,2,2023,"1,000",13.37,6,37-12,85,아리움4차,,,11410,서대문구,대현동, 
2003,23.02~24.02,갱신,4,2,2023,"1,000",22.8,5,88-11,63,정연지오빌ll,"1,000",60,11410,서대문구,연희동, 
2022,23.02~24.02,신규,2,2,2023,"1,000",13.89,8,90-7,98,아리움3차,,,11410,서대문구,대현동, 
2005,23.02~24.02,신규,1,2,2023,"3,000",19.01,4,103-7,57,스페이스엠,,,11410,서대문구,연희동, 
2006,23.03~25.03,신규,5,2,2023,"30,000",61.22,2,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2019,23.02~24.02,신규,3,2,2023,"5,000",14.87,3,90-36,55,이화블로섬하우스,,,11410,서대문구,대현동, 
2022,, ,1,2,2023,"1,000",13.12,7,37-25,82,아리움 5차,,,11410,서대문구,대현동, 
2005,23.02~24.02,신규,13,2,2023,"1,000",24.15,4,218-1,75,연희체스트빌,,,11410,서대문구,연희동, 
2022,23.02~24.02,신규,12,2,2023,"1,000",13.12,8,37-25,82,아리움 5차,,,11410,서대문구,대현동, 
2003,23.02~24.02,신규,13,2,2023,"4,000",18.9,5,188-57,45,(188-57),,,11410,서대문구,연희동, 
2021,23.03~25.03,신규,7,2,2023,"20,000",17.75,14,72-22,0,더이음,,,11410,서대문구,창천동, 
2021,, ,10,2,2023,"2,000",15.35,8,110-10,84,아리움II,,,11410,서대문구,대현동, 
2021,23.04~25.04,갱신,10,2,2023,"4,000",17.75,14,72-22,64,더이음,"4,000",60,11410,서대문구,창천동, 
2004,23.02~24.02,갱신,1,2,2023,"1,000",22.08,8,45-5,63,이화인비따레오피스텔,"1,000",60,11410,서대문구,대현동, 
2018,23.02~25.02,신규,6,2,2023,"19,000",17.66,17,90-77,0,유씨유 이대,,,11410,서대문구,대현동, 
2022,23.02~24.02,신규,9,2,2023,"1,000",14.66,3,37-12,82,아리움4차,,,11410,서대문구,대현동, 
2017,23.05~24.05,신규,8,2,2023,"5,000",16.03,9,37-30,60,이대프리젠#1,,,11410,서대문구,대현동, 
2005,23.02~24.02,신규,9,2,2023,"1,000",31.41,6,29-81,83,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2005,, ,8,2,2023,"15,000",31.41,8,29-81,12,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2005,23.02~25.02,갱신,8,2,2023,"1,000",31.41,15,29-81,60,신촌 르메이에르타운5,"1,000",75,11410,서대문구,창천동, 
2019,23.02~24.02,신규,8,2,2023,"3,000",14.21,5,90-36,69,이화블로섬하우스,,,11410,서대문구,대현동, 
2019,23.02~24.02,신규,6,2,2023,"1,000",13.39,9,90-22,70,슈테리움 오피스텔,,,11410,서대문구,대현동, 
2016,23.04~24.04,신규,3,2,2023,"5,000",43.11,3,392-5,70,미다스,,,11410,서대문구,북가좌동, 
2021,, ,7,2,2023,"20,000",19.79,7,27-51,0,에스엠케이타워,,,11410,서대문구,대현동, 
2014,23.02~24.02,신규,7,2,2023,"5,000",25.76,7,104-5,70,신촌푸르지오시티,,,11410,서대문구,대현동, 
2021,23.02~25.02,신규,6,2,2023,"19,000",15.92,4,27-51,0,에스엠케이타워,,,11410,서대문구,대현동, 
2019,23.02~23.08,갱신,1,2,2023,"19,900",17.84,5,90-60,0,이대 포레스트,"19,000",,11410,서대문구,대현동, 
2022,23.02~24.01,신규,1,2,2023,"1,000",16.05,5,56-100,100,이대 투웨니퍼스트,,,11410,서대문구,대현동, 
2017,23.02~25.02,신규,1,2,2023,"20,000",20.27,10,37-32,0,영타운 지웰 에스테이트,,,11410,서대문구,대현동, 
2006,23.02~24.02,갱신,15,2,2023,"1,000",28.5,15,20-51,70,신영스카이텔,"1,000",70,11410,서대문구,창천동, 
2017,23.02~24.02,갱신,15,2,2023,"1,000",20.27,9,37-32,74,영타운 지웰 에스테이트,"1,000",70,11410,서대문구,대현동, 
2022,23.02~24.02,신규,3,2,2023,"1,000",16.05,9,56-100,110,이대 투웨니퍼스트,,,11410,서대문구,대현동, 
2021,23.03~25.03,신규,10,2,2023,"18,900",18.81,10,29-5,0,스테이 더 디자이너스,,,11410,서대문구,창천동, 
2015,23.02~24.02,신규,11,2,2023,"1,000",18.98,4,90-58,75,(90-58),,,11410,서대문구,대현동, 
2018,23.02~25.02,신규,3,2,2023,"17,000",16.62,3,90-42,9,이대다올노블리움2차,,,11410,서대문구,대현동, 
2019,, ,24,3,2023,"17,600",26.67,5,142-21,0,연희미다스파크,,,11410,서대문구,연희동, 
2006,23.04~24.04,갱신,25,3,2023,"10,000",29.26,5,117,38,충정로대우디오빌,"1,000",75,11410,서대문구,합동, 
2023,23.04~25.04,신규,28,3,2023,"3,000",29.78,6,330-21,90,제니스오피스텔2차,,,11410,서대문구,홍제동, 
2023,23.03~24.03,신규,18,3,2023,"2,000",17,3,112-19,125,스타팰리스,,,11410,서대문구,창천동, 
2023,23.04~24.04,신규,28,3,2023,"1,000",17,3,112-19,130,스타팰리스,,,11410,서대문구,창천동, 
2023,23.04~24.04,신규,31,3,2023,"1,000",17.71,4,112-19,130,스타팰리스,,,11410,서대문구,창천동, 
2003,23.03~24.03,신규,6,3,2023,"1,000",19.24,7,80-7,110,파라다이스텔에스비,,,11410,서대문구,연희동, 
2001,23.04~24.04,신규,17,3,2023,500,16.2,3,212-2,55,연희소프트빌,,,11410,서대문구,연희동, 
2005,23.03~24.03,신규,6,3,2023,500,16.83,7,218-1,65,연희체스트빌,,,11410,서대문구,연희동, 
2005,23.06~24.06,신규,23,3,2023,"1,000",26.34,14,29-81,70,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2020,23.06~24.06,신규,15,3,2023,"2,000",28.47,7,158-11,80,제니스,,,11410,서대문구,홍제동, 
2021,23.03~23.05,신규,20,3,2023,200,17.05,15,101-11,130,엔트라리움#2,,,11410,서대문구,대현동, 
2021,, ,4,3,2023,"1,000",17.75,14,72-22,77,더이음,,,11410,서대문구,창천동, 
2018,23.05~25.05,갱신,25,3,2023,"26,230",27.16,12,1013,0,이편한세상신촌,"24,990",,11410,서대문구,북아현동, 
2014,23.05~24.05,신규,9,3,2023,"8,000",26.76,12,104-5,50,신촌푸르지오시티,,,11410,서대문구,대현동, 
2017,23.04~24.04,갱신,12,3,2023,"1,000",14.52,9,37-30,68,이대프리젠#1,"1,000",65,11410,서대문구,대현동, 
2021,23.03~24.03,신규,1,3,2023,"1,000",18.18,7,56-34,73,파크준,,,11410,서대문구,대현동, 
2023,23.03~24.03,신규,8,3,2023,"3,000",25.06,15,27-27,160,(27-27),,,11410,서대문구,대현동, 
2005,23.04~24.06,신규,28,3,2023,"1,000",24.92,15,29-81,75,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2021,23.05~24.04,신규,9,3,2023,"1,000",17.75,13,72-22,90,더이음,,,11410,서대문구,창천동, 
2005,23.04~24.04,신규,31,3,2023,"1,000",31.41,13,29-81,85,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2021,23.05~25.05,신규,30,3,2023,"16,170",18.18,3,56-34,0,파크준,,,11410,서대문구,대현동, 
2005,23.04~24.04,신규,31,3,2023,"10,000",31.41,13,29-81,45,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2007,23.04~24.04,신규,30,3,2023,"1,000",28.79,4,194-30,85,브라운스톤 연희,,,11410,서대문구,연희동, 
2019,23.04~24.04,신규,2,3,2023,"2,000",13.39,6,90-22,55,슈테리움 오피스텔,,,11410,서대문구,대현동, 
2006,23.05~25.05,신규,20,3,2023,"24,000",37.15,13,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2018,23.04~24.04,갱신,11,3,2023,"9,000",16.62,4,90-42,32,이대다올노블리움2차,"9,000",35,11410,서대문구,대현동, 
2021,23.04~24.04,신규,27,3,2023,"1,000",15.63,9,90-12,73,(90-12),,,11410,서대문구,대현동, 
2021,23.04~24.04,신규,23,3,2023,"1,000",17.75,6,72-22,85,더이음,,,11410,서대문구,창천동, 
2016,23.05~25.05,신규,17,3,2023,"27,000",55.72,3,392-5,0,미다스,,,11410,서대문구,북가좌동, 
2004,23.03~25.03,신규,3,3,2023,"12,000",19.81,3,103-6,15,라이온스톤,,,11410,서대문구,연희동, 
2006,23.04~24.05,신규,10,3,2023,"2,000",61.73,10,117,170,충정로대우디오빌,,,11410,서대문구,합동, 
2004,23.04~24.04,갱신,24,3,2023,"1,000",24.29,7,45-5,105,이화인비따레오피스텔,"1,000",99,11410,서대문구,대현동, 
2004,23.03~25.03,신규,21,3,2023,"16,500",22.54,4,103-6,0,라이온스톤,,,11410,서대문구,연희동, 
2004,23.04~25.04,신규,25,3,2023,"16,000",20.91,3,103-6,0,라이온스톤,,,11410,서대문구,연희동, 
2023,23.04~25.02,신규,25,3,2023,"22,000",25.06,5,27-27,47,(27-27),,,11410,서대문구,대현동, 
2023,23.04~25.04,신규,31,3,2023,"27,000",25.06,4,27-27,0,(27-27),,,11410,서대문구,대현동, 
2021,23.03~24.03,신규,1,3,2023,"1,000",18.42,5,40-38,95,이대역 STARGATE,,,11410,서대문구,대현동, 
2023,23.04~24.04,신규,24,3,2023,"10,000",16.65,9,27-27,65,(27-27),,,11410,서대문구,대현동, 
2006,23.04~24.10,갱신,8,3,2023,"32,000",61.73,9,117,0,충정로대우디오빌,"38,000",,11410,서대문구,합동,사용
2001,23.04~25.04,신규,29,3,2023,"9,000",16.2,4,212-2,0,연희소프트빌,,,11410,서대문구,연희동, 
2005,23.05~25.04,신규,18,3,2023,"18,000",26.22,10,29-81,0,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2016,23.04~25.04,신규,9,3,2023,"25,000",54.04,2,392-5,0,미다스,,,11410,서대문구,북가좌동, 
2017,23.04~24.04,신규,31,3,2023,"1,000",16.03,7,37-30,74,이대프리젠#1,,,11410,서대문구,대현동, 
2006,23.04~24.04,신규,13,3,2023,"1,000",29.26,7,117,75,충정로대우디오빌,,,11410,서대문구,합동, 
2014,23.05~25.05,신규,27,3,2023,"23,000",29.62,11,104-36,0,신촌자이엘라,,,11410,서대문구,대현동, 
2018,23.03~25.03,갱신,29,3,2023,"2,300",27.16,10,1013,83,이편한세상신촌,"2,000",80,11410,서대문구,북아현동,사용
2006,23.03~25.03,신규,7,3,2023,"8,000",30.86,2,117,45,충정로대우디오빌,,,11410,서대문구,합동, 
2021,23.04~25.04,갱신,30,3,2023,"2,000",18.21,6,56-34,65,파크준,"3,000",60,11410,서대문구,대현동,사용
2018,23.03~24.03,신규,12,3,2023,"2,000",18.92,6,218-11,80,THE연희힐,,,11410,서대문구,연희동, 
2021,23.04~25.04,갱신,25,3,2023,"20,000",17.75,8,72-22,0,더이음,"20,000",,11410,서대문구,창천동, 
2017,23.03~24.01,갱신,4,3,2023,"17,800",20.27,7,37-32,0,영타운 지웰 에스테이트,"17,800",,11410,서대문구,대현동, 
2001,23.03~24.03,신규,20,3,2023,600,16.2,3,212-2,55,연희소프트빌,,,11410,서대문구,연희동, 
2003,23.03~25.03,신규,26,3,2023,500,22.95,6,396-24,40,현상준건물,,,11410,서대문구,홍은동, 
2007,23.03~24.03,갱신,27,3,2023,"18,900",28.79,5,194-30,0,브라운스톤 연희,"18,900",,11410,서대문구,연희동, 
