buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,houseType,jibun,mhouseNm,monthlyRent,preDeposit,preMonthlyRent,sggCd,umdNm,useRRRight
1997,, ,8,1,2011,"12,000",66.73,5,다세대,211,동촌빌딩맨숀,0,,,11410,홍제동, 
2002,, ,15,1,2011,"10,000",69.92,1,다세대,381-17,나라아트빌,0,,,11410,북가좌동, 
2002,, ,23,1,2011,"9,500",38.94,4,다세대,341-1,명지베스트빌,0,,,11410,북가좌동, 
2007,, ,18,1,2011,"11,500",43.06,2,다세대,383-13,영광빌라,0,,,11410,북가좌동, 
1994,, ,25,1,2011,"7,000",46.14,2,다세대,5-18,옥산빌라,0,,,11410,북가좌동, 
1996,, ,4,1,2011,"7,000",84.87,,연립,44-25,로얄빌라1차,0,,,11410,홍제동, 
2002,, ,11,1,2011,"6,000",34.6,3,다세대,3-85,두오주택,0,,,11410,충정로3가, 
2003,, ,26,1,2011,"2,000",52.5,3,다세대,1-111,미가빌,40,,,11410,북아현동, 
1991,, ,13,1,2011,"10,000",60.7,2,다세대,372-19,영동빌라,0,,,11410,북가좌동, 
1994,, ,22,1,2011,"3,000",38.8,1,다세대,122-43,이화주택,30,,,11410,홍제동, 
2002,, ,11,1,2011,"1,000",17.64,4,다세대,340-14,RENTHOUSE,30,,,11410,남가좌동, 
2002,, ,7,1,2011,"6,500",24.01,1,다세대,69-2,백산타운,0,,,11410,연희동, 
1991,, ,13,1,2011,"10,000",63.36,3,다세대,28-20,영진,0,,,11410,홍제동, 
2006,, ,22,1,2011,"10,000",43.96,5,다세대,347-20,한양아트빌,0,,,11410,북가좌동, 
2003,, ,29,1,2011,"5,000",28.53,4,다세대,90-9,포맨스(브라운빌),30,,,11410,창천동, 
1997,, ,10,1,2011,"10,000",82.64,1,다세대,284,(284-0),0,,,11410,창천동, 
2007,, ,14,1,2011,"2,000",55.71,3,다세대,1-31,북아현동베스트빌,75,,,11410,북아현동, 
2002,, ,30,1,2011,"6,000",68.47,3,다세대,285-4,(285-4),40,,,11410,북가좌동, 
2002,, ,27,1,2011,"1,000",36.73,4,다세대,293,반석하우스,60,,,11410,창천동, 
2002,, ,10,1,2011,"12,500",79.44,2,다세대,3-68,귀빈쉐르빌,0,,,11410,북가좌동, 
2007,, ,25,1,2011,"7,000",65.24,4,다세대,1-764,(1-764),50,,,11410,북아현동, 
1986,, ,15,1,2011,"9,500",50.04,1,다세대,368-12,문화빌라B,0,,,11410,북가좌동, 
2000,, ,13,1,2011,"7,300",59.74,,다세대,520-110,연흥가나안빌라(520-110),0,,,11410,연희동, 
2002,, ,18,1,2011,"7,000",23,5,연립,126-2,그랜드힐,0,,,11410,대신동, 
1996,, ,8,1,2011,"9,000",56.43,3,연립,5-119,충우주택(5-119),0,,,11410,북가좌동, 
2008,, ,19,1,2011,"18,000",45.15,5,다세대,313,대성하우징,0,,,11410,창천동, 
2003,, ,28,1,2011,"13,500",78.06,1,다세대,383-3,정방아트빌비동,0,,,11410,북가좌동, 
2003,, ,19,1,2011,"13,500",59.8,3,다세대,342,(342-0),0,,,11410,창천동, 
1996,, ,19,1,2011,"14,000",80.6,3,다세대,360-50,힌국형주택,0,,,11410,홍제동, 
2004,, ,10,1,2011,"12,000",43.34,4,다세대,298,장성쉐르빌,0,,,11410,창천동, 
2007,, ,29,1,2011,"9,000",59.94,4,다세대,144-2,율도국인(304동),0,,,11410,창천동, 
1997,, ,17,1,2011,"6,000",29.96,3,다세대,287-4,수연빌,0,,,11410,연희동, 
2006,, ,19,1,2011,"10,000",50.06,4,연립,5-100,에이스빌(5-100),0,,,11410,북가좌동, 
2004,, ,27,1,2011,"2,000",26.91,2,다세대,287-16,창성하우스,45,,,11410,연희동, 
2002,, ,29,1,2011,"10,000",101.31,4,다세대,5-132,정원하이츠빌,0,,,11410,북가좌동, 
2004,11.02~13.01,신규,26,1,2011,"1,000",25.96,4,다세대,46-2,장성빌,55,,,11410,연희동, 
2002,, ,25,1,2011,"10,000",55.47,3,다세대,520-87,임탑빌라A동,0,,,11410,연희동, 
1992,, ,27,1,2011,"11,000",44.78,4,다세대,1-1764,(1-1764)가동,0,,,11410,북아현동, 
2002,, ,15,1,2011,"5,000",43.24,4,다세대,3-100,삼성빌,40,,,11410,충정로3가, 
1996,, ,20,1,2011,"1,000",38.77,1,다세대,360-50,힌국형주택,50,,,11410,홍제동, 
2007,, ,18,1,2011,"10,000",34.52,3,다세대,48-18,(48-18),0,,,11410,연희동, 
2001,, ,6,1,2011,"13,000",37.48,3,다세대,3-20,(3-20),0,,,11410,충정로3가, 
2001,, ,20,1,2011,"7,500",29.58,2,다세대,382,시온하우스,0,,,11410,창천동, 
1997,11.02~13.02,신규,23,1,2011,"12,000",75.15,1,연립,3-161,그린힐빌라트,0,,,11410,북가좌동, 
2004,, ,24,1,2011,"6,000",38.57,2,다세대,2-9,대호빌라,10,,,11410,북가좌동, 
2008,, ,13,1,2011,"12,000",54.96,2,다세대,5-69,노블레스빌,0,,,11410,북가좌동, 
1992,, ,29,1,2011,"9,000",51.09,1,다세대,344-13,새로나빌라,0,,,11410,북가좌동, 
2008,, ,20,1,2011,"14,000",70.36,4,다세대,5-47,삼보,0,,,11410,홍제동, 
1993,, ,28,1,2011,"11,000",67.21,2,다세대,344-1,우성하이츠빌라,0,,,11410,북가좌동, 
1994,, ,25,1,2011,"11,000",54.32,4,다세대,350-2,(350-2),0,,,11410,연희동, 
2001,, ,9,1,2011,"12,000",65.34,4,다세대,170-96,엠티빌,0,,,11410,연희동, 
2001,, ,28,1,2011,"5,500",27,,다세대,141-8,(141-8),0,,,11410,대신동, 
1982,, ,14,1,2011,"5,000",45.62,-1,다세대,4-118,(4-118),0,,,11410,창천동, 
2001,, ,20,1,2011,"7,500",31.45,3,다세대,382,시온하우스,0,,,11410,창천동, 
2002,, ,29,1,2011,"7,000",39.6,2,다세대,290-8,광천타운,0,,,11410,북가좌동, 
2003,, ,19,1,2011,"12,500",131.1,3,다세대,285-8,(285-8),0,,,11410,홍제동, 
2002,, ,23,1,2011,"12,000",37.48,3,다세대,501-4,심스빌,0,,,11410,창천동, 
1987,, ,29,1,2011,"4,000",34.73,1,다세대,190-38,(190-38),0,,,11410,남가좌동, 
1990,, ,17,1,2011,"5,500",41.91,3,연립,313-26,서부천사노인복지회,0,,,11410,홍제동, 
1975,, ,27,1,2011,"11,000",48.13,2,연립다세대,315-41,대성아파트,0,,,11410,홍제동, 
1994,, ,22,1,2011,"6,000",38.79,2,다세대,8-40,(8-40),0,,,11410,홍제동, 
2002,, ,20,1,2011,"9,000",37.94,1,다세대,63,(63-0),0,,,11410,충정로2가, 
2002,, ,20,1,2011,"2,000",21.6,4,다세대,194-55,연훈빌라,45,,,11410,연희동, 
2002,, ,13,1,2011,"2,000",25.83,4,다세대,136-29,네오스페이스,40,,,11410,연희동, 
2011,, ,14,1,2011,"8,500",24.18,2,다세대,304-1,(304-1),0,,,11410,연희동, 
1991,, ,20,1,2011,"8,000",41.67,3,다세대,157-104,한협빌라,0,,,11410,홍제동, 
2000,, ,17,1,2011,"6,500",60.95,1,다세대,100-41,해피빌,0,,,11410,창천동, 
2006,, ,29,1,2011,"10,000",57.37,2,연립,129-3,바우하우스(129-3),0,,,11410,대신동, 
2000,, ,31,1,2011,"6,500",53.71,1,다세대,100-41,해피빌,0,,,11410,창천동, 
2007,, ,6,1,2011,"8,000",58.32,3,다세대,144-2,율도국인(304동),0,,,11410,창천동, 
1997,, ,21,1,2011,"12,000",59.82,4,다세대,519-63,두레주택3,0,,,11410,연희동, 
1996,, ,5,1,2011,"15,000",84.21,2,연립,1-59,한양골드빌라2차,0,,,11410,북아현동, 
1965,, ,26,1,2011,"3,000",43.07,1,다세대,31-81,(31-81),0,,,11410,충정로3가, 
1991,, ,6,1,2011,"4,000",35,,다세대,350-1,정우타운,30,,,11410,북가좌동, 
2001,, ,19,1,2011,"1,500",20.34,3,다세대,237-7,제니스빌,40,,,11410,연희동, 
1997,11.01~13.01,신규,9,1,2011,"5,000",30.44,2,다세대,187-120,보성빌라,0,,,11410,연희동, 
2011,, ,24,1,2011,"5,000",44.7,2,다세대,1-587,이안캐슬,60,,,11410,북아현동, 
1989,, ,19,1,2011,700,58.5,2,연립,8-1093,청암아트홀,15,,,11410,홍은동, 
2011,11.02~12.02,신규,16,1,2011,"1,000",17.64,3,다세대,304-1,(304-1),50,,,11410,연희동, 
2003,, ,8,1,2011,"5,000",21,2,다세대,5-231,거풍1,0,,,11410,남가좌동, 
2004,, ,12,1,2011,"13,500",57.2,2,다세대,188-59,은지빌라,0,,,11410,연희동, 
1990,, ,18,1,2011,"6,500",39.12,1,다세대,5-43,(5-43),0,,,11410,북가좌동, 
2002,, ,8,1,2011,"6,000",28.1,3,다세대,287-11,아이비하우스,20,,,11410,연희동, 
1995,, ,18,1,2011,"17,000",83.4,3,다세대,446-259,은성하이츠빌라,0,,,11410,연희동, 
1991,, ,14,1,2011,"8,500",58.77,2,다세대,4-30,(4-30),0,,,11410,창천동, 
2003,, ,16,1,2011,"10,000",52.46,3,다세대,1-126,파인빌,0,,,11410,신촌동, 
2001,, ,29,1,2011,"4,000",22.74,2,다세대,100-124,블루힐,0,,,11410,창천동, 
1995,, ,3,1,2011,"9,500",47.25,3,연립,446-282,신세대하이빌,0,,,11410,연희동, 
2002,, ,8,1,2011,"9,000",59.69,1,다세대,367-6,삼성아트빌,0,,,11410,남가좌동, 
2003,, ,26,1,2011,500,15.19,3,다세대,29,서문빌리지,42,,,11410,연희동, 
2008,, ,10,1,2011,"10,500",43.76,3,다세대,3-119,행복한집(3차),0,,,11410,북가좌동, 
2004,, ,12,1,2011,"10,000",39.4,4,다세대,327-3,경성하이빌(327-3),0,,,11410,북가좌동, 
1991,, ,1,1,2011,"11,000",49.81,1,다세대,3-136,(3-136),0,,,11410,북아현동, 
2007,, ,17,1,2011,"8,500",19.91,3,다세대,48-18,(48-18),0,,,11410,연희동, 
2003,, ,5,1,2011,"2,500",65.82,3,다세대,124,화림빌딩,30,,,11410,대신동, 
2003,, ,22,1,2011,"1,000",25.44,3,다세대,100-76,풀하우스,60,,,11410,창천동, 
2002,, ,25,1,2011,"5,000",24.65,3,다세대,287-11,아이비하우스,20,,,11410,연희동, 
2011,, ,22,1,2011,"8,500",29.68,2,다세대,304-1,(304-1),0,,,11410,연희동, 
1991,, ,31,1,2011,500,57.36,2,다세대,412-11,예원그린,50,,,11410,홍은동, 
1997,, ,18,1,2011,"3,500",26.64,3,다세대,289-30,(289-30),0,,,11410,북가좌동, 
1985,, ,3,1,2011,"14,000",65.07,2,연립,141-34,동진빌라,0,,,11410,연희동, 
2003,, ,31,1,2011,"15,000",78.15,2,다세대,396-11,백송하이츠-가동,0,,,11410,홍은동, 
2011,, ,28,1,2011,"8,500",29.68,3,다세대,304-1,(304-1),0,,,11410,연희동, 
2006,, ,25,1,2011,"9,200",36.92,2,다세대,315-35,신정빌라(315-35),0,,,11410,북가좌동, 
2002,, ,31,1,2011,"4,500",47.96,3,다세대,409-9,(409-9),0,,,11410,홍은동, 
1994,, ,17,1,2011,"20,000",110.5,4,연립,1-63,호성파크빌라,0,,,11410,북아현동, 
2009,, ,11,1,2011,"3,000",68.51,1,다세대,129,언제나미소,40,,,11410,창천동, 
2006,, ,28,1,2011,"15,000",59.76,4,다세대,165-3,율도국인(202동),0,,,11410,창천동, 
2008,, ,13,1,2011,"16,000",48,3,다세대,74-9,토천,0,,,11410,연희동, 
1997,, ,28,1,2011,"7,500",50.85,1,다세대,335-19,도흥,0,,,11410,홍은동, 
1995,, ,10,1,2011,"30,000",130.6,2,연립,45-24,연희현대빌라(가동~다동),0,,,11410,연희동, 
1994,, ,28,1,2011,"5,000",43.32,3,다세대,265-227,한양아트빌라,0,,,11410,홍은동, 
1994,, ,28,1,2011,"14,000",107.07,3,연립,265-318,천지맨션,0,,,11410,홍은동, 
2002,, ,27,1,2011,"2,000",21.84,2,다세대,400-49,(400-49),35,,,11410,홍은동, 
2009,, ,15,1,2011,"2,000",59.02,3,다세대,127-9,(127-9),40,,,11410,대신동, 
2002,, ,7,1,2011,"2,000",23.23,1,다세대,69-2,백산타운,40,,,11410,연희동, 
1988,, ,9,1,2011,"4,000",36.72,2,다세대,113-69,(113-69),0,,,11410,북아현동, 
1991,, ,3,1,2011,"11,000",47.97,,연립,80-23,청와타운,0,,,11410,천연동, 
2001,, ,24,1,2011,"2,000",83.56,1,연립,290-1,연세아크로폴리스,20,,,11410,연희동, 
2001,, ,24,1,2011,"5,000",83.56,1,연립,290-1,연세아크로폴리스,0,,,11410,연희동, 
2003,, ,24,1,2011,"10,000",76.83,4,다세대,277-54,만민베스티빌(277-54),40,,,11410,홍은동, 
2003,11.01~13.01,신규,24,1,2011,"15,000",78.15,2,다세대,396-40,백송하이츠-다동,0,,,11410,홍은동, 
2010,, ,24,1,2011,"7,000",50.94,5,다세대,274-64,샘터빌,0,,,11410,홍은동, 
1986,, ,10,1,2011,"3,000",41.55,1,다세대,130-1,(130-1),30,,,11410,홍제동, 
2002,, ,24,1,2011,"4,000",45.76,2,다세대,410-12,유림휴먼빌,25,,,11410,홍은동, 
1991,, ,24,1,2011,"6,000",41.94,2,다세대,130-9,소망빌라,0,,,11410,홍제동, 
1999,, ,24,1,2011,"15,000",74.16,6,연립,129-75,(129-75),0,,,11410,북아현동, 
2003,, ,8,1,2011,"11,000",55.42,1,다세대,5-188,정원빌라D동,0,,,11410,북가좌동, 
1987,, ,21,1,2011,"8,500",51.885,2,다세대,354-8,금호주택-씨동,0,,,11410,홍은동, 
1987,, ,21,1,2011,"9,000",51.885,2,다세대,354-7,금호주택-비동,0,,,11410,홍은동, 
1997,, ,4,1,2011,"5,500",29.96,2,다세대,287-4,수연빌,0,,,11410,연희동, 
1987,, ,18,1,2011,"5,000",54.12,1,다세대,179-41,(179-41),0,,,11410,연희동, 
2003,, ,19,1,2011,500,22.46,1,다세대,400-17,(400-17),40,,,11410,홍은동, 
2001,, ,14,1,2011,"1,000",45.91,4,다세대,237-7,제니스빌,40,,,11410,연희동, 
2003,, ,9,1,2011,"3,000",18.72,2,다세대,29,서문빌리지,30,,,11410,연희동, 
2006,, ,7,1,2011,"7,500",42.72,4,다세대,277-2,LG타운(277-2),10,,,11410,북가좌동, 
1985,, ,3,1,2011,"3,000",57.767,4,다세대,113-44,(113-44),30,,,11410,북아현동, 
2002,, ,17,1,2011,"10,300",59.96,3,연립,74-214,뉴월드빌,0,,,11410,북가좌동, 
2009,, ,15,1,2011,"1,000",23.4,2,다세대,127-6,(127-6),60,,,11410,대신동, 
2003,, ,11,1,2011,"2,000",45.91,3,다세대,444-63,(444-63),68,,,11410,연희동, 
1993,, ,17,1,2011,"13,500",65.14,4,다세대,59-1,인왕빌라3차,0,,,11410,홍제동, 
2002,, ,14,1,2011,"7,500",28.87,2,다세대,3-35,우리빌라,0,,,11410,충정로3가, 
1997,, ,14,1,2011,"9,000",39.95,2,다세대,361-12,(361-12),0,,,11410,홍제동, 
1993,, ,14,1,2011,"6,000",35.31,1,연립,402-33,대성아트,0,,,11410,홍은동, 
1996,, ,5,1,2011,"2,300",38.94,3,다세대,541-14,(541-14),15,,,11410,연희동, 
1997,, ,8,1,2011,"6,000",36.54,4,다세대,347-25,동승빌라,20,,,11410,북가좌동, 
2001,, ,13,1,2011,"2,500",83.56,3,연립,290-1,연세아크로폴리스,20,,,11410,연희동, 
1995,, ,10,1,2011,"10,000",67.03,2,연립,105-46,무악빌라,0,,,11410,홍제동, 
2008,, ,6,1,2011,"12,500",60.46,4,다세대,5-47,삼보,0,,,11410,홍제동, 
2004,, ,11,1,2011,"10,000",43.32,3,다세대,407-16,덕양아트빌,0,,,11410,홍은동, 
1993,, ,10,1,2011,"12,000",84.24,2,연립,208-2,스위스빌리지,0,,,11410,홍은동, 
2001,, ,7,1,2011,"7,000",41.65,4,다세대,382,시온하우스,20,,,11410,창천동, 
2010,11.01~13.01,신규,7,1,2011,"3,000",26.05,-1,다세대,8-72,스카이빌,0,,,11410,홍제동, 
1991,, ,6,1,2011,"9,000",50.2,1,다세대,266-131,한덕빌라,0,,,11410,홍제동, 
2006,, ,6,1,2011,"13,000",72.99,2,다세대,191-40,홍은렉스빌2차,0,,,11410,홍은동, 
2002,, ,5,1,2011,"9,000",43.77,4,다세대,267-15,에이스빌라트,0,,,11410,홍제동, 
2008,, ,3,1,2011,"10,000",55.65,3,다세대,276-5,LG빌라(276-5),0,,,11410,북가좌동, 
2002,, ,4,1,2011,"7,000",60.855,3,다세대,359-10,좋은집,0,,,11410,홍제동, 
1991,, ,4,1,2011,"4,500",59.35,2,다세대,265-124,우진빌라(265-124),0,,,11410,홍은동, 
2006,, ,3,1,2011,"13,000",77.7,2,다세대,380-17,정우하이빌,0,,,11410,북가좌동, 
2003,, ,3,1,2011,"5,500",65.82,2,다세대,124,화림빌딩,0,,,11410,대신동, 
1992,, ,20,2,2011,"10,000",65.82,3,다세대,75-139,태양아트빌라,0,,,11410,북가좌동, 
1991,, ,12,2,2011,"6,000",41.34,1,다세대,105-51,(105-51),0,,,11410,홍제동, 
2003,, ,17,2,2011,"10,500",41.21,2,다세대,278-23,세희아트빌-2,0,,,11410,홍제동, 
2006,, ,17,2,2011,"10,000",32.24,1,다세대,148-1,율도국인(303동),0,,,11410,창천동, 
2004,, ,11,2,2011,"5,000",44.84,5,다세대,368-14,현대아트빌(368-14),37,,,11410,북가좌동, 
2003,, ,13,2,2011,"6,500",29.41,4,다세대,5-186,정원빌라C동,0,,,11410,북가좌동, 
2004,11.02~13.02,신규,9,2,2011,"1,000",37.46,2,다세대,46-2,장성빌,70,,,11410,연희동, 
1997,, ,20,2,2011,300,59.82,4,다세대,519-63,두레주택3,20,,,11410,연희동, 
1997,11.03~13.03,신규,25,2,2011,"5,000",49.64,4,다세대,86-9,(86-9),50,,,11410,연희동, 
1993,, ,19,2,2011,"16,000",109.68,4,다세대,90-21,(90-21),0,,,11410,홍제동, 
2002,, ,23,2,2011,"1,000",27,2,다세대,334,(334-0),60,,,11410,창천동, 
2001,, ,28,2,2011,"9,000",52.32,4,다세대,290-9,민성빌라(290-9),0,,,11410,북가좌동, 
1987,, ,12,2,2011,"10,000",48.01,2,연립,90-6,"서강빌라1,2동",0,,,11410,홍제동, 
1994,, ,24,2,2011,"11,000",58.44,3,다세대,1-270,평화빌라,0,,,11410,북아현동, 
1997,, ,14,2,2011,"43,000",243.97,2,연립,78-16,낙원빌라,0,,,11410,연희동, 
1978,, ,26,2,2011,"5,500",48.76,2,다세대,113-14,(113-14),0,,,11410,북아현동, 
1986,, ,28,2,2011,"5,500",37.62,2,다세대,723-24,연백빌라,0,,,11410,연희동, 
1991,, ,24,2,2011,"2,000",65.88,1,다세대,1-747,융보빌라B동,60,,,11410,북아현동, 
1986,, ,21,2,2011,"2,000",38.91,2,다세대,723-16,목련빌라나동,35,,,11410,연희동, 
2002,, ,28,2,2011,"10,000",58.86,1,다세대,267-15,에이스빌라트,0,,,11410,홍제동, 
2002,, ,26,2,2011,"12,000",57.02,4,다세대,80-8,동하빌라(80-8),0,,,11410,북가좌동, 
2007,, ,25,2,2011,"1,000",19.8,5,다세대,122-6,(122-6),70,,,11410,연희동, 
2003,, ,28,2,2011,"2,000",22.05,2,다세대,84-6,(84-6),45,,,11410,대신동, 
1991,, ,24,2,2011,"8,500",48.15,3,다세대,349-29,한양빌라,0,,,11410,북가좌동, 
2007,, ,25,2,2011,"20,000",73.31,4,다세대,1-496,한양홈타운,0,,,11410,북아현동, 
2002,, ,14,2,2011,"11,000",57.87,1,다세대,304-108,덕원빌라,0,,,11410,홍제동, 
2002,, ,15,2,2011,"15,000",77.94,4,다세대,346-16,대성빌라(346-16),0,,,11410,북가좌동, 
2002,, ,26,2,2011,"10,000",59.22,5,다세대,286-13,서경퍼스트빌(286-13),0,,,11410,북가좌동, 
2005,, ,21,2,2011,"11,000",63.09,4,다세대,3-143,롯데아트빌,0,,,11410,북가좌동, 
2005,, ,27,2,2011,"21,000",80.05,3,다세대,273-192,노블하우스,0,,,11410,홍제동, 
1990,, ,24,2,2011,"3,000",49.98,1,다세대,356-74,(356-74),50,,,11410,홍제동, 
2010,, ,15,2,2011,"10,000",37.15,5,다세대,280-6,GS빌라(280-6),0,,,11410,북가좌동, 
2008,, ,23,2,2011,"15,000",54.66,2,다세대,80-13,삼성팰리스,0,,,11410,천연동, 
2005,, ,11,2,2011,"15,000",71.73,2,다세대,313-5,신안월드(313-5),0,,,11410,북가좌동, 
2004,, ,15,2,2011,"16,000",57.11,3,다세대,298,장성쉐르빌,0,,,11410,창천동, 
2003,, ,17,2,2011,"15,000",83.11,3,다세대,278-22,삼환아트빌,0,,,11410,북가좌동, 
2007,11.04~13.04,신규,16,2,2011,"9,000",47.12,3,연립,3-72,세종파크빌리지(3-72),0,,,11410,북가좌동, 
1995,, ,20,2,2011,"8,500",46.2,2,다세대,298-7,(298-7),0,,,11410,북가좌동, 
2007,, ,18,2,2011,"9,000",42.84,3,다세대,3-109,세종빌리지2차(3-109),0,,,11410,북가좌동, 
1996,11.03~13.03,신규,19,2,2011,"6,500",36.47,2,연립,3-10,연희그린빌라에이비동,0,,,11410,연희동, 
1992,, ,14,2,2011,"9,000",64.98,1,다세대,5-56,서경빌라,0,,,11410,북가좌동, 
2003,, ,8,2,2011,"12,000",65.84,2,다세대,299-9,유진아트힐,0,,,11410,북가좌동, 
1993,, ,10,2,2011,"7,000",29.08,2,다세대,519-123,(519-123),0,,,11410,연희동, 
2002,, ,10,2,2011,"5,000",58.38,3,다세대,1-71,예우빌리지B동,70,,,11410,북아현동, 
2001,, ,21,2,2011,"13,000",55.44,1,다세대,297-2,유원파크빌,0,,,11410,북가좌동, 
2002,, ,20,2,2011,"9,000",59.2,3,다세대,367-6,삼성아트빌,10,,,11410,남가좌동, 
2011,, ,15,2,2011,"9,000",29.72,1,다세대,156-385,(156-385),0,,,11410,홍제동, 
2011,, ,9,2,2011,"9,000",29.72,2,다세대,156-385,(156-385),0,,,11410,홍제동, 
2001,, ,12,2,2011,"3,500",41.35,1,다세대,501-1,(501-1),65,,,11410,창천동, 
2003,, ,10,2,2011,"15,000",83.97,4,다세대,75-156,충우주택,0,,,11410,북가좌동, 
2002,, ,26,2,2011,"7,000",60.84,2,다세대,290-22,동문파크빌(B),45,,,11410,북가좌동, 
2011,, ,22,2,2011,"8,000",25.9,3,다세대,156-385,(156-385),0,,,11410,홍제동, 
1985,, ,24,2,2011,"15,000",65.07,2,연립,141-34,동진빌라,0,,,11410,연희동, 
1993,, ,14,2,2011,"9,000",63.18,4,다세대,342-15,신협빌라,0,,,11410,북가좌동, 
1987,, ,7,2,2011,"6,000",41.03,1,다세대,74-176,(74-176),0,,,11410,북가좌동, 
2008,, ,10,2,2011,"18,000",53.71,4,다세대,313,대성하우징,0,,,11410,창천동, 
2004,, ,17,2,2011,"5,000",43.37,2,다세대,1-292,(1-292),40,,,11410,북아현동, 
2008,, ,19,2,2011,"3,000",44.62,4,다세대,328-29,LG빌라(328-29),50,,,11410,북가좌동, 
1994,, ,22,2,2011,"8,500",47.24,2,다세대,336-47,건영그린빌라,0,,,11410,북가좌동, 
1986,, ,11,2,2011,"6,000",52.4,,연립다세대,179-45,(179-45),0,,,11410,연희동, 
2004,, ,10,2,2011,"8,500",40.12,2,다세대,368-3,목인빌리지,0,,,11410,북가좌동, 
2008,, ,24,2,2011,"17,000",54.86,5,다세대,313,대성하우징,0,,,11410,창천동, 
1993,, ,10,2,2011,"9,000",57.28,3,다세대,90-21,(90-21),0,,,11410,홍제동, 
2004,, ,24,2,2011,"6,000",85.45,5,다세대,187-45,연희그린빌라,28,,,11410,연희동, 
1998,, ,28,2,2011,"9,000",45.69,2,연립,348-11,거성빌라트,0,,,11410,북가좌동, 
1993,, ,23,2,2011,"15,000",81.48,3,연립,308-1,수정주택,0,,,11410,홍제동, 
2008,, ,28,2,2011,"5,000",55.11,2,다세대,2-70,신안월드(2-70),0,,,11410,북가좌동, 
1995,, ,14,2,2011,500,20.67,3,다세대,45-3,(45-3),41,,,11410,북아현동, 
2011,, ,27,2,2011,"3,000",12.24,2,다세대,5-188,(5-188),20,,,11410,남가좌동, 
2007,11.03~13.03,신규,18,2,2011,"6,000",52.99,2,연립,1-72,상원빌-3,50,,,11410,북아현동, 
2004,, ,10,2,2011,"1,000",41.23,5,다세대,2-9,대호빌라,60,,,11410,북가좌동, 
1975,, ,26,2,2011,"4,000",49.49,1,연립다세대,113-47,(113-47),0,,,11410,북아현동, 
2006,, ,27,2,2011,"2,000",49.24,2,다세대,291-24,예지스위트빌,60,,,11410,북가좌동, 
2011,11.03~13.03,신규,26,2,2011,500,12.24,5,다세대,5-188,(5-188),45,,,11410,남가좌동, 
1993,, ,10,2,2011,"5,000",38.52,1,다세대,724-11,(724-11),0,,,11410,연희동, 
1996,, ,12,2,2011,"4,000",50.01,1,다세대,170-50,(170-50),12,,,11410,연희동, 
2002,, ,12,2,2011,"13,000",58.38,5,다세대,1-71,예우빌리지B동,20,,,11410,북아현동, 
1980,, ,11,2,2011,"8,000",73.64,3,다세대,724-9,연궁연립,0,,,11410,연희동, 
1996,, ,23,2,2011,"15,000",105.83,2,연립,321-1,현대(321-1),0,,,11410,홍제동, 
