buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,houseType,jibun,mhouseNm,monthlyRent,preDeposit,preMonthlyRent,sggCd,umdNm,useRRRight
2012,, ,30,7,2012,"10,000",29.82,3,다세대,282-41,아뜨리움(282-41),0,,,11410,북가좌동, 
2012,, ,26,7,2012,500,12.26,2,다세대,279-66,비발디하우스,45,,,11410,홍제동, 
2003,, ,20,7,2012,"1,000",24.45,2,다세대,5-231,거풍1,40,,,11410,남가좌동, 
2002,, ,27,7,2012,"5,000",45,3,다세대,3-85,두오주택,0,,,11410,충정로3가, 
2002,, ,17,7,2012,"4,000",21.87,1,다세대,3-100,삼성빌,20,,,11410,충정로3가, 
1999,, ,25,7,2012,"9,000",65.61,4,연립,3-9,유전그린빌라,15,,,11410,북가좌동, 
1992,, ,8,7,2012,"18,000",93.35,1,연립,484,신촌아트빌라,0,,,11410,창천동, 
1997,, ,26,7,2012,"12,000",65.49,4,연립,265-306,연희빌라트,0,,,11410,홍은동, 
1966,, ,7,7,2012,500,23.1,,연립다세대,295-5,좌원상가,20,,,11410,남가좌동, 
2012,, ,10,7,2012,"1,000",37.64,2,다세대,337-26,청마하이츠빌,60,,,11410,남가좌동, 
2003,, ,24,7,2012,"10,500",51.64,5,다세대,5-14,효림빌리지,0,,,11410,북가좌동, 
1978,, ,10,7,2012,"12,000",64.13,2,연립,5-1,은성빌라(5-1),0,,,11410,홍제동, 
2010,, ,2,7,2012,"16,500",56.73,2,다세대,1-76,상원빌,0,,,11410,북아현동, 
1987,, ,23,7,2012,"3,900",47.07,3,연립,11-980,풍진빌라,0,,,11410,홍은동, 
1995,, ,23,7,2012,"3,000",50.1,3,다세대,313-39,우주빌라,45,,,11410,홍제동, 
2003,, ,22,7,2012,"7,500",34.31,3,다세대,329-20,무브빌,0,,,11410,북가좌동, 
2012,, ,12,7,2012,"1,000",37.64,2,다세대,337-26,청마하이츠빌,60,,,11410,남가좌동, 
2012,, ,13,7,2012,500,15.05,2,다세대,329-20,수현원룸,40,,,11410,남가좌동, 
2009,, ,7,7,2012,"1,000",29.16,2,다세대,127-6,(127-6),55,,,11410,대신동, 
2002,, ,19,7,2012,"5,000",27.84,4,다세대,361-62,우신아트빌(361-62),0,,,11410,홍제동, 
2007,, ,19,7,2012,"10,000",44.06,5,다세대,5-191,세종빌리지4차(5-191),0,,,11410,남가좌동, 
1986,, ,11,7,2012,"3,000",30.91,1,다세대,175-45,(175-45),0,,,11410,남가좌동, 
2005,, ,7,7,2012,"3,000",28.71,3,다세대,45-5,삼호빌라,50,,,11410,옥천동, 
2001,, ,13,7,2012,"11,000",48.63,4,다세대,385-27,녹원쉐르빌,0,,,11410,북가좌동, 
1991,12.08~14.08,신규,2,7,2012,"5,000",40.95,1,연립,8-35,"초원빌라(8-35가,나동)",0,,,11410,홍은동, 
2012,, ,9,7,2012,"30,000",82.54,2,다세대,93-11,(93-11),0,,,11410,연희동, 
2011,, ,10,7,2012,"10,000",42.33,3,다세대,191-32,동아그린빌,0,,,11410,홍은동, 
1982,, ,2,7,2012,"7,000",108.43,1,다세대,4-70,(4-70),0,,,11410,창천동, 
2001,, ,8,7,2012,"5,000",26.88,1,다세대,237-7,제니스빌,0,,,11410,연희동, 
1995,, ,1,7,2012,"2,000",20.34,3,다세대,3-278,(3-278),15,,,11410,북아현동, 
2003,, ,6,7,2012,"11,500",59.98,2,다세대,312-238,유전프라임빌,0,,,11410,홍제동, 
2002,, ,3,7,2012,"11,000",50.59,3,다세대,321-2,예원빌라(321-2),0,,,11410,북가좌동, 
2003,, ,4,7,2012,"10,000",57.57,4,다세대,5-228,현대아트빌,0,,,11410,남가좌동, 
2006,, ,5,7,2012,"13,000",44.2,2,다세대,347-40,경성하이빌(347-40),0,,,11410,북가좌동, 
1994,, ,3,7,2012,"12,000",61.84,4,다세대,120-83,(120-83),0,,,11410,천연동, 
2003,, ,3,7,2012,"14,000",57.72,5,다세대,723-10,팰리스빌,0,,,11410,연희동, 
1996,, ,3,7,2012,"6,500",52.05,1,연립,412-9,거유주택(412-9),0,,,11410,홍은동, 
2002,, ,2,7,2012,"18,000",53.3,4,연립,340-29,샬롬아트빌,0,,,11410,연희동, 
1996,, ,24,8,2012,"3,000",59.64,3,연립,산118-57,상지주택,50,,,11410,연희동, 
1986,, ,23,8,2012,"9,000",50.04,1,다세대,368-12,문화빌라B,0,,,11410,북가좌동, 
2002,, ,25,8,2012,"1,500",26.61,3,다세대,383,(383-0),45,,,11410,창천동, 
1997,, ,7,8,2012,"10,000",59.91,1,다세대,1-289,(1-289),0,,,11410,북아현동, 
2001,, ,1,8,2012,"9,500",30.95,5,다세대,68-67,올리브하우스,0,,,11410,창천동, 
2003,, ,2,8,2012,"2,500",40.88,5,다세대,276-25,삼성모닝빌,40,,,11410,북가좌동, 
1991,, ,18,8,2012,"2,500",42.26,-1,다세대,314-2,(314-2),35,,,11410,홍제동, 
2001,, ,16,8,2012,"10,000",59,3,다세대,290-9,민성빌라(290-9),0,,,11410,북가좌동, 
2004,, ,14,8,2012,"15,500",73.2,2,다세대,321-8,신정빌라A동,0,,,11410,북가좌동, 
2011,, ,30,8,2012,"14,000",33.28,4,다세대,258,(258-0),0,,,11410,창천동, 
1991,, ,31,8,2012,"15,000",48.7,1,다세대,100-126,신촌하이츠빌라,0,,,11410,창천동, 
2002,, ,22,8,2012,"2,500",78.39,3,다세대,313-11,황제빌라(313-11),85,,,11410,북가좌동, 
1985,, ,24,8,2012,"14,000",65.07,3,연립,141-34,동진빌라,0,,,11410,연희동, 
2011,, ,27,8,2012,"14,000",48.66,3,다세대,360-77,태현빌라,0,,,11410,홍제동, 
2003,, ,30,8,2012,"16,000",84.91,5,다세대,329-23,(329-23),0,,,11410,북가좌동, 
2012,, ,9,8,2012,500,12.15,3,다세대,341-17,명지하우스,45,,,11410,남가좌동, 
2004,, ,17,8,2012,"6,000",63.99,2,다세대,342-2,우창골드빌,60,,,11410,북가좌동, 
1989,, ,31,8,2012,"8,000",37.52,2,다세대,348-9,홍일하이츠빌(C동),0,,,11410,북가좌동, 
1982,, ,25,8,2012,"7,000",56.07,3,연립,322-75,국민주택,0,,,11410,홍제동, 
2001,, ,21,8,2012,"12,000",55.44,2,다세대,297-2,유원파크빌,0,,,11410,북가좌동, 
2002,, ,29,8,2012,"6,000",23.44,5,다세대,3-85,두오주택,0,,,11410,충정로3가, 
2002,, ,24,8,2012,"13,500",68.19,4,다세대,313-11,황제빌라(313-11),0,,,11410,북가좌동, 
2002,, ,25,8,2012,"3,000",44.64,3,다세대,414,프렌치빌라,52,,,11410,창천동, 
2012,, ,17,8,2012,500,14.58,2,다세대,343-45,하늘드리움,42,,,11410,남가좌동, 
2003,, ,27,8,2012,"15,000",65.63,2,다세대,340-18,황제빌라A동,0,,,11410,남가좌동, 
1980,, ,18,8,2012,"6,500",66.81,1,연립,724-9,연궁연립,0,,,11410,연희동, 
2007,, ,24,8,2012,"10,000",24.08,3,다세대,232,창천율도국인104동,0,,,11410,창천동, 
2012,, ,9,8,2012,"9,000",26.2,4,다세대,293-12,(293-12),0,,,11410,북가좌동, 
1993,, ,1,8,2012,"8,000",38.1,4,다세대,321-1,황제빌라(321-1),0,,,11410,북가좌동, 
2001,, ,24,8,2012,"7,000",25.5,2,다세대,456,연세타운하우스,0,,,11410,창천동, 
1986,12.10~14.10,신규,26,8,2012,"7,500",36.99,1,다세대,341-15,금성빌라(341-15),0,,,11410,홍제동, 
2001,, ,5,8,2012,"13,000",48.05,4,다세대,1-1819,한아름빌B동,0,,,11410,북아현동, 
1965,, ,25,8,2012,"4,000",21.55,3,연립,312-35,홍제,0,,,11410,홍제동, 
2003,, ,27,8,2012,"9,000",29.92,2,다세대,100-76,풀하우스,0,,,11410,창천동, 
1993,, ,13,8,2012,"2,000",47.55,4,다세대,380-3,백운빌라,50,,,11410,북가좌동, 
1996,, ,20,8,2012,"15,000",68.23,2,다세대,279-89,한국빌라(279-89),0,,,11410,홍제동, 
1995,, ,25,8,2012,"11,000",55.17,4,다세대,6-9,백명하이츠빌라(6-9),0,,,11410,북가좌동, 
2005,, ,22,8,2012,"12,000",57.95,2,다세대,329-31,삼성쉐르빌,0,,,11410,북가좌동, 
1989,, ,13,8,2012,"9,000",75.72,2,다세대,350-26,(350-26),0,,,11410,북가좌동, 
1987,, ,27,8,2012,"8,500",64.27,3,연립,11-980,풍진빌라,0,,,11410,홍은동, 
2011,, ,16,8,2012,"2,000",22.27,,다세대,90-55,(90-55),50,,,11410,창천동, 
2008,12.09~14.09,신규,19,8,2012,"17,000",74.49,4,다세대,1-24,만민베스트빌B동,0,,,11410,연희동, 
1992,, ,8,8,2012,"11,000",84.6,2,연립,44-456,인왕빌라,0,,,11410,홍제동, 
1997,, ,13,8,2012,"17,000",83.49,1,연립,226,동궁하우스,0,,,11410,창천동, 
2002,, ,28,8,2012,"11,000",38.87,3,다세대,88-25,리치빌,0,,,11410,연희동, 
2002,, ,13,8,2012,"1,000",45.25,3,다세대,3-100,삼성빌,45,,,11410,충정로3가, 
2002,, ,15,8,2012,"2,000",54.89,3,다세대,285-5,광명빌라,60,,,11410,홍제동, 
1983,, ,6,8,2012,"8,000",52.39,4,연립,266-41,(266-41),0,,,11410,홍제동, 
2003,, ,25,8,2012,"8,500",38.96,4,다세대,504-3,창천네오빌,0,,,11410,창천동, 
1993,, ,30,8,2012,"7,000",33.51,1,다세대,330-24,(330-24),0,,,11410,남가좌동, 
2006,, ,23,8,2012,"8,000",32.85,3,다세대,376-4,드림빌(376-4),0,,,11410,북가좌동, 
1985,, ,16,8,2012,"3,000",45.96,1,연립,141-34,동진빌라,50,,,11410,연희동, 
2003,, ,6,8,2012,"12,000",50.76,2,다세대,296-25,몽토럭스빌,0,,,11410,북가좌동, 
1992,, ,24,8,2012,"5,000",111.86,1,다세대,188-81,건양빌리지,140,,,11410,연희동, 
2012,, ,18,8,2012,"15,500",54.52,2,다세대,337-1,기룡하이츠(C동),0,,,11410,북가좌동, 
1993,, ,31,8,2012,"12,000",60.86,2,다세대,5-20,글로리빌라(가동),0,,,11410,북가좌동, 
2003,, ,6,8,2012,"6,000",57.38,3,다세대,383-2,정방아트빌에이동,50,,,11410,북가좌동, 
1982,, ,18,8,2012,"9,000",67.93,1,연립,370-8,신촌(A동),0,,,11410,북가좌동, 
2012,, ,31,8,2012,"6,000",19.25,3,다세대,293-12,(293-12),0,,,11410,북가좌동, 
2007,, ,10,8,2012,"6,000",23.26,3,다세대,5-332,에코빌,0,,,11410,남가좌동, 
1993,, ,21,8,2012,"13,000",57.36,1,다세대,601,(601-0),0,,,11410,북아현동, 
1993,, ,22,8,2012,"6,000",28.15,1,다세대,342-12,(342-12),0,,,11410,북가좌동, 
1994,, ,10,8,2012,"12,500",60.57,3,다세대,322-27,은하빌라,0,,,11410,남가좌동, 
2002,, ,16,8,2012,"12,500",54.3,4,다세대,339-1,태영빌라,0,,,11410,남가좌동, 
1997,, ,7,8,2012,"11,500",51,4,연립,312-76,삼성맨션,0,,,11410,홍제동, 
1993,, ,3,8,2012,"3,800",43.54,-1,다세대,341-26,(341-26),0,,,11410,홍제동, 
2001,, ,28,8,2012,"12,000",62.3,5,다세대,104-17,대광빌라,0,,,11410,남가좌동, 
1983,, ,27,8,2012,"6,500",50.88,2,연립,177-4,연희타운,0,,,11410,연희동, 
1991,, ,30,8,2012,"7,000",55.71,3,연립,8-35,"초원빌라(8-35가,나동)",0,,,11410,홍은동, 
2011,12.08~14.02,신규,10,8,2012,"1,500",21.42,3,다세대,390,(390-0),50,,,11410,창천동, 
2001,, ,24,8,2012,"6,000",24.38,1,다세대,456,연세타운하우스,0,,,11410,창천동, 
1982,, ,21,8,2012,"1,000",54.21,2,다세대,4-116,(4-116),65,,,11410,창천동, 
2012,, ,27,8,2012,500,12.32,3,다세대,279-66,비발디하우스,42,,,11410,홍제동, 
2003,, ,1,8,2012,500,35.34,3,다세대,265-73,화이트빌6차,40,,,11410,홍은동, 
1992,, ,9,8,2012,"4,000",38.74,4,다세대,17-62,보성하이츠빌라,0,,,11410,홍은동, 
2002,, ,8,8,2012,"4,000",39.2,3,다세대,350-18,성모빌라,0,,,11410,북가좌동, 
1985,, ,29,8,2012,"12,000",88.96,2,연립,322-2,청자,0,,,11410,홍제동, 
2001,, ,1,8,2012,"1,000",37.03,2,다세대,541-7,우성빌라,50,,,11410,연희동, 
1993,, ,27,8,2012,"5,500",38.04,3,다세대,2-136,HEIMHOUSEA,0,,,11410,신촌동, 
2003,, ,29,8,2012,"11,000",58.71,2,다세대,367-5,수하우스,0,,,11410,남가좌동, 
2006,, ,27,8,2012,"10,000",47.55,3,다세대,322-3,LG타운(322-3),0,,,11410,북가좌동, 
1998,, ,28,8,2012,"8,000",48.09,2,연립,348-11,거성빌라트,0,,,11410,북가좌동, 
1981,, ,27,8,2012,"7,000",92.89,1,연립,450-2,(450-2),0,,,11410,홍제동, 
2012,, ,28,8,2012,"1,500",16.4,3,다세대,324-29,T.JHouse,30,,,11410,남가좌동, 
2011,, ,21,8,2012,"2,000",12.31,5,다세대,418,오즈빌,40,,,11410,창천동, 
2012,, ,15,8,2012,500,16.4,2,다세대,324-29,T.JHouse,40,,,11410,남가좌동, 
2006,, ,27,8,2012,"5,000",38.09,2,다세대,296-16,LG타운(296-16),20,,,11410,북가좌동, 
2012,, ,6,8,2012,500,14.91,3,다세대,324-29,T.JHouse,45,,,11410,남가좌동, 
1998,, ,3,8,2012,"5,000",184.65,1,연립,268,동도아카데미하우스,180,,,11410,홍은동, 
2005,, ,22,8,2012,"12,000",57.95,3,다세대,329-31,삼성쉐르빌,0,,,11410,북가좌동, 
2012,, ,6,8,2012,"10,500",28.65,2,다세대,397-29,골드클래스,0,,,11410,홍은동, 
2011,, ,7,8,2012,"2,000",12.69,2,다세대,370,아트빌리지,50,,,11410,창천동, 
1987,, ,1,8,2012,500,49.44,1,연립,90-6,"서강빌라1,2동",30,,,11410,홍제동, 
1975,, ,23,8,2012,"8,500",61.26,2,연립다세대,313-32,(313-32),0,,,11410,홍제동, 
2011,, ,6,8,2012,"2,000",12.47,2,다세대,4-115,YonEStudio,45,,,11410,창천동, 
2003,, ,17,8,2012,"15,000",76.79,5,다세대,311-17,제일그린빌(311-17),0,,,11410,북가좌동, 
2002,, ,13,8,2012,"5,000",32.8,4,다세대,28-31,안산빌,0,,,11410,홍제동, 
2011,, ,17,8,2012,"3,000",12.87,3,다세대,90-46,연세힐하우스,40,,,11410,창천동, 
1984,, ,1,8,2012,"9,000",71.34,1,연립,9-516,종건빌라(나동),0,,,11410,홍은동, 
2002,, ,11,8,2012,"3,000",30.53,5,다세대,112-20,연강,45,,,11410,창천동, 
2001,, ,19,8,2012,"14,600",73.5,1,연립,446-246,광남캐스빌,0,,,11410,연희동, 
2012,, ,17,8,2012,500,17.015,2,다세대,324-29,T.JHouse,45,,,11410,남가좌동, 
1983,, ,14,8,2012,"5,000",46.05,2,다세대,10-199,태성연립(나동),0,,,11410,홍은동, 
1984,, ,12,8,2012,"16,500",112.6,1,연립,1-1629,제일빌라나동,0,,,11410,북아현동, 
2003,, ,16,8,2012,"13,000",63.42,5,다세대,11-97,백련빌라,0,,,11410,홍은동, 
2011,, ,1,8,2012,"5,000",15.42,3,다세대,78-18,(78-18),10,,,11410,연희동, 
2010,, ,11,8,2012,"12,000",47.525,3,다세대,343-15,한양아트빌,0,,,11410,북가좌동, 
1999,, ,10,8,2012,"12,000",65.61,4,연립,3-9,유전그린빌라,0,,,11410,북가좌동, 
2012,, ,9,8,2012,"1,000",15.06,2,다세대,329-20,수현원룸,35,,,11410,남가좌동, 
2001,, ,1,8,2012,"15,000",48.49,3,다세대,90-14,(90-14),0,,,11410,창천동, 
1991,, ,3,8,2012,"2,300",29.01,2,다세대,272-71,석수빌라A동,0,,,11410,홍제동, 
2007,, ,5,8,2012,"10,000",44.06,5,다세대,5-191,세종빌리지4차(5-191),0,,,11410,남가좌동, 
2001,, ,4,8,2012,"1,000",23.56,5,다세대,287-18,(287-18),45,,,11410,연희동, 
2001,, ,1,8,2012,"5,000",41.35,2,다세대,501-1,(501-1),55,,,11410,창천동, 
2007,, ,3,8,2012,"8,200",44.88,3,연립,3-73,세종파크빌리지(3-73),0,,,11410,북가좌동, 
2012,, ,1,8,2012,"1,000",37.64,3,다세대,337-26,청마하이츠빌,60,,,11410,남가좌동, 
1994,, ,20,9,2012,"15,000",105.2,4,연립,158-19,미도아트맨션,0,,,11410,홍제동, 
1987,, ,25,9,2012,"1,200",48.01,2,연립,90-6,"서강빌라1,2동",0,,,11410,홍제동, 
1992,, ,8,9,2012,"1,000",45,-1,다세대,325-15,명지(325-15),30,,,11410,홍은동, 
1994,, ,27,9,2012,"15,000",131.11,4,연립,1-56,현대빌리지,0,,,11410,북아현동, 
2002,, ,24,9,2012,"6,500",28.2,4,다세대,3-94,드림하우스,0,,,11410,북가좌동, 
1975,, ,27,9,2012,"9,300",61.26,2,연립다세대,313-32,(313-32),0,,,11410,홍제동, 
2002,, ,10,9,2012,"8,000",87.22,4,다세대,279-29,(279-29),0,,,11410,북가좌동, 
2003,, ,22,9,2012,"9,500",52.95,2,다세대,177-2,유성빌라,0,,,11410,남가좌동, 
1980,, ,12,9,2012,"2,000",52.73,4,연립,266-3,제일주택,50,,,11410,홍제동, 
2002,, ,6,9,2012,"15,000",65.43,1,다세대,189-17,롯데빌리지B동,0,,,11410,북아현동, 
1965,, ,4,9,2012,"3,500",21.55,3,연립,312-35,홍제,0,,,11410,홍제동, 
2011,, ,10,9,2012,"8,000",14.52,1,다세대,419,스카이힐,20,,,11410,창천동, 
1980,, ,4,9,2012,"8,500",52.73,2,연립다세대,266-3,제일주택,13,,,11410,홍제동, 
2010,, ,3,9,2012,"13,000",65.57,3,다세대,3-14,진에쉐르,0,,,11410,북가좌동, 
2001,, ,22,9,2012,"8,500",32.28,2,연립,100-30,그린빌,0,,,11410,창천동, 
2011,, ,15,9,2012,"7,000",12.29, ,다세대,90-47,(90-47),10,,,11410,창천동, 
2012,, ,9,9,2012,"1,500",29.84,3,다세대,282-41,아뜨리움(282-41),65,,,11410,북가좌동, 
2007,, ,22,9,2012,"3,000",35.17,5,다세대,324-32,태산,40,,,11410,북가좌동, 
2003,, ,27,9,2012,"16,500",73.47,4,다세대,69-1,에덴빌라,20,,,11410,연희동, 
2003,, ,1,9,2012,"12,000",40.68,2,다세대,412,무지개타운,0,,,11410,창천동, 
2002,, ,22,9,2012,"23,000",72.16,2,다세대,101,르네상스빌,0,,,11410,충정로2가, 
2003,, ,6,9,2012,"4,000",43.76,4,다세대,383-2,정방아트빌에이동,40,,,11410,북가좌동, 
2002,, ,13,9,2012,"14,500",81.11,1,연립,270-74,드림하이츠빌,0,,,11410,홍제동, 
1997,, ,25,9,2012,"14,000",76.85,2,다세대,267-86,(267-86),0,,,11410,홍제동, 
2003,, ,4,9,2012,"4,000",65.21,2,다세대,156-52,(156-52),45,,,11410,홍제동, 
2004,, ,20,9,2012,"5,000",35.22,2,다세대,328-49,연세로즈빌,30,,,11410,북가좌동, 
1997,, ,9,9,2012,"6,000",46.83,2,다세대,51-89,숲속의집빌라,40,,,11410,연희동, 
2002,, ,28,9,2012,"14,000",60.84,3,다세대,290-22,동문파크빌(B),0,,,11410,북가좌동, 
1999,, ,8,9,2012,"12,000",57.66,3,연립다세대,1-10,(1-10),0,,,11410,연희동, 
2003,, ,21,9,2012,"11,000",49.49,1,다세대,151-78,(151-78),10,,,11410,연희동, 
2008,, ,22,9,2012,"1,500",51,4,다세대,276-3,다솜빌,65,,,11410,북가좌동, 
2002,, ,24,9,2012,"10,000",52.83,2,다세대,156-373,삼성빌라(나),0,,,11410,홍제동, 
1979,, ,18,9,2012,"13,000",83.3,1,연립,7-1,충정맨션,20,,,11410,충정로3가, 
1996,, ,21,9,2012,"10,000",45.92,2,다세대,187-5,골든빌,0,,,11410,북아현동, 
1982,, ,17,9,2012,"5,000",47.44,1,연립,1-3,신풍,0,,,11410,북가좌동, 
1987,, ,19,9,2012,"11,000",48.01,1,연립,90-6,"서강빌라1,2동",0,,,11410,홍제동, 
2002,12.11~14.11,신규,17,9,2012,"13,000",59.96,2,연립,74-214,뉴월드빌,0,,,11410,북가좌동, 
1989,, ,8,9,2012,"8,000",65.36,1,연립,145-25,공익빌라,0,,,11410,홍제동, 
1996,, ,5,9,2012,"23,000",145.17,4,연립,206-1,현대주택,0,,,11410,홍은동, 
2011,, ,22,9,2012,"5,000",44.7,2,다세대,1-587,이안캐슬,55,,,11410,북아현동, 
1997,, ,15,9,2012,"24,000",117.58,3,다세대,1-289,(1-289),0,,,11410,북아현동, 
2012,, ,7,9,2012,"9,000",29.65,2,다세대,339-5,경남홈타운,0,,,11410,남가좌동, 
2009,, ,15,9,2012,"8,000",32.97,5,다세대,227,수정빌라(227-0),0,,,11410,남가좌동, 
2012,, ,18,9,2012,"6,500",17.44,3,다세대,328-14,다인하우스(328-14),0,,,11410,북가좌동, 
1996,, ,27,9,2012,"5,000",51.84,3,연립,126-3,해맞이타운,55,,,11410,대신동, 
2008,, ,19,9,2012,"10,000",53.895,2,다세대,5-41,이안쉐르빌2차,0,,,11410,북가좌동, 
2002,, ,6,9,2012,"12,500",59.66,3,다세대,332-6,석정빌라,0,,,11410,북가좌동, 
1991,, ,10,9,2012,"7,500",41.86,2,다세대,360-83,정우주택,0,,,11410,홍제동, 
1994,, ,12,9,2012,"6,500",83.89,-1,연립,1-21,평화빌라A,0,,,11410,북아현동, 
2004,, ,24,9,2012,"16,000",81.59,2,다세대,367-16,옥산빌,0,,,11410,홍제동, 
2002,, ,14,9,2012,"15,000",68.93,4,다세대,124-23,수목빌,0,,,11410,대신동, 
1992,, ,18,9,2012,"5,500",49.46,3,다세대,5-24,(5-24),0,,,11410,남가좌동, 
1994,, ,1,9,2012,"12,000",58.98,3,다세대,187-124,효성빌라,0,,,11410,연희동, 
2001,, ,18,9,2012,"11,500",48.62,3,다세대,122-34,우신아트빌,0,,,11410,홍제동, 
2004,, ,10,9,2012,"9,000",40.12,2,다세대,329-15,맥산빌라,0,,,11410,북가좌동, 
2010,, ,22,9,2012,"2,000",16.36,2,다세대,375,(375-0),32,,,11410,홍은동, 
1991,, ,17,9,2012,"10,000",64.03,3,연립,350-5,삼화빌라,0,,,11410,북가좌동, 
2008,, ,6,9,2012,"13,000",63.48,2,다세대,3-126,동화빌라(3-126),0,,,11410,북가좌동, 
1987,, ,10,9,2012,"13,000",57.66,2,다세대,8-23,경동빌라,0,,,11410,충정로3가, 
2006,, ,13,9,2012,"13,500",44.2,3,다세대,347-40,경성하이빌(347-40),0,,,11410,북가좌동, 
2003,, ,15,9,2012,"14,000",63.72,2,다세대,325-35,아주하이빌,0,,,11410,북가좌동, 
1992,, ,17,9,2012,"6,500",25.56,4,다세대,312-75,문화빌라(312-75),0,,,11410,홍제동, 
2001,, ,22,9,2012,"11,000",48.26,3,다세대,289-20,선정그랜드빌(289-20),0,,,11410,북가좌동, 
2004,, ,16,9,2012,"11,500",59.78,3,다세대,367-7,청경빌라,0,,,11410,남가좌동, 
2003,, ,24,9,2012,"8,000",38.72,1,다세대,339-1,영진맨션,0,,,11410,홍제동, 
2002,, ,12,9,2012,"15,000",82.68,4,다세대,361-63,우신아트빌(361-63),0,,,11410,홍제동, 
2002,, ,27,9,2012,"5,000",63.9,4,다세대,295-34,현대아트빌,45,,,11410,북가좌동, 
2008,, ,13,9,2012,"9,000",24.84,4,다세대,328-29,LG빌라(328-29),0,,,11410,북가좌동, 
1998,, ,8,9,2012,"8,500",36.03,1,다세대,338-36,원이빌라,0,,,11410,남가좌동, 
2002,, ,12,9,2012,"12,000",52.44,2,다세대,363-11,백송빌라,0,,,11410,남가좌동, 
1989,, ,22,9,2012,"8,600",93.08,1,연립,145-25,공익빌라,0,,,11410,홍제동, 
1993,, ,9,9,2012,"15,000",81.64,4,연립,208-2,스위스빌리지,0,,,11410,홍은동, 
1989,, ,22,9,2012,"14,500",56.98,1,다세대,32-27,(32-27),0,,,11410,충정로3가, 
1993,, ,15,9,2012,"13,000",61.155,2,다세대,320-22,백산하이츠빌라(320-22),0,,,11410,북가좌동, 
1991,, ,20,9,2012,"16,000",69.31,3,연립,48-7,삼우빌라,0,,,11410,연희동, 
2004,, ,12,9,2012,"9,500",39.93,3,다세대,1-109,(1-109),0,,,11410,북아현동, 
2003,, ,3,9,2012,"15,000",72.68,4,다세대,202-1,코아렉크빌나동,0,,,11410,홍제동, 
2008,, ,15,9,2012,"12,000",56.08,3,다세대,276-5,LG빌라(276-5),0,,,11410,북가좌동, 
1986,, ,8,9,2012,"7,200",34.92,3,다세대,342-16,명지빌라,0,,,11410,북가좌동, 
2006,, ,13,9,2012,"12,000",51.21,4,다세대,307-26,(307-26),0,,,11410,북가좌동, 
1991,, ,26,9,2012,"7,000",31.52,1,다세대,341-6,한양맨숀,0,,,11410,북가좌동, 
1987,, ,8,9,2012,"7,500",39.06,1,연립,9-75,금강빌라,0,,,11410,홍제동, 
2003,, ,20,9,2012,"10,000",34,3,다세대,98-5,(98-5),0,,,11410,천연동, 
1991,, ,5,9,2012,"12,000",51.04,3,다세대,4-34,신촌빌라3차,0,,,11410,창천동, 
1998,, ,3,9,2012,"11,000",59.76,2,다세대,1-85,(1-85),0,,,11410,북아현동, 
1994,, ,6,9,2012,"2,500",40.745,3,다세대,295-47,백명하이츠빌라,40,,,11410,북가좌동, 
2003,, ,6,9,2012,"12,000",51.71,5,다세대,373-7,대중빌라,0,,,11410,북가좌동, 
2002,, ,20,9,2012,"3,500",21.7,2,다세대,51-78,담헌맨션,20,,,11410,연희동, 
2001,, ,20,9,2012,"12,000",69.45,1,연립다세대,5-28,길훈맨션,0,,,11410,북가좌동, 
1994,, ,21,9,2012,"9,000",45.96,3,연립,280-5,미성맨션,0,,,11410,북가좌동, 
1991,, ,10,9,2012,"10,000",43.22,2,다세대,122-16,크로바빌라,0,,,11410,홍제동, 
1996,, ,6,9,2012,"17,000",100.91,1,연립,3-1,(3-1),0,,,11410,충정로3가, 
1989,, ,8,9,2012,"11,000",81.8,1,연립,145-25,공익빌라,0,,,11410,홍제동, 
1989,, ,12,9,2012,"8,500",42.45,3,다세대,348-9,홍일하이츠빌(C동),0,,,11410,북가좌동, 
2002,, ,2,9,2012,"11,000",46.52,3,다세대,317-2,충우(317-2),0,,,11410,북가좌동, 
1985,, ,15,9,2012,"14,000",65.07,3,연립,141-34,동진빌라,0,,,11410,연희동, 
2003,, ,26,9,2012,"11,000",45.09,1,다세대,383-11,프렌치빌라,0,,,11410,북가좌동, 
2002,, ,12,9,2012,"10,000",28.82,3,다세대,501-4,심스빌,0,,,11410,창천동, 
2003,, ,14,9,2012,"1,000",34.31,3,다세대,329-20,무브빌,55,,,11410,북가좌동, 
2002,, ,15,9,2012,"2,000",71.39,3,다세대,17-121,동양월드빌(A동),55,,,11410,홍은동, 
2012,, ,12,9,2012,500,15.05,4,다세대,329-20,수현원룸,38,,,11410,남가좌동, 
2004,, ,11,9,2012,"20,000",83.74,1,다세대,132-58,화인캐슬,0,,,11410,연희동, 
1997,, ,6,9,2012,"2,000",71.87,3,연립,5-193,미주빌라,55,,,11410,남가좌동, 
1995,, ,7,9,2012,"4,500",23.43,2,다세대,1-44,(1-44),0,,,11410,북아현동, 
1997,, ,2,9,2012,"14,000",58.14,1,다세대,3-77,성은빌라,0,,,11410,충정로3가, 
2002,, ,1,9,2012,"9,500",34.3,4,다세대,312-4,충우빌라25차,0,,,11410,북가좌동, 
2003,, ,9,9,2012,"1,000",31.55,5,다세대,2-40,그린파크빌(2-40),50,,,11410,북가좌동, 
