aptNm,buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,preDeposit,preMonthlyRent,sggCd,umdNm,useRRRight
대우푸르지오,2002,, ,17,7,2020,"51,000",84.706,7,739,0,,,11410,연희동, 
홍제해성,2002,, ,14,7,2020,"31,500",96.2599,2,466,0,,,11410,홍제동, 
인왕산현대(460-1),2000,, ,17,7,2020,"3,508",32.67,4,460-1,0,,,11410,홍제동, 
"현대(1,2차)",1988,, ,15,7,2020,"35,000",84.77,7,202-5,0,,,11410,홍은동, 
DMC래미안클라시스(임대),2000,, ,16,7,2020,"1,085",30.56,6,377-1,15,,,11410,남가좌동, 
힐스테이트신촌,2020,, ,10,7,2020,"60,000",59.8404,14,1017,0,,,11410,북아현동, 
독립문극동(200-0),1998,, ,16,7,2020,"10,000",84.87,1,200,120,,,11410,현저동, 
DMC파크뷰자이2단지(임대),2015,, ,16,7,2020,"6,368",39.997,9,385,0,,,11410,남가좌동, 
DMC파크뷰자이1단지(임대),2015,, ,16,7,2020,"5,934",39.997,5,385,0,,,11410,남가좌동, 
충정리시온,2004,, ,16,7,2020,"35,000",44.88,18,465,0,,,11410,충정로3가, 
인왕산현대,2000,, ,14,7,2020,"10,000",59.93,15,460,70,,,11410,홍제동, 
DMC래미안e편한세상,2012,, ,15,7,2020,"6,022",39.96,5,481,0,,,11410,북가좌동, 
명진,2001,, ,7,7,2020,"26,000",84.54,3,336-4,0,,,11410,북가좌동, 
남가좌동현대,1999,, ,4,7,2020,"55,000",114.9,6,376,0,,,11410,남가좌동, 
DMC파크뷰자이1단지(임대),2015,, ,15,7,2020,"5,934",39.997,6,385,0,,,11410,남가좌동, 
두산,1999,, ,15,7,2020,"40,000",59.96,5,1009,0,,,11410,북아현동, 
DMC래미안e편한세상,2012,, ,15,7,2020,"80,000",84.95,10,481,0,,,11410,북가좌동, 
홍제원현대(459-1),2000,, ,15,7,2020,"2,549",32.67,4,459-1,0,,,11410,홍제동, 
독립문극동(200-0),1998,, ,14,7,2020,"2,955",84.87,10,200,0,,,11410,현저동, 
독립문극동(200-0),1998,, ,14,7,2020,812,84.87,6,200,12,,,11410,현저동, 
DMC파크뷰자이2단지(임대),2015,, ,14,7,2020,"6,368",39.997,7,385,0,,,11410,남가좌동, 
DMC두산위브,2007,, ,11,7,2020,"39,000",84.9623,10,459,0,,,11410,북가좌동, 
DMC파크뷰자이1단지(임대),2015,, ,14,7,2020,"5,934",39.997,6,385,0,,,11410,남가좌동, 
홍은미성,1985,, ,4,7,2020,"27,000",83.61,9,186-1,0,,,11410,홍은동, 
유원,1987,20.07~22.07,신규,4,7,2020,"15,000",64.26,6,22,25,,,11410,홍은동, 
충림예하임,2010,, ,13,7,2020,"40,900",84.6,3,477,0,,,11410,충정로3가, 
청구2차,1997,, ,11,7,2020,"35,000",59.89,10,453-1,0,,,11410,홍제동, 
태영으뜸(데시앙),1998,, ,13,7,2020,"26,000",48.97,8,373,0,,,11410,홍제동, 
홍일,1969,, ,11,7,2020,"14,000",50.48,2,247-19,0,,,11410,홍제동, 
홍제현대,1992,, ,11,7,2020,"42,000",83.05,13,331,0,,,11410,홍제동, 
청구1차,1994,, ,10,7,2020,"40,000",84.78,14,453,0,,,11410,홍제동, 
힐스테이트신촌,2020,, ,9,7,2020,"50,000",59.8404,12,1017,30,,,11410,북아현동, 
"현대(1,2차)",1988,, ,10,7,2020,"34,500",74.52,4,202-5,0,,,11410,홍은동, 
두산,1999,, ,3,7,2020,"38,000",59.96,7,1009,0,,,11410,북아현동, 
두산,1999,, ,8,7,2020,"39,000",59.96,8,1009,0,,,11410,북아현동, 
창덕에버빌,1998,, ,9,7,2020,"39,000",80.33,4,105-1,0,,,11410,남가좌동, 
홍은동풍림아이원,2002,, ,9,7,2020,"34,000",84.918,12,460,0,,,11410,홍은동, 
신촌럭키,1999,, ,4,7,2020,"20,000",59.7,9,144,55,,,11410,대현동, 
조은2차,2004,, ,8,7,2020,"35,000",84.85,4,1-1836,0,,,11410,북아현동, 
대림,1993,, ,6,7,2020,"48,000",84.74,7,700,0,,,11410,연희동, 
금호어울림,2016,, ,4,7,2020,"52,000",84.4965,11,471,0,,,11410,홍제동, 
두산,1999,, ,6,7,2020,"4,000",59.96,11,1009,0,,,11410,북아현동, 
독립문극동(200-0),1998,, ,7,7,2020,"48,000",102.45,17,200,30,,,11410,현저동, 
독립문삼호,1995,, ,6,7,2020,"10,000",84.78,8,100,105,,,11410,영천동, 
독립문삼호,1995,, ,4,7,2020,"45,000",84.78,8,100,0,,,11410,영천동, 
태영으뜸(데시앙),1998,, ,6,7,2020,"25,000",68.59,12,373,0,,,11410,홍제동, 
두산,1999,, ,6,7,2020,"38,000",59.96,15,1009,0,,,11410,북아현동, 
세한숲속마을,2002,, ,7,7,2020,"41,000",130.9,4,산11-244,0,,,11410,홍은동, 
돈의문센트레빌,2011,, ,7,7,2020,"52,000",114.98,10,261,60,,,11410,냉천동, 
힐스테이트신촌,2020,, ,4,7,2020,"70,000",84.9154,9,1017,0,,,11410,북아현동, 
홍제원현대(459-0),2000,, ,6,7,2020,"49,500",114.72,10,459,0,,,11410,홍제동, 
DMC아이파크,2009,, ,6,7,2020,"53,000",84.93,12,458,0,,,11410,북가좌동, 
래미안루센티아,2020,, ,1,7,2020,"8,102",34.12,9,390,27,,,11410,남가좌동, 
홍은동벽산,1997,, ,4,7,2020,"27,000",58.64,7,455,0,,,11410,홍은동, 
독립문극동(200-0),1998,, ,4,7,2020,"50,000",84.87,2,200,0,,,11410,현저동, 
대림,1993,, ,5,7,2020,"41,000",119.49,1,700,0,,,11410,연희동, 
"현대(1,2차)",1988,, ,4,7,2020,"29,000",73.98,1,202-5,0,,,11410,홍은동, 
신촌럭키,1999,, ,3,7,2020,"41,000",83.38,1,144,0,,,11410,대현동, 
홍제현대,1992,, ,3,7,2020,"39,000",75.15,6,331,0,,,11410,홍제동, 
유원하나,1996,, ,2,7,2020,"28,000",72.34,3,454,0,,,11410,홍제동, 
힐스테이트신촌,2020,, ,2,7,2020,"62,000",84.9876,5,1017,0,,,11410,북아현동, 
남가좌동현대,1999,, ,1,7,2020,"44,000",114.9,8,376,0,,,11410,남가좌동, 
DMC래미안e편한세상,2012,, ,1,7,2020,"58,500",84.95,11,481,0,,,11410,북가좌동, 
동부센트레빌,2002,, ,17,8,2020,"50,000",84.93,9,260,0,,,11410,냉천동, 
힐스테이트신촌,2020,, ,27,8,2020,"67,000",84.6043,12,1017,0,,,11410,북아현동, 
홍제삼성래미안,2001,, ,27,8,2020,"45,000",84.33,4,461,0,,,11410,홍제동, 
충정리시온,2004,, ,28,8,2020,"2,000",45.89,15,465,110,,,11410,충정로3가, 
금호어울림,2016,, ,29,8,2020,"51,000",84.7861,6,471,0,,,11410,홍제동, 
두산,1999,, ,9,8,2020,"40,000",59.96,3,1009,0,,,11410,북아현동, 
풍림2,1990,, ,20,8,2020,"27,000",58.5,2,453-2,0,,,11410,홍은동, 
현대그린,1996,, ,1,8,2020,"34,500",84.96,8,455,0,,,11410,홍제동, 
홍제한양,1993,, ,19,8,2020,"25,500",60.06,10,82,0,,,11410,홍제동, 
돈의문센트레빌,2011,, ,29,8,2020,"55,000",59.98,7,261,0,,,11410,냉천동, 
유원하나,1996,, ,24,8,2020,"23,000",82.35,9,454,20,,,11410,홍제동, 
홍은센트레빌,2009,, ,5,8,2020,"53,000",84.84,19,461,0,,,11410,홍은동, 
힐스테이트신촌,2020,, ,10,8,2020,"67,000",84.9715,7,1017,0,,,11410,북아현동, 
홍제센트럴IPARK,2020,, ,15,8,2020,"70,000",84.96,9,473,0,,,11410,홍제동, 
경남102동,2008,, ,15,8,2020,"29,000",59.97,6,1010,0,,,11410,북아현동, 
신촌럭키,1999,, ,12,8,2020,"37,000",59.7,15,144,0,,,11410,대현동, 
힐스테이트신촌,2020,, ,5,8,2020,"40,000",59.8404,10,1017,50,,,11410,북아현동, 
홍제삼성래미안,2001,, ,16,8,2020,"10,000",32.76,9,461,43,,,11410,홍제동, 
두산,1999,, ,6,8,2020,"37,000",59.96,4,1009,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,15,8,2020,"65,000",84.968,5,1017,0,,,11410,북아현동, 
신촌럭키,1999,, ,29,8,2020,"47,000",83.38,2,144,0,,,11410,대현동, 
독립문파크빌,2000,, ,11,8,2020,"5,000",59.4,2,1019,100,,,11410,현저동, 
힐스테이트신촌,2020,, ,14,8,2020,"66,000",84.6043,9,1017,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,15,8,2020,"67,000",84.6043,3,1017,0,,,11410,북아현동, 
DMC래미안e편한세상,2012,, ,7,8,2020,"90,000",120.95,14,481,0,,,11410,북가좌동, 
힐스테이트신촌,2020,, ,9,8,2020,"67,000",84.9876,7,1017,0,,,11410,북아현동, 
홍제현대,1992,, ,7,8,2020,"20,000",75.15,2,331,50,,,11410,홍제동, 
독립문파크빌,2000,, ,29,8,2020,"31,500",59.4,1,1019,0,,,11410,현저동, 
힐스테이트신촌,2020,, ,22,8,2020,"40,000",84.6043,3,1017,90,,,11410,북아현동, 
파라타워,2020,, ,22,8,2020,"19,500",14.44,6,90-70,0,,,11410,대현동, 
홍제센트럴IPARK,2020,, ,21,8,2020,"5,000",84.97,10,473,200,,,11410,홍제동, 
파라타워,2020,, ,24,8,2020,"19,000",14.44,4,90-70,0,,,11410,대현동, 
홍제현대,1992,, ,17,8,2020,"29,500",60.81,3,331,0,,,11410,홍제동, 
힐스테이트신촌,2020,, ,28,8,2020,"60,000",59.8404,11,1017,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,30,8,2020,"60,000",59.8404,17,1017,0,,,11410,북아현동, 
풍림1차,1988,, ,28,8,2020,"30,000",64.53,7,440-3,0,,,11410,홍은동, 
북아현경남,1996,, ,27,8,2020,"9,000",59.77,6,1006,60,,,11410,북아현동, 
월드컵현대,1998,, ,1,8,2020,"33,000",59.76,6,371-1,0,,,11410,북가좌동, 
홍제삼성래미안,2001,, ,27,8,2020,"45,000",84.33,4,461,0,,,11410,홍제동, 
임광,1999,, ,15,8,2020,"35,000",59.96,18,738,10,,,11410,연희동, 
"현대(1,2차)",1988,, ,20,8,2020,"33,000",73.98,9,202-5,0,,,11410,홍은동, 
신촌럭키,1999,, ,27,8,2020,"40,000",59.7,9,144,0,,,11410,대현동, 
인왕산현대,2000,, ,2,8,2020,"34,500",59.93,5,460,0,,,11410,홍제동, 
힐스테이트신촌,2020,, ,8,8,2020,"60,000",59.8404,13,1017,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,20,8,2020,"48,000",42.074,13,1017,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,12,8,2020,"69,000",84.6043,12,1017,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,13,8,2020,"55,000",59.8404,7,1017,0,,,11410,북아현동, 
인왕산한신휴플러스,2009,, ,1,8,2020,"55,000",84.925,13,469,0,,,11410,홍제동, 
충정리시온,2004,, ,19,8,2020,"35,000",44.88,5,465,0,,,11410,충정로3가, 
서울맨션,1972,, ,19,8,2020,"15,000",51.23,5,315-7,0,,,11410,홍제동, 
힐스테이트신촌,2020,, ,18,8,2020,"68,000",84.9557,18,1017,0,,,11410,북아현동, 
북아현경남,1996,, ,19,8,2020,"20,000",84.84,7,1006,50,,,11410,북아현동, 
신촌럭키,1999,, ,17,8,2020,"40,000",59.7,13,144,0,,,11410,대현동, 
힐스테이트신촌,2020,, ,15,8,2020,"55,000",59.8404,10,1017,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,15,8,2020,"65,000",84.968,5,1017,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,13,8,2020,"68,000",84.9715,10,1017,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,13,8,2020,"58,000",59.8404,18,1017,0,,,11410,북아현동, 
천연뜨란채,2006,, ,13,8,2020,"42,000",55.82,7,145,0,,,11410,천연동, 
힐스테이트신촌,2020,, ,14,8,2020,"56,000",59.8404,7,1017,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,12,8,2020,"67,000",84.9715,2,1017,0,,,11410,북아현동, 
DMC래미안클라시스,2000,, ,3,8,2020,"10,000",59.97,14,377,70,,,11410,남가좌동, 
힐스테이트신촌,2020,, ,6,8,2020,"66,000",84.9715,9,1017,0,,,11410,북아현동, 
두산,1999,, ,8,8,2020,"39,000",59.96,9,1009,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,2,8,2020,"50,000",59.8404,6,1017,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,5,8,2020,"52,500",55.9706,12,1017,0,,,11410,북아현동, 
신촌푸르지오,2015,, ,20,8,2020,"58,000",59.88,13,1011,0,,,11410,북아현동, 
극동,1995,, ,16,8,2020,"30,000",84.92,2,454,0,,,11410,홍은동, 
신촌푸르지오,2015,, ,12,8,2020,"70,000",84.9559,4,1011,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,29,8,2020,"70,000",84.6043,3,1017,0,,,11410,북아현동, 
독립문삼호,1995,, ,26,8,2020,"70,000",108.63,9,100,0,,,11410,영천동, 
힐스테이트신촌,2020,, ,12,8,2020,"71,000",84.9557,10,1017,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,11,8,2020,"65,000",84.6043,13,1017,0,,,11410,북아현동, 
초원,1988,, ,27,8,2020,"10,000",49.26,5,8-26,0,,,11410,홍은동, 
금호어울림,2016,, ,14,8,2020,"45,000",59.18,12,471,0,,,11410,홍제동, 
인왕산현대,2000,, ,19,8,2020,"36,225",59.93,12,460,0,,,11410,홍제동, 
DMC에코자이,2019,, ,10,8,2020,"8,003",39.885,6,389,37,,,11410,남가좌동, 
홍제현대,1992,20.08~22.08, ,12,8,2020,"15,000",60.81,3,331,60,,,11410,홍제동, 
연희자이엘라,2014,, ,28,8,2020,500,13.642,6,745,65,,,11410,연희동, 
DMC래미안클라시스,2000,, ,3,8,2020,"10,000",59.97,14,377,70,,,11410,남가좌동, 
홍제비콘드림힐,2006,, ,12,8,2020,"31,000",113.091,4,468,0,,,11410,홍제동, 
독립문삼호,1995,, ,21,8,2020,500,75.66,1,100,35,,,11410,영천동, 
남가좌동현대,1999,, ,6,8,2020,"30,000",59.4,2,376,0,,,11410,남가좌동, 
태영으뜸(데시앙),1998,, ,5,8,2020,"19,000",37.11,11,373,0,,,11410,홍제동, 
더스타일하우스디센트럴,2020,, ,26,8,2020,"11,280",39.8291,21,480,66,,,11410,충정로3가, 
힐스테이트신촌,2020,, ,18,8,2020,"60,000",59.8404,5,1017,0,,,11410,북아현동, 
DMC파크뷰자이2단지,2015,, ,26,8,2020,"10,000",84.968,2,385,159,,,11410,남가좌동, 
대림,1993,, ,14,8,2020,"30,000",84.74,2,700,40,,,11410,연희동, 
래미안루센티아,2020,, ,31,8,2020,"2,000",84.95,8,390,42,,,11410,남가좌동, 
신촌푸르지오,2015,, ,2,8,2020,"67,200",84.9572,3,1011,0,,,11410,북아현동, 
북한산두산위브,2020,, ,11,8,2020,"11,323",40.07,1,467,27,,,11410,홍은동, 
DMC래미안e편한세상,2012,, ,29,8,2020,"52,000",59.97,4,481,0,,,11410,북가좌동, 
북한산두산위브,2020,, ,10,8,2020,"8,467",33.05,2,467,20,,,11410,홍은동, 
e편한세상신촌3단지,2018,, ,8,8,2020,"76,500",84.95,19,1013,0,,,11410,북아현동, 
DMC래미안e편한세상,2012,, ,28,8,2020,"56,000",84.92,10,481,0,,,11410,북가좌동, 
DMC파크뷰자이1단지,2015,, ,29,8,2020,"65,000",84.971,21,385,0,,,11410,남가좌동, 
DMC래미안e편한세상,2012,, ,16,8,2020,"52,000",59.97,8,481,0,,,11410,북가좌동, 
DMC래미안e편한세상,2012,, ,22,8,2020,"66,000",84.92,18,481,0,,,11410,북가좌동, 
힐스테이트신촌,2020,, ,22,8,2020,"35,000",84.9715,11,1017,120,,,11410,북아현동, 
DMC아이파크,2009,, ,22,8,2020,"58,000",84.93,3,458,0,,,11410,북가좌동, 
DMC파크뷰자이2단지(임대),2015,, ,10,8,2020,"6,368",39.997,4,385,0,,,11410,남가좌동, 
DMC파크뷰자이4단지,2015,, ,13,8,2020,"43,200",84.968,3,385,45,,,11410,남가좌동, 
힐스테이트신촌,2020,, ,27,8,2020,"26,000",84.6043,11,1017,0,,,11410,북아현동, 
DMC래미안e편한세상,2012,, ,9,8,2020,"10,000",84.95,13,481,150,,,11410,북가좌동, 
DMC파크뷰자이1단지,2015,20.11~22.11,신규,22,8,2020,"65,000",84.971,3,385,0,,,11410,남가좌동, 
힐스테이트신촌,2020,, ,12,8,2020,"58,000",59.8404,8,1017,0,,,11410,북아현동, 
홍제원현대(459-0),2000,, ,18,8,2020,"45,000",59.93,3,459,0,,,11410,홍제동, 
광남캐스빌1(512-4),2000,, ,24,8,2020,"5,000",72.46,4,512-4,110,,,11410,창천동, 
e편한세상신촌2단지,2018,, ,11,8,2020,"56,000",84.98,19,1013,70,,,11410,북아현동, 
DMC한양,1987,, ,30,8,2020,"45,000",116.76,11,431,0,,,11410,북가좌동, 
DMC래미안e편한세상,2012,, ,28,8,2020,"58,000",84.94,8,481,0,,,11410,북가좌동, 
홍제현대,1992,, ,29,8,2020,"50,000",106.18,7,331,0,,,11410,홍제동, 
두산,1999,, ,8,8,2020,"15,000",59.96,17,1009,72,,,11410,북아현동, 
DMC래미안e편한세상,2012,, ,15,8,2020,"90,000",120.95,18,481,0,,,11410,북가좌동, 
남가좌동현대,1999,, ,29,8,2020,"47,250",114.9,1,376,0,,,11410,남가좌동, 
DMC래미안e편한세상,2012,, ,18,8,2020,"10,000",84.95,20,481,160,,,11410,북가좌동, 
문화촌현대,2002,, ,22,8,2020,"40,000",84.99,10,463,0,,,11410,홍제동, 
DMC센트럴아이파크,2018,, ,9,8,2020,"65,000",84.9,16,388,0,,,11410,남가좌동, 
극동,1995,, ,22,8,2020,"4,000",84.92,4,454,93,,,11410,홍은동, 
남가좌동현대,1999,, ,24,8,2020,"36,000",59.4,6,376,0,,,11410,남가좌동, 
힐스테이트신촌,2020,, ,18,8,2020,"40,000",84.9715,9,1017,80,,,11410,북아현동, 
청구1차,1994,, ,13,8,2020,"30,000",84.78,15,453,50,,,11410,홍제동, 
홍제현대,1992,, ,22,8,2020,"57,000",119.32,4,331,0,,,11410,홍제동, 
신촌푸르지오,2015,, ,8,8,2020,"60,000",59.9973,12,1011,0,,,11410,북아현동, 
노블레스,2004,, ,21,8,2020,"37,000",78.12,2,416,0,,,11410,창천동, 
래미안남가좌2차,2005,, ,11,8,2020,"31,000",59.788,7,379,47,,,11410,남가좌동, 
e편한세상신촌3단지,2018,, ,8,8,2020,"69,000",59.96,12,1013,0,,,11410,북아현동, 
두산,1999,, ,22,8,2020,"37,000",59.96,10,1009,0,,,11410,북아현동, 
e편한세상신촌2단지,2018,, ,4,8,2020,"79,500",84.93,11,1013,0,,,11410,북아현동, 
독립문극동(200-0),1998,, ,25,8,2020,"45,000",59.58,9,200,0,,,11410,현저동, 
DMC래미안e편한세상,2012,, ,12,8,2020,"35,000",84.95,15,481,90,,,11410,북가좌동, 
힐스테이트신촌,2020,, ,6,8,2020,"10,000",59.8404,10,1017,150,,,11410,북아현동, 
DMC래미안e편한세상,2012,, ,10,8,2020,"54,000",59.97,12,481,0,,,11410,북가좌동, 
독립문극동(200-0),1998,, ,1,8,2020,"45,000",59.58,8,200,0,,,11410,현저동, 
북한산더샵,2017,, ,26,8,2020,"55,000",84.832,19,464,0,,,11410,홍은동, 
힐스테이트신촌,2020,, ,14,8,2020,"58,000",84.968,12,1017,0,,,11410,북아현동, 
홍제삼성래미안,2001,, ,29,8,2020,"50,000",84.33,12,461,0,,,11410,홍제동, 
혜우,1996,, ,11,8,2020,"55,000",129.27,15,101-7,0,,,11410,대현동, 
동부센트레빌,2002,, ,13,8,2020,"40,000",59.86,11,260,0,,,11410,냉천동, 
홍은동벽산,1997,, ,26,8,2020,"17,000",84.78,2,455,75,,,11410,홍은동, 
DMC센트럴아이파크,2018,, ,11,8,2020,"52,000",59.91,16,388,0,,,11410,남가좌동, 
"현대(1,2차)",1988,, ,6,8,2020,"35,000",74.52,9,202-5,0,,,11410,홍은동, 
동부센트레빌,2002,, ,9,8,2020,"38,850",59.86,14,260,0,,,11410,냉천동, 
파크빌,2003,, ,27,8,2020,"25,000",75.27,2,712-25,0,,,11410,연희동, 
요진,1998,, ,26,8,2020,"43,000",82.08,7,150,0,,,11410,북가좌동, 
인왕산현대,2000,, ,1,8,2020,"20,000",84.9,15,460,80,,,11410,홍제동, 
DMC휴먼빌아파트,2008,, ,26,8,2020,"42,000",84.99,6,456,0,,,11410,북가좌동, 
DMC래미안e편한세상,2012,, ,21,8,2020,"55,000",84.95,1,481,30,,,11410,북가좌동, 
신촌푸르지오,2015,, ,12,8,2020,"73,000",84.9572,19,1011,0,,,11410,북아현동, 
독립문극동(200-0),1998,, ,17,8,2020,"45,000",59.58,2,200,0,,,11410,현저동, 
홍제현대,1992,, ,22,8,2020,"30,000",60.81,5,331,0,,,11410,홍제동, 
문화촌현대,2002,, ,28,8,2020,"12,000",84.99,8,463,100,,,11410,홍제동, 
e편한세상신촌2단지,2018,, ,22,8,2020,"73,500",84.98,4,1013,0,,,11410,북아현동, 
래미안루센티아,2020,, ,13,8,2020,"10,000",84.83,12,390,160,,,11410,남가좌동, 
천연뜨란채,2006,, ,28,8,2020,"42,000",56.08,2,145,0,,,11410,천연동, 
e편한세상신촌1단지,2018,, ,29,8,2020,"73,000",84.93,10,1013,0,,,11410,북아현동, 
문화촌현대,2002,, ,31,8,2020,"6,750",84.99,5,463,107,,,11410,홍제동, 
홍제한양,1993,, ,26,8,2020,"31,000",60.06,7,82,0,,,11410,홍제동, 
DMC파크뷰자이2단지,2015,, ,22,8,2020,"63,500",84.968,2,385,0,,,11410,남가좌동, 
중앙하이츠,2001,, ,29,8,2020,"5,000",84.97,6,342,95,,,11410,홍제동, 
세라,2002,, ,11,8,2020,"25,000",84.85,2,3-74,0,,,11410,북가좌동, 
"현대(1,2차)",1988,, ,12,8,2020,"40,000",59.97,8,202-5,0,,,11410,홍은동, 
DMC센트럴아이파크,2018,, ,19,8,2020,"50,000",84.94,11,388,0,,,11410,남가좌동, 
DMC아이파크,2009,, ,17,8,2020,"35,000",84.95,4,458,0,,,11410,북가좌동, 
대림,1993,, ,21,8,2020,"10,000",84.74,1,700,120,,,11410,연희동, 
"현대(1,2차)",1988,20.10~22.10,신규,1,8,2020,"25,000",59.97,12,202-5,0,,,11410,홍은동, 
DMC한양,1987,, ,29,8,2020,"32,000",65.34,12,431,0,,,11410,북가좌동, 
힐스테이트신촌,2020,, ,17,8,2020,"68,000",84.6043,15,1017,0,,,11410,북아현동, 
대우푸르지오,2002,, ,14,8,2020,"30,000",114.705,21,739,120,,,11410,연희동, 
태영으뜸(데시앙),1998,, ,3,8,2020,"25,000",52.77,12,373,0,,,11410,홍제동, 
태영으뜸(데시앙),1998,, ,9,8,2020,"2,000",53.44,14,373,70,,,11410,홍제동, 
홍제한양,1993,, ,14,8,2020,"18,500",60.06,9,82,45,,,11410,홍제동, 
힐스테이트신촌,2020,, ,4,8,2020,"67,000",84.9715,10,1017,0,,,11410,북아현동, 
독립문파크빌,2000,, ,26,8,2020,"35,000",59.4,10,1019,0,,,11410,현저동, 
독립문극동(200-0),1998,, ,1,8,2020,"5,000",84.87,12,200,160,,,11410,현저동, 
두산,1999,, ,3,8,2020,"40,000",59.96,2,1009,0,,,11410,북아현동, 
DMC휴먼빌아파트,2008,, ,31,8,2020,"10,000",84.99,10,456,100,,,11410,북가좌동, 
북가좌삼호,1996,, ,28,8,2020,"45,000",84.57,13,449,0,,,11410,북가좌동, 
힐스테이트신촌,2020,, ,15,8,2020,"50,000",84.6043,13,1017,60,,,11410,북아현동, 
홍제한양,1993,, ,17,8,2020,"33,000",60.06,14,82,0,,,11410,홍제동, 
고은,1975,, ,15,8,2020,"19,000",62.48,2,156-200,0,,,11410,홍제동, 
홍제맨션,1971,, ,29,8,2020,"30,000",82.71,5,307-9,0,,,11410,홍제동, 
대우푸르지오,2002,, ,18,8,2020,"30,000",84.706,8,739,70,,,11410,연희동, 
성원,2001,, ,31,8,2020,"30,000",115.06,12,740,120,,,11410,연희동, 
힐스테이트신촌,2020,, ,20,8,2020,"56,000",59.8404,13,1017,0,,,11410,북아현동, 
북한산더샵,2017,, ,29,8,2020,"60,000",84.832,10,464,0,,,11410,홍은동, 
힐스테이트신촌,2020,, ,6,8,2020,"67,000",84.6043,1,1017,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,29,8,2020,"40,000",119.958,12,1017,120,,,11410,북아현동, 
HDX휴팰리스,2018,, ,29,8,2020,"45,000",59.0362,13,465,0,,,11410,홍은동, 
힐스테이트신촌,2020,, ,1,8,2020,"53,000",84.9154,13,1017,0,,,11410,북아현동, 
힐스테이트신촌,2020,20.09~22.09,신규,12,8,2020,"67,000",84.9876,20,1017,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,22,8,2020,"69,000",84.968,14,1017,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,1,8,2020,"65,000",84.9715,10,1017,0,,,11410,북아현동, 
남가좌동현대,1999,, ,10,8,2020,"3,000",59.4,17,376,85,,,11410,남가좌동, 
홍제현대,1992,, ,15,8,2020,"55,000",106.18,13,331,0,,,11410,홍제동, 
홍제센트럴IPARK,2020,20.09~22.09,신규,1,8,2020,"15,000",84.9728,11,473,150,,,11410,홍제동, 
힐스테이트신촌,2020,, ,17,8,2020,"68,000",84.9136,1,1017,0,,,11410,북아현동, 
더스타일하우스디센트럴,2020,, ,20,8,2020,"8,980",36.1962,25,480,66,,,11410,충정로3가, 
힐스테이트신촌,2020,, ,7,8,2020,"70,000",84.6043,7,1017,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,7,8,2020,"63,000",84.9557,2,1017,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,4,8,2020,"4,201",42.074,4,1017,19,,,11410,북아현동, 
e편한세상신촌1단지,2018,, ,12,8,2020,"10,000",59.85,12,1013,160,,,11410,북아현동, 
신촌푸르지오,2015,, ,31,8,2020,"10,000",34.9408,3,1011,110,,,11410,북아현동, 
홍제원현대(459-1),2000,, ,27,8,2020,"3,237",32.67,10,459-1,0,,,11410,홍제동, 
DMC래미안e편한세상,2012,, ,13,8,2020,"67,000",84.93,6,481,0,,,11410,북가좌동, 
유원하나,1996,, ,31,8,2020,"28,000",103.11,3,454,30,,,11410,홍제동, 
힐스테이트신촌,2020,, ,29,8,2020,"40,000",59.8404,17,1017,80,,,11410,북아현동, 
신촌푸르지오,2015,, ,14,8,2020,"69,000",84.9953,11,1011,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,1,8,2020,"65,000",84.9136,4,1017,0,,,11410,북아현동, 
천연뜨란채,2006,, ,17,8,2020,"10,000",84.74,11,145,140,,,11410,천연동, 
힐스테이트신촌,2020,, ,25,8,2020,"70,000",84.9557,16,1017,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,5,8,2020,"3,803",37.969,5,1017,17,,,11410,북아현동, 
힐스테이트신촌,2020,, ,9,8,2020,"66,000",84.6043,2,1017,0,,,11410,북아현동, 
힐스테이트신촌,2020,, ,11,8,2020,"40,000",84.6043,17,1017,80,,,11410,북아현동, 
힐스테이트신촌,2020,, ,6,8,2020,"58,000",59.8404,10,1017,0,,,11410,북아현동, 
DMC아이파크,2009,, ,12,8,2020,"50,000",84.93,1,458,0,,,11410,북가좌동, 
DMC파크뷰자이2단지,2015,, ,24,8,2020,"60,000",59.981,14,385,0,,,11410,남가좌동, 
