aptNm,buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,preDeposit,preMonthlyRent,sggCd,umdNm,useRRRight
더스타일하우스디센트럴,2020,24.03~25.03,갱신,5,2,2024,"6,260",21.056,7,480,41,"6,260",39,11410,충정로3가, 
두산,1999,24.04~26.03,갱신,3,2,2024,"38,500",59.96,3,1009,0,"36,700",,11410,북아현동, 
홍제역해링턴플레이스,2024,24.03~26.03,신규,4,2,2024,"59,000",59.99,9,474,0,,,11410,홍제동, 
홍제역해링턴플레이스,2024,,신규,6,2,2024,"6,933",48.21,10,474,9,,,11410,홍제동, 
홍제역해링턴플레이스,2024,,신규,6,2,2024,"12,312",39.38,10,474,31,,,11410,홍제동, 
힐스테이트신촌,2020,24.02~26.02,신규,7,2,2024,"81,000",84.9136,14,1017,0,,,11410,북아현동, 
DMC에코자이,2019,24.02~26.02,갱신,6,2,2024,"58,980",84.978,2,389,0,"56,175",,11410,남가좌동, 
더스타일하우스디센트럴,2020,24.03~25.03,갱신,6,2,2024,"7,650",35.858,20,480,77,"7,650",74,11410,충정로3가, 
DMC파크뷰자이2단지,2015,24.03~26.03,신규,2,2,2024,"74,000",84.909,6,385,0,,,11410,남가좌동, 
DMC파크뷰자이2단지(임대),2015,.~26.02,신규,6,2,2024,"3,343",39.997,4,385,19,,,11410,남가좌동, 
홍제한양,1993,24.02~26.02,신규,2,2,2024,"15,000",60.06,2,82,60,,,11410,홍제동, 
홍제역해링턴플레이스,2024,, ,6,2,2024,"1,685",39.38,3,474,23,,,11410,홍제동, 
인왕산현대,2000,24.03~26.03,신규,8,2,2024,"33,500",114.72,16,460,145,,,11410,홍제동, 
홍제역해링턴플레이스,2024,.~26.02,신규,8,2,2024,"4,714",48.21,4,474,22,,,11410,홍제동, 
홍제역해링턴플레이스,2024,,신규,2,2,2024,"12,312",39.38,13,474,31,,,11410,홍제동, 
두산,1999,24.02~26.02,갱신,2,2,2024,"41,900",59.96,11,1009,0,"39,900",,11410,북아현동, 
청구3차,2001,24.03~26.03,갱신,7,2,2024,"50,000",84.96,2,462,0,"55,000",,11410,홍제동,사용
천연뜨란채,2006,, ,3,2,2024,"44,500",57.78,1,145,0,,,11410,천연동, 
홍제역해링턴플레이스,2024,.~26.02,신규,8,2,2024,"6,933",48.21,3,474,9,,,11410,홍제동, 
홍제한양,1993,24.02~26.02,갱신,2,2,2024,"60,000",120.14,5,82,0,"65,000",,11410,홍제동,사용
신촌럭키,1999,24.03~26.03,신규,2,2,2024,"30,000",59.7,6,144,60,,,11410,대현동, 
e편한세상신촌4단지,2018,24.02~25.02,갱신,6,2,2024,"78,000",84.82,6,1013,0,"50,000",80,11410,북아현동, 
천연뜨란채,2006,24.03~26.03,신규,3,2,2024,"45,000",55.82,15,145,0,,,11410,천연동, 
독립문삼호,1995,,신규,3,2,2024,"60,000",108.63,5,100,0,,,11410,영천동, 
유원하나,1996,, ,7,2,2024,"42,000",112.14,4,454,0,,,11410,홍제동, 
홍제역해링턴플레이스,2024,24.02~26.02,신규,8,2,2024,"55,000",59.99,3,474,0,,,11410,홍제동, 
홍제역해링턴플레이스,2024,,신규,6,2,2024,"6,933",48.21,6,474,9,,,11410,홍제동, 
DMC에코자이,2019,24.05~26.05,신규,7,2,2024,"59,000",72.845,16,389,12,,,11410,남가좌동, 
더스타일하우스디센트럴,2020,24.03~26.03,갱신,5,2,2024,"5,478",21.056,9,480,44,"5,478",42,11410,충정로3가, 
문화촌현대,2002,24.03~26.03,신규,8,2,2024,"39,000",59.94,3,463,0,,,11410,홍제동, 
힐스테이트홍은포레스트,2023,24.02~26.02,신규,5,2,2024,"65,000",84.53,9,470,0,,,11410,홍은동, 
북한산더샵,2017,24.02~26.02,갱신,2,2,2024,"63,000",84.832,15,464,0,"55,600",,11410,홍은동, 
서소문,1971,24.02~26.02,신규,5,2,2024,"12,000",39.34,3,215,0,,,11410,미근동, 
DMC센트럴아이파크,2018,24.02~25.02,갱신,5,2,2024,"47,250",84.97,6,388,0,"45,000",,11410,남가좌동, 
래미안루센티아,2020,24.03~26.03,신규,7,2,2024,"65,000",84.84,7,390,0,,,11410,남가좌동, 
동부센트레빌(임대),2002,, ,7,2,2024,"1,507",28.05,5,260-1,16,,,11410,냉천동, 
홍제역해링턴플레이스,2024,.~26.02,신규,8,2,2024,"8,793",39.38,10,474,42,,,11410,홍제동, 
남가좌동현대,1999,, ,4,2,2024,"40,000",59.4,7,376,0,,,11410,남가좌동, 
홍제역해링턴플레이스,2024,,신규,2,2,2024,"11,081",39.38,9,474,28,,,11410,홍제동, 
더스타일하우스디센트럴,2020,24.03~25.03,갱신,5,2,2024,"4,870",16.0626,16,480,32,"4,870",30,11410,충정로3가, 
우공팰리스,2007,24.02~26.02,갱신,3,2,2024,"32,200",84.97,3,384-1,0,"32,000",,11410,북가좌동, 
홍제역해링턴플레이스,2024,.~26.02,신규,7,2,2024,"2,020",48.21,16,474,27,,,11410,홍제동, 
래미안루센티아,2020,24.02~25.01,신규,1,2,2024,"20,000",84.95,15,390,200,,,11410,남가좌동, 
DMC아이파크,2009,, ,7,2,2024,"4,014",32.86,8,458,15,,,11410,북가좌동, 
DMC센트레빌,2009,24.02~25.12,갱신,6,2,2024,"48,000",59.95,7,381,0,"43,050",,11410,남가좌동, 
DMC파크뷰자이1단지,2015,24.04~26.04,신규,2,2,2024,"75,000",84.968,17,385,0,,,11410,남가좌동, 
우리유앤미,2008,, ,3,2,2024,"51,810",84.73,2,466,0,,,11410,충정로3가, 
DMC파크뷰자이2단지,2015,24.02~26.02,갱신,7,2,2024,"57,000",84.99,26,385,0,"54,500",,11410,남가좌동, 
북한산두산위브,2020,24.02~26.02,갱신,8,2,2024,"55,000",84.98,14,467,0,"65,000",,11410,홍은동, 
홍제역해링턴플레이스,2024,,신규,6,2,2024,"12,312",39.38,10,474,31,,,11410,홍제동, 
더스타일하우스디센트럴,2020,24.03~25.03,갱신,5,2,2024,"6,260",21.056,20,480,41,"6,260",40,11410,충정로3가, 
홍제역해링턴플레이스,2024,24.02~26.02,갱신,6,2,2024,"64,000",59.99,16,474,0,"67,000",,11410,홍제동,사용
홍제역해링턴플레이스,2024,,신규,6,2,2024,"12,312",39.38,4,474,31,,,11410,홍제동, 
더스타일하우스디센트럴,2020,24.03~25.03,갱신,7,2,2024,"4,850",15.8101,22,480,32,"4,850",31,11410,충정로3가, 
홍제역해링턴플레이스,2024,24.02~26.02,신규,3,2,2024,"20,000",48.21,15,474,130,,,11410,홍제동, 
홍제역해링턴플레이스,2024,.~26.02,신규,8,2,2024,"6,933",48.21,11,474,9,,,11410,홍제동, 
래미안루센티아,2020,24.04~26.04,신규,1,2,2024,"67,000",84.95,22,390,0,,,11410,남가좌동, 
홍제역해링턴플레이스,2024,,신규,2,2,2024,"12,312",39.38,11,474,31,,,11410,홍제동, 
홍제역해링턴플레이스,2024,.~26.02,신규,8,2,2024,"2,020",48.21,5,474,27,,,11410,홍제동, 
청구1차,1994,24.03~26.03,신규,7,2,2024,"55,000",84.78,7,453,0,,,11410,홍제동, 
남가좌동현대,1999,24.02~26.02,갱신,3,2,2024,"10,000",84.78,5,376,140,"10,000",130,11410,남가좌동,사용
천연뜨란채,2006,24.02~26.02,신규,3,2,2024,"30,000",30.17,8,145,0,,,11410,천연동, 
독립문삼호,1995,24.02~26.02,갱신,3,2,2024,"59,000",108.63,1,100,0,"55,000",,11410,영천동,사용
DMC서부인터빌,2008,24.03~26.03,갱신,4,2,2024,"40,790",84.66,1,467,0,"38,850",,11410,북가좌동, 
홍제역해링턴플레이스,2024,,신규,6,2,2024,"10,864",39.38,14,474,38,,,11410,홍제동, 
홍제역해링턴플레이스,2024,, ,6,2,2024,"3,934",39.38,7,474,18,,,11410,홍제동, 
문화촌현대,2002,, ,7,2,2024,"38,000",59.94,11,463,0,,,11410,홍제동, 
더스타일하우스디센트럴,2020,24.03~26.03,갱신,6,2,2024,"3,640",15.8101,16,480,37,"3,640",35,11410,충정로3가, 
홍제역해링턴플레이스,2024,,신규,6,2,2024,"10,466",39.38,3,474,26,,,11410,홍제동, 
연희파크푸르지오,2018,24.04~26.04,신규,3,2,2024,"59,000",59.9835,15,747,0,,,11410,연희동, 
홍제역해링턴플레이스,2024,.~26.02,신규,8,2,2024,"4,714",48.21,2,474,22,,,11410,홍제동, 
"현대(1,2차)",1988,24.03~26.03,신규,7,2,2024,"30,000",84.77,6,202-5,30,,,11410,홍은동, 
홍제역해링턴플레이스,2024,,신규,5,2,2024,"12,312",39.38,7,474,31,,,11410,홍제동, 
북한산두산위브,2020,24.04~26.04,신규,3,2,2024,"55,000",84.78,6,467,0,,,11410,홍은동, 
서강2차(2동),1989,24.02~26.02,갱신,6,2,2024,"35,000",91.91,10,186-25,0,"40,000",,11410,홍은동, 
홍제역해링턴플레이스,2024,.~26.02,신규,8,2,2024,"2,020",48.21,7,474,27,,,11410,홍제동, 
래미안루센티아,2020,24.02~26.02,갱신,2,2,2024,"44,000",84.83,20,390,100,"42,000",70,11410,남가좌동,사용
DMC파크뷰자이2단지,2015,24.04~25.04,갱신,1,2,2024,"75,000",84.99,10,385,0,"80,000",,11410,남가좌동,사용
홍제역해링턴플레이스,2024,.~26.02,신규,7,2,2024,"2,475",59.99,6,474,33,,,11410,홍제동, 
신촌럭키,1999,24.03~26.03, ,3,2,2024,"52,500",83.38,12,144,0,,,11410,대현동, 
홍제역해링턴플레이스,2024,24.02~24.08,갱신,2,2,2024,"75,000",84.95,19,474,0,"83,000",,11410,홍제동, 
래미안루센티아,2020,24.03~26.03,신규,3,2,2024,"68,000",84.83,8,390,0,,,11410,남가좌동, 
홍제역해링턴플레이스,2024,,신규,6,2,2024,"12,312",39.38,5,474,31,,,11410,홍제동, 
홍제센트럴IPARK,2020,24.03~26.03,신규,2,2,2024,"60,000",59.9837,8,473,0,,,11410,홍제동, 
홍제역해링턴플레이스,2024,,신규,2,2,2024,"12,312",39.38,13,474,31,,,11410,홍제동, 
이대경우타운,2018,24.02~26.02,신규,1,2,2024,"14,000",12.53,7,90-20,19,,,11410,대현동, 
홍제비콘드림힐,2006,24.04~26.04,신규,3,2,2024,"39,700",64.274,3,468,0,,,11410,홍제동, 
홍제역해링턴플레이스,2024,,신규,7,2,2024,"2,475",59.99,11,474,33,,,11410,홍제동, 
홍제역해링턴플레이스,2024,24.02~26.02,갱신,3,2,2024,"58,000",59.99,7,474,0,"60,000",,11410,홍제동,사용
우리유앤미,2008,24.02~26.02,갱신,3,2,2024,"58,000",84.73,3,466,0,"50,000",,11410,충정로3가, 
더스타일하우스디센트럴,2020,24.03~26.03,갱신,5,2,2024,"5,478",21.056,7,480,44,"5,478",42,11410,충정로3가, 
DMC센트레빌,2009,24.04~26.04,갱신,2,2,2024,"64,827",114.85,11,381,0,"61,740",,11410,남가좌동, 
홍제역해링턴플레이스,2024,,신규,7,2,2024,"8,628",59.99,5,474,11,,,11410,홍제동, 
DMC에코자이,2019,24.02~26.02,갱신,1,2,2024,"49,500",59.79,2,389,0,"47,200",,11410,남가좌동, 
문화촌현대,2002,24.03~26.03,신규,5,2,2024,"37,000",59.94,9,463,0,,,11410,홍제동, 
반석블레스,2013,24.04~26.04,신규,2,2,2024,"40,000",59.98,7,440-1,0,,,11410,홍은동, 
홍제역해링턴플레이스,2024,,신규,6,2,2024,"12,312",39.38,15,474,31,,,11410,홍제동, 
홍제역해링턴플레이스,2024,24.04~26.04,신규,6,2,2024,"63,000",84.95,4,474,30,,,11410,홍제동, 
래미안루센티아,2020,24.03~26.03,신규,7,2,2024,"59,000",59.98,17,390,0,,,11410,남가좌동, 
힐스테이트홍은포레스트,2023,24.02~26.02,신규,2,2,2024,"60,000",72.97,9,470,0,,,11410,홍은동, 
디엠씨엘가,2017,24.02~25.02,신규,2,2,2024,"1,000",13.03,10,387,60,,,11410,남가좌동, 
더스타일하우스디센트럴,2020,24.03~25.03,갱신,6,2,2024,"6,260",21.056,11,480,41,"6,260",40,11410,충정로3가, 
더스타일하우스디센트럴,2020,24.03~26.03,갱신,6,2,2024,"4,870",16.0626,23,480,32,"4,870",30,11410,충정로3가, 
홍제역해링턴플레이스,2024,.~26.02,신규,8,2,2024,"2,475",59.99,15,474,33,,,11410,홍제동, 
더스타일하우스디센트럴,2020,24.03~26.03,갱신,6,2,2024,"4,850",15.8101,25,480,32,"4,850",30,11410,충정로3가, 
더스타일하우스디센트럴,2020,24.03~26.03,갱신,6,2,2024,"3,650",16.0626,10,480,37,"3,650",35,11410,충정로3가, 
홍제한양,1993,24.02~26.02,신규,8,2,2024,"50,000",84.77,8,82,5,,,11410,홍제동, 
홍제역해링턴플레이스,2024,,신규,7,2,2024,"11,081",39.38,13,474,28,,,11410,홍제동, 
e편한세상신촌2단지,2018,24.02~26.02,신규,8,2,2024,"50,000",59.85,8,1013,90,,,11410,북아현동, 
풍림1차,1988,24.03~26.03,신규,1,2,2024,"32,000",56.61,6,440-3,0,,,11410,홍은동, 
이대경우타운,2018,24.02~26.02,신규,1,2,2024,"12,000",12.55,3,90-20,0,,,11410,대현동, 
신촌럭키,1999,, ,1,2,2024,"43,000",83.38,1,144,0,,,11410,대현동, 
북한산두산위브2차,2021,,신규,2,2,2024,"16,800",59.7501,8,13-25,62,,,11410,홍은동, 
힐스테이트신촌,2020,, ,23,3,2024,"25,000",55.9706,10,1017,100,,,11410,북아현동, 
인왕산현대,2000,, ,1,3,2024,"15,600",59.93,17,460,8,,,11410,홍제동, 
신촌푸르지오,2015,, ,9,3,2024,"25,000",44.9554,2,1011,100,,,11410,북아현동, 
북가좌삼호,1996,, ,24,3,2024,"47,000",84.57,8,449,0,,,11410,북가좌동, 
DMC래미안클라시스,2000,, ,24,3,2024,"10,000",84.9,7,377,180,,,11410,남가좌동, 
DMC에코자이,2019,, ,15,3,2024,"64,000",72.969,2,389,0,,,11410,남가좌동, 
"현대(1,2차)",1988,, ,30,3,2024,"38,350",59.97,11,202-5,0,,,11410,홍은동, 
독립문극동(200-0),1998,, ,7,3,2024,"6,000",84.87,13,200,200,,,11410,현저동, 
DMC파크뷰자이5단지,2015,, ,30,3,2024,"63,000",59.981,9,385,0,,,11410,남가좌동, 
힐스테이트신촌,2020,, ,23,3,2024,"82,000",84.9557,12,1017,0,,,11410,북아현동, 
성원,2001,, ,16,3,2024,"53,000",84.95,3,740,0,,,11410,연희동, 
DMC파크뷰자이3단지,2015,, ,27,3,2024,"27,000",59.981,16,385,40,,,11410,남가좌동, 
독립문삼호,1995,, ,9,3,2024,"30,000",75.66,18,100,110,,,11410,영천동, 
유원하나,1996,, ,29,3,2024,"31,000",58.77,5,454,0,,,11410,홍제동, 
"현대(1,2차)",1988,, ,31,3,2024,"35,000",59.96,5,202-5,0,,,11410,홍은동, 
홍제원현대(459-0),2000,, ,27,3,2024,"43,000",59.93,11,459,0,,,11410,홍제동, 
인왕산현대,2000,, ,22,3,2024,"39,000",59.93,9,460,0,,,11410,홍제동, 
남가좌동현대,1999,, ,13,3,2024,"43,000",59.4,10,376,0,,,11410,남가좌동, 
홍제한양,1993,, ,26,3,2024,"33,500",60.06,15,82,0,,,11410,홍제동, 
DMC센트럴아이파크,2018,, ,4,3,2024,"55,000",84.98,15,388,0,,,11410,남가좌동, 
청구1차,1994,, ,16,3,2024,"50,000",84.78,5,453,0,,,11410,홍제동, 
홍제센트럴IPARK,2020,, ,21,3,2024,"55,100",84.9728,10,473,0,,,11410,홍제동, 
문화촌현대,2002,, ,15,3,2024,"42,000",59.94,15,463,0,,,11410,홍제동, 
남가좌동현대,1999,, ,12,3,2024,"37,000",59.4,3,376,0,,,11410,남가좌동, 
DMC래미안클라시스,2000,, ,1,3,2024,"30,000",59.59,13,377,50,,,11410,남가좌동, 
래미안루센티아,2020,, ,14,3,2024,"60,000",59.98,7,390,0,,,11410,남가좌동, 
래미안루센티아,2020,, ,8,3,2024,"43,000",59.98,7,390,0,,,11410,남가좌동, 
북한산더샵,2017,, ,9,3,2024,"10,000",84.956,9,464,189,,,11410,홍은동, 
홍제역해링턴플레이스,2024,, ,6,3,2024,"68,000",84.95,3,474,0,,,11410,홍제동, 
신촌럭키,1999,, ,4,3,2024,"42,900",83.38,1,144,0,,,11410,대현동, 
천연뜨란채,2006,, ,16,3,2024,"39,000",56.02,1,145,0,,,11410,천연동, 
극동,1995,, ,12,3,2024,"25,000",84.92,7,454,0,,,11410,홍은동, 
DMC파크뷰자이1단지,2015,, ,11,3,2024,"68,000",84.968,7,385,0,,,11410,남가좌동, 
DMC래미안클라시스,2000,24.06~26.06,신규,24,3,2024,"10,000",84.9,7,377,180,,,11410,남가좌동, 
DMC현대아파트,2000,24.04~26.04,갱신,23,3,2024,"43,000",83.7,7,453,0,"48,000",,11410,북가좌동,사용
DMC에코자이,2019,24.06~26.06,신규,15,3,2024,"7,000",59.656,13,389,200,,,11410,남가좌동, 
신촌푸르지오,2015,24.07~26.07,신규,9,3,2024,"25,000",44.9554,2,1011,100,,,11410,북아현동, 
대정이오스,2023,24.04~26.06,신규,22,3,2024,"5,974",29.76,5,748,12,,,11410,연희동, 
DMC파크뷰자이5단지,2015,24.03~26.03,갱신,11,3,2024,"46,000",59.981,4,385,20,"46,000",,11410,남가좌동, 
힐스테이트신촌,2020,24.06~26.06,신규,23,3,2024,"70,000",59.8404,10,1017,0,,,11410,북아현동, 
홍제역해링턴플레이스,2024,24.06~26.06,신규,24,3,2024,"60,000",59.99,10,474,0,,,11410,홍제동, 
두산,1999,24.06~26.06,신규,16,3,2024,"45,000",59.96,1,1009,0,,,11410,북아현동, 
래미안루센티아,2020,24.06~26.06,신규,9,3,2024,"20,000",84.95,8,390,200,,,11410,남가좌동, 
동부센트레빌,2002,24.06~26.06,갱신,8,3,2024,"63,000",84.93,8,260,0,"65,000",,11410,냉천동, 
월드컵현대,1998,24.04~26.04,갱신,11,3,2024,"40,000",84.93,6,371-1,50,,50,11410,북가좌동, 
태영으뜸(데시앙),1998,24.05~26.05,신규,24,3,2024,"5,000",46.99,5,373,85,,,11410,홍제동, 
금호어울림,2016,24.03~26.03,갱신,30,3,2024,"55,000",84.9054,9,471,0,"50,000",,11410,홍제동, 
래미안루센티아,2020,24.05~26.05,신규,13,3,2024,"76,500",84.95,11,390,0,,,11410,남가좌동, 
래미안루센티아,2020,24.05~26.05,신규,21,3,2024,"30,000",84.95,13,390,180,,,11410,남가좌동, 
신촌럭키,1999,24.04~26.04,신규,19,3,2024,"55,000",83.38,14,144,0,,,11410,대현동, 
래미안루센티아,2020,24.05~26.05,신규,13,3,2024,"76,500",84.95,11,390,0,,,11410,남가좌동, 
임광,1999,24.03~29.03,신규,13,3,2024,"20,000",84.83,14,738,0,,,11410,연희동, 
DMC파크뷰자이1단지,2015,24.04~26.04,신규,22,3,2024,"1,600",175.078,17,385,800,,,11410,남가좌동, 
대정이오스,2023,24.04~26.06,신규,21,3,2024,"5,297",29.76,6,748,15,,,11410,연희동, 
문화촌현대,2002,24.05~26.05,갱신,23,3,2024,"45,000",84.99,10,463,0,"47,000",,11410,홍제동, 
DMC파크뷰자이5단지,2015,24.05~26.05,신규,21,3,2024,"63,000",59.981,3,385,0,,,11410,남가좌동, 
신촌럭키,1999,24.05~26.05,갱신,16,3,2024,"20,000",59.7,15,144,100,,90,11410,대현동, 
독립문삼호,1995,24.05~26.02,신규,5,3,2024,"60,000",84.78,2,100,0,,,11410,영천동, 
반석블레스포레,2024,24.04~26.04,신규,27,3,2024,"10,000",84.97,3,98-17,150,,,11410,천연동, 
DMC래미안클라시스,2000,24.06~26.06,신규,25,3,2024,"53,000",114.88,2,377,0,,,11410,남가좌동, 
래미안남가좌2차,2005,24.05~26.05,신규,30,3,2024,"57,000",59.788,11,379,0,,,11410,남가좌동, 
홍은동벽산,1997,24.05~26.05,갱신,28,3,2024,"38,580",84.78,3,455,0,"36,750",,11410,홍은동, 
유원하나,1996,24.05~26.05,신규,27,3,2024,"15,000",58.77,6,454,60,,,11410,홍제동, 
홍은동풍림아이원,2002,24.05~26.05,신규,21,3,2024,"50,000",130.539,5,460,0,,,11410,홍은동, 
DMC파크뷰자이5단지,2015,24.05~26.05,신규,8,3,2024,"10,000",59.981,3,385,180,,,11410,남가좌동, 
연희파크푸르지오,2018,24.05~26.05,신규,20,3,2024,"58,500",59.9835,11,747,0,,,11410,연희동, 
극동,1995,24.06~26.06,신규,30,3,2024,"33,000",84.92,13,454,0,,,11410,홍은동, 
홍은동벽산,1997,24.05~26.05,신규,3,3,2024,"50,000",114.96,5,455,0,,,11410,홍은동, 
천연뜨란채,2006,24.05~26.11,갱신,23,3,2024,"40,220",57.78,13,145,0,"38,320",,11410,천연동, 
천연뜨란채,2006,24.03~26.03,신규,9,3,2024,"5,000",57.78,12,145,150,,,11410,천연동, 
대림,1993,24.05~26.05,신규,18,3,2024,"45,000",84.74,1,700,0,,,11410,연희동, 
돈의문센트레빌,2011,24.05~26.05,신규,25,3,2024,"10,000",84.99,7,261,270,,,11410,냉천동, 
홍제현대,1992,24.05~26.05,갱신,8,3,2024,"54,000",106.18,12,331,32,"60,000",32,11410,홍제동, 
홍제센트럴IPARK,2020,24.06~26.06,신규,15,3,2024,"10,000",84.9356,7,473,260,,,11410,홍제동, 
홍제역해링턴플레이스,2024,24.05~26.05,신규,19,3,2024,"75,000",84.95,15,474,0,,,11410,홍제동, 
피어리스,1987,24.06~26.06,신규,16,3,2024,"30,000",84.24,11,222,90,,,11410,충정로3가, 
래미안루센티아,2020,24.05~26.05,신규,22,3,2024,"53,000",84.95,6,390,0,,,11410,남가좌동, 
풍림2,1990,24.05~26.05,신규,22,3,2024,"3,000",58.5,7,453-2,150,,,11410,홍은동, 
문화촌현대,2002,24.05~26.05,갱신,30,3,2024,"35,000",84.99,1,463,30,"35,000",,11410,홍제동,사용
현대그린,1996,24.05~26.05,신규,21,3,2024,"45,000",84.96,9,455,0,,,11410,홍제동, 
천연뜨란채,2006,24.05~26.05,신규,27,3,2024,"3,000",55.82,10,145,116,,,11410,천연동, 
문화촌현대,2002,24.05~26.05,신규,23,3,2024,"39,000",59.94,2,463,0,,,11410,홍제동, 
신촌자이엘라,2014,24.04~25.04,신규,5,3,2024,"1,000",25.21,17,104-36,115,,,11410,대현동, 
조은2차,2004,24.04~26.04,신규,25,3,2024,"40,000",84.85,2,1-1836,0,,,11410,북아현동, 
DMC래미안e편한세상,2012,24.04~26.04,갱신,23,3,2024,"45,000",84.95,3,481,75,"45,000",37,11410,북가좌동, 
유원하나,1996,24.05~26.05,갱신,9,3,2024,"42,500",82.35,10,454,0,"46,500",,11410,홍제동, 
충정솔레디움(102동),2005,24.05~26.05,신규,25,3,2024,"50,000",83.09,3,30-2,0,,,11410,충정로3가, 
홍제한양,1993,24.03~26.03,신규,23,3,2024,"37,000",60.06,13,82,0,,,11410,홍제동, 
DMC에코자이,2019,24.05~26.05,신규,29,3,2024,"62,000",59.79,5,389,0,,,11410,남가좌동, 
"현대(1,2차)",1988,24.05~26.05,신규,31,3,2024,"35,000",59.96,5,202-5,0,,,11410,홍은동, 
충정리시온,2004,24.04~26.04,신규,22,3,2024,"2,000",45.89,11,465,130,,,11410,충정로3가, 
충정리시온,2004,24.04~26.04,갱신,18,3,2024,"22,000",44.88,6,465,55,"22,000",55,11410,충정로3가,사용
동부센트레빌,2002,24.04~26.04,갱신,27,3,2024,"39,900",59.86,1,260,0,"39,900",,11410,냉천동, 
홍제역해링턴플레이스,2024,24.04~26.04,신규,16,3,2024,"16,000",39.38,19,474,87,,,11410,홍제동, 
태영으뜸(데시앙),1998,24.04~26.04,신규,23,3,2024,"35,000",68.59,4,373,0,,,11410,홍제동, 
e편한세상신촌2단지,2018,24.03~26.03,갱신,19,3,2024,"83,000",84.98,8,1013,0,"78,750",,11410,북아현동, 
DMC아이파크,2009,24.04~26.04,신규,16,3,2024,"45,000",59.96,10,458,30,,,11410,북가좌동, 
성원,2001,24.04~26.04,신규,16,3,2024,"53,000",84.95,3,740,0,,,11410,연희동, 
독립문극동(200-0),1998,24.05~26.05,신규,29,3,2024,"10,000",59.58,5,200,150,,,11410,현저동, 
신촌럭키,1999,24.05~26.05,신규,27,3,2024,"46,000",59.7,10,144,0,,,11410,대현동, 
서대문푸르지오센트럴파크,2022,24.04~26.04,신규,23,3,2024,"53,500",55.25,13,57-5,0,,,11410,홍제동, 
유원하나,1996,24.05~26.05,신규,30,3,2024,"5,000",82.35,12,454,120,,,11410,홍제동, 
홍제역해링턴플레이스,2024,24.05~26.05,갱신,29,3,2024,"70,000",84.95,9,474,0,"70,000",,11410,홍제동,사용
남가좌동현대,1999,24.06~25.06,갱신,9,3,2024,"41,000",59.4,9,376,0,"45,000",,11410,남가좌동,사용
신촌푸르지오,2015,24.04~26.04,갱신,26,3,2024,"77,000",84.9572,16,1011,0,"71,400",,11410,북아현동, 
충림예하임,2010,24.04~27.02,갱신,23,3,2024,"46,000",84.6,1,477,0,"46,000",,11410,충정로3가, 
래미안남가좌2차,2005,24.05~26.05,신규,30,3,2024,"25,000",59.788,12,379,100,,,11410,남가좌동, 
교수(B),2006,24.04~26.04,신규,18,3,2024,"23,000",96.84,3,277-148,20,,,11410,홍은동, 
DMC아이파크,2009,24.03~26.03,갱신,10,3,2024,"56,000",84.93,3,458,0,"56,000",,11410,북가좌동, 
삼우빌라,2002,24.05~26.05,신규,16,3,2024,"12,000",40.95,1,123-1,0,,,11410,북아현동, 
홍제역해링턴플레이스,2024,24.04~26.04,갱신,23,3,2024,"73,000",84.95,2,474,0,"73,000",,11410,홍제동,사용
DMC파크뷰자이1단지,2015,24.03~26.02,갱신,1,3,2024,"25,000",84.974,8,385,160,"50,000",,11410,남가좌동, 
대우푸르지오,2002,24.05~26.03,신규,7,3,2024,"66,000",114.705,8,739,0,,,11410,연희동, 
동원베네스트,2012,24.05~26.05,신규,25,3,2024,"50,000",84.9386,11,463,0,,,11410,홍은동, 
북아현경남,1996,24.04~26.04,신규,29,3,2024,"5,000",84.84,8,1006,120,,,11410,북아현동, 
e편한세상신촌1단지,2018,24.05~26.05,갱신,29,3,2024,"85,000",84.93,8,1013,0,"89,000",,11410,북아현동,사용
두산,1997,24.04~26.04,갱신,30,3,2024,"43,000",84.84,3,456,0,"50,000",,11410,홍은동,사용
래미안루센티아,2020,24.03~26.03,갱신,3,3,2024,"61,200",84.95,10,390,0,"61,200",,11410,남가좌동, 
극동,1995,24.05~26.05,신규,16,3,2024,"42,000",148.54,5,454,0,,,11410,홍은동, 
유원하나,1996,24.05~26.05,신규,29,3,2024,"31,000",58.77,5,454,0,,,11410,홍제동, 
신촌럭키,1999,24.05~26.05,신규,25,3,2024,"52,000",83.38,2,144,0,,,11410,대현동, 
신촌푸르지오,2015,24.05~26.05,신규,21,3,2024,"82,000",84.9892,6,1011,0,,,11410,북아현동, 
연희파크푸르지오,2018,24.05~26.05,신규,20,3,2024,"58,500",59.9835,11,747,0,,,11410,연희동, 
홍제센트럴IPARK,2020,24.05~26.05,신규,29,3,2024,"30,000",84.9206,8,473,140,,,11410,홍제동, 
풍림2,1990,24.01~26.01,갱신,20,3,2024,"30,859",58.5,6,453-2,0,"29,390",,11410,홍은동, 
풍림2,1990,24.01~26.01,갱신,20,3,2024,"29,400",58.5,6,453-2,0,"29,390",,11410,홍은동, 
두산,1999,24.04~26.04,신규,30,3,2024,"25,000",59.96,15,1009,100,,,11410,북아현동, 
DMC파크뷰자이1단지,2015,24.05~26.05,갱신,24,3,2024,"73,000",84.971,4,385,0,"68,000",,11410,남가좌동, 
북한산두산위브,2020,24.05~26.05,신규,30,3,2024,"72,000",118.48,6,467,0,,,11410,홍은동, 
