buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,houseType,jibun,mhouseNm,monthlyRent,preDeposit,preMonthlyRent,sggCd,umdNm,useRRRight
1984,24.04~26.04,신규,20,4,2024,500,72.6,1,다세대,723-6,계림빌라,55,,,11410,연희동, 
1993,24.06~26.06,갱신,24,4,2024,"7,000",50.27,-1,다세대,11-303,인수빌라,0,"7,000",,11410,홍은동, 
2002,24.06~26.06,신규,6,4,2024,"13,000",42.86,3,다세대,373-2,우성빌라(373-2),0,,,11410,북가좌동, 
2019,24.06~26.06,갱신,12,4,2024,"5,000",28.79,3,다세대,330-299,정익빌딩,69,"5,000",65,11410,홍제동, 
2007,24.06~26.06,신규,5,4,2024,"3,000",31.66,2,다세대,9-366,(9-366),55,,,11410,홍은동, 
2011,24.06~25.06,신규,13,5,2024,"3,000",12,5,다세대,4-109,(4-109),32,,,11410,창천동, 
2012,24.05~26.05,갱신,21,5,2024,"26,000",75.02,3,다세대,312-297,-,0,"24,500",,11410,홍제동, 
2003,24.08~26.08,갱신,21,5,2024,"2,000",28.53,3,다세대,90-9,포맨스(브라운빌),63,"2,000",60,11410,창천동, 
2014,24.09~26.09,신규,12,5,2024,"27,000",55.22,5,다세대,315-32,수현아트빌,0,,,11410,북가좌동, 
2017,24.07~25.07,신규,17,5,2024,500,27.7,2,다세대,132-2,위너스하임,108,,,11410,대신동, 
2003,24.08~26.08,신규,16,5,2024,"20,000",237.04,3,연립,89-36,킹스빌,600,,,11410,연희동, 
2006,24.08~26.08,신규,21,5,2024,"20,000",48.24,3,다세대,328-5,우창파크빌,0,,,11410,북가좌동, 
1997,24.08~26.08,신규,19,5,2024,"15,000",36.06,2,다세대,122-24,영화빌라,0,,,11410,홍제동, 
1969,24.07~26.07,신규,25,5,2024,"5,000",83.63,2,연립,32-9,산한일빌라,120,,,11410,충정로3가, 
2002,24.05~25.05,신규,3,5,2024,500,20.24,1,다세대,124-13,(124-13),55,,,11410,대신동, 
1985,, ,24,6,2024,"5,000",84.51,1,연립,188-29,삼성빌라,90,,,11410,홍은동, 
2019,, ,5,6,2024,"17,500",29.91,2,다세대,10-236,미소지움,0,,,11410,홍은동, 
1981,24.07~26.07,신규,14,6,2024,"12,000",46.81,2,다세대,5-343,(5-343),0,,,11410,남가좌동, 
1993,24.07~26.07,신규,14,6,2024,"12,000",40.05,4,다세대,4-10,예진빌라,20,,,11410,남가좌동, 
2002,24.07~25.07,신규,19,6,2024,"1,000",21.28,4,다세대,136-29,네오스페이스,36,,,11410,연희동, 
1973,24.08~27.08,신규,6,6,2024,500,42.98,2,연립다세대,5-329,(5-329),50,,,11410,남가좌동, 
2000,24.08~26.08,신규,22,6,2024,"1,500",46.19,2,다세대,151-83,(151-83),90,,,11410,연희동, 
2019,24.08~26.08,갱신,11,6,2024,"7,000",28.79,4,다세대,330-299,정익빌딩,59,"7,000",55,11410,홍제동,사용
2002,24.09~26.09,신규,20,6,2024,"30,000",65.45,4,다세대,37-7,현대빌딩,0,,,11410,충정로2가, 
1985,24.10~26.10,신규,8,6,2024,"20,000",74.64,3,연립,188-29,삼성빌라,0,,,11410,홍은동, 
2012,24.08~25.08,신규,5,7,2024,"5,000",12,1,다세대,340-17,(340-17),17,,,11410,연희동, 
2011,24.07~25.07,신규,7,7,2024,"1,000",38.2,6,다세대,4-109,(4-109),70,,,11410,창천동, 
2019,24.08~26.08,신규,31,7,2024,"22,100",24.98,13,다세대,400-3,디에이원파크,0,,,11410,홍은동, 
2019,24.08~26.08,신규,26,7,2024,"22,100",24.98,13,다세대,400-3,디에이원파크,0,,,11410,홍은동, 
2011,24.08~25.08,신규,9,7,2024,"1,000",11.39,4,다세대,90-47,(90-47),52,,,11410,창천동, 
2019,24.08~26.08,신규,31,7,2024,"23,000",24.98,13,다세대,400-3,디에이원파크,0,,,11410,홍은동, 
1999,24.07~26.07,갱신,20,7,2024,"20,000",78.48,6,연립,129-75,(129-75),36,"25,000",18,11410,북아현동, 
2013,24.07~26.07,신규,19,7,2024,"2,000",30.09,3,다세대,3-67,새움스마트빌,66,,,11410,북가좌동, 
1995,24.09~25.10,갱신,16,7,2024,"27,560",76.4,2,연립,1-93,동아아트맨션,0,"26,250",,11410,북아현동, 
2018,24.09~26.09,신규,19,7,2024,"3,000",17.27,13,다세대,90-66,(90-66),80,,,11410,대현동, 
2014,, ,22,8,2024,"37,000",46.11,5,다세대,229,신촌빌리지,8,,,11410,창천동, 
2023,24.08~26.08,신규,20,8,2024,"14,978",43.61,4,다세대,265-68,(265-68),95,,,11410,홍은동, 
2023,24.08~26.08,신규,20,8,2024,"14,978",43.61,2,다세대,265-68,(265-68),95,,,11410,홍은동, 
2023,24.08~26.08,신규,20,8,2024,"14,978",43.61,5,다세대,265-68,(265-68),95,,,11410,홍은동, 
2023,24.08~26.08,신규,20,8,2024,"10,056",29.28,3,다세대,265-68,(265-68),64,,,11410,홍은동, 
2023,24.08~26.08,신규,20,8,2024,"14,978",43.61,3,다세대,265-68,(265-68),95,,,11410,홍은동, 
2023,24.08~26.08,신규,20,8,2024,"14,978",43.61,2,다세대,265-68,(265-68),95,,,11410,홍은동, 
2023,24.08~26.08,신규,20,8,2024,"10,056",29.28,4,다세대,265-68,(265-68),64,,,11410,홍은동, 
2012,24.08~26.08,신규,3,8,2024,"3,000",12,1,다세대,340-17,(340-17),36,,,11410,연희동, 
2001,24.08~25.08,신규,6,8,2024,"3,000",31.06,3,다세대,90-50,연세빌라,50,,,11410,창천동, 
1985,, ,29,9,2024,"35,000",65.07,1,연립,141-34,동진빌라,0,,,11410,연희동, 
2016,, ,13,9,2024,"1,000",29.79,5,다세대,136-12,연희노블레스,120,,,11410,연희동, 
2016,, ,20,9,2024,"23,000",42.15,5,다세대,392-5,"미다스A,B동(392-5)",0,,,11410,북가좌동, 
1993,24.09~25.09,신규,24,9,2024,50,46.44,-1,다세대,2-7,(2-7),50,,,11410,북가좌동, 
2002,24.12~26.12,신규,30,9,2024,"24,000",60.67,2,다세대,137-8,홍제진명빌라(137-8),50,,,11410,홍제동, 
2014,24.10~26.09,갱신,30,9,2024,"13,000",28.51,1,다세대,229,신촌빌리지,20,"13,000",14,11410,창천동, 
2014,24.10~26.10,신규,4,9,2024,"13,800",29.87,4,다세대,280-5,시크빌리지,20,,,11410,홍제동, 
1986,24.11~26.11,신규,28,9,2024,"5,000",64.8,2,연립,168,삼성빌라,115,,,11410,연희동, 
2011,24.09~26.09,신규,7,9,2024,"19,800",83.73,4,다세대,190-9,롯데그린빌라,0,,,11410,홍은동, 
1997,24.11~26.11,신규,27,9,2024,"20,200",45.08,3,다세대,266-21,대흥주택,0,,,11410,홍제동, 
2002,, ,3,10,2024,"20,000",84.29,2,연립,458,금송힐스빌,80,,,11410,홍은동, 
1987,, ,7,10,2024,"24,000",56.94,1,연립,90-6,"서강빌라1,2동",0,,,11410,홍제동, 
2010,25.01~27.01,신규,27,10,2024,"50,000",158.82,2,연립,67-2,정윤빌리지,150,,,11410,연희동, 
2007,25.01~26.01,갱신,30,10,2024,"27,300",45.81,3,다세대,48-18,(48-18),0,"26,000",,11410,연희동, 
2003,24.12~26.12,신규,9,10,2024,"1,000",45.92,1,다세대,444-63,(444-63),75,,,11410,연희동, 
1992,24.12~26.12,신규,19,10,2024,"20,000",49.8,3,다세대,1-343,파레스빌라나동,0,,,11410,북아현동, 
2016,24.12~26.12,신규,7,10,2024,"35,000",72.11,5,다세대,122-29,이지라이프빌,0,,,11410,홍제동, 
2020,24.11~26.11,신규,25,10,2024,"21,400",22.68,4,다세대,347,어반스테이,4,,,11410,창천동, 
2013,24.12~26.12,신규,19,10,2024,"12,300",27.22,2,다세대,340-29,이안럭스빌,20,,,11410,북가좌동, 
2014,24.12~26.12,신규,12,10,2024,"25,000",52.03,2,다세대,189-6,호인빌,0,,,11410,북아현동, 
1969,, ,29,11,2024,"30,000",83.63,2,연립,32-9,산한일빌라,0,,,11410,충정로3가, 
2011,24.12~25.12,신규,22,11,2024,"1,000",27.9,5,다세대,370,아트빌리지,120,,,11410,창천동, 
2014,25.01~27.01,신규,21,11,2024,"3,000",27.05,2,다세대,78-9,(78-9),82,,,11410,연희동, 
2024,24.11~27.03,신규,8,11,2024,"2,118",49,2,다세대,407-2,에이스하임,48,,,11410,홍은동, 
2012,24.12~25.12,신규,27,11,2024,"5,000",13.5,3,다세대,340-17,(340-17),33,,,11410,연희동, 
2002,24.11~26.11,신규,25,11,2024,720,31.89,2,다세대,69-15,(69-15),71,,,11410,연희동, 
2016,24.12~26.12,신규,23,11,2024,500,16.03,3,다세대,504-5,선화빌딩,55,,,11410,창천동, 
2003,24.12~26.12,신규,28,11,2024,"2,000",52.33,3,다세대,3-175,(3-175),80,,,11410,북가좌동, 
2003,24.12~25.12,신규,9,11,2024,500,15.19,3,다세대,29,서문빌리지,50,,,11410,연희동, 
1998,24.12~26.12,신규,20,11,2024,"9,800",31.6,4,다세대,519-72,(519-72),20,,,11410,연희동, 
2018,, ,26,12,2024,"21,400",22.1,7,다세대,90-42,이대다올노블리움2차(에이동),10,,,11410,대현동, 
1994,25.01~27.01,갱신,18,12,2024,"14,700",37.48,4,다세대,5-211,대경빌라,0,"14,700",,11410,북가좌동, 
1997,25.02~27.02,신규,28,12,2024,"15,000",36.06,3,다세대,122-24,영화빌라,0,,,11410,홍제동, 
2019,25.02~27.02,신규,23,12,2024,"19,000",41.21,3,다세대,265-192,로즈빌,0,,,11410,홍은동, 
2024,25.02~27.02,신규,31,12,2024,"30,000",26.73,6,다세대,70-9,에이스빌,0,,,11410,영천동, 
2001,25.01~27.01,신규,20,12,2024,"1,000",16.64,4,다세대,141-8,(141-8),50,,,11410,대신동, 
2001,24.12~25.12,신규,13,12,2024,500,34.5,4,다세대,68-67,올리브하우스,80,,,11410,창천동, 
2019,24.12~26.12,신규,12,12,2024,"3,000",14.99,4,다세대,122-5,콤보빌,60,,,11410,연희동, 
2014,25.02~27.02,신규,30,12,2024,"18,700",41.77,4,다세대,294-9,밀레니엄,0,,,11410,북가좌동, 
2013,25.01~27.01,신규,14,12,2024,"8,000",21.6,3,다세대,266-99,써니힐스,21,,,11410,홍제동, 
