NO,시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
18,서울특별시 서대문구 연희동,1**,다가구,8m미만,194.85,158.7,202109,16,"190,000",-,-,2020,연희로11길,-,-,-
19,서울특별시 서대문구 연희동,7**,단독,12m미만,180.32,97.1,202109,13,"84,000",-,-,1985,홍연길,-,-,-
20,서울특별시 서대문구 연희동,1**,단독,8m미만,246.53,245.0,202109,10,"260,000",-,-,1978,연희로28길,-,-,-
21,서울특별시 서대문구 연희동,1**,단독,8m미만,161.99,212.0,202109,7,"110,000",-,-,1978,가좌로,-,-,-
22,서울특별시 서대문구 연희동,1**,다가구,8m미만,298.5,180.0,202107,29,"144,500",-,-,2014,연희로33길,-,-,-
23,서울특별시 서대문구 연희동,1**,단독,8m미만,317.49,311.4,202107,28,"298,000",-,-,1989,연희로15길,-,-,-
24,서울특별시 서대문구 연희동,2**,단독,8m미만,162.75,172.0,202107,27,"202,500",-,-,1975,연희로16길,-,-,-
25,서울특별시 서대문구 연희동,4**,단독,8m미만,258.86,311.0,202107,26,"188,000",-,-,1984,성산로7길,-,-,-
26,서울특별시 서대문구 연희동,4**,단독,8m미만,110.56,462.0,202107,26,"272,000",-,-,1999,성산로7길,-,-,-
27,서울특별시 서대문구 연희동,7**,단독,12m미만,353.08,188.7,202107,20,"168,000",-,-,1990,홍연길,-,-,-
28,서울특별시 서대문구 연희동,1**,단독,8m미만,275.16,192.7,202107,19,"193,000",-,-,1990,연희로8길,-,-,-
29,서울특별시 서대문구 연희동,1**,단독,8m미만,227.44,458.8,202107,16,"500,000",-,-,1978,연희로11길,-,-,-
30,서울특별시 서대문구 연희동,1**,다가구,8m미만,364.09,155.0,202106,29,"100,000",-,-,1996,연희로33나길,-,-,-
31,서울특별시 서대문구 연희동,7*,단독,8m미만,123.91,234.0,202106,23,"205,000",-,-,1970,연희로26나길,-,-,-
32,서울특별시 서대문구 연희동,8*,단독,12m미만,318.51,488.3,202105,21,"553,000",-,-,1973,연희로27길,-,-,-
33,서울특별시 서대문구 연희동,3**,다가구,8m미만,575.39,294.0,202105,19,"265,000",-,-,1993,성산로,-,-,-
34,서울특별시 서대문구 연희동,3**,단독,8m미만,76.93,103.0,202105,15,"90,000",-,-,1969,성산로18길,-,-,-
35,서울특별시 서대문구 연희동,1**,다가구,12m미만,271.99,184.1,202105,10,"316,000",-,-,2007,연희로15안길,-,-,-
36,서울특별시 서대문구 연희동,2**,단독,8m미만,214.84,321.0,202105,7,"240,000",-,-,1975,연희로27가길,-,-,-
37,서울특별시 서대문구 연희동,5**,단독,8m미만,185.92,103.0,202105,1,"80,000",-,-,1984,홍제천로2길,-,-,-
38,서울특별시 서대문구 연희동,1**,다가구,8m미만,191.96,159.7,202104,28,"80,000",-,-,1995,연희로10가길,-,-,-
39,서울특별시 서대문구 연희동,7*,단독,8m미만,204.79,221.5,202104,24,"172,000",-,-,1988,연희로27길,-,-,-
40,서울특별시 서대문구 연희동,8*,단독,8m미만,304.37,259.5,202104,14,"44,000",-,-,1971,연희로18길,-,-,-
41,서울특별시 서대문구 연희동,1**,다가구,8m미만,729.09,325.7,202104,6,"280,000",-,-,2000,증가로2길,-,-,-
42,서울특별시 서대문구 연희동,5**,다가구,8m미만,147.4,79.0,202104,3,"80,000",-,-,1992,홍제천로2가길,-,-,-
43,서울특별시 서대문구 연희동,4**,단독,8m미만,107.11,142.0,202104,2,"126,000",-,-,1969,연희로11마길,-,-,-
44,서울특별시 서대문구 연희동,3**,단독,8m미만,329.57,295.0,202104,2,"231,400",-,-,1989,성산로,-,-,-
45,서울특별시 서대문구 연희동,1**,단독,8m미만,108.5,120.3,202103,31,"127,000",-,-,1970,연희로11바길,-,-,-
46,서울특별시 서대문구 연희동,6**,단독,12m미만,390.0,152.0,202103,31,"177,000",-,-,1992,홍제천로6길,-,-,-
47,서울특별시 서대문구 연희동,4**,단독,8m미만,105.11,140.0,202103,22,"123,000",-,-,1981,연희로11마길,-,-,-
48,서울특별시 서대문구 연희동,1**,다가구,8m미만,41.4,27.75,202103,12,"16,850",-,-,1991,홍제천로,-,-,-
49,서울특별시 서대문구 연희동,7*,다가구,8m미만,322.85,340.2,202103,11,"270,000",-,-,1968,연희로27길,-,-,-
50,서울특별시 서대문구 연희동,6*,단독,8m미만,184.05,169.0,202103,11,"104,000",-,-,1992,연희로20길,-,-,-
51,서울특별시 서대문구 연희동,1**,단독,8m미만,72.7,106.0,202103,10,"54,500",-,-,1972,연희로28길,-,-,-
52,서울특별시 서대문구 연희동,6**,단독,8m미만,191.91,136.0,202103,9,"82,900",-,-,1983,홍제천로6길,-,-,-
53,서울특별시 서대문구 연희동,7*,단독,25m이상,407.31,407.31,202103,4,"220,000",-,-,1970,연희로,-,-,-
54,서울특별시 서대문구 연희동,4**,단독,8m미만,137.85,264.0,202103,2,"140,000",-,-,1977,성산로7길,-,-,-
55,서울특별시 서대문구 연희동,1**,다가구,8m미만,729.09,325.7,202102,25,"285,000",-,-,2000,증가로2길,-,-,-
56,서울특별시 서대문구 연희동,3**,단독,8m미만,75.83,103.0,202102,18,"54,500",-,-,1969,성산로18길,-,-,-
57,서울특별시 서대문구 연희동,3**,단독,8m미만,115.56,119.0,202102,17,"74,500",-,-,1983,성산로18길,-,-,-
58,서울특별시 서대문구 연희동,1**,단독,8m미만,192.06,284.0,202102,15,"193,000",-,-,1980,연희로29길,-,-,-
59,서울특별시 서대문구 연희동,4**,다가구,8m미만,329.93,306.0,202102,15,"257,000",-,-,1990,성산로,-,-,-
60,서울특별시 서대문구 연희동,4**,단독,8m미만,45.92,89.0,202102,4,"52,000",-,-,1973,성산로7길,-,-,-
61,서울특별시 서대문구 연희동,1**,단독,8m미만,179.27,182.0,202102,2,"114,000",-,-,1973,연희로31길,-,-,-
62,서울특별시 서대문구 연희동,7*,단독,25m미만,201.99,280.7,202101,15,"260,000",-,-,1971,연희로26가길,-,-,-
63,서울특별시 서대문구 연희동,1**,단독,8m미만,147.11,179.0,202101,15,"98,000",-,-,1974,가좌로,-,-,-
64,서울특별시 서대문구 연희동,4**,다가구,8m미만,329.93,306.0,202101,5,"257,000",-,-,1990,성산로,20210216,-,-
65,서울특별시 서대문구 연희동,1**,단독,8m미만,58.78,99.0,202101,2,"52,000",-,-,1970,연희로33가길,-,-,-
