NO,시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
35,서울특별시 서대문구 연희동,1-6,1,6,연희스카이캐슬,29.86,21.19,202110,14,"33,900",4,-,-,2021,모래내로 396-1,-,-,-,-
36,서울특별시 서대문구 연희동,1-6,1,6,연희스카이캐슬,35.17,24.96,202110,12,"35,800",3,-,-,2021,모래내로 396-1,-,-,-,-
37,서울특별시 서대문구 연희동,446-212,446,212,현대그린타운,82.14,53.75,202110,12,"51,700",3,-,-,1998,성산로7안길 30,-,-,-,-
38,서울특별시 서대문구 연희동,437-36,437,36,우성타운,49.55,26.677,202110,9,"25,000",2,-,-,1991,연희로11마길 43,-,-,-,-
39,서울특별시 서대문구 연희동,305-23,305,23,연희하이빌(305-23),45.2,35.134,202110,8,"38,000",3,-,-,2016,연희로10길 29-14,-,-,-,-
40,서울특별시 서대문구 연희동,721-10,721,10,이안휴빌,48.93,28.469,202110,8,"54,000",4,-,-,2014,홍연6길 51,-,-,-,-
41,서울특별시 서대문구 연희동,1-6,1,6,연희스카이캐슬,56.98,49.49,202110,6,"65,900",5,-,-,2021,모래내로 396-1,-,-,-,-
42,서울특별시 서대문구 연희동,188-37,188,37,신도빌라,45.06,47.5,202110,5,"16,000",1,-,-,1988,연희로11자길 24,-,-,-,-
43,서울특별시 서대문구 연희동,168,168,0,삼성빌라,82.17,102.53,202110,2,"67,000",3,-,-,1986,연희로36길 27,-,-,-,-
44,서울특별시 서대문구 연희동,541-14,541,14,(541-14),41.76,21.81,202110,1,"10,000",-1,-,-,1996,홍제천로2길 30-39,-,-,-,-
45,서울특별시 서대문구 연희동,187-121,187,121,대명빌라,42.44,18.988,202109,29,"18,900",1,-,-,1993,연희로11자길 14-35,-,-,-,-
46,서울특별시 서대문구 연희동,1-6,1,6,연희스카이캐슬,49.24,34.95,202109,28,"43,500",3,-,-,2021,모래내로 396-1,-,-,-,-
47,서울특별시 서대문구 연희동,96-2,96,2,연희오크빌2,233.75,222.59,202109,27,"180,000",1,-,-,2001,연희로24길 30,-,-,-,-
48,서울특별시 서대문구 연희동,1-64,1,64,창조맨션,47.94,26.8,202109,27,"16,000",4,-,-,1992,모래내로20길 27,-,-,-,-
49,서울특별시 서대문구 연희동,163-42,163,42,상신빌라A동,51.4,24.48,202109,16,"22,400",1,-,-,1992,연희로35길 8,-,-,-,-
50,서울특별시 서대문구 연희동,142-26,142,26,동진주택5동,36.275,27.92,202109,13,"14,000",-1,-,-,1986,연희로33길 8,-,-,-,-
51,서울특별시 서대문구 연희동,51-150,51,150,쌍용빌라,65.61,40.683,202109,13,"35,000",4,-,-,1995,연희로18안길 9,-,-,-,-
52,서울특별시 서대문구 연희동,167-4,167,4,대양파크빌(102),95.9,121.17,202109,10,"66,000",2,-,-,2002,연희로36길 35-14,-,-,-,-
53,서울특별시 서대문구 연희동,93-8,93,8,성지연희빌라,60.75,43.43,202109,8,"30,500",1,-,-,1991,연희로24길 12-3,-,-,-,-
54,서울특별시 서대문구 연희동,350-2,350,2,(350-2),58.58,28.81,202109,5,"23,500",1,-,-,1994,연희로4길 13-19,-,-,-,-
55,서울특별시 서대문구 연희동,170-61,170,61,금강블루,31.69,20.58,202109,5,"26,500",4,-,-,2017,연희로33길 29-1,-,-,-,-
56,서울특별시 서대문구 연희동,187-120,187,120,보성빌라,30.44,14.94,202109,1,"9,000",1,-,-,1997,연희로11자길 14-28,-,-,-,-
57,서울특별시 서대문구 연희동,142-12,142,12,우리들집,39.98,24.75,202108,28,"20,000",2,-,-,2011,연희로33길 7,-,-,-,-
58,서울특별시 서대문구 연희동,334-25,334,25,연세하이츠빌라,32.33,28.66,202108,26,"12,900",-1,-,-,1987,성산로14길 25,-,-,-,-
59,서울특별시 서대문구 연희동,151-64,151,64,리치에비뉴,53.37,26.5,202108,25,"33,500",3,-,-,2016,연희로31길 30-12,-,-,-,-
60,서울특별시 서대문구 연희동,67-3,67,3,(67-3),133.24,81.61,202108,25,"107,500",3,-,-,2012,연희로20길 23-3,-,-,-,-
61,서울특별시 서대문구 연희동,520-120,520,120,연흥가나안빌라(520-120),59.53,26.2632,202108,23,"19,500",2,-,-,2001,홍제천로 54-107,-,-,-,-
62,서울특별시 서대문구 연희동,334-22,334,22,(334-22),51.0,42.24,202108,23,"28,000",2,-,-,1989,성산로14길 27-4,-,-,-,-
63,서울특별시 서대문구 연희동,727-3,727,3,(727-3),41.6,36.05,202108,20,"10,000",-1,-,-,1986,홍제천로 170-10,-,-,-,-
64,서울특별시 서대문구 연희동,519-74,519,74,(519-74),46.83,24.25,202108,20,"14,000",2,-,-,1998,홍제천로 88,-,-,-,-
65,서울특별시 서대문구 연희동,520-120,520,120,연흥가나안빌라(520-120),59.53,26.2632,202108,14,"16,000",-1,-,-,2001,홍제천로 54-107,-,-,-,-
66,서울특별시 서대문구 연희동,51-166,51,166,양지빌라(51-166),55.32,39.47,202108,13,"17,000",-1,-,-,1991,연희로14길 62-4,-,-,-,-
67,서울특별시 서대문구 연희동,1-12,1,12,만민빌라트,61.56,29.63,202108,10,"29,500",1,-,-,1998,모래내로20길 46,-,-,-,-
68,서울특별시 서대문구 연희동,644,644,0,(644-0),71.82,41.5368,202108,9,"29,800",1,-,-,1985,홍제천로4길 23-10,-,-,-,-
69,서울특별시 서대문구 연희동,1-64,1,64,창조맨션,47.94,26.8,202108,6,"16,000",4,-,-,1992,모래내로20길 27,-,-,-,-
70,서울특별시 서대문구 연희동,446-246,446,246,광남캐스빌,66.63,33.52,202108,4,"32,000",1,-,-,2001,성산로7안길 18,-,-,-,-
71,서울특별시 서대문구 연희동,93-6,93,6,삼성아트빌,66.65,31.21,202108,3,"38,500",1,-,-,2002,연희로24길 10,-,-,-,-
72,서울특별시 서대문구 연희동,302-1,302,1,글랜우드,80.02,32.1237,202107,31,"53,000",5,-,-,2004,연희로12길 34,-,-,-,-
73,서울특별시 서대문구 연희동,434-45,434,45,현대빌라,125.53,97.07,202107,28,"80,000",-1,-,-,1991,성산로11길 24,-,-,-,-
74,서울특별시 서대문구 연희동,51-129,51,129,연희그린빌,68.0,39.51,202107,24,"28,500",5,-,-,2005,연희로14길 62-33,-,-,-,-
75,서울특별시 서대문구 연희동,200-120,200,120,연희파크(200-120),65.13,77.11,202107,24,"34,000",2,-,-,1991,연희로29길 40-22,-,-,-,-
76,서울특별시 서대문구 연희동,74-9,74,9,토천,52.9,28.76,202107,23,"30,200",4,-,-,2008,연희로28길 14,-,-,-,-
77,서울특별시 서대문구 연희동,170-119,170,119,2차엠티빌,65.85,31.06,202107,17,"30,000",2,-,-,2002,연희로33길 39,-,-,-,-
78,서울특별시 서대문구 연희동,51-136,51,136,(51-136),47.7,27.31,202107,16,"24,400",2,-,-,1992,연희로18안길 26,-,-,-,-
79,서울특별시 서대문구 연희동,78-32,78,32,수목아이엠하우스,45.15,24.75,202107,14,"13,200",-1,-,-,2002,연희로25길 4-6,-,-,-,-
80,서울특별시 서대문구 연희동,520-166,520,166,두레주택,56.99,26.2,202107,13,"24,500",4,-,-,1996,홍제천로4길 18-11,-,-,-,-
81,서울특별시 서대문구 연희동,613-5,613,5,보경빌라,56.28,33.75,202107,11,"33,500",5,-,-,2008,홍제천로4길 42-6,-,-,-,-
82,서울특별시 서대문구 연희동,1-37,1,37,연희빌라비동,35.4,28.52,202107,9,"16,400",2,-,-,1991,모래내로20길 5,-,-,-,-
83,서울특별시 서대문구 연희동,194-30,194,30,브라운스톤연희,12.6,5.479,202107,8,"14,000",3,-,-,2007,연희로 82,-,-,-,-
84,서울특별시 서대문구 연희동,727-3,727,3,(727-3),41.6,36.05,202107,7,"18,000",2,-,-,1986,홍제천로 170-10,-,-,-,-
85,서울특별시 서대문구 연희동,170-106,170,106,연희파크뷰,53.07,33.57,202107,7,"35,800",3,-,-,2016,홍제천로 190-8,-,-,-,-
86,서울특별시 서대문구 연희동,190-15,190,15,(190-15),33.32,14.62,202107,6,"4,500",2,-,-,2005,연희맛로 7-16,-,-,-,-
87,서울특별시 서대문구 연희동,100-8,100,8,연세빌라(100-8),116.64,91.61,202107,2,"55,000",1,-,-,1991,증가로2길 17,-,-,-,-
88,서울특별시 서대문구 연희동,613-8,613,8,"대성빌라(B,D동)",64.62,27.28,202107,2,"30,500",2,-,-,2003,홍제천로4길 42,-,-,-,-
89,서울특별시 서대문구 연희동,703-6,703,6,은혜빌라,57.37,25.45,202107,1,"23,000",3,-,-,1994,홍연2길 8,-,-,-,-
90,서울특별시 서대문구 연희동,520-1,520,1,연희궁빌라3차,57.61,18.6,202106,26,"23,000",1,-,-,1999,홍제천로4길 20,-,-,-,-
91,서울특별시 서대문구 연희동,519-70,519,70,(519-70),32.28,13.7778,202106,26,"15,000",3,-,-,1999,홍제천로4길 6,-,-,-,-
92,서울특별시 서대문구 연희동,715-6,715,6,연희에이스,56.43,33.12,202106,23,"34,000",5,-,-,2018,홍연6길 15,20211104,-,-,-
93,서울특별시 서대문구 연희동,91-17,91,17,렉스빌,68.85,33.97,202106,23,"33,000",2,-,-,2003,연희로24길 9-12,-,-,-,-
94,서울특별시 서대문구 연희동,151-66,151,66,삼원렉스빌,44.13,21.56,202106,23,"35,000",6,-,-,2016,연희로31길 30-14,-,-,-,-
95,서울특별시 서대문구 연희동,194-30,194,30,브라운스톤연희,12.84,5.583,202106,22,"13,500",2,-,-,2007,연희로 82,-,-,-,-
96,서울특별시 서대문구 연희동,51-60,51,60,양지빌라(51-60),56.58,38.52,202106,18,"25,000",2,-,-,1994,연희로14길 58,-,-,-,-
97,서울특별시 서대문구 연희동,78-32,78,32,수목아이엠하우스,56.16,20.45,202106,15,"32,500",4,-,-,2002,연희로25길 4-6,-,-,-,-
98,서울특별시 서대문구 연희동,170-106,170,106,연희파크뷰,49.24,31.15,202106,14,"33,000",4,-,-,2016,홍제천로 190-8,-,-,-,-
99,서울특별시 서대문구 연희동,158-3,158,3,호암쉐르빌,51.85,29.82,202106,11,"24,000",1,-,-,2001,연희로33길 11-12,-,-,-,-
100,서울특별시 서대문구 연희동,520-299,520,299,신호하이츠빌B동,67.05,26.8809,202106,10,"29,800",4,-,-,2005,홍제천로2길 114-8,-,-,-,-
101,서울특별시 서대문구 연희동,717-32,717,32,연희트라움,43.75,28.63,202106,8,"40,000",4,-,-,2017,홍제천로 156-6,-,-,-,-
102,서울특별시 서대문구 연희동,142-2,142,2,동진주택6동,36.73,29.28,202106,3,"14,500",-1,-,-,1986,연희로33길 6,-,-,-,-
103,서울특별시 서대문구 연희동,520-166,520,166,두레주택,50.94,23.4,202105,29,"16,700",2,-,-,1996,홍제천로4길 18-11,-,-,-,-
104,서울특별시 서대문구 연희동,170-148,170,148,골든트리빌,47.14,29.18,202105,28,"25,700",3,-,-,2016,연희로33나길 11-3,-,-,-,-
105,서울특별시 서대문구 연희동,170-148,170,148,골든트리빌,47.14,29.18,202105,28,"25,700",2,-,-,2016,연희로33나길 11-3,-,-,-,-
106,서울특별시 서대문구 연희동,141-34,141,34,동진빌라,65.07,81.33,202105,26,"56,000",3,-,-,1985,연희로36길 26,-,-,-,-
107,서울특별시 서대문구 연희동,3-10,3,10,연희그린빌라에이비동,46.57,44.35,202105,26,"16,000",3,-,-,1996,연희로36길 61,-,-,-,-
108,서울특별시 서대문구 연희동,106-24,106,24,예실홈타운,96.33,53.74,202105,25,"40,000",3,-,-,2003,연희로15길 134,-,-,-,-
109,서울특별시 서대문구 연희동,78-4,78,4,시아루비움,51.37,21.366,202105,24,"30,000",4,-,-,2004,연희로 183,-,-,-,-
110,서울특별시 서대문구 연희동,67-2,67,2,정윤빌리지,148.86,99.559,202105,24,"104,000",4,-,-,2010,연희로22길 34-6,-,-,-,-
111,서울특별시 서대문구 연희동,88-25,88,25,리치빌,35.48,20.89,202105,21,"20,000",2,-,-,2002,연희로16길 36-5,-,-,-,-
112,서울특별시 서대문구 연희동,48-11,48,11,블레어빌,42.88,31.0,202105,20,"45,500",5,-,-,2018,연희로16길 26-9,-,-,-,-
113,서울특별시 서대문구 연희동,156-9,156,9,(156-9),42.14,19.75,202105,20,"18,000",3,-,-,1991,연희로33가길 6-21,-,-,-,-
114,서울특별시 서대문구 연희동,194-54,194,54,은진빌라,42.84,24.646,202105,19,"16,000",-1,-,-,1992,연희로8길 16-9,-,-,-,-
115,서울특별시 서대문구 연희동,132-58,132,58,화인캐슬,83.74,99.7,202105,18,"59,000",2,-,-,2004,연희로 189-47,-,-,-,-
116,서울특별시 서대문구 연희동,339-62,339,62,(339-62),46.63,39.7,202105,18,"12,000",-1,-,-,1986,연희로10길 58-14,-,-,-,-
117,서울특별시 서대문구 연희동,194-54,194,54,은진빌라,44.97,25.87,202105,17,"16,500",-1,-,-,1992,연희로8길 16-9,-,-,-,-
118,서울특별시 서대문구 연희동,151-6,151,6,스타빌,67.46,34.42,202105,15,"20,000",3,-,-,2002,연희로33가길 20,-,-,-,-
119,서울특별시 서대문구 연희동,3-10,3,10,연희그린빌라에이비동,74.65,66.64,202105,15,"35,500",3,-,-,1997,연희로36길 55,-,-,-,-
120,서울특별시 서대문구 연희동,537-110,537,110,골드클래스,54.18,24.155,202105,14,"28,500",1,-,-,2011,홍제천로 54-140,-,-,-,-
121,서울특별시 서대문구 연희동,67-3,67,3,(67-3),133.24,81.61,202105,11,"114,000",1,-,-,2012,연희로20길 23-3,-,-,-,-
122,서울특별시 서대문구 연희동,67-3,67,3,(67-3),133.24,81.61,202105,11,"114,000",1,-,-,2012,연희로20길 23-3,-,-,-,-
123,서울특별시 서대문구 연희동,168,168,0,삼성빌라,64.8,81.78,202105,6,"40,000",2,-,-,1986,연희로36길 27,-,-,-,-
124,서울특별시 서대문구 연희동,1-86,1,86,안산파크빌,41.2,30.08,202105,5,"23,500",3,-,-,2015,모래내로20길 24-13,-,-,-,-
125,서울특별시 서대문구 연희동,6-56,6,56,(6-56),57.75,64.42,202105,1,"27,000",1,-,-,1984,연희로28길 64-12,-,-,-,-
126,서울특별시 서대문구 연희동,437-13,437,13,신동아하우스,77.6,42.68,202105,1,"31,000",1,-,-,1992,연희로11마길 27,-,-,-,-
127,서울특별시 서대문구 연희동,699,699,0,오성빌라연립주택,67.32,87.64,202104,28,"32,000",3,-,-,1992,연희로28길 35-7,-,-,-,-
128,서울특별시 서대문구 연희동,1-100,1,100,효동빌라에이동,37.44,37.16,202104,27,"10,500",1,-,-,1989,모래내로20길 16,-,-,-,-
129,서울특별시 서대문구 연희동,444-100,444,100,(444-100),54.05,91.0,202104,26,"26,500",1,-,-,1976,연희로11아길 20-18,-,-,-,-
130,서울특별시 서대문구 연희동,520-166,520,166,두레주택,56.88,26.1,202104,26,"20,000",4,-,-,1996,홍제천로4길 18-11,-,-,-,-
131,서울특별시 서대문구 연희동,187-125,187,125,화성빌라,65.72,36.28,202104,23,"26,000",2,-,-,1994,연희로11자길 14-14,-,-,-,-
132,서울특별시 서대문구 연희동,410-22,410,22,연희백산빌라,28.44,21.97,202104,22,"14,500",2,-,-,1994,성산로 309-45,-,-,-,-
133,서울특별시 서대문구 연희동,141-34,141,34,동진빌라,45.96,59.83,202104,21,"37,000",2,-,-,1985,연희로36길 26,-,-,-,-
134,서울특별시 서대문구 연희동,51-125,51,125,우림빌라,49.91,29.365,202104,21,"8,000",-1,-,-,1992,연희로14길 62-31,-,-,-,-
135,서울특별시 서대문구 연희동,69-1,69,1,에덴빌라,79.55,40.56,202104,21,"46,500",2,-,-,2003,연희로16길 39,-,-,-,-
136,서울특별시 서대문구 연희동,537-110,537,110,골드클래스,58.055,25.88,202104,20,"28,200",-1,-,-,2011,홍제천로 54-140,-,-,-,-
137,서울특별시 서대문구 연희동,159-1,159,1,성재캐슬빌,52.57,32.56,202104,19,"23,000",3,-,-,2008,연희로33가길 6-3,-,-,-,-
138,서울특별시 서대문구 연희동,437-13,437,13,신동아하우스,74.13,40.77,202104,19,"32,000",2,-,-,1992,연희로11마길 27,-,-,-,-
139,서울특별시 서대문구 연희동,79-15,79,15,동명빌라,69.24,41.09,202104,17,"29,500",2,-,-,1991,연희로24길 9-72,-,-,-,-
140,서울특별시 서대문구 연희동,706-12,706,12,반도아파텔,68.29,37.99,202104,16,"29,700",4,-,-,2005,홍연4길 12-2,-,-,-,-
141,서울특별시 서대문구 연희동,산22-10,22,10,씨티빌,163.04,195.0,202104,16,"110,000",2,-,-,1998,연희로24길 36,-,-,-,-
142,서울특별시 서대문구 연희동,6-56,6,56,(6-56),57.75,64.42,202104,6,"25,000",2,-,-,1984,연희로28길 64-12,-,-,-,-
143,서울특별시 서대문구 연희동,305-23,305,23,연희하이빌(305-23),50.23,39.045,202104,3,"31,800",1,-,-,2016,연희로10길 29-14,-,-,-,-
144,서울특별시 서대문구 연희동,87-11,87,11,(87-11),51.3,44.23,202104,3,"19,700",1,-,-,1987,연희로20길 15-34,-,-,-,-
145,서울특별시 서대문구 연희동,1-15,1,15,다성맨션,47.34,27.97,202104,2,"15,300",2,-,-,1992,모래내로 384,-,-,-,-
146,서울특별시 서대문구 연희동,724-9,724,9,연궁연립,76.5,40.3479,202104,1,"20,000",2,-,-,1983,가좌로 15,-,-,-,-
147,서울특별시 서대문구 연희동,446-259,446,259,은성하이츠빌라,96.81,59.71,202104,1,"35,500",2,-,-,1995,성산로7안길 56,-,-,-,-
148,서울특별시 서대문구 연희동,220-38,220,38,(220-38),56.71,20.9,202104,1,"19,500",1,-,-,1989,성산로 304,-,-,-,-
149,서울특별시 서대문구 연희동,437-27,437,27,연희멤버스빌,63.72,38.5,202103,27,"35,700",2,-,-,2009,연희로11마길 37,-,-,-,-
150,서울특별시 서대문구 연희동,200-116,200,116,연희파크(200-116),56.0,68.3,202103,26,"25,000",-1,-,-,1991,연희로29길 40-14,-,-,-,-
151,서울특별시 서대문구 연희동,132-57,132,57,연희파레스(132-57),79.05,91.17,202103,26,"54,800",1,-,-,1991,연희로29길 21,-,-,-,-
152,서울특별시 서대문구 연희동,78-41,78,41,대흥빌리지,39.1,21.94,202103,23,"20,000",4,-,-,2001,연희로27길 13,-,-,-,-
153,서울특별시 서대문구 연희동,78-41,78,41,대흥빌리지,72.35,40.59,202103,23,"24,000",4,-,-,2001,연희로27길 13,-,-,-,-
154,서울특별시 서대문구 연희동,78-41,78,41,대흥빌리지,56.58,31.74,202103,23,"23,000",2,-,-,2001,연희로27길 13,-,-,-,-
155,서울특별시 서대문구 연희동,78-41,78,41,대흥빌리지,39.1,21.94,202103,23,"20,000",2,-,-,2001,연희로27길 13,-,-,-,-
156,서울특별시 서대문구 연희동,78-41,78,41,대흥빌리지,34.5,19.36,202103,23,"19,500",2,-,-,2001,연희로27길 13,-,-,-,-
157,서울특별시 서대문구 연희동,78-41,78,41,대흥빌리지,56.58,31.74,202103,23,"23,000",4,-,-,2001,연희로27길 13,-,-,-,-
158,서울특별시 서대문구 연희동,78-41,78,41,대흥빌리지,39.1,21.94,202103,23,"20,000",3,-,-,2001,연희로27길 13,-,-,-,-
159,서울특별시 서대문구 연희동,78-41,78,41,대흥빌리지,37.85,21.24,202103,23,"20,000",3,-,-,2001,연희로27길 13,-,-,-,-
160,서울특별시 서대문구 연희동,78-41,78,41,대흥빌리지,34.5,19.36,202103,23,"19,500",3,-,-,2001,연희로27길 13,-,-,-,-
161,서울특별시 서대문구 연희동,78-41,78,41,대흥빌리지,37.85,21.24,202103,23,"20,000",2,-,-,2001,연희로27길 13,-,-,-,-
162,서울특별시 서대문구 연희동,78-41,78,41,대흥빌리지,56.58,31.74,202103,23,"23,000",3,-,-,2001,연희로27길 13,-,-,-,-
163,서울특별시 서대문구 연희동,78-41,78,41,대흥빌리지,81.61,45.77,202103,23,"28,000",5,-,-,2001,연희로27길 13,-,-,-,-
164,서울특별시 서대문구 연희동,76-10,76,10,(76-10),87.46,42.3529,202103,22,"34,500",3,-,-,1998,연희로 186,-,-,-,-
165,서울특별시 서대문구 연희동,537-31,537,31,(537-31),41.04,22.68,202103,17,"13,000",2,-,-,1993,홍제천로2길 54-28,-,-,-,-
166,서울특별시 서대문구 연희동,723-24,723,24,연백빌라,37.62,24.5139,202103,16,"20,500",2,-,-,1986,홍연6안길 18,-,-,-,-
167,서울특별시 서대문구 연희동,88-25,88,25,리치빌,38.87,21.35,202103,12,"24,000",3,-,-,2002,연희로16길 36-5,-,-,-,-
168,서울특별시 서대문구 연희동,200-49,200,49,연희하이츠빌라,79.17,88.89,202103,11,"34,000",2,-,-,1985,증가로2길 56-56,-,-,-,-
169,서울특별시 서대문구 연희동,699,699,0,오성빌라연립주택,59.76,76.17,202103,10,"43,000",1,-,-,1992,연희로28길 35-7,-,-,-,-
170,서울특별시 서대문구 연희동,520-83,520,83,임탑빌라(520-83),59.23,59.23,202103,9,"25,500",3,-,-,2001,홍제천로 54-69,-,-,-,-
171,서울특별시 서대문구 연희동,93-12,93,12,민마루,194.39,110.05,202103,2,"135,000",1,-,-,2013,연희로22길 34,-,-,-,-
172,서울특별시 서대문구 연희동,537-11,537,11,우신빌라,62.53,30.4074,202102,23,"65,000",2,-,-,2002,홍제천로2길 68,-,-,-,-
173,서울특별시 서대문구 연희동,541-19,541,19,(541-19),59.79,24.23,202102,23,"19,000",1,-,-,2003,홍제천로2길 30-10,-,-,-,-
174,서울특별시 서대문구 연희동,1-64,1,64,창조맨션,64.02,35.8,202102,23,"28,000",3,-,-,1992,모래내로20길 27,-,-,-,-
175,서울특별시 서대문구 연희동,305-23,305,23,연희하이빌(305-23),51.22,39.814,202102,22,"36,000",2,-,-,2016,연희로10길 29-14,-,-,-,-
176,서울특별시 서대문구 연희동,446-175,446,175,예지원C동,84.27,49.41,202102,19,"34,500",3,-,-,2002,성산로7안길 48,-,-,-,-
177,서울특별시 서대문구 연희동,200-68,200,68,(200-68),61.835,56.67,202102,18,"25,000",-1,-,-,1994,연희로29길 54,-,-,-,-
