NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
41,서울특별시 서대문구 연희동,746,746,0,연희웨스트팰리스,월세,39.32,202211,19,"3,000",150,11,2014,연희로5길 54-11,202212~202306,신규,-,,,아파트
42,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202211,18,500,70,4,2014,연희로5길 14,202212~202312,신규,-,,,아파트
43,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202211,18,"1,000",68,4,2014,연희로5길 14,202212~202412,신규,-,,,아파트
44,서울특별시 서대문구 연희동,740,740,0,성원,월세,84.95,202211,15,"36,750",53,6,2001,연희로32길 48,202212~202412,갱신,사용,"35,000",50.0,아파트
45,서울특별시 서대문구 연희동,742,742,0,성원쌍떼빌팰리스,월세,84.98,202211,15,"3,000",158,3,2005,연희로28길 35-28,202211~202411,갱신,-,"3,000",155.0,아파트
46,서울특별시 서대문구 연희동,742,742,0,성원쌍떼빌팰리스,월세,84.98,202211,15,"3,000",160,3,2005,연희로28길 35-28,-,-,-,,,아파트
47,서울특별시 서대문구 연희동,742,742,0,성원쌍떼빌팰리스,월세,84.98,202211,15,"3,000",160,3,2005,연희로28길 35-28,-,-,-,,,아파트
48,서울특별시 서대문구 연희동,742,742,0,성원쌍떼빌팰리스,월세,84.98,202211,15,"3,000",165,3,2005,연희로28길 35-28,-,-,-,,,아파트
49,서울특별시 서대문구 연희동,747,747,0,연희파크푸르지오,전세,59.9835,202211,15,"50,000",0,14,2018,홍제천로 136,202212~202412,갱신,-,"37,800",0.0,아파트
50,서울특별시 서대문구 연희동,188-41,188,41,시민,전세,63.6,202211,15,"18,500",0,4,1978,증가로 61,202301~202501,갱신,-,"16,000",0.0,아파트
51,서울특별시 서대문구 연희동,738,738,0,임광,전세,114.79,202211,15,"47,000",0,6,1999,동교로 291,202211~202411,갱신,사용,"45,000",0.0,아파트
52,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,59.584,202211,14,"2,000",140,14,2002,연희로 38-20,202211~202411,신규,-,,,아파트
53,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,전세,84.706,202211,14,"58,000",0,17,2002,연희로 38-20,202211~202411,갱신,-,"50,000",0.0,아파트
54,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202211,12,"1,000",70,10,2014,연희로5길 14,202301~202401,신규,-,,,아파트
55,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,전세,59.584,202211,12,"44,000",0,20,2002,연희로 38-20,202301~202501,신규,-,,,아파트
56,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202211,12,"1,000",70,10,2014,연희로5길 14,202301~202401,신규,-,,,아파트
57,서울특별시 서대문구 연희동,747,747,0,연희파크푸르지오,월세,84.4317,202211,10,"40,000",60,13,2018,홍제천로 136,202302~202502,갱신,-,"40,000",0.0,아파트
58,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202211,10,"1,000",65,3,2014,연희로5길 14,202212~202412,신규,-,,,아파트
59,서울특별시 서대문구 연희동,105-4,105,4,은하,월세,49.59,202211,9,"5,000",45,4,1971,연희로15길 127,202212~202311,신규,-,,,아파트
60,서울특별시 서대문구 연희동,169-9,169,9,에코빌리지,전세,67.68,202211,5,"31,500",0,4,2009,홍제천로 202,202212~202412,-,-,,,아파트
61,서울특별시 서대문구 연희동,740,740,0,성원,월세,59.61,202211,3,"2,000",110,18,2001,연희로32길 48,-,-,-,,,아파트
62,서울특별시 서대문구 연희동,738,738,0,임광,월세,59.96,202211,3,"3,000",130,18,1999,동교로 291,202211~202411,신규,-,,,아파트
63,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,59.584,202211,3,"5,000",120,1,2002,연희로 38-20,202211~202611,신규,-,,,아파트
64,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,59.584,202211,3,"5,000",130,2,2002,연희로 38-20,202302~202502,신규,-,,,아파트
65,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,전세,59.584,202211,3,"45,000",0,22,2002,연희로 38-20,202211~202502,신규,-,,,아파트
66,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,84.706,202210,29,"40,000",30,8,2002,연희로 38-20,202212~202412,신규,-,,,아파트
67,서울특별시 서대문구 연희동,47,47,0,연희궁그린빌라트,전세,96.87,202210,29,"36,500",0,5,2002,연희로14길 38,202302~202502,갱신,-,"34,000",0.0,아파트
68,서울특별시 서대문구 연희동,151-41,151,41,금보,전세,82.84,202210,28,"35,000",0,3,2004,연희로31길 14,202212~202412,신규,-,,,아파트
69,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202210,28,"1,000",65,3,2014,연희로5길 14,202210~202410,신규,-,,,아파트
70,서울특별시 서대문구 연희동,747,747,0,연희파크푸르지오,전세,112.8619,202210,28,"74,600",0,13,2018,홍제천로 136,202301~202501,신규,-,,,아파트
71,서울특별시 서대문구 연희동,747,747,0,연희파크푸르지오,전세,112.8619,202210,28,"75,600",0,13,2018,홍제천로 136,202301~202501,신규,-,,,아파트
72,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,84.706,202210,26,"53,000",50,22,2002,연희로 38-20,202212~202412,신규,-,,,아파트
73,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202210,22,"1,000",65,3,2014,연희로5길 14,202212~202312,신규,-,,,아파트
74,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202210,22,"1,000",65,7,2014,연희로5길 14,202212~202311,신규,-,,,아파트
75,서울특별시 서대문구 연희동,51-74,51,74,로엠아트빌(A동),월세,44.42,202210,21,"1,500",80,5,2004,연희로14길 62-13,202211~202411,신규,-,,,아파트
76,서울특별시 서대문구 연희동,723-9,723,9,홍연(723-9),월세,40.33,202210,21,"1,000",60,5,1981,홍연6길 40,202211~202411,신규,-,,,아파트
77,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202210,20,"1,000",66,2,2014,연희로5길 14,202211~202311,신규,-,,,아파트
78,서울특별시 서대문구 연희동,747,747,0,연희파크푸르지오,월세,84.8003,202210,19,"10,000",200,13,2018,홍제천로 136,202211~202411,신규,-,,,아파트
79,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,전세,59.584,202210,18,"43,000",0,17,2002,연희로 38-20,202210~202410,갱신,사용,"43,000",0.0,아파트
80,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,59.584,202210,17,"25,000",40,11,2002,연희로 38-20,-,-,-,,,아파트
81,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,59.584,202210,17,"25,000",40,11,2002,연희로 38-20,202212~202412,-,-,,,아파트
82,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,59.79,202210,16,"5,000",120,8,2002,연희로 38-20,202211~202411,신규,-,,,아파트
83,서울특별시 서대문구 연희동,196-1,196,1,연희궁,전세,33.06,202210,16,"6,000",0,-1,1972,증가로2길 40-16,-,-,-,,,아파트
84,서울특별시 서대문구 연희동,747,747,0,연희파크푸르지오,전세,84.8003,202210,15,"44,100",0,9,2018,홍제천로 136,202301~202501,신규,-,,,아파트
85,서울특별시 서대문구 연희동,740,740,0,성원,전세,84.95,202210,15,"57,000",0,8,2001,연희로32길 48,202211~202411,갱신,사용,"55,000",0.0,아파트
86,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,전세,59.584,202210,14,"45,000",0,2,2002,연희로 38-20,202301~202501,갱신,사용,"45,000",0.0,아파트
87,서울특별시 서대문구 연희동,187-122,187,122,우민,전세,92.94,202210,14,"20,000",0,3,2004,연희로11자길 14-31,202210~202410,신규,-,,,아파트
88,서울특별시 서대문구 연희동,708-4,708,4,홍연,월세,44.36,202210,12,"2,000",60,3,1981,홍연8길 7,202211~202410,신규,-,,,아파트
89,서울특별시 서대문구 연희동,740,740,0,성원,전세,84.95,202210,8,"54,600",0,1,2001,연희로32길 48,-,-,-,,,아파트
90,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202210,7,"1,000",60,8,2014,연희로5길 14,202210~202310,신규,-,,,아파트
91,서울특별시 서대문구 연희동,738,738,0,임광,월세,59.96,202210,7,"40,000",30,4,1999,동교로 291,202210~202410,갱신,-,"40,000",0.0,아파트
92,서울특별시 서대문구 연희동,708-4,708,4,홍연,전세,52.23,202210,6,"16,000",0,1,1981,홍연8길 7,202210~202410,갱신,-,"13,000",0.0,아파트
93,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,59.79,202210,6,"10,000",125,3,2002,연희로 38-20,202211~202411,신규,-,,,아파트
94,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,59.584,202210,3,"10,000",130,15,2002,연희로 38-20,202210~202410,신규,-,,,아파트
95,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,59.584,202210,3,"10,000",130,15,2002,연희로 38-20,-,-,-,,,아파트
96,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202210,1,"1,000",70,10,2014,연희로5길 14,202210~202410,신규,-,,,아파트
97,서울특별시 서대문구 연희동,747,747,0,연희파크푸르지오,월세,59.9835,202209,30,"24,980",21,3,2018,홍제천로 136,-,신규,-,,,아파트
98,서울특별시 서대문구 연희동,742,742,0,성원쌍떼빌팰리스,전세,84.98,202209,28,"52,920",0,10,2005,연희로28길 35-28,202210~202410,갱신,-,"50,400",0.0,아파트
99,서울특별시 서대문구 연희동,738,738,0,임광,전세,59.96,202209,27,"46,000",0,11,1999,동교로 291,202210~202410,신규,-,,,아파트
100,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202209,25,500,75,4,2014,연희로5길 14,202210~202310,신규,-,,,아파트
101,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,84.706,202209,24,"7,000",147,1,2002,연희로 38-20,202302~202502,갱신,사용,"7,000",140.0,아파트
102,서울특별시 서대문구 연희동,723-9,723,9,홍연(723-9),전세,52.23,202209,24,"2,000",0,4,1981,홍연6길 40,202209~202409,신규,-,,,아파트
103,서울특별시 서대문구 연희동,700,700,0,대림,전세,119.49,202209,20,"52,500",0,1,1993,연희로32길 20,202210~202410,갱신,사용,"50,000",0.0,아파트
104,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202209,19,"12,000",8,8,2014,연희로5길 14,202211~202411,신규,-,,,아파트
105,서울특별시 서대문구 연희동,89-9,89,9,연화,전세,78.88,202209,19,"33,000",0,3,1975,연희로25길 101,202209~202409,갱신,사용,"32,000",0.0,아파트
106,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,전세,59.584,202209,18,"49,000",0,15,2002,연희로 38-20,202211~202411,신규,-,,,아파트
107,서울특별시 서대문구 연희동,723-9,723,9,홍연(723-9),월세,52.23,202209,15,"10,000",30,1,1981,홍연6길 40,202210~202410,신규,-,,,아파트
108,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,59.584,202209,15,"5,000",120,16,2002,연희로 38-20,202210~202410,-,-,,,아파트
109,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,59.584,202209,15,"5,000",120,16,2002,연희로 38-20,-,-,-,,,아파트
110,서울특별시 서대문구 연희동,89-9,89,9,연화,전세,74.47,202209,7,"43,000",0,2,1975,연희로25길 101,202212~202412,신규,-,,,아파트
111,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,59.79,202209,6,"5,000",80,11,2002,연희로 38-20,202209~202409,신규,-,,,아파트
112,서울특별시 서대문구 연희동,196-1,196,1,연희궁,전세,42.38,202209,6,"10,500",0,3,1972,증가로2길 40-16,202210~202410,갱신,사용,"10,000",0.0,아파트
113,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202209,5,"1,000",70,8,2014,연희로5길 14,202209~202308,신규,-,,,아파트
114,서울특별시 서대문구 연희동,742,742,0,성원쌍떼빌팰리스,월세,84.98,202209,5,"5,000",170,8,2005,연희로28길 35-28,202209~202409,신규,-,,,아파트
115,서울특별시 서대문구 연희동,738,738,0,임광,전세,114.79,202209,2,"70,000",0,8,1999,동교로 291,202211~202410,신규,-,,,아파트
116,서울특별시 서대문구 연희동,747,747,0,연희파크푸르지오,전세,84.4317,202209,1,"70,000",0,16,2018,홍제천로 136,202210~202410,신규,-,,,아파트
117,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,84.706,202209,1,"5,000",180,1,2002,연희로 38-20,202209~202409,신규,-,,,아파트
118,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,84.706,202209,1,"5,000",180,1,2002,연희로 38-20,-,-,-,,,아파트
119,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202208,31,"1,000",65,6,2014,연희로5길 14,202209~202309,신규,-,,,아파트
120,서울특별시 서대문구 연희동,700,700,0,대림,월세,84.74,202208,27,"10,000",130,4,1993,연희로32길 20,202210~202410,신규,-,,,아파트
121,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,전세,59.584,202208,27,"42,998",0,7,2002,연희로 38-20,202209~202409,갱신,-,"40,950",0.0,아파트
122,서울특별시 서대문구 연희동,700,700,0,대림,전세,84.74,202208,22,"44,000",0,10,1993,연희로32길 20,202209~202409,갱신,사용,"42,000",0.0,아파트
123,서울특별시 서대문구 연희동,723-9,723,9,홍연(723-9),월세,40.33,202208,20,"4,000",50,4,1981,홍연6길 40,202209~202409,신규,-,,,아파트
124,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,59.584,202208,20,"6,000",120,21,2002,연희로 38-20,202209~202409,신규,-,,,아파트
125,서울특별시 서대문구 연희동,740,740,0,성원,전세,59.61,202208,19,"34,000",0,7,2001,연희로32길 48,-,갱신,사용,"34,000",0.0,아파트
126,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,59.584,202208,18,"2,500",144,16,2002,연희로 38-20,202209~202409,갱신,사용,"2,500",137.0,아파트
127,서울특별시 서대문구 연희동,740,740,0,성원,전세,59.61,202208,15,"48,000",0,13,2001,연희로32길 48,202209~202303,신규,-,,,아파트
128,서울특별시 서대문구 연희동,87-33,87,33,경향빌라트,월세,151.36,202208,12,"70,000",150,8,1995,연희로20길 13,202209~202409,신규,-,,,아파트
129,서울특별시 서대문구 연희동,747,747,0,연희파크푸르지오,전세,84.4317,202208,12,"70,000",0,4,2018,홍제천로 136,202209~202409,신규,-,,,아파트
130,서울특별시 서대문구 연희동,747,747,0,연희파크푸르지오,전세,84.4317,202208,12,"70,000",0,4,2018,홍제천로 136,202209~202409,신규,-,,,아파트
131,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202208,10,"1,000",65,6,2014,연희로5길 14,202208~202308,신규,-,,,아파트
132,서울특별시 서대문구 연희동,746,746,0,연희웨스트팰리스,월세,13.12,202208,8,"1,000",63,9,2014,연희로5길 54-11,202208~202308,신규,-,,,아파트
133,서울특별시 서대문구 연희동,740,740,0,성원,월세,84.95,202208,6,"5,000",70,3,2001,연희로32길 48,-,-,-,,,아파트
134,서울특별시 서대문구 연희동,740,740,0,성원,월세,84.95,202208,6,"5,000",170,3,2001,연희로32길 48,202209~202409,신규,-,,,아파트
135,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202208,6,"1,000",65,12,2014,연희로5길 14,202208~202301,신규,-,,,아파트
136,서울특별시 서대문구 연희동,740,740,0,성원,월세,84.95,202208,5,"5,000",160,3,2001,연희로32길 48,202211~202411,갱신,-,"5,000",150.0,아파트
137,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202208,4,"1,000",65,3,2014,연희로5길 14,202208~202302,신규,-,,,아파트
138,서울특별시 서대문구 연희동,104-3,104,3,싸이,전세,83.49,202208,3,"18,000",0,-1,2005,증가로2길 53,-,-,-,,,아파트
139,서울특별시 서대문구 연희동,740,740,0,성원,월세,84.95,202208,3,"5,250",150,16,2001,연희로32길 48,202209~202309,갱신,사용,"5,000",150.0,아파트
140,서울특별시 서대문구 연희동,105-4,105,4,은하,월세,30.74,202207,30,500,45,-1,1971,연희로15길 127,-,갱신,사용,500,45.0,아파트
141,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,59.584,202207,23,"3,000",150,20,2002,연희로 38-20,202210~202410,신규,-,,,아파트
142,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202207,23,"1,000",65,9,2014,연희로5길 14,202208~202308,갱신,-,"1,000",63.0,아파트
143,서울특별시 서대문구 연희동,196-1,196,1,연희궁,월세,42.38,202207,21,500,45,4,1972,증가로2길 40-16,202208~202407,신규,-,,,아파트
144,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202207,21,"9,000",28,6,2014,연희로5길 14,202208~202401,신규,-,,,아파트
145,서울특별시 서대문구 연희동,740,740,0,성원,월세,59.61,202207,20,"25,000",50,1,2001,연희로32길 48,-,-,-,,,아파트
146,서울특별시 서대문구 연희동,740,740,0,성원,월세,59.61,202207,20,"25,000",50,1,2001,연희로32길 48,202209~202409,신규,-,,,아파트
147,서울특별시 서대문구 연희동,742,742,0,성원쌍떼빌팰리스,월세,84.98,202207,19,"3,000",165,3,2005,연희로28길 35-28,202207~202407,갱신,-,"3,000",155.0,아파트
148,서울특별시 서대문구 연희동,738,738,0,임광,전세,59.96,202207,18,"38,850",0,18,1999,동교로 291,202207~202407,갱신,사용,"37,000",0.0,아파트
149,서울특별시 서대문구 연희동,742,742,0,성원쌍떼빌팰리스,전세,84.98,202207,18,"65,000",0,13,2005,연희로28길 35-28,202208~202408,신규,-,,,아파트
150,서울특별시 서대문구 연희동,745,745,0,연희자이엘라,월세,13.642,202207,17,"1,000",70,8,2014,연희로5길 14,202208~202308,신규,-,,,아파트
151,서울특별시 서대문구 연희동,738,738,0,임광,전세,59.96,202207,16,"50,000",0,16,1999,동교로 291,202210~202410,신규,-,,,아파트
152,서울특별시 서대문구 연희동,747,747,0,연희파크푸르지오,월세,59.9835,202207,16,"10,000",160,17,2018,홍제천로 136,202209~202409,신규,-,,,아파트
153,서울특별시 서대문구 연희동,103-1,103,1,덕운포레스트힐,전세,135.905,202207,15,"52,500",0,1,2007,증가로 54,202207~202307,갱신,-,"50,000",0.0,아파트
154,서울특별시 서대문구 연희동,747,747,0,연희파크푸르지오,월세,112.8619,202207,14,650,650,11,2018,홍제천로 136,202208~202412,신규,-,,,아파트
155,서울특별시 서대문구 연희동,747,747,0,연희파크푸르지오,월세,59.9835,202207,13,"17,920",57,3,2018,홍제천로 136,-,신규,-,,,아파트
156,서울특별시 서대문구 연희동,747,747,0,연희파크푸르지오,월세,59.9835,202207,13,"8,960",75,3,2018,홍제천로 136,-,신규,-,,,아파트
157,서울특별시 서대문구 연희동,196-1,196,1,연희궁,전세,42.38,202207,11,"10,000",0,4,1972,증가로2길 40-16,202208~202408,신규,-,,,아파트
158,서울특별시 서대문구 연희동,740,740,0,성원,전세,84.95,202207,9,"53,550",0,6,2001,연희로32길 48,202209~202409,갱신,사용,"51,000",0.0,아파트
159,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,84.706,202207,9,"45,000",70,12,2002,연희로 38-20,202208~202408,신규,-,,,아파트
160,서울특별시 서대문구 연희동,740,740,0,성원,월세,135.2,202207,6,"10,000",250,16,2001,연희로32길 48,202207~202407,신규,-,,,아파트
161,서울특별시 서대문구 연희동,740,740,0,성원,전세,59.61,202207,5,"34,650",0,10,2001,연희로32길 48,202210~202410,갱신,사용,"33,000",0.0,아파트
162,서울특별시 서대문구 연희동,746,746,0,연희웨스트팰리스,월세,13.12,202207,4,"1,000",60,2,2014,연희로5길 54-11,202207~202307,신규,-,,,아파트
163,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,월세,114.705,202207,2,"53,000",30,6,2002,연희로 38-20,-,-,-,,,아파트
164,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,전세,59.584,202206,29,"52,000",0,18,2002,연희로 38-20,202208~202408,신규,-,,,아파트
165,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,전세,59.584,202206,29,"45,000",0,5,2002,연희로 38-20,202209~202409,신규,-,,,아파트
166,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,전세,59.584,202206,28,"40,000",0,5,2002,연희로 38-20,202208~202408,신규,-,,,아파트
167,서울특별시 서대문구 연희동,742,742,0,성원쌍떼빌팰리스,전세,186.47,202206,27,"100,000",0,6,2005,연희로28길 35-28,202209~202409,신규,-,,,아파트
168,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,전세,114.705,202206,26,"63,000",0,17,2002,연희로 38-20,-,갱신,-,"60,000",0.0,아파트
169,서울특별시 서대문구 연희동,739,739,0,대우푸르지오,전세,84.706,202206,24,"50,400",0,12,2002,연희로 38-20,202206~202406,갱신,-,"48,000",0.0,아파트
