NO,시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
30,서울특별시 서대문구 연희동,715-1,715,1,(715-1),61.85,40.2,202309,27,"30,000",3,-,-,1984,홍연길 72,20231204,중개거래,서울 서대문구,-
31,서울특별시 서대문구 연희동,344-145,344,145,태양빌라,35.1,19.65,202309,26,"13,500",-1,-,-,1992,성산로18길 27,-,중개거래,인천 서구,-
32,서울특별시 서대문구 연희동,78-32,78,32,수목아이엠하우스,60.13,32.96,202309,22,"31,400",3,-,-,2002,연희로25길 4-6,-,중개거래,서울 마포구,-
33,서울특별시 서대문구 연희동,432-7,432,7,우방빌라,29.94,19.676,202309,21,"17,000",-1,-,-,1993,성산로 329-6,-,중개거래,서울 서대문구,-
34,서울특별시 서대문구 연희동,200-120,200,120,연희파크(200-120),65.13,77.11,202309,21,"34,000",1,-,-,1991,연희로29길 40-22,20231011,중개거래,서울 서대문구,-
35,서울특별시 서대문구 연희동,78-21,78,21,라온빌라,29.98,20.719,202309,19,"19,500",3,-,-,2017,연희로25길 4-13,-,직거래,-,-
36,서울특별시 서대문구 연희동,295-1,295,1,연희궁의아침(천동),23.34,19.0,202309,18,"21,800",2,-,-,2019,연희로10길 24,-,중개거래,경기 파주시 서울 서대문구,-
37,서울특별시 서대문구 연희동,151-83,151,83,(151-83),93.1,35.1,202309,16,"25,000",5,-,-,2000,연희로31길 17,20240618,직거래,-,-
38,서울특별시 서대문구 연희동,138-21,138,21,화산아트빌,159.46,99.25,202309,14,"102,000",4,-,-,1999,연희로28길 33,-,중개거래,서울 서대문구,-
39,서울특별시 서대문구 연희동,6-24,6,24,SerinHouse,102.81,73.5357,202309,12,"84,500",1,-,-,2003,연희로28길 56,-,중개거래,서울 서대문구,-
40,서울특별시 서대문구 연희동,88-26,88,26,화이트빌라,50.91,23.5,202309,12,"27,300",3,-,-,1997,연희로16길 36-10,-,중개거래,서울 서대문구,-
41,서울특별시 서대문구 연희동,188-37,188,37,신도빌라,48.54,51.0,202309,9,"19,000",3,-,-,1988,연희로11자길 23,-,중개거래,서울 서대문구,-
42,서울특별시 서대문구 연희동,703-6,703,6,은혜빌라,71.97,31.92,202309,7,"25,000",1,-,-,1994,홍연2길 8,-,중개거래,서울 서대문구,-
43,서울특별시 서대문구 연희동,151-83,151,83,(151-83),93.1,35.1,202309,6,"25,000",5,-,-,2000,연희로31길 17,-,직거래,-,-
44,서울특별시 서대문구 연희동,1-63,1,63,연희빌라,53.64,24.0,202309,5,"18,500",1,-,-,1995,모래내로20길 33,-,직거래,-,-
45,서울특별시 서대문구 연희동,158-3,158,3,호암쉐르빌,53.65,30.85,202309,2,"23,000",2,-,-,2001,연희로33길 11-12,-,중개거래,서울 서대문구,-
46,서울특별시 서대문구 연희동,339-95,339,95,크로바연립,41.16,33.23,202309,2,"18,800",-1,-,-,1987,성산로17길 32,-,중개거래,경기 파주시 서울 서대문구,-
47,서울특별시 서대문구 연희동,304-9,304,9,(304-9),82.35,71.0,202309,1,"38,500",2,-,-,1990,연희로10길 23,-,중개거래,서울 서대문구,-
48,서울특별시 서대문구 연희동,305-23,305,23,연희하이빌(305-23),45.2,35.134,202308,31,"24,000",2,-,-,2016,연희로10길 29-14,-,직거래,-,-
49,서울특별시 서대문구 연희동,51-137,51,137,연희빌라트,76.56,44.91,202308,29,"38,850",2,-,-,1993,연희로20길 46,-,중개거래,서울 서대문구,-
50,서울특별시 서대문구 연희동,432-7,432,7,우방빌라,29.94,19.676,202308,26,"19,000",-1,-,-,1993,성산로 329-6,-,중개거래,서울 서대문구,-
51,서울특별시 서대문구 연희동,287-18,287,18,(287-18),20.95,13.4,202308,24,"12,100",5,-,-,2001,연희로8길 11,-,중개거래,경기 파주시 서울 서대문구,-
52,서울특별시 서대문구 연희동,287-18,287,18,(287-18),23.59,15.093,202308,24,"19,000",2,-,-,2001,연희로8길 11,20231031,중개거래,"경기 파주시, 서울 서대문구",-
53,서울특별시 서대문구 연희동,287-18,287,18,(287-18),18.3,11.708,202308,24,"10,500",4,-,-,2001,연희로8길 11,20231031,중개거래,"경기 파주시, 서울 서대문구",-
54,서울특별시 서대문구 연희동,287-18,287,18,(287-18),18.0,11.52,202308,24,"10,500",4,-,-,2001,연희로8길 11,-,중개거래,경기 파주시 서울 서대문구,-
55,서울특별시 서대문구 연희동,287-18,287,18,(287-18),18.3,11.71,202308,24,"10,500",4,-,-,2001,연희로8길 11,-,중개거래,경기 파주시 서울 서대문구,-
56,서울특별시 서대문구 연희동,287-18,287,18,(287-18),23.59,15.1,202308,24,"19,000",2,-,-,2001,연희로8길 11,-,중개거래,경기 파주시 서울 서대문구,-
57,서울특별시 서대문구 연희동,287-18,287,18,(287-18),18.0,11.52,202308,24,"10,500",4,-,-,2001,연희로8길 11,20231031,중개거래,경기 파주시 서울 서대문구,-
58,서울특별시 서대문구 연희동,287-18,287,18,(287-18),44.47,28.45,202308,24,"23,000",3,-,-,2001,연희로8길 11,-,중개거래,경기 파주시 서울 서대문구,-
59,서울특별시 서대문구 연희동,287-18,287,18,(287-18),24.44,15.6,202308,24,"19,800",2,-,-,2001,연희로8길 11,-,중개거래,경기 파주시 서울 서대문구,-
60,서울특별시 서대문구 연희동,287-18,287,18,(287-18),62.46,39.95,202308,24,"42,800",3,-,-,2001,연희로8길 11,-,중개거래,경기 파주시 서울 서대문구,-
61,서울특별시 서대문구 연희동,287-18,287,18,(287-18),23.56,15.07,202308,24,"18,400",5,-,-,2001,연희로8길 11,-,중개거래,경기 파주시 서울 서대문구,-
62,서울특별시 서대문구 연희동,287-18,287,18,(287-18),15.27,9.77,202308,24,"10,300",4,-,-,2001,연희로8길 11,-,중개거래,경기 파주시 서울 서대문구,-
63,서울특별시 서대문구 연희동,287-18,287,18,(287-18),29.92,19.1,202308,24,"20,200",2,-,-,2001,연희로8길 11,-,중개거래,경기 파주시 서울 서대문구,-
64,서울특별시 서대문구 연희동,287-18,287,18,(287-18),19.15,12.3,202308,24,"14,000",2,-,-,2001,연희로8길 11,-,중개거래,경기 파주시 서울 서대문구,-
65,서울특별시 서대문구 연희동,287-18,287,18,(287-18),15.62,10.0,202308,24,"10,600",4,-,-,2001,연희로8길 11,-,중개거래,경기 파주시 서울 서대문구,-
66,서울특별시 서대문구 연희동,170-122,170,122,(170-122),41.4,32.0,202308,19,"20,000",1,-,-,1986,홍제천로 170-12,-,중개거래,서울 도봉구 서울 서대문구,-
67,서울특별시 서대문구 연희동,136-12,136,12,연희노블레스,27.42,13.88,202308,19,"29,500",7,-,-,2016,연희로12길 13,20231108,중개거래,서울 서대문구,-
68,서울특별시 서대문구 연희동,136-12,136,12,연희노블레스,27.42,13.88,202308,19,"29,500",7,-,-,2016,연희로12길 13,-,중개거래,서울 서대문구,-
69,서울특별시 서대문구 연희동,136-12,136,12,연희노블레스,27.42,13.88,202308,19,"29,500",7,-,-,2016,연희로12길 13,20231102,중개거래,서울 서대문구,-
70,서울특별시 서대문구 연희동,88-26,88,26,화이트빌라,50.91,23.5,202308,18,"27,300",3,-,-,1997,연희로16길 36-10,20230908,중개거래,경기 파주시 서울 서대문구,-
71,서울특별시 서대문구 연희동,88-26,88,26,화이트빌라,50.91,23.5,202308,18,"27,300",3,-,-,1997,연희로16길 36-10,20231103,중개거래,서울 서대문구,-
72,서울특별시 서대문구 연희동,141-34,141,34,동진빌라,45.96,59.83,202308,14,"54,300",1,-,-,1985,연희로36길 26,20231020,중개거래,서울 서대문구,-
73,서울특별시 서대문구 연희동,1-6,1,6,연희스카이캐슬,56.98,49.49,202308,14,"75,000",5,-,-,2021,모래내로 396-2,-,중개거래,서울 서대문구,-
74,서울특별시 서대문구 연희동,141-34,141,34,동진빌라,45.96,59.83,202308,14,"54,300",1,-,-,1985,연희로36길 26,-,중개거래,서울 서대문구,-
75,서울특별시 서대문구 연희동,158-3,158,3,호암쉐르빌,51.85,29.82,202308,12,"22,000",1,-,-,2001,연희로33길 11-12,-,직거래,-,-
76,서울특별시 서대문구 연희동,1-65,1,65,기단빌라에이동,34.65,18.01,202308,11,"11,000",-1,-,-,1991,모래내로20길 24,-,중개거래,서울 서대문구,-
77,서울특별시 서대문구 연희동,727-10,727,10,크로바주택C동,35.95,25.8556,202307,29,"13,650",1,-,-,1986,가좌로 22,-,중개거래,서울 서대문구,-
78,서울특별시 서대문구 연희동,1-63,1,63,연희빌라,53.64,24.0,202307,25,"18,500",1,-,-,1995,모래내로20길 33,20230904,중개거래,서울 서대문구,-
79,서울특별시 서대문구 연희동,51-3,51,3,세종화이트빌,73.24,46.5725,202307,24,"26,900",4,-,-,2008,연희로18안길 29,-,중개거래,서울 서대문구,-
80,서울특별시 서대문구 연희동,136-30,136,30,연희휴니스빌,45.49,27.4,202307,18,"28,500",2,-,-,2016,연희로14길 10,-,중개거래,서울 서대문구,-
81,서울특별시 서대문구 연희동,151-151,151,151,경희빌라,62.38,67.7,202307,17,"35,000",2,-,-,1978,연희로31길 47,-,중개거래,서울 서대문구,-
82,서울특별시 서대문구 연희동,151-66,151,66,삼원렉스빌,44.13,21.56,202307,16,"32,500",4,-,-,2016,연희로31길 30-14,-,중개거래,서울 서대문구,-
83,서울특별시 서대문구 연희동,51-3,51,3,세종화이트빌,72.49,46.0933,202307,13,"22,000",2,-,-,2008,연희로18안길 29,-,중개거래,서울 서대문구,-
84,서울특별시 서대문구 연희동,74-8,74,8,에덴쉐르빌,76.86,43.49,202307,13,"37,500",1,-,-,2002,연희로26가길 19-12,-,중개거래,서울 서대문구,-
85,서울특별시 서대문구 연희동,444-98,444,98,궁뜰,85.61,83.689,202307,12,"107,000",3,-,-,2022,연희로11아길 20-12,-,중개거래,서울 서대문구,-
86,서울특별시 서대문구 연희동,339-23,339,23,(339-23),48.15,37.48,202307,8,"28,000",1,-,-,1986,연희로10가길 16,-,중개거래,서울 서대문구,-
87,서울특별시 서대문구 연희동,78-4,78,4,시아루비움,81.87,32.277,202307,8,"49,000",1,-,-,2004,연희로 183,-,중개거래,서울 서대문구,-
88,서울특별시 서대문구 연희동,45-23,45,23,연희현대빌라(1동~3동),126.19,136.9,202307,4,"83,000",2,-,-,1994,연희로12길 54,-,중개거래,서울 서대문구,-
89,서울특별시 서대문구 연희동,91-8,91,8,엘그라체,162.83,135.29,202307,1,"310,000",1,-,-,2023,연희로24길 19-11,-,직거래,-,-
90,서울특별시 서대문구 연희동,78-32,78,32,수목아이엠하우스,76.69,42.03,202306,28,"43,000",3,-,-,2002,연희로25길 4-6,20230727,중개거래,서울 서대문구,-
91,서울특별시 서대문구 연희동,78-32,78,32,수목아이엠하우스,76.69,42.03,202306,28,"43,000",3,-,-,2002,연희로25길 4-6,-,중개거래,서울 마포구 서울 서대문구,-
92,서울특별시 서대문구 연희동,344-137,344,137,연희동성캐슬1차,29.19,21.35,202306,26,"42,000",3,-,-,2022,성산로18길 44,-,직거래,-,-
93,서울특별시 서대문구 연희동,74-9,74,9,토천,47.79,24.1,202306,21,"29,000",5,-,-,2008,연희로28길 14,-,중개거래,울산 북구,-
94,서울특별시 서대문구 연희동,339-95,339,95,크로바연립,41.16,33.24,202305,25,"19,200",2,-,-,1987,성산로17길 32,-,중개거래,서울 서대문구,-
95,서울특별시 서대문구 연희동,163-18,163,18,상신빌라B동,57.28,34.54,202305,21,"31,350",2,-,-,1992,홍제천로 202-13,-,직거래,-,-
96,서울특별시 서대문구 연희동,163-18,163,18,상신빌라B동,56.2,33.89,202305,21,"30,750",3,-,-,1992,홍제천로 202-13,-,직거래,-,-
97,서울특별시 서대문구 연희동,163-42,163,42,상신빌라A동,63.18,30.09,202305,21,"27,300",2,-,-,1992,연희로35길 8,-,직거래,-,-
98,서울특별시 서대문구 연희동,163-42,163,42,상신빌라A동,63.18,30.09,202305,21,"27,300",1,-,-,1992,연희로35길 8,-,직거래,-,-
99,서울특별시 서대문구 연희동,163-18,163,18,상신빌라B동,57.28,34.54,202305,21,"31,350",1,-,-,1992,홍제천로 202-13,-,직거래,-,-
100,서울특별시 서대문구 연희동,163-42,163,42,상신빌라A동,82.87,39.48,202305,21,"35,820",4,-,-,1992,연희로35길 8,-,직거래,-,-
101,서울특별시 서대문구 연희동,163-18,163,18,상신빌라B동,26.53,16.0,202305,21,"14,520",-1,-,-,1992,홍제천로 202-13,-,직거래,-,-
102,서울특별시 서대문구 연희동,163-42,163,42,상신빌라A동,55.55,26.46,202305,21,"24,000",3,-,-,1992,연희로35길 8,-,직거래,-,-
103,서울특별시 서대문구 연희동,163-18,163,18,상신빌라B동,33.19,20.03,202305,21,"31,000",4,-,-,1992,홍제천로 202-13,-,직거래,-,-
104,서울특별시 서대문구 연희동,163-42,163,42,상신빌라A동,51.4,24.48,202305,21,"22,230",2,-,-,1992,연희로35길 8,-,직거래,-,-
105,서울특별시 서대문구 연희동,163-42,163,42,상신빌라A동,28.36,13.51,202305,21,"12,270",-1,-,-,1992,연희로35길 8,-,직거래,-,-
106,서울특별시 서대문구 연희동,3-10,3,10,연희그린빌라에이비동,43.35,41.26,202305,10,"25,300",3,-,-,1996,연희로36길 61,-,중개거래,서울 서대문구,-
107,서울특별시 서대문구 연희동,1-27,1,27,동아그린빌라,39.93,23.01,202304,29,"10,000",2,-,-,1991,모래내로20길 20,-,중개거래,서울 서대문구,-
108,서울특별시 서대문구 연희동,1-27,1,27,동아그린빌라,39.93,23.01,202304,29,"10,000",2,-,-,1991,모래내로20길 20,-,중개거래,서울 서대문구,-
109,서울특별시 서대문구 연희동,193-18,193,18,(193-18),16.8,10.2302,202304,27,"16,650",4,-,-,2014,연희로 81-19,-,직거래,-,-
110,서울특별시 서대문구 연희동,100-3,100,3,보민아스트로,47.33,30.73,202304,25,"51,000",2,-,-,2022,증가로2길 25,-,직거래,-,-
111,서울특별시 서대문구 연희동,187-109,187,109,코지하우스,46.37,40.334,202304,21,"50,000",4,-,-,2018,연희로11자길 14-9,20230517,중개거래,서울 서대문구,-
112,서울특별시 서대문구 연희동,187-109,187,109,코지하우스,46.37,40.334,202304,21,"50,000",4,-,-,2018,연희로11자길 14-9,-,중개거래,서울 마포구 서울 서대문구,-
113,서울특별시 서대문구 연희동,723-24,723,24,연백빌라,37.62,24.5139,202304,14,"9,000",1,-,-,1986,홍연6안길 18,-,직거래,-,-
114,서울특별시 서대문구 연희동,78-7,78,7,미소람.빌,68.1,41.2424,202304,8,"32,500",3,-,-,2002,연희로27길 21,-,중개거래,서울 서대문구,-
115,서울특별시 서대문구 연희동,520-3,520,3,(520-3),47.64,23.5,202304,7,"16,500",2,-,-,1996,홍제천로4길 18-7,-,중개거래,서울 서대문구,-
116,서울특별시 서대문구 연희동,444-98,444,98,궁뜰,79.4,77.6183,202304,7,"52,000",-1,-,-,2022,연희로11아길 20-12,-,중개거래,서울 서대문구,-
117,서울특별시 서대문구 연희동,1-105,1,105,기단빌라비동,36.0,27.84,202304,5,"8,800",-1,-,-,1991,모래내로20길 24-4,-,직거래,-,-
118,서울특별시 서대문구 연희동,712-22,712,22,(712-22),64.59,69.1,202304,3,"25,000",2,-,-,1983,홍연길 54-1,-,중개거래,서울 서대문구,-
119,서울특별시 서대문구 연희동,712-22,712,22,(712-22),64.59,69.1,202304,3,"25,000",2,-,-,1983,홍연길 54-1,20231026,중개거래,서울 서대문구,-
120,서울특별시 서대문구 연희동,6-56,6,56,(6-56),57.75,64.42,202303,29,"26,000",1,-,-,1984,연희로28길 64-12,-,중개거래,서울 서대문구,-
121,서울특별시 서대문구 연희동,353-146,353,146,동보빌라,49.23,48.98,202303,25,"30,000",2,-,-,1986,연희로 44-27,-,중개거래,서울 마포구,-
122,서울특별시 서대문구 연희동,163-18,163,18,상신빌라B동,26.53,16.0,202303,23,"10,500",-1,-,-,1992,홍제천로 202-13,-,직거래,-,-
123,서울특별시 서대문구 연희동,136-30,136,30,연희휴니스빌,45.49,27.4,202303,15,"27,000",2,-,-,2016,연희로14길 10,-,중개거래,서울 서대문구,-
124,서울특별시 서대문구 연희동,520-78,520,78,(520-78),53.44,14.7,202303,10,"19,500",1,-,-,2000,홍제천로 54-79,-,중개거래,서울 서대문구 서울 은평구,-
125,서울특별시 서대문구 연희동,437-43,437,43,에이치플러스,39.4,58.0,202303,6,"57,000",4,-,-,2017,연희로11마길 47-3,-,중개거래,서울 마포구 서울 서대문구,-
126,서울특별시 서대문구 연희동,344-24,344,24,연희궁빌딩,21.46,8.98,202302,26,"10,000",3,-,-,2002,성산로17길 7,-,중개거래,서울 서대문구,-
127,서울특별시 서대문구 연희동,733,733,0,(733-0),35.1,16.8,202302,22,"10,000",3,-,-,1985,홍제천로 192,-,직거래,-,-
128,서울특별시 서대문구 연희동,45-24,45,24,연희현대빌라(가동~다동),131.1,128.9,202302,19,"81,000",1,-,-,1995,연희로12길 64,-,중개거래,서울 서대문구,-
129,서울특별시 서대문구 연희동,136-12,136,12,연희노블레스,27.89,14.11,202302,17,"27,600",6,-,-,2016,연희로12길 13,-,중개거래,서울 서대문구,-
130,서울특별시 서대문구 연희동,446-282,446,282,신세대하이빌,22.8,16.0,202302,16,"9,100",1,-,-,1995,성산로7안길 36,-,직거래,-,-
131,서울특별시 서대문구 연희동,446-219,446,219,동우하이츠빌라,59.35,33.2,202302,3,"25,000",3,-,-,1995,성산로7안길 44,-,중개거래,서울 서대문구,-
132,서울특별시 서대문구 연희동,200-49,200,49,연희하이츠빌라,79.17,80.31,202301,19,"40,000",1,-,-,1985,증가로2길 56-56,-,중개거래,서울 서대문구,-
133,서울특별시 서대문구 연희동,295-1,295,1,연희궁의아침(천동),29.45,23.97,202301,5,"27,450",3,-,-,2019,연희로10길 24,-,직거래,-,-
134,서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,32.1,19.36,202301,4,"29,550",2,-,-,2022,연희로27길 13,-,직거래,-,-
135,서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,33.75,45.77,202301,4,"33,400",5,-,-,2022,연희로27길 13,-,직거래,-,-
136,서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,34.48,31.74,202301,4,"32,150",3,-,-,2022,연희로27길 13,-,직거래,-,-
137,서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,34.61,20.86,202301,4,"32,250",3,-,-,2022,연희로27길 13,-,직거래,-,-
138,서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,34.61,20.86,202301,4,"31,750",2,-,-,2022,연희로27길 13,-,직거래,-,-
139,서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,37.44,31.74,202301,4,"37,250",4,-,-,2022,연희로27길 13,-,직거래,-,-
140,서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,32.15,21.24,202301,4,"30,050",3,-,-,2022,연희로27길 13,-,직거래,-,-
141,서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,32.93,21.24,202301,4,"30,250",2,-,-,2022,연희로27길 13,-,직거래,-,-
142,서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,39.79,21.94,202301,4,"40,550",4,-,-,2022,연희로27길 13,-,직거래,-,-
143,서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,32.93,21.24,202301,4,"30,750",3,-,-,2022,연희로27길 13,-,직거래,-,-
144,서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,33.14,40.59,202301,4,"31,450",4,-,-,2022,연희로27길 13,-,직거래,-,-
145,서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,35.27,21.26,202301,4,"32,650",5,-,-,2022,연희로27길 13,-,직거래,-,-
146,서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,34.48,31.74,202301,4,"31,600",2,-,-,2022,연희로27길 13,-,직거래,-,-
147,서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,32.15,21.94,202301,4,"29,550",2,-,-,2022,연희로27길 13,-,직거래,-,-
148,서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,33.14,19.98,202301,4,"31,450",5,-,-,2022,연희로27길 13,-,직거래,-,-
149,서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,32.1,19.36,202301,4,"30,050",3,-,-,2022,연희로27길 13,-,직거래,-,-
