dealDate,deposit,monthlyRent,calcedRent,buildYear,contractTerm,contractType,excluUseAr,floor,jibun,offiNm,preDeposit,preMonthlyRent,sggCd,sggNm,umdNm,useRRRight
20200108,"1,000",80,0,2019,, ,17.84,4,90-60,이대 포레스트,,,11410,서대문구,대현동, 
20200108,"12,000",10,0,2003,, ,26.32,5,136-7,(136-7),,,11410,서대문구,연희동, 
20200108,"3,000",73,0,2019,, ,17.37,9,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200109,"34,000",0,0,2006,, ,58.53,15,117,충정로대우디오빌,,,11410,서대문구,합동, 
20200109,"1,000",78,0,2014,, ,23.38,20,104-5,신촌푸르지오시티,,,11410,서대문구,대현동, 
20200109,"3,000",60,0,2015,, ,20.3,7,56-119,SONG'S 8,,,11410,서대문구,대현동, 
20200109,"1,000",71,0,2017,, ,20.27,7,37-32,영타운 지웰 에스테이트,,,11410,서대문구,대현동, 
20200110,"15,000",0,0,2019,, ,13.29,4,90-22,슈테리움 오피스텔,,,11410,서대문구,대현동, 
20200110,"6,000",40,0,2017,, ,15.24,9,90-44,이대프리젠#2,,,11410,서대문구,대현동, 
20200110,"1,000",70,0,2009,, ,25.35,5,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20200110,"3,000",60,0,2019,, ,13.78,7,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200110,"1,000",70,0,2018,, ,19.46,7,56-63,이대오늘아침 오피스텔,,,11410,서대문구,대현동, 
20200110,"19,000",0,0,2018,, ,17.66,16,90-77,유씨유 이대,,,11410,서대문구,대현동, 
20200110,"20,000",55,0,2006,, ,61.22,14,117,충정로대우디오빌,,,11410,서대문구,합동, 
20200110,"2,000",80,0,2018,, ,18.92,4,218-11,THE연희힐,,,11410,서대문구,연희동, 
20200110,"18,500",0,0,2009,, ,25.35,17,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20200111,"1,000",78,0,2019,, ,17.84,6,90-60,이대 포레스트,,,11410,서대문구,대현동, 
20200111,"15,500",0,0,2018,, ,19.21,3,37-24,이대프리젠#4,,,11410,서대문구,대현동, 
20200111,"1,000",40,0,2004,20.02~22.02,신규,21.09,5,343-1,선정오피스텔,,,11410,서대문구,북가좌동, 
20200111,"7,000",60,0,2014,, ,29.45,3,104-36,신촌자이엘라,,,11410,서대문구,대현동, 
20200111,"1,500",60,0,2004,, ,19.31,3,97-64,경선파인 오피스텔,,,11410,서대문구,창천동, 
20200111,"15,500",0,0,2018,, ,19.21,4,37-24,이대프리젠#4,,,11410,서대문구,대현동, 
20200111,"1,000",75,0,2009,, ,25.35,13,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20200111,"9,500",0,0,2004,, ,17.16,5,78-4,시아 루비움,,,11410,서대문구,연희동, 
20200111,"23,000",0,0,2014,, ,29.62,15,104-36,신촌자이엘라,,,11410,서대문구,대현동, 
20200112,"10,000",65,0,2019,, ,18.89,10,110-22,신촌 스타게이트,,,11410,서대문구,대현동, 
20200112,"1,000",80,0,2019,, ,15.88,7,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200112,"6,500",15,0,2015,, ,14.04,3,90-41,(90-41),,,11410,서대문구,대현동, 
20200112,"20,700",0,0,2019,, ,16.89,6,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200112,"34,000",0,0,2006,, ,61.73,5,117,충정로대우디오빌,,,11410,서대문구,합동, 
20200113,"14,000",0,0,2004,, ,19.81,4,103-6,라이온스톤,,,11410,서대문구,연희동, 
20200113,"2,000",130,0,2006,, ,61.22,9,117,충정로대우디오빌,,,11410,서대문구,합동, 
20200113,"1,000",65,0,2005,, ,22.74,7,27-20,신촌가이아,,,11410,서대문구,대현동, 
20200113,"26,000",0,0,2019,, ,32.18,9,400-3,디에이원파크,,,11410,서대문구,홍은동, 
20200113,"1,000",95,0,2019,, ,18.87,11,110-22,신촌 스타게이트,,,11410,서대문구,대현동, 
20200114,"22,000",0,0,2005,, ,34.22,6,116,SK리쳄블,,,11410,서대문구,합동, 
20200114,"25,000",0,0,2019,, ,32.09,3,400-3,디에이원파크,,,11410,서대문구,홍은동, 
20200114,"1,000",70,0,,, ,18.66,6,90-45,이화스테이,,,11410,서대문구,대현동, 
20200114,"1,000",71,0,2017,, ,19.31,4,37-32,영타운 지웰 에스테이트,,,11410,서대문구,대현동, 
20200114,"15,500",0,0,2018,, ,19.21,5,37-24,이대프리젠#4,,,11410,서대문구,대현동, 
20200114,"2,000",50,0,2005,, ,16.83,5,218-1,연희체스트빌,,,11410,서대문구,연희동, 
20200114,"3,000",60,0,2018,, ,18.03,6,37-48,에스엠피렌체,,,11410,서대문구,대현동, 
20200115,"3,000",55,0,2019,, ,12.87,3,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200115,"15,000",0,0,2018,, ,19.9,4,37-24,이대프리젠#4,,,11410,서대문구,대현동, 
20200115,"15,000",0,0,2018,, ,19.9,6,37-24,이대프리젠#4,,,11410,서대문구,대현동, 
20200115,"10,000",60,0,2019,, ,18.89,7,110-22,신촌 스타게이트,,,11410,서대문구,대현동, 
20200116,"1,000",55,0,2003,, ,18.9,4,188-57,(188-57),,,11410,서대문구,연희동, 
20200116,"25,000",40,0,2007,, ,89.73,1,340-27,현대싱그런,,,11410,서대문구,연희동, 
20200116,"1,000",68,0,2017,, ,15.06,8,90-44,이대프리젠#2,,,11410,서대문구,대현동, 
20200116,"20,000",0,0,2014,, ,23.38,8,104-5,신촌푸르지오시티,,,11410,서대문구,대현동, 
20200116,"14,000",0,0,2019,, ,13.37,3,90-22,슈테리움 오피스텔,,,11410,서대문구,대현동, 
20200116,"13,000",25,0,2019,, ,13.78,10,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200116,"24,000",0,0,2014,, ,29.62,3,104-36,신촌자이엘라,,,11410,서대문구,대현동, 
20200116,"3,000",55,0,2019,, ,12.87,4,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200117,"1,000",70,0,2009,, ,25.35,14,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20200117,"5,000",150,0,2007,, ,97.65,10,194-30,브라운스톤 연희,,,11410,서대문구,연희동, 
20200117,"1,000",75,0,2019,, ,16.13,6,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200117,"16,800",0,0,2018,, ,17.32,8,56-10,더가온 오피스텔,,,11410,서대문구,대현동, 
20200117,"1,000",65,0,2019,20.01~21.01,신규,13.29,4,90-22,슈테리움 오피스텔,,,11410,서대문구,대현동, 
20200117,"13,000",15,0,2003,, ,26.03,7,136-7,(136-7),,,11410,서대문구,연희동, 
20200117,"17,000",0,0,2018,, ,18.54,5,37-48,에스엠피렌체,,,11410,서대문구,대현동, 
20200117,"1,000",70,0,2006,, ,28.5,8,20-51,신영스카이텔,,,11410,서대문구,창천동, 
20200117,"3,500",58,0,2019,, ,14.09,5,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200117,"3,000",70,0,2004,, ,27.31,4,97-64,경선파인 오피스텔,,,11410,서대문구,창천동, 
20200118,"1,000",65,0,2004,, ,24.29,9,45-5,이화인비따레오피스텔,,,11410,서대문구,대현동, 
20200118,"3,000",60,0,2009,, ,28.82,8,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20200118,"1,000",90,0,2019,, ,18.89,6,110-22,신촌 스타게이트,,,11410,서대문구,대현동, 
20200118,"23,000",0,0,2014,, ,26.82,5,104-5,신촌푸르지오시티,,,11410,서대문구,대현동, 
20200118,"1,000",52,0,2018,, ,18.15,4,90-35,이대다올노블리움2차,,,11410,서대문구,대현동, 
20200118,"3,000",55,0,2019,, ,14.09,3,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200118,"1,000",68,0,2019,, ,13.78,8,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200119,"3,000",70,0,2019,, ,16.13,10,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200119,"3,000",75,0,2019,, ,18.81,7,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200120,"1,000",70,0,2006,, ,28.5,12,20-51,신영스카이텔,,,11410,서대문구,창천동, 
20200120,"3,000",61,0,2017,, ,20.27,7,37-32,영타운 지웰 에스테이트,,,11410,서대문구,대현동, 
20200120,"1,000",70,0,2009,, ,25.35,16,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20200120,"3,000",58,0,2019,, ,14.22,5,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200120,"1,000",67,0,2019,, ,13.78,4,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200120,"4,500",55,0,2019,, ,14.09,7,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200120,"1,000",88,0,2018,, ,27.42,7,1013,이편한세상신촌,,,11410,서대문구,북아현동, 
20200121,"10,000",50,0,2014,, ,26.76,5,104-5,신촌푸르지오시티,,,11410,서대문구,대현동, 
20200121,"25,500",0,0,2019,, ,32.09,4,400-3,디에이원파크,,,11410,서대문구,홍은동, 
20200121,"10,000",0,0,2005,, ,19.01,5,103-7,스페이스엠,,,11410,서대문구,연희동, 
20200121,"1,000",60,0,2004,, ,21.9,8,45-5,이화인비따레오피스텔,,,11410,서대문구,대현동, 
20200121,"17,000",0,0,2019,, ,13.56,9,90-22,슈테리움 오피스텔,,,11410,서대문구,대현동, 
20200121,"1,000",65,0,2017,, ,15.6,6,90-44,이대프리젠#2,,,11410,서대문구,대현동, 
20200121,"20,000",0,0,2019,, ,33.79,6,142-21,연희미다스파크,,,11410,서대문구,연희동, 
20200121,"17,000",0,0,2019,, ,13.56,9,90-22,슈테리움 오피스텔,,,11410,서대문구,대현동, 
20200122,"3,000",65,0,2019,, ,13.78,9,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200122,"1,000",92,0,2018,, ,27.16,5,1013,이편한세상신촌,,,11410,서대문구,북아현동, 
20200122,"1,000",90,0,2014,20.02~21.02,신규,28.43,13,104-5,신촌푸르지오시티,,,11410,서대문구,대현동, 
20200122,"1,000",58,0,2004,, ,19.61,6,45-5,이화인비따레오피스텔,,,11410,서대문구,대현동, 
20200122,"2,000",60,0,2019,, ,13.57,4,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200123,"3,000",60,0,2019,, ,14.22,6,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200123,"3,000",58,0,2019,, ,12.87,5,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200123,"1,000",70,0,2019,, ,13.78,3,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200123,"7,000",53,0,2019,, ,17.84,15,90-60,이대 포레스트,,,11410,서대문구,대현동, 
20200126,"1,000",80,0,2019,, ,15.88,3,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200127,"1,000",65,0,2015,, ,18.27,5,90-58,(90-58),,,11410,서대문구,대현동, 
20200128,"1,000",80,0,2019,, ,17.84,13,90-60,이대 포레스트,,,11410,서대문구,대현동, 
20200128,"21,000",0,0,2009,, ,28.82,5,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20200128,"3,000",55,0,2019,, ,14.22,4,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200129,"1,000",65,0,2019,, ,13.39,4,90-22,슈테리움 오피스텔,,,11410,서대문구,대현동, 
20200129,"20,500",0,0,2019,, ,17.37,6,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200129,"1,000",80,0,2018,, ,20.19,9,56-10,더가온 오피스텔,,,11410,서대문구,대현동, 
20200129,"1,900",66,0,2017,, ,20.27,3,37-32,영타운 지웰 에스테이트,,,11410,서대문구,대현동, 
20200129,"21,000",0,0,2014,, ,26.76,17,104-5,신촌푸르지오시티,,,11410,서대문구,대현동, 
20200129,"2,000",60,0,2019,, ,14.22,4,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200129,"3,000",60,0,2019,, ,14.22,6,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200129,"1,000",75,0,2019,, ,16.13,8,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200129,"1,000",80,0,2005,, ,31.41,12,29-81,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
20200130,"26,000",0,0,2019,, ,32.09,9,400-3,디에이원파크,,,11410,서대문구,홍은동, 
20200130,"15,000",0,0,2018,, ,14.46,5,37-15,이대프리젠#3,,,11410,서대문구,대현동, 
20200130,"10,000",20,0,2006,, ,19.4,7,190,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
20200130,"1,000",70,0,2017,, ,15.6,9,90-44,이대프리젠#2,,,11410,서대문구,대현동, 
20200130,"1,000",75,0,2018,, ,18.31,9,56-10,더가온 오피스텔,,,11410,서대문구,대현동, 
20200130,"1,000",82,0,2019,, ,17.84,9,90-60,이대 포레스트,,,11410,서대문구,대현동, 
20200130,"26,000",0,0,2019,, ,32.09,9,400-3,디에이원파크,,,11410,서대문구,홍은동, 
20200131,"20,300",0,0,2019,, ,17.37,3,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200131,"9,000",0,0,2002,, ,20.39,2,121-4,오벨리스크,,,11410,서대문구,연희동, 
20200131,"5,000",70,0,2005,, ,32.6,12,27-20,신촌가이아,,,11410,서대문구,대현동, 
20200131,"13,000",25,0,2019,, ,13.78,8,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200131,"8,500",0,0,2015,, ,14.04,4,90-41,(90-41),,,11410,서대문구,대현동, 
20200131,"1,000",80,0,2014,20.01~21.01,신규,23.7,19,104-5,신촌푸르지오시티,,,11410,서대문구,대현동, 
20200201,"10,000",45,0,2018,, ,17.31,7,90-77,유씨유 이대,,,11410,서대문구,대현동, 
20200201,"19,000",0,0,2006,, ,30.86,13,117,충정로대우디오빌,,,11410,서대문구,합동, 
20200201,"8,000",7,0,2005,, ,19.01,3,103-7,스페이스엠,,,11410,서대문구,연희동, 
20200201,"1,000",55,0,2005,, ,16.83,9,218-1,연희체스트빌,,,11410,서대문구,연희동, 
20200201,"3,000",87,0,2019,, ,20.05,7,110-22,신촌 스타게이트,,,11410,서대문구,대현동, 
20200201,"1,000",45,0,2003,, ,15.94,6,80-7,파라다이스텔에스비,,,11410,서대문구,연희동, 
20200201,"4,000",50,0,2004,20.02~21.02,신규,28.5,8,20-41,아남오피스텔,,,11410,서대문구,창천동, 
20200201,"15,500",0,0,2018,, ,19.21,5,37-24,이대프리젠#4,,,11410,서대문구,대현동, 
20200201,"1,000",60,0,2019,, ,14.21,5,90-36,이화블로섬하우스,,,11410,서대문구,대현동, 
20200201,"20,000",0,0,2019,, ,17.37,4,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200201,"1,000",82,0,2019,, ,16.89,8,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200201,"1,000",70,0,2019,, ,13.78,4,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200203,"23,000",0,0,2020,, ,25.6,6,90-50,애스턴빌,,,11410,서대문구,대현동, 
20200203,"1,000",80,0,2019,, ,17.37,6,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200203,"1,000",65,0,2019,, ,13.39,3,90-22,슈테리움 오피스텔,,,11410,서대문구,대현동, 
20200203,"1,000",65,0,2004,20.02~21.02,신규,24.29,9,45-5,이화인비따레오피스텔,,,11410,서대문구,대현동, 
20200203,"10,000",20,0,2003,, ,27.48,2,136-7,(136-7),,,11410,서대문구,연희동, 
20200203,"26,000",0,0,2019,, ,32.09,7,400-3,디에이원파크,,,11410,서대문구,홍은동, 
20200203,"12,000",13,0,2004,, ,19.81,2,103-6,라이온스톤,,,11410,서대문구,연희동, 
20200203,"26,000",0,0,2019,, ,32.09,8,400-3,디에이원파크,,,11410,서대문구,홍은동, 
20200204,"3,000",55,0,2019,, ,12.87,4,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200204,"3,500",63,0,2019,, ,14.09,8,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200204,"10,000",60,0,2019,, ,20.05,9,110-22,신촌 스타게이트,,,11410,서대문구,대현동, 
20200204,"1,000",50,0,2012,, ,20.79,9,427,신영오피스텔,,,11410,서대문구,홍은동, 
20200204,"1,000",73,0,2018,, ,16.99,10,56-10,더가온 오피스텔,,,11410,서대문구,대현동, 
20200204,"2,000",80,0,2018,, ,18.92,5,218-11,THE연희힐,,,11410,서대문구,연희동, 
20200204,"15,500",0,0,2018,, ,19.21,6,37-24,이대프리젠#4,,,11410,서대문구,대현동, 
20200204,"1,000",83,0,2019,, ,17.37,8,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200204,"1,000",60,0,2004,, ,19.26,1,97-64,경선파인 오피스텔,,,11410,서대문구,창천동, 
20200204,"26,000",0,0,2019,, ,32.09,7,400-3,디에이원파크,,,11410,서대문구,홍은동, 
20200204,"20,000",0,0,2006,, ,50.26,6,90-1,(90-1),,,11410,서대문구,대신동, 
20200204,"2,000",68,0,2006,, ,25.69,4,90-1,(90-1),,,11410,서대문구,대신동, 
20200205,"3,000",60,0,2019,, ,12.87,6,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200205,"4,500",55,0,2019,, ,12.87,7,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200205,860,90,0,2018,, ,27.16,9,1013,이편한세상신촌,,,11410,서대문구,북아현동, 
20200205,"36,000",0,0,2005,, ,61.23,14,116,SK리쳄블,,,11410,서대문구,합동, 
20200206,"1,000",70,0,2019,, ,13.39,5,90-22,슈테리움 오피스텔,,,11410,서대문구,대현동, 
20200206,"3,500",60,0,2019,, ,14.22,7,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200206,"26,500",0,0,2019,, ,32.09,11,400-3,디에이원파크,,,11410,서대문구,홍은동, 
20200206,"1,000",65,0,2018,20.02~21.02,신규,15.8,3,56-63,이대오늘아침 오피스텔,,,11410,서대문구,대현동, 
20200207,"10,000",0,0,2005,, ,19.01,5,103-7,스페이스엠,,,11410,서대문구,연희동, 
20200207,"2,000",70,0,2018,, ,20.93,6,37-48,에스엠피렌체,,,11410,서대문구,대현동, 
20200207,"1,000",70,0,2018,, ,20.93,4,37-48,에스엠피렌체,,,11410,서대문구,대현동, 
20200207,"3,500",63,0,2019,, ,14.09,9,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200207,"9,500",5,0,2002,, ,19.44,3,122-3,정연 지오빌,,,11410,서대문구,연희동, 
20200207,"15,000",0,0,2004,, ,19.81,5,103-6,라이온스톤,,,11410,서대문구,연희동, 
20200207,"1,000",80,0,2005,, ,34.22,9,116,SK리쳄블,,,11410,서대문구,합동, 
20200207,"3,500",63,0,2019,, ,14.22,8,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200207,"1,000",50,0,2002,, ,21.06,2,122-3,정연 지오빌,,,11410,서대문구,연희동, 
20200208,"1,000",70,0,2009,, ,25.35,18,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20200208,"3,500",63,0,2019,, ,12.87,9,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200208,"3,500",63,0,2019,, ,14.22,9,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200210,"10,000",0,0,2005,, ,19.01,3,103-7,스페이스엠,,,11410,서대문구,연희동, 
20200210,"1,000",70,0,2017,, ,20.37,9,37-32,영타운 지웰 에스테이트,,,11410,서대문구,대현동, 
20200210,"1,000",75,0,2018,, ,20.19,4,56-10,더가온 오피스텔,,,11410,서대문구,대현동, 
20200210,"2,000",85,0,2014,, ,27.61,8,104-36,신촌자이엘라,,,11410,서대문구,대현동, 
20200210,"10,000",0,0,2005,, ,19.01,3,103-7,스페이스엠,,,11410,서대문구,연희동, 
20200211,"3,000",60,0,2019,, ,13.57,6,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200211,"19,000",0,0,2006,, ,30.86,3,117,충정로대우디오빌,,,11410,서대문구,합동, 
20200211,"15,500",0,0,2018,, ,19.21,6,37-24,이대프리젠#4,,,11410,서대문구,대현동, 
20200211,"5,000",19,0,2015,, ,14.5,3,90-41,(90-41),,,11410,서대문구,대현동, 
20200211,"10,000",23,0,2006,, ,22.61,4,190,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
20200211,"19,000",0,0,2009,, ,25.35,13,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20200212,"1,000",65,0,2004,, ,24.29,8,45-5,이화인비따레오피스텔,,,11410,서대문구,대현동, 
20200212,"25,500",0,0,2019,, ,32.09,6,400-3,디에이원파크,,,11410,서대문구,홍은동, 
20200212,"25,500",0,0,2019,, ,32.09,6,400-3,디에이원파크,,,11410,서대문구,홍은동, 
20200212,"12,000",0,0,2002,, ,19.44,5,122-3,정연 지오빌,,,11410,서대문구,연희동, 
20200212,"3,500",63,0,2019,, ,14.22,9,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200212,"3,500",63,0,2019,, ,12.87,9,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200212,"23,000",0,0,2018,, ,24.1,6,90-42,이대다올노블리움2차,,,11410,서대문구,대현동, 
20200213,"3,500",63,0,2019,20.02~21.02,신규,12.87,8,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200213,"1,000",60,0,2019,, ,14.62,8,90-36,이화블로섬하우스,,,11410,서대문구,대현동, 
20200213,"15,500",0,0,2018,, ,19.21,3,37-24,이대프리젠#4,,,11410,서대문구,대현동, 
20200213,"21,000",0,0,2018,, ,21.43,5,37-15,이대프리젠#3,,,11410,서대문구,대현동, 
20200213,"1,000",70,0,2009,, ,25.35,13,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20200214,500,50,0,2003,, ,19.24,2,80-7,파라다이스텔에스비,,,11410,서대문구,연희동, 
20200214,"21,000",0,0,2018,, ,29.44,3,274-32,서대문 노블루체,,,11410,서대문구,홍은동, 
20200214,"1,000",80,0,2005,20.02~22.02,갱신,34.22,9,116,SK리쳄블,"1,000",80,11410,서대문구,합동, 
20200215,"15,500",0,0,2018,, ,19.21,3,37-24,이대프리젠#4,,,11410,서대문구,대현동, 
20200215,"3,000",58,0,2019,, ,13.57,5,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200215,"19,000",0,0,2009,, ,25.35,6,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20200215,"26,500",0,0,2019,, ,32.09,10,400-3,디에이원파크,,,11410,서대문구,홍은동, 
20200215,"1,000",76,0,2017,, ,20.27,9,37-32,영타운 지웰 에스테이트,,,11410,서대문구,대현동, 
20200215,"3,000",58,0,2019,, ,12.87,5,56-83,한빛슈테리움2차,,,11410,서대문구,대현동, 
20200215,"1,000",83,0,2019,, ,17.37,3,90-15,아리움Ⅰ,,,11410,서대문구,대현동, 
20200215,"1,000",80,0,2014,, ,23.38,18,104-5,신촌푸르지오시티,,,11410,서대문구,대현동, 
20200215,"10,000",0,0,2001,, ,16.2,5,212-2,연희소프트빌,,,11410,서대문구,연희동, 
20200216,"1,000",68,0,2017,, ,16.03,7,37-30,이대프리젠#1,,,11410,서대문구,대현동, 
20200216,"20,500",0,0,2020,, ,22.63,4,56-28,파크제이드 이화,,,11410,서대문구,대현동, 
20200216,"9,800",21,0,2006,, ,19.4,9,190,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
20200216,"1,000",70,0,2017,, ,20.27,4,37-32,영타운 지웰 에스테이트,,,11410,서대문구,대현동, 
20200217,"4,500",0,0,2018,, ,17.88,10,56-10,더가온 오피스텔,,,11410,서대문구,대현동, 
20200217,"18,000",0,0,2018,, ,17.66,13,90-77,유씨유 이대,,,11410,서대문구,대현동, 
20200218,"14,000",0,0,2004,, ,19.81,2,103-6,라이온스톤,,,11410,서대문구,연희동, 
20200218,"2,000",30,0,2004,, ,22.2,5,343-1,선정오피스텔,,,11410,서대문구,북가좌동, 
20200218,"1,000",50,0,2012,, ,20.79,6,427,신영오피스텔,,,11410,서대문구,홍은동, 
20200218,"20,000",0,0,2007,, ,31.96,5,194-30,브라운스톤 연희,,,11410,서대문구,연희동, 
20200218,"9,800",25,0,2006,, ,19.4,6,190,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
20200219,"23,500",0,0,2018,, ,24.1,3,90-35,이대다올노블리움2차,,,11410,서대문구,대현동, 
20200219,"7,000",60,0,2014,, ,29.45,9,104-36,신촌자이엘라,,,11410,서대문구,대현동, 
20200219,"16,500",0,0,2005,, ,26.74,9,27-20,신촌가이아,,,11410,서대문구,대현동, 
20200219,"10,000",55,0,2014,, ,28.43,13,104-5,신촌푸르지오시티,,,11410,서대문구,대현동, 
20200219,"24,000",0,0,2014,, ,29.62,6,104-36,신촌자이엘라,,,11410,서대문구,대현동, 
20200220,"21,000",0,0,2014,, ,23.7,5,104-5,신촌푸르지오시티,,,11410,서대문구,대현동, 
20200220,"7,000",10,0,2002,20.03~22.02,신규,20.39,3,121-4,오벨리스크,,,11410,서대문구,연희동, 
20200220,"10,000",90,0,2019,, ,20.05,6,110-22,신촌 스타게이트,,,11410,서대문구,대현동, 
20200220,"1,000",80,0,2007,, ,28.79,5,194-30,브라운스톤 연희,,,11410,서대문구,연희동, 
