dealDate,deposit,monthlyRent,calcedRent,aptNm,buildYear,contractTerm,contractType,excluUseAr,floor,jibun,preDeposit,preMonthlyRent,sggCd,umdNm,useRRRight
20200104,"68,000",0,0,신촌푸르지오,2015,, ,84.9892,13,1011,,,11410,북아현동, 
20200104,"10,000",0,0,서소문,1971,, ,42.64,2,215,,,11410,미근동, 
20200104,"57,000",0,0,DMC래미안e편한세상,2012,, ,84.95,10,481,,,11410,북가좌동, 
20200104,"33,000",0,0,성원,2001,, ,59.61,4,740,,,11410,연희동, 
20200104,"30,000",0,0,북한산두산위브,2020,, ,50.4,15,467,,,11410,홍은동, 
20200104,"28,000",0,0,독립문파크빌,2000,, ,59.4,1,1019,,,11410,현저동, 
20200104,"35,000",0,0,두산,1999,20.02~22.02,신규,59.96,2,1009,,,11410,북아현동, 
20200104,"32,000",0,0,남가좌동현대,1999,, ,59.4,15,376,,,11410,남가좌동, 
20200104,"20,000",70,0,청구1차,1994,, ,84.78,10,453,,,11410,홍제동, 
20200104,"28,500",0,0,문화촌현대,2002,, ,59.94,4,463,,,11410,홍제동, 
20200104,"46,000",0,0,북가좌삼호,1996,, ,114.03,6,449,,,11410,북가좌동, 
20200104,"40,000",0,0,신일해피트리,2005,, ,84.98,7,455,,,11410,북가좌동, 
20200104,"64,000",0,0,신촌푸르지오,2015,, ,84.9953,6,1011,,,11410,북아현동, 
20200104,"35,000",0,0,홍제비콘드림힐,2006,, ,84.946,2,468,,,11410,홍제동, 
20200104,"41,000",0,0,인왕산현대,2000,, ,84.9,1,460,,,11410,홍제동, 
