dealDate,deposit,monthlyRent,calcedRent,buildYear,contractTerm,contractType,excluUseAr,floor,houseType,jibun,mhouseNm,preDeposit,preMonthlyRent,sggCd,umdNm,useRRRight
20200101,"8,000",0,0,2014,, ,42.75,1,다세대,89-24,연희애가,,,11410,연희동, 
20200101,"22,000",0,0,2019,, ,29.92,3,다세대,313-19,신안휴먼타운,,,11410,북가좌동, 
20200102,"30,000",0,0,1984,, ,147.17,2,연립,8-1,동보빌라,,,11410,충정로3가, 
20200102,"9,000",0,0,1983,, ,34.01,1,다세대,723-5,(723-5),,,11410,연희동, 
20200102,"17,000",0,0,2008,, ,74.04,1,다세대,3-87,화인빌리지2차,,,11410,북가좌동, 
20200102,"13,000",0,0,1987,, ,45.21,2,다세대,328-8,(328-8),,,11410,남가좌동, 
20200102,"12,000",0,0,2012,, ,28.65,2,다세대,397-29,골드클래스,,,11410,홍은동, 
20200102,"16,500",0,0,1995,, ,40.1,1,다세대,121-11,(121-11),,,11410,연희동, 
20200102,"22,000",0,0,2008,, ,55.32,2,다세대,613-5,보경빌라,,,11410,연희동, 
20200102,"27,000",0,0,2002,, ,52.74,2,다세대,81-29,아미린빌스,,,11410,연희동, 
20200102,"22,000",0,0,2008,, ,55.32,2,다세대,613-5,보경빌라,,,11410,연희동, 
20200103,"6,000",0,0,2001,, ,32.6,-1,다세대,287-3,인준빌,,,11410,연희동, 
20200103,"1,000",72,0,2016,, ,25.92,5,다세대,410-14,엘림하우스,,,11410,홍은동, 
20200103,"25,000",0,0,2017,, ,57.03,3,다세대,289-28,클라인하우제,,,11410,북가좌동, 
20200103,"18,000",0,0,2007,, ,43.06,4,다세대,383-13,영광빌라,,,11410,북가좌동, 
20200103,"24,000",0,0,2002,, ,57.6,1,연립,340-29,샬롬아트빌,,,11410,연희동, 
20200103,"22,500",0,0,2019,, ,29.94,5,다세대,313-19,신안휴먼타운,,,11410,북가좌동, 
20200103,"22,500",0,0,2019,, ,29.94,5,다세대,313-19,신안휴먼타운,,,11410,북가좌동, 
20200104,"1,000",50,0,1993,, ,45.3,1,다세대,170-166,(170-166),,,11410,연희동, 
20200104,"2,000",50,0,2013,, ,12.17,4,다세대,90-27,금반석시티빌7차,,,11410,창천동, 
20200104,0,36,0,2012,, ,17.1,2,다세대,328-14,다인하우스(328-14),,,11410,북가좌동, 
20200104,"2,000",50,0,2001,, ,20.34,2,다세대,237-7,제니스빌,,,11410,연희동, 
20200104,"20,500",0,0,2002,, ,58.05,1,다세대,80-142,한아름빌라,,,11410,북가좌동, 
20200104,"15,000",0,0,2003,, ,24,4,다세대,350-13,(350-13),,,11410,연희동, 
20200104,"15,000",10,0,2011,, ,29.19,3,다세대,120-113,(120-113),,,11410,천연동, 
20200104,"10,000",0,0,1994,20.01~22.01,신규,42.8,2,다세대,363-1,연세빌라,,,11410,남가좌동, 
20200104,"20,000",0,0,2003,, ,54.03,4,다세대,350-13,(350-13),,,11410,연희동, 
20200105,"5,000",0,0,2013,, ,20.52,4,다세대,327-9,(327-9),,,11410,남가좌동, 
20200105,"29,000",0,0,2017,, ,69.25,4,다세대,278-16,(278-16),,,11410,북가좌동, 
20200105,"22,000",0,0,2014,, ,52.39,3,다세대,311-8,삼성캐스빌(311-8),,,11410,북가좌동, 
20200105,"25,000",0,0,2019,, ,48.1,3,다세대,74-89,더플레이스,,,11410,북가좌동, 
20200105,500,50,0,2016,, ,13.33,3,다세대,409-50,(409-50),,,11410,홍은동, 
20200106,"17,800",0,0,2018,, ,29.66,2,다세대,329-14,빌리브케슬,,,11410,북가좌동, 
20200106,"25,000",0,0,2013,, ,45.45,2,다세대,330-1,태양아트빌,,,11410,북가좌동, 
20200106,"10,000",5,0,1987,, ,41.58,1,연립,376-26,동원,,,11410,홍은동, 
20200106,"2,000",60,0,2003,, ,28.5,4,다세대,90-34,스카이빌,,,11410,창천동, 
20200106,"15,000",0,0,1979,, ,166.61,1,연립,7-1,충정맨션,,,11410,충정로3가, 
20200106,"1,000",50,0,1992,, ,30.2,1,다세대,312-6,(312-6),,,11410,홍제동, 
20200106,"20,000",0,0,2013,, ,56.04,4,다세대,296-26,동진홈타운(296-26),,,11410,북가좌동, 
20200106,"1,500",40,0,2003,, ,65.82,4,다세대,124,화림빌딩,,,11410,대신동, 
20200106,"19,000",0,0,2015,, ,25.8,2,다세대,724-29,금창빌라,,,11410,연희동, 
20200106,"19,500",0,0,2011,, ,73.49,5,다세대,335-2,청마세르빌,,,11410,남가좌동, 
20200106,"12,600",0,0,2011,, ,29.37,3,다세대,120-113,(120-113),,,11410,천연동, 
20200106,"10,000",5,0,1987,, ,41.58,1,연립,376-26,동원,,,11410,홍은동, 
20200106,"13,000",0,0,2017,, ,18.82,5,다세대,340-33,동하아트빌(340-33),,,11410,북가좌동, 
20200107,"3,000",40,0,2011,, ,11.6,2,다세대,90-46,연세힐하우스,,,11410,창천동, 
20200107,"10,000",30,0,2018,, ,38.37,3,다세대,27-2,서대문은옥재,,,11410,냉천동, 
20200107,"10,000",100,0,2015,, ,51.41,3,다세대,351,골든하우스,,,11410,창천동, 
20200107,"22,500",0,0,2018,, ,28.59,2,다세대,260-17,(260-17),,,11410,홍제동, 
20200107,"13,500",0,0,1994,, ,50.52,1,다세대,312-21,대원,,,11410,홍제동, 
20200107,"1,000",45,0,2004,, ,72.37,2,다세대,194-60,SK빌,,,11410,연희동, 
20200107,"13,000",0,0,2002,, ,51.34,2,다세대,283-11,(283-11),,,11410,홍제동, 
20200107,"27,000",0,0,2016,, ,54.8,4,다세대,322-5,네오스빌,,,11410,북가좌동, 
20200107,"12,000",0,0,2015,, ,17.98,3,다세대,319,라임빌,,,11410,창천동, 
20200107,"1,839",15,0,2014,, ,54.53,4,다세대,195-16,이도빌라2차,,,11410,홍은동, 
20200108,"22,800",0,0,2019,, ,29.98,3,다세대,313-19,신안휴먼타운,,,11410,북가좌동, 
20200108,"1,500",35,0,2001,, ,83.56,2,연립,290-1,연세아크로폴리스,,,11410,연희동, 
20200108,"5,000",80,0,2019,, ,46.2,6,다세대,142-21,연희미다스파크,,,11410,연희동, 
20200108,"5,000",30,0,2004,, ,96.48,2,다세대,200,(200-0),,,11410,창천동, 
20200108,300,30,0,2000,, ,75.17,-1,다세대,42-13,(42-13),,,11410,연희동, 
20200108,"2,000",60,0,2004,20.02~22.02,신규,37.37,5,다세대,218-23,이스턴빌,,,11410,연희동, 
20200108,"26,000",0,0,2019,, ,44.93,3,다세대,74-89,더플레이스,,,11410,북가좌동, 
20200108,"14,000",0,0,2014,, ,28.89,4,다세대,274-55,인욱팰리스,,,11410,홍은동, 
20200108,"22,000",0,0,2015,, ,31.95,3,다세대,100-5,금반석시티빌39차,,,11410,창천동, 
20200108,500,53,0,2012,, ,16.76,3,다세대,324-13,라온빌,,,11410,남가좌동, 
20200108,"13,000",0,0,2002,, ,58.15,3,다세대,283-11,(283-11),,,11410,홍제동, 
20200108,"15,000",0,0,2001,, ,47.84,2,다세대,316-15,충우(316-15),,,11410,북가좌동, 
20200109,"34,000",0,0,2019,, ,58.18,5,다세대,205-1,하우스205,,,11410,홍은동, 
20200109,"6,000",20,0,2012,, ,15.6,3,다세대,340-17,(340-17),,,11410,연희동, 
20200109,"4,000",35,0,2011,, ,23.94,2,다세대,390,(390-0),,,11410,창천동, 
20200109,"1,000",63,0,2018,, ,15.19,4,다세대,100-127,(100-127),,,11410,창천동, 
20200109,"5,000",40,0,1985,, ,87.57,1,연립,322-1,코오롱빌라,,,11410,홍은동, 
20200109,"15,500",0,0,2018,, ,15.71,10,다세대,37-24,이대프리젠#4,,,11410,대현동, 
20200109,"24,000",0,0,2016,, ,58.845,5,다세대,3-39,거북하우스,,,11410,남가좌동, 
20200109,"34,000",0,0,2019,, ,58.18,5,다세대,205-1,하우스205,,,11410,홍은동, 
20200109,"27,000",0,0,2018,, ,53.8,2,다세대,715-6,연희에이스,,,11410,연희동, 
20200110,"10,000",0,0,1994,, ,53.76,1,다세대,195-5,성진빌라,,,11410,홍은동, 
20200110,"1,000",50,0,1996,, ,28.2,3,다세대,140-1,파크하우스,,,11410,대신동, 
20200110,"1,000",65,0,2011,, ,13.38,4,다세대,370,아트빌리지,,,11410,창천동, 
20200110,"3,000",60,0,2003,, ,41.22,3,다세대,383-11,프렌치빌라,,,11410,북가좌동, 
20200110,"1,000",60,0,2013,, ,20.67,3,다세대,37-4,서호빌,,,11410,충정로2가, 
20200110,"6,000",25,0,2003,, ,23.18,4,다세대,100-76,풀하우스,,,11410,창천동, 
20200110,"22,000",0,0,2019,, ,29.17,2,다세대,205-1,하우스205,,,11410,홍은동, 
20200110,"22,000",0,0,2019,, ,29.17,2,다세대,205-1,하우스205,,,11410,홍은동, 
20200111,"11,000",0,0,2015,, ,12.15,5,다세대,724-29,금창빌라,,,11410,연희동, 
20200111,"17,500",0,0,2014,, ,27.89,4,다세대,346-8,해피리움,,,11410,북가좌동, 
20200111,"1,000",60,0,2016,, ,29.77,4,다세대,344-149,(344-149),,,11410,연희동, 
20200111,"1,000",60,0,2011,, ,13.46,4,다세대,370,아트빌리지,,,11410,창천동, 
20200111,"3,000",100,0,2016,, ,45.49,3,다세대,136-30,연희휴니스빌,,,11410,연희동, 
20200111,"17,500",0,0,2015,, ,22.96,4,다세대,724-29,금창빌라,,,11410,연희동, 
20200111,"23,200",0,0,2003,, ,63.96,3,다세대,302-23,한아름빌라(302-23),,,11410,북가좌동, 
20200111,"9,000",0,0,2002,, ,35.3,3,다세대,99-10,해피빌3차,,,11410,창천동, 
20200111,"18,200",70,0,2005,, ,98.21,4,다세대,131-17,그레이스C동,,,11410,홍제동, 
20200111,"4,000",60,0,2018,20.02~21.02,신규,29.49,2,다세대,410-36,(410-36),,,11410,홍은동, 
20200111,"16,000",0,0,1992,, ,113.03,2,연립,32-57,(32-57),,,11410,충정로3가, 
20200111,"1,000",75,0,2016,, ,28.77,4,다세대,412-12,오로라,,,11410,홍은동, 
20200111,"2,000",35,0,2013,, ,31.59,4,다세대,410-19,그레이스하우스,,,11410,홍은동, 
20200111,"14,000",0,0,2019,, ,21.1,4,다세대,10-236,미소지움,,,11410,홍은동, 
20200111,"18,500",0,0,1997,, ,47.79,3,다세대,5-227,아람빌라2,,,11410,남가좌동, 
20200112,"5,000",115,0,2003,, ,96.33,5,다세대,106-24,예실홈타운,,,11410,연희동, 
20200112,500,40,0,2012,, ,17.525,3,다세대,324-29,T.JHouse,,,11410,남가좌동, 
20200112,"24,000",0,0,2003,, ,81,3,연립,3-8,(3-8),,,11410,북가좌동, 
20200112,"10,000",0,0,1993,, ,38.92,1,다세대,330-24,(330-24),,,11410,남가좌동, 
20200112,"8,900",0,0,2015,, ,14.04,8,다세대,90-41,(90-41),,,11410,대현동, 
20200113,"10,000",0,0,1986,, ,36.275,1,다세대,142-26,동진주택5동,,,11410,연희동, 
20200113,"15,000",0,0,2003,, ,45.29,1,다세대,285-8,(285-8),,,11410,홍제동, 
20200113,"1,000",70,0,2007,, ,16.93,2,연립,194-30,브라운스톤연희,,,11410,연희동, 
20200113,"20,000",0,0,1984,, ,113.52,2,다세대,8-1,동보빌라,,,11410,충정로3가, 
20200113,"6,000",30,0,2002,, ,29.33,3,다세대,287-11,아이비하우스,,,11410,연희동, 
20200113,"27,500",0,0,2019,, ,25.44,13,다세대,400-3,디에이원파크,,,11410,홍은동, 
20200113,"8,000",0,0,1983,, ,15.21,3,다세대,4-121,(4-121),,,11410,창천동, 
20200113,"13,000",0,0,2017,, ,14.44,2,다세대,259,세림,,,11410,창천동, 
20200113,"14,000",0,0,2003,, ,49.82,2,다세대,5-52,민성빌라(5-52),,,11410,북가좌동, 
20200113,"25,000",0,0,1997,, ,64.2,4,연립,1-341,(1-341),,,11410,북아현동, 
20200113,"14,000",0,0,2003,, ,49.82,2,다세대,5-52,민성빌라(5-52),,,11410,북가좌동, 
20200113,"24,000",0,0,2016,, ,47.38,3,다세대,321-22,라클라쎄(321-22),,,11410,북가좌동, 
20200113,"1,000",82,0,1993,20.01~22.01,신규,50.62,2,다세대,163-13,삼우빌라,,,11410,연희동, 
20200113,"30,000",0,0,2015,, ,48.49,5,다세대,351,골든하우스,,,11410,창천동, 
20200113,"30,000",0,0,2002,, ,66.46,3,다세대,350-27,초원빌라(B),,,11410,북가좌동, 
20200113,"22,000",0,0,2014,, ,41.88,3,다세대,280-5,시크빌리지,,,11410,홍제동, 
20200113,"1,000",40,0,2013,, ,13.44,3,다세대,410-19,그레이스하우스,,,11410,홍은동, 
20200113,"1,000",48,0,2002,, ,21.28,4,다세대,136-29,네오스페이스,,,11410,연희동, 
20200113,"20,000",0,0,2008,, ,57.18,3,다세대,613-5,보경빌라,,,11410,연희동, 
20200113,"7,000",5,0,2004,, ,72.37,2,다세대,194-60,SK빌,,,11410,연희동, 
20200113,"1,388",18,0,2019,, ,59.29,5,연립다세대,466,청년미래공동체주택(임대),,,11410,홍은동, 
20200113,983,13,0,2019,, ,63.04,3,연립다세대,466,청년미래공동체주택(임대),,,11410,홍은동, 
20200113,"30,000",0,0,2015,, ,48.49,5,다세대,351,골든하우스,,,11410,창천동, 
20200114,"22,000",0,0,2019,, ,29.92,2,다세대,313-19,신안휴먼타운,,,11410,북가좌동, 
20200114,500,40,0,2012,, ,17.525,2,다세대,324-29,T.JHouse,,,11410,남가좌동, 
20200114,"30,000",0,0,2019,, ,43.18,2,다세대,136-1,제니스빌,,,11410,홍제동, 
20200114,0,30,0,2017,, ,57.9,4,다세대,74-211,다원샤인빌,,,11410,북가좌동, 
20200114,"9,000",0,0,1991,, ,51.76,1,다세대,3-123,미주빌라(3-123),,,11410,북가좌동, 
20200114,"1,000",100,0,2016,, ,31.54,5,다세대,76-6,주건축물제1동,,,11410,연희동, 
20200114,"7,000",30,0,2002,, ,24.01,2,다세대,69-2,백산타운,,,11410,연희동, 
20200114,"8,000",0,0,1991,, ,42.14,1,다세대,156-9,(156-9),,,11410,연희동, 
20200114,"15,000",0,0,2016,20.02~22.02,신규,21.51,4,다세대,504-5,선화빌딩,,,11410,창천동, 
20200114,"16,000",0,0,1989,, ,44.64,3,다세대,348-25,홍일하이츠빌(B동),,,11410,북가좌동, 
20200114,"14,000",0,0,2000,, ,55.36,4,다세대,5-51,세방퍼스트빌,,,11410,북가좌동, 
20200114,300,48,0,2014,, ,15.05,3,다세대,344-46,디자인하우스,,,11410,남가좌동, 
20200115,500,60,0,2006,20.02~21.02,신규,32.72,2,연립,129-3,바우하우스(129-3),,,11410,대신동, 
20200115,"1,000",60,0,2012,, ,12.01,3,연립,150,이대역마에스트로,,,11410,대현동, 
20200115,"1,000",70,0,2016,, ,29.78,2,다세대,3-144,동우아이파크,,,11410,북가좌동, 
20200115,"7,000",0,0,1987,, ,28.08,3,다세대,125-1,봉원빌라,,,11410,대신동, 
20200115,"2,000",150,0,2006,, ,88.76,3,다세대,78-27,대화,,,11410,연희동, 
20200115,500,65,0,2017,, ,20.01,2,다세대,340-1,(340-1),,,11410,남가좌동, 
20200115,"20,000",0,0,1995,, ,48.15,3,연립,446-119,원일빌라,,,11410,연희동, 
20200115,"6,000",20,0,2007,, ,29.98,1,다세대,275-1,우리홈타운,,,11410,연희동, 
20200115,"10,000",40,0,1997,, ,41.31,2,다세대,284,(284-0),,,11410,창천동, 
20200115,"15,000",0,0,1991,, ,47.77,1,다세대,267-46,(267-46),,,11410,홍제동, 
20200115,"23,000",0,0,2003,, ,50.45,3,다세대,98-72,리빙톱빌라B동,,,11410,천연동, 
20200115,556,7,0,2014,, ,16.83,3,다세대,5-92,주영테크빌,,,11410,북가좌동, 
20200115,"17,000",0,0,2019,, ,21.2,5,다세대,10-310,미소지움105동,,,11410,홍은동, 
20200115,"4,000",75,0,2004,, ,55.02,5,다세대,187-45,연희그린빌라,,,11410,연희동, 
20200115,"24,000",0,0,2016,, ,58.845,5,다세대,3-39,거북하우스,,,11410,남가좌동, 
20200115,100,13,0,2014,, ,24.26,5,다세대,3-68,제이씨아트빌2차,,,11410,남가좌동, 
20200115,"42,000",0,0,2018,, ,31.37,5,다세대,48-11,블레어빌,,,11410,연희동, 
20200116,"8,000",15,0,2018,, ,22.09,2,다세대,410-37,성재하우스,,,11410,홍은동, 
20200116,"1,000",95,0,2001,, ,48.49,4,다세대,90-14,(90-14),,,11410,창천동, 
20200116,"21,500",0,0,2016,, ,38.64,2,다세대,73-23,청마스마트빌,,,11410,남가좌동, 
20200116,500,52,0,2002,, ,24.22,1,다세대,128-5,명래하우스,,,11410,대신동, 
20200116,"17,000",0,0,2013,, ,40.92,2,다세대,265-88,삼정빌,,,11410,홍은동, 
20200116,"1,500",80,0,2002,, ,32.43,5,다세대,194-55,연훈빌라,,,11410,연희동, 
20200116,500,48,0,2002,, ,36.21,3,다세대,265-71,화이트빌8,,,11410,홍은동, 
20200117,"23,000",0,0,2006,, ,92.72,3,다세대,190-8,바우하우스,,,11410,홍은동, 
20200117,"15,000",0,0,2019,, ,22.65,2,다세대,10-310,미소지움105동,,,11410,홍은동, 
20200117,"26,000",0,0,2019,, ,48.15,3,다세대,279-88,루가노빌1,,,11410,홍제동, 
20200117,"1,000",65,0,2012,20.01~21.01,신규,13.27,5,연립,150,이대역마에스트로,,,11410,대현동, 
20200117,"11,000",0,0,2003,, ,30.21,4,다세대,100-76,풀하우스,,,11410,창천동, 
20200117,"4,000",50,0,2012,, ,12.01,3,연립,150,이대역마에스트로,,,11410,대현동, 
20200117,"18,000",0,0,1982,, ,60.17,3,연립,194-68,연세빌라,,,11410,연희동, 
20200117,"1,000",60,0,2012,, ,12.01,2,연립,150,이대역마에스트로,,,11410,대현동, 
20200117,500,40,0,2002,, ,23.87,2,다세대,400-15,(400-15),,,11410,홍은동, 
20200117,"2,000",70,0,2016,, ,45.7,3,다세대,339-11,영창캐슬,,,11410,북가좌동, 
20200117,300,40,0,2004,, ,10.39,4,다세대,124-6,(124-6),,,11410,대신동, 
20200117,"23,000",0,0,2006,, ,92.72,3,다세대,190-8,바우하우스,,,11410,홍은동, 
20200117,"11,000",0,0,2001,, ,22.74,2,다세대,100-124,블루힐,,,11410,창천동, 
20200117,"17,000",0,0,2015,, ,33.3,4,다세대,3-54,에코더블레스,,,11410,북가좌동, 
20200118,500,55,0,2013,, ,15.55,3,다세대,285,석호하이빌,,,11410,창천동, 
20200118,"16,000",0,0,1993,, ,63,1,다세대,340-24,(340-24),,,11410,북가좌동, 
20200118,"2,000",40,0,2012,, ,20.53,3,다세대,293-12,(293-12),,,11410,북가좌동, 
20200118,"1,000",52,0,2012,, ,12.06,2,다세대,62-12,공간휴(62-12),,,11410,대현동, 
20200118,"27,300",0,0,2018,, ,45.22,5,다세대,261-5,롯데빌라,,,11410,홍제동, 
20200118,"18,500",0,0,2016,, ,29.21,2,다세대,336-31,대상데코빌,,,11410,북가좌동, 
20200118,"7,000",20,0,1992,, ,61.56,4,다세대,3-79,상신빌라(3-79),,,11410,북가좌동, 
20200118,"9,000",0,0,2004,, ,72.37,3,다세대,194-60,SK빌,,,11410,연희동, 
20200118,"5,000",42,0,1993,, ,57.59,3,다세대,3-212,우신빌라8차,,,11410,북아현동, 
20200118,"33,000",0,0,2015,, ,54.35,1,다세대,105-1,세민하이파크,,,11410,연희동, 
20200118,"24,000",0,0,2015,, ,49.21,3,다세대,9-314,쿤스트빌,,,11410,홍은동, 
20200118,500,53,0,2011,, ,17.64,3,다세대,304-1,(304-1),,,11410,연희동, 
20200118,500,50,0,2013,, ,14.57,3,다세대,285,석호하이빌,,,11410,창천동, 
20200118,"34,000",0,0,2018,, ,41.93,4,다세대,295-37,한신갤러리시그니처,,,11410,북가좌동, 
20200118,"16,000",0,0,2001,, ,37.48,2,다세대,3-20,(3-20),,,11410,충정로3가, 
20200118,"20,000",0,0,2017,, ,50.27,2,다세대,5-49,비전파크,,,11410,북가좌동, 
20200119,"5,000",100,0,2016,, ,55.5,5,다세대,136-30,연희휴니스빌,,,11410,연희동, 
20200119,500,50,0,2004,, ,13.28,5,다세대,70-26,(70-26),,,11410,창천동, 
20200119,"19,000",0,0,2011,, ,29.9,1,다세대,90-47,(90-47),,,11410,창천동, 
20200119,"23,000",0,0,2001,, ,73.5,1,연립,446-246,광남캐스빌,,,11410,연희동, 
20200119,"26,500",0,0,2019,, ,48.1,2,다세대,74-89,더플레이스,,,11410,북가좌동, 
20200119,"8,000",0,0,1979,, ,83.3,1,연립,7-1,충정맨션,,,11410,충정로3가, 
20200120,"12,000",0,0,2013,, ,26.06,3,다세대,265-492,루미아트B동,,,11410,홍은동, 
20200120,"20,000",0,0,1997,, ,56.88,2,다세대,284,(284-0),,,11410,창천동, 
20200120,"14,000",0,0,2001,, ,63.85,3,다세대,75-7,대성빌라,,,11410,북가좌동, 
20200120,"25,000",0,0,2011,, ,54.08,4,다세대,258,(258-0),,,11410,창천동, 
20200120,"12,000",0,0,1996,, ,49.14,1,연립,277-53,(277-53),,,11410,홍은동, 
20200120,"16,000",0,0,2018,, ,23.14,5,다세대,398-1,빛나는빌드,,,11410,홍은동, 
20200120,"20,500",0,0,2015,, ,36.09,3,다세대,336-9,한양아트빌,,,11410,북가좌동, 
20200120,"17,000",0,0,2013,, ,42.2,4,다세대,5-19,VONOHOUSE,,,11410,남가좌동, 
20200120,"1,000",50,0,1977,, ,25.82,1,연립,338-55,(338-55),,,11410,남가좌동, 
20200120,"22,000",0,0,2019,, ,29.94,3,다세대,313-19,신안휴먼타운,,,11410,북가좌동, 
20200120,"25,000",0,0,2002,, ,80.72,2,다세대,312-113,(312-113),,,11410,홍제동, 
20200121,"29,000",0,0,2002,, ,84.29,1,연립,458,금송힐스빌,,,11410,홍은동, 
20200121,"2,000",70,0,2012,, ,49.17,4,다세대,331-22,한양아트빌,,,11410,북가좌동, 
20200121,"30,000",0,0,2002,, ,93.06,3,다세대,1-81,진흥빌6차,,,11410,북아현동, 
20200121,"1,000",50,0,2013,, ,13.21,6,연립,263,성산빌딩,,,11410,냉천동, 
20200121,"3,000",40,0,2002,, ,39.57,5,다세대,327-47,경일파크빌,,,11410,남가좌동, 
20200121,"10,000",0,0,1997,, ,44.85,-1,연립,1-341,(1-341),,,11410,북아현동, 
20200121,"14,000",0,0,1994,, ,46.7,1,다세대,296-14,정우빌라,,,11410,북가좌동, 
20200121,"9,000",50,0,1987,, ,71.34,3,연립,355,금호,,,11410,홍은동, 
20200121,"5,000",40,0,2012,20.02~21.02,신규,12.01,2,연립,150,이대역마에스트로,,,11410,대현동, 
20200121,"10,000",0,0,2001,, ,69.89,-1,다세대,279-7,라운드아트빌,,,11410,북가좌동, 
20200121,"1,000",50,0,2009,, ,54.22,4,다세대,127-9,(127-9),,,11410,대신동, 
20200121,"26,900",0,0,2019,, ,28.9,2,다세대,331-6,파크원,,,11410,북가좌동, 
20200121,"26,000",0,0,2002,, ,74.98,3,다세대,3-90,엘지빌리지,,,11410,충정로3가, 
20200121,"26,900",0,0,2019,, ,28.9,2,다세대,331-6,파크원,,,11410,북가좌동, 
20200121,"1,500",0,0,1975,20.02~22.02,신규,59.2,1,다세대,113-12,(113-12),,,11410,북아현동, 
20200121,"7,000",0,0,1992,, ,58.14,1,다세대,265-201,나은빌라(A동),,,11410,홍은동, 
20200121,"19,000",0,0,1994,, ,29.71,1,다세대,410-22,연희백산빌라,,,11410,연희동, 
20200122,"1,000",45,0,2013,, ,12.87,2,다세대,407-5,프라임하우스,,,11410,홍은동, 
20200122,"22,000",0,0,2014,, ,49.49,2,다세대,347-42,영주아트빌(347-42),,,11410,북가좌동, 
20200122,500,60,0,1992,, ,33.25,3,다세대,3-41,(3-41),,,11410,충정로3가, 
20200122,"23,000",0,0,1997,, ,61.67,2,다세대,80-25,현대멘숀,,,11410,천연동, 
20200122,"23,000",0,0,2019,, ,29.94,2,다세대,313-19,신안휴먼타운,,,11410,북가좌동, 
20200122,"10,000",40,0,2014,, ,45.6,2,다세대,325-32,카리스글로리아,,,11410,북가좌동, 
20200122,"10,000",0,0,1991,, ,58.68,3,연립,8-35,"초원빌라(8-35가,나동)",,,11410,홍은동, 
20200122,"18,000",0,0,2002,, ,43.52,3,다세대,347-23,골든하이츠빌라A,,,11410,북가좌동, 
20200122,"26,000",0,0,2003,, ,84.35,3,다세대,329-23,(329-23),,,11410,북가좌동, 
20200123,"1,000",45,0,2017,20.02~21.02,신규,17.365,2,다세대,4-12,위즈하우스,,,11410,홍은동, 
20200123,"22,000",0,0,2019,, ,27.08,4,다세대,310-5,더플레이스한양(310-5),,,11410,북가좌동, 
20200123,"3,000",40,0,2015,, ,29.54,4,다세대,181,무악팰리스,,,11410,영천동, 
20200123,"10,000",400,0,2018,, ,127.83,3,다세대,187-85,(187-85),,,11410,연희동, 
20200123,"15,000",0,0,2004,, ,40.11,5,다세대,368-14,현대아트빌(368-14),,,11410,북가좌동, 
20200124,"15,000",0,0,2002,, ,28.59,5,다세대,424,용선빌라,,,11410,창천동, 
20200126,"1,000",50,0,1987,, ,44.07,1,다세대,288-4,(288-4),,,11410,북가좌동, 
20200127,"25,000",0,0,1990,, ,82.35,2,다세대,304-9,(304-9),,,11410,연희동, 
20200128,"24,000",0,0,2014,, ,56.18,3,다세대,313-7,진성위너스빌,,,11410,북가좌동, 
20200128,"1,000",72,0,2018,20.02~21.02,신규,16.4,8,다세대,37-24,이대프리젠#4,,,11410,대현동, 
20200128,"3,000",36,0,2012,, ,34.68,1,다세대,340-17,(340-17),,,11410,연희동, 
20200128,500,65,0,2011,, ,26.01,4,다세대,43-1,화이트빌,,,11410,연희동, 
20200128,"16,000",0,0,2006,, ,50.49,4,다세대,360-78,청담빌,,,11410,홍제동, 
20200128,500,50,0,2014,, ,14.335,1,다세대,340-12,아라하우스,,,11410,연희동, 
20200128,"17,000",0,0,2019,, ,21.2,3,다세대,10-310,미소지움105동,,,11410,홍은동, 
20200128,"14,000",0,0,2002,20.02~22.02,신규,44.58,2,다세대,285-6,세방파스빌,,,11410,북가좌동, 
20200128,"10,000",0,0,1992,, ,66.63,3,연립,342-8,삼원빌라,,,11410,홍제동, 
20200128,"1,000",60,0,1992,, ,38.33,2,다세대,5-7,청수빌라2차,,,11410,북가좌동, 
20200128,"14,000",0,0,2002,20.02~22.02,신규,44.58,2,다세대,285-6,세방파스빌,,,11410,북가좌동, 
20200129,"5,500",0,0,1992,, ,51.78,4,다세대,197-18,삼보빌라(197-18),,,11410,홍은동, 
20200129,"3,000",45,0,2011,, ,12.14,6,다세대,62-18,(62-18),,,11410,창천동, 
20200129,500,50,0,2013,, ,14,2,다세대,410-61,수정빌,,,11410,홍은동, 
20200129,"13,000",0,0,2001,, ,48.05,3,다세대,1-1819,한아름빌B동,,,11410,북아현동, 
20200129,"22,000",0,0,1984,, ,96.44,2,다세대,167-26,삼우빌라,,,11410,홍제동, 
20200129,"5,500",50,0,1992,, ,76.77,1,다세대,342-8,삼원빌라,,,11410,홍제동, 
20200129,"15,000",0,0,1992,, ,49.46,1,다세대,336-7,(336-7),,,11410,남가좌동, 
20200129,"15,000",30,0,2015,, ,41.85,4,다세대,294-29,카리스글로리아(294-29),,,11410,북가좌동, 
20200129,"11,000",0,0,2003,, ,34.95,1,다세대,191,다모아,,,11410,창천동, 
20200129,"2,000",50,0,2011,, ,11.39,4,다세대,90-47,(90-47),,,11410,창천동, 
20200129,"22,000",0,0,1984,, ,96.44,2,연립,167-26,삼우빌라,,,11410,홍제동, 
20200129,"1,000",70,0,2005,, ,26.36,3,다세대,127-27,금란빌라,,,11410,대신동, 
20200129,"1,000",50,0,2004,, ,89.4,3,다세대,70-26,(70-26),,,11410,창천동, 
20200129,"1,000",70,0,2017,, ,15.78,9,다세대,90-45,이화스테이,,,11410,대현동, 
