dealDate,deposit,monthlyRent,calcedRent,buildYear,contractTerm,contractType,excluUseAr,floor,houseType,jibun,mhouseNm,preDeposit,preMonthlyRent,sggCd,umdNm,useRRRight
20210603,"10,000",50,0,2002,, ,63.62,3,다세대,3-56,송학빌라A,,,11410,북가좌동, 
20210603,"10,000",50,0,2002,, ,63.62,3,다세대,3-56,송학빌라A,,,11410,북가좌동, 
20210603,"18,000",0,0,1992,21.06~23.06,신규,70.49,2,다세대,5-40,현대공간아트,,,11410,북가좌동, 
20210603,"28,300",0,0,2018,21.07~23.07,신규,29.79,6,다세대,124-1,모두가,,,11410,대신동, 
20210603,"21,000",0,0,2018,21.06~23.06, ,29.68,3,다세대,213-7,아트빌리지K,,,11410,홍제동, 
20210603,"15,500",0,0,2014,21.06~23.06,신규,19.89,3,다세대,193-18,(193-18),,,11410,연희동, 
20210604,"19,000",0,0,2010,21.06~23.06,신규,51.14,4,다세대,3-19,비젼힐스,,,11410,북가좌동, 
20210604,"7,000",0,0,2004,21.06~23.06,갱신,19.76,2,다세대,1-224,(1-224),"6,800",,11410,북아현동,사용
20210604,"25,000",0,0,2015,21.06~23.06, ,31.95,3,다세대,100-5,금반석시티빌39차,,,11410,창천동, 
20210604,"9,000",0,0,1990,21.07~23.07, ,42.15,1,다세대,123-47,(123-47),,,11410,북아현동, 
20210604,"24,600",0,0,2012,21.07~23.07, ,60.21,1,다세대,265-196,경원탑스빌,,,11410,홍은동, 
20210604,"13,500",16,0,1985,,신규,87.57,2,연립,322-1,코오롱빌라,,,11410,홍은동, 
20210604,"23,000",0,0,2018,,신규,47.35,2,다세대,10-209,홍은그랜드빌,,,11410,홍은동, 
20210604,"1,000",150,0,2007,21.06~23.06,신규,79.8,4,다세대,170-1,율도국인(201동),,,11410,창천동, 
20210604,"10,000",22,0,1996,21.07~23.07,신규,45.42,2,다세대,380-2,(380-2),,,11410,북가좌동, 
20210604,"33,000",0,0,2016,21.06~23.06, ,57.96,5,다세대,336-26,하의재,,,11410,남가좌동, 
20210604,"24,000",0,0,2016,21.06~23.06, ,47.69,3,다세대,413-14,이오하우스,,,11410,홍은동, 
20210604,"19,000",0,0,1982,21.09~23.09, ,67.93,2,연립,370-8,신촌(A동),,,11410,북가좌동, 
20210604,"25,000",0,0,2015,21.06~23.06,신규,31.95,3,다세대,100-5,금반석시티빌39차,,,11410,창천동, 
20210604,"19,000",0,0,1982,21.09~23.09,신규,67.93,2,다세대,370-8,신촌(A동),,,11410,북가좌동, 
20210605,500,45,0,2013,21.06~23.06, ,16.31,4,다세대,5-219,월드하우스,,,11410,남가좌동, 
20210605,500,55,0,1996,21.06~22.06,신규,28.2,1,다세대,140-1,파크하우스,,,11410,대신동, 
20210605,"16,000",0,0,2014,21.06~23.06,신규,26.74,5,다세대,310-11,신우에코밸리,,,11410,북가좌동, 
20210605,"13,200",0,0,2002,21.07~23.07,신규,45.15,-1,다세대,78-32,수목아이엠하우스,,,11410,연희동, 
20210605,"20,000",0,0,2016,21.07~23.07,신규,34.89,2,다세대,421-22,인하우스,,,11410,홍은동, 
20210605,"1,000",50,0,2002,21.06~22.06,신규,20.59,2,다세대,383,(383-0),,,11410,창천동, 
20210605,"15,200",0,0,2014,21.07~23.07,갱신,27.39,5,다세대,288-5,현대아트빌(288-5),"14,500",,11410,북가좌동,사용
20210605,"22,000",0,0,2003,21.06~23.06,갱신,80.31,5,다세대,361-3,만민베스트빌(361-3),"21,000",,11410,홍제동, 
20210605,"8,000",20,0,2002,21.06~23.06,신규,36.32,2,다세대,663,대경빌라,,,11410,연희동, 
20210605,"7,000",0,0,1986,21.07~23.06,갱신,37.58,1,다세대,724-19,백조빌라다동,"7,000",,11410,연희동, 
20210605,"5,000",50,0,1991,21.08~23.08,신규,62.68,1,다세대,1-1171,(1-1171),,,11410,북아현동, 
20210605,"3,000",30,0,1990,, ,57.08,-1,다세대,80-65,(80-65),,,11410,북가좌동, 
20210605,"5,000",50,0,2002,21.07~23.07,신규,51.78,3,다세대,288-2,대성빌라,,,11410,북가좌동, 
20210606,"33,000",0,0,2017,21.08~23.08,신규,57.9,4,다세대,74-211,다원샤인빌,,,11410,북가좌동, 
20210606,"16,000",0,0,2020,, ,28.56,3,다세대,279-45,홍제더힐스,,,11410,홍제동, 
20210606,"18,500",0,0,2003,21.06~23.06,신규,44.93,2,다세대,282,세진빌라,,,11410,창천동, 
20210606,"16,000",0,0,2020,21.07~23.07,신규,28.56,3,다세대,279-45,홍제더힐스,,,11410,홍제동, 
20210607,"13,000",0,0,1986,21.07~23.07,신규,41.14,2,다세대,5-190,진주빌라,,,11410,남가좌동, 
20210607,"23,000",0,0,2011,21.07~23.07,신규,48.78,4,다세대,344-11,경남라이트빌,,,11410,홍제동, 
20210607,"4,000",35,0,2011,21.06~23.06,신규,23.94,2,다세대,390,(390-0),,,11410,창천동, 
20210607,"6,000",55,0,2018,21.06~23.06,신규,28.06,6,다세대,330-298,정익1977,,,11410,홍제동, 
20210607,"25,000",0,0,2003,21.06~23.06,신규,67.95,2,다세대,1-344,건인테크빌A동,,,11410,북아현동, 
20210607,"25,000",0,0,2006,21.08~23.08,신규,46.45,5,다세대,343-19,동화빌라(343-19),,,11410,북가좌동, 
20210607,"13,000",0,0,1996,21.07~23.07,신규,49.5,1,다세대,342-24,대일빌라,,,11410,북가좌동, 
20210607,"1,000",50,0,1997,21.07~22.07,신규,31.12,2,다세대,287-4,수연빌,,,11410,연희동, 
20210607,"23,000",0,0,2011,21.07~23.07,신규,48.78,4,다세대,344-11,경남라이트빌,,,11410,홍제동, 
20210607,"3,000",40,0,2002,21.08~23.08,신규,58.84,1,다세대,361-73,현대그린빌,,,11410,홍제동, 
20210607,"10,500",0,0,2012,21.06~23.02,신규,13.73,5,연립,150,이대역마에스트로,,,11410,대현동, 
20210607,"10,500",0,0,2012,21.06~23.02,신규,13.73,5,연립,150,이대역마에스트로,,,11410,대현동, 
20210608,"13,000",0,0,2003,21.07~23.07,신규,23.84,4,다세대,341,동우아트빌,,,11410,창천동, 
20210608,"3,000",80,0,2004,21.06~23.06,신규,66.02,5,다세대,274-112,엠화일빌라트,,,11410,홍은동, 
20210608,"13,000",0,0,2014,21.06~23.06,갱신,25.08,3,다세대,279-25,미소지움빌(279-25),"10,000",10,11410,북가좌동,사용
20210608,"10,500",25,0,2017,21.07~23.07,신규,29.71,1,다세대,436-6,북한산홍은빌,,,11410,홍은동, 
20210608,"3,000",50,0,2011,21.06~22.07,신규,13.51,5,다세대,62-18,(62-18),,,11410,창천동, 
20210608,"13,000",0,0,2003,21.07~23.07,신규,23.84,4,다세대,341,동우아트빌,,,11410,창천동, 
20210608,"3,000",50,0,2011,21.06~22.07, ,13.51,5,다세대,62-18,(62-18),,,11410,창천동, 
20210610,"12,000",0,0,1976,,갱신,48.3,2,다세대,361-11,(361-11),"12,000",,11410,홍제동, 
20210610,"20,000",0,0,2013,, ,48.09,3,다세대,340-31,수진에코빌,,,11410,북가좌동, 
20210610,"21,000",0,0,2018,21.06~23.06,신규,28.95,3,다세대,213-7,아트빌리지K,,,11410,홍제동, 
20210610,"27,100",0,0,2019,21.08~23.08, ,29.45,3,다세대,295-1,연희궁의아침(천동),,,11410,연희동, 
20210610,"20,000",0,0,2013,, ,48.09,3,다세대,340-31,수진에코빌,,,11410,북가좌동, 
20210610,100,14,0,2014,21.06~23.06, ,24.48,5,다세대,376-5,광진아트빌2차,,,11410,홍은동, 
20210610,"20,000",0,0,2013,, ,48.09,3,다세대,340-31,수진에코빌,,,11410,북가좌동, 
20210610,"20,000",0,0,2013,21.07~23.07,신규,48.09,3,다세대,340-31,수진에코빌,,,11410,북가좌동, 
20210610,"19,900",0,0,2002,21.07~23.07,갱신,57.51,2,다세대,328-3,웅진센스빌,"19,000",,11410,남가좌동, 
20210611,"14,700",0,0,2015,21.08~23.08,신규,29.52,5,다세대,374-8,명인빌,,,11410,남가좌동, 
20210611,"1,000",50,0,2016,21.06~23.06,신규,21.97,2,다세대,136-27,연재하우스,,,11410,홍제동, 
20210611,"15,000",0,0,2003,, ,57.92,2,다세대,5-23,제일빌라트,,,11410,홍제동, 
20210611,"2,000",40,0,2013,21.06~23.06,신규,16.78,3,다세대,265-492,루미아트B동,,,11410,홍은동, 
20210611,"15,000",0,0,2003,21.06~23.06,신규,57.92,2,다세대,5-23,제일빌라트,,,11410,홍제동, 
20210611,"10,800",0,0,2013,, ,20.81,4,다세대,265-492,루미아트B동,,,11410,홍은동, 
20210611,"27,500",0,0,2011,21.07~23.07,신규,47.52,2,다세대,344-27,영주아트빌,,,11410,북가좌동, 
20210611,"15,000",0,0,2003,, ,57.92,2,다세대,5-23,제일빌라트,,,11410,홍제동, 
20210611,"3,000",23,0,2002,21.07~22.07, ,39.9,2,다세대,414,프렌치빌라,,,11410,창천동, 
20210611,"3,000",40,0,2013,21.06~22.06,신규,14.4,3,다세대,324-38,(324-38),,,11410,남가좌동, 
20210611,"2,000",40,0,1988,21.06~23.06, ,41.55,-1,다세대,369-24,(369-24),,,11410,북가좌동, 
20210611,"10,800",0,0,2013,, ,20.81,4,다세대,265-492,루미아트B동,,,11410,홍은동, 
20210611,"14,700",0,0,2003,,신규,41.77,3,다세대,75-156,충우주택,,,11410,북가좌동, 
20210612,"23,000",0,0,2002,21.06~23.06, ,39.83,4,다세대,501-4,심스빌,,,11410,창천동, 
20210612,500,40,0,2003,21.07~22.06,신규,28.35,5,다세대,329-20,무브빌,,,11410,북가좌동, 
20210612,"29,800",0,0,2020,21.07~23.07,신규,27.51,9,다세대,168-2,진성위메이드,,,11410,홍은동, 
20210612,"1,000",50,0,1996,21.06~23.06,신규,25.74,-1,다세대,123-2,(123-2),,,11410,옥천동, 
20210612,"2,000",50,0,2001,21.06~22.06,신규,28.82,2,다세대,287-3,인준빌,,,11410,연희동, 
20210612,"3,200",29,0,1992,, ,31.35,-1,다세대,31-34,(31-34),,,11410,충정로3가, 
20210612,"34,000",0,0,1996,21.07~23.07,신규,84.78,3,연립,45-20,신진빌라,,,11410,연희동, 
20210612,"35,000",0,0,2017,21.06~23.06,갱신,59.355,-1,다세대,1-574,힐스타빌리지,"34,000",,11410,북아현동, 
20210612,"12,600",0,0,1997,21.06~23.06,갱신,50.61,3,다세대,312-77,연안빌라트,"12,000",,11410,홍제동,사용
20210612,"20,000",0,0,2016,21.07~23.07,신규,29.21,3,다세대,336-31,대상데코빌,,,11410,북가좌동, 
20210612,"1,000",60,0,2002,21.07~23.07,신규,33.22,3,다세대,353-86,대우아트빌,,,11410,연희동, 
20210612,"20,000",0,0,2006,21.08~23.08,신규,44.28,2,다세대,274-16,미건벨라스,,,11410,북가좌동, 
20210612,"18,500",0,0,1992,21.06~23.06,갱신,53.11,1,다세대,1-1764,(1-1764)가동,"18,500",,11410,북아현동,사용
20210612,"23,100",0,0,2020,21.07~23.07,신규,25.79,5,다세대,122-4,(122-4),,,11410,홍제동, 
20210612,"16,500",35,0,2003,21.07~23.07,신규,65.15,3,다세대,350-13,(350-13),,,11410,연희동, 
20210613,"8,000",0,0,1983,21.07~23.07,신규,38.4,3,다세대,8-105,(8-105),,,11410,홍은동, 
20210613,"2,000",0,0,1983,, ,11.2,3,다세대,8-105,(8-105),,,11410,홍은동, 
20210613,"7,000",0,0,2003,21.07~23.07,신규,17.64,4,다세대,350-20,신안월드(350-20),,,11410,북가좌동, 
20210613,"2,000",30,0,1994,, ,42.99,2,다세대,519-83,(519-83),,,11410,연희동, 
20210613,"8,000",0,0,1983,21.07~23.07,신규,38.4,3,다세대,8-105,(8-105),,,11410,홍은동, 
20210613,"8,000",0,0,1983,, ,38.4,3,다세대,8-105,(8-105),,,11410,홍은동, 
20210614,"2,000",95,0,2016,21.06~23.06,신규,84.95,6,다세대,396-19,브엘세바빌딩,,,11410,홍은동, 
20210614,"20,000",30,0,1994,21.08~23.08,신규,56.94,2,다세대,120-2,(120-2),,,11410,천연동, 
20210614,"22,000",0,0,2001,21.08~23.08,신규,68.48,2,다세대,5-89,동화빌라(5-89),,,11410,북가좌동, 
20210614,"14,000",15,0,2011,21.07~23.07,신규,35.58,4,다세대,120-113,(120-113),,,11410,천연동, 
20210614,500,47,0,1973,21.06~23.06,신규,42.98,1,연립다세대,5-329,(5-329),,,11410,남가좌동, 
20210614,"18,000",0,0,1987,21.07~23.07, ,31.98,2,다세대,4-133,B동(4-133),,,11410,창천동, 
20210615,"8,000",24,0,2011,21.07~23.07,신규,29.68,2,다세대,304-1,(304-1),,,11410,연희동, 
20210615,"13,600",0,0,2014,21.07~23.07,신규,13.31,5,다세대,193-18,(193-18),,,11410,연희동, 
20210615,"37,000",0,0,2003,21.07~23.07,신규,63.18,4,다세대,336-48,(336-48),,,11410,북가좌동, 
20210615,"2,692",8,0,2011,, ,58.1,5,다세대,195-2,현영빌라(195-2),,,11410,홍은동, 
20210615,"1,000",50,0,2014,21.06~23.02,신규,15.27,2,다세대,1-354,(1-354),,,11410,북아현동, 
20210615,"5,000",80,0,2001,, ,72.15,2,다세대,328-7,선정그랜드빌(328-7),,,11410,북가좌동, 
20210615,"5,000",80,0,2004,21.07~23.07,신규,55.12,4,다세대,187-45,연희그린빌라,,,11410,연희동, 
20210615,"5,000",80,0,2001,21.06~23.06,신규,72.15,2,다세대,328-7,선정그랜드빌(328-7),,,11410,북가좌동, 
20210615,"6,700",0,0,2004,21.06~23.06,신규,21.84,2,다세대,5-233,거풍3,,,11410,남가좌동, 
20210615,"25,000",0,0,1989,21.06~23.06,신규,64.17,-1,다세대,1-636,북아현빌라,,,11410,북아현동, 
20210615,"9,000",0,0,1990,21.09~23.09,신규,45.36,-1,다세대,2-23,(2-23),,,11410,북가좌동, 
20210615,"1,000",70,0,2018,21.06~22.08,신규,15.2,13,다세대,90-66,(90-66),,,11410,대현동, 
20210615,"15,600",0,0,2002,21.08~23.08,신규,55.51,5,다세대,191-64,경훈아트빌,,,11410,홍은동, 
20210616,"20,000",4,0,2001,21.06~23.06,신규,43.25,3,다세대,3-38,충정로주택,,,11410,충정로3가, 
20210616,"23,000",0,0,2017,21.07~23.07,갱신,29.24,1,다세대,136-34,세렌디피티,"22,000",,11410,홍제동,사용
20210616,"2,000",63,0,1993,21.07~23.07,신규,59.04,2,다세대,385-6,은성빌라(385-6),,,11410,북가좌동, 
20210616,"2,000",60,0,2001,21.07~23.07,신규,47.84,2,다세대,316-15,충우(316-15),,,11410,북가좌동, 
20210616,"36,000",0,0,2002,21.08~23.08,신규,84.41,2,다세대,446-280,연희카운티,,,11410,연희동, 
20210616,"23,000",0,0,2017,21.06~23.06,갱신,29.24,3,다세대,136-34,세렌디피티,"22,000",,11410,홍제동,사용
20210616,"23,000",0,0,2017,21.07~23.07,갱신,29.24,1,다세대,136-34,세렌디피티,"22,000",,11410,홍제동,사용
20210616,"21,000",0,0,2017,21.07~23.07, ,35.48,3,다세대,287-108,수정쉐르빌,,,11410,홍제동, 
20210616,"30,450",0,0,2018,21.08~23.08,신규,26.74,6,다세대,413-36,서경팰리스,,,11410,홍은동, 
20210616,"16,000",0,0,2010,21.06~22.06,갱신,59.64,2,다세대,188-2,새담빌2차,"16,000",,11410,홍은동,사용
20210617,"1,390",8,0,2014,, ,17.85,5,다세대,376-5,광진아트빌2차,,,11410,홍은동, 
20210617,"37,000",0,0,2017,21.06~23.06,신규,45.54,3,다세대,290-1,더플레이스한양,,,11410,북가좌동, 
20210617,"14,000",0,0,2001,21.07~23.07,신규,52.32,4,다세대,290-9,민성빌라(290-9),,,11410,북가좌동, 
20210617,"6,500",0,0,2012,21.07~23.07,신규,14.58,3,다세대,343-45,하늘드리움,,,11410,남가좌동, 
20210617,"8,900",0,0,2015,21.07~23.06,신규,14.04,10,다세대,90-41,(90-41),,,11410,대현동, 
20210617,500,35,0,2012,, ,13.68,4,다세대,341-17,명지하우스,,,11410,남가좌동, 
20210618,"1,000",80,0,2001,21.08~23.08,신규,58.44,2,다세대,409-41,황제,,,11410,홍은동, 
20210618,"30,000",0,0,1969,21.09~23.09,신규,83.63,2,연립,32-9,산한일빌라,,,11410,충정로3가, 
20210618,"25,000",0,0,2019,21.07~23.07,갱신,27.99,3,다세대,295-7,연희궁의아침(지동),"25,000",,11410,연희동, 
20210618,"23,100",0,0,2018,, ,33.06,2,다세대,46-5,정다운집,,,11410,연희동, 
20210618,500,37,0,1965,21.07~23.07,신규,43.07,1,다세대,31-81,(31-81),,,11410,충정로3가, 
20210619,"3,000",40,0,2011,21.06~23.01,신규,15.51,1,다세대,344-146,원캐슬,,,11410,연희동, 
20210619,"18,500",0,0,2003,21.11~23.11,신규,58.11,5,다세대,6,홍제하이빌(6-0),,,11410,홍제동, 
20210619,"20,000",0,0,1992,21.09~23.09,신규,55.72,2,다세대,347-38,유한아트빌라,,,11410,북가좌동, 
20210619,"8,000",0,0,1970,21.07~23.07,신규,61.85,2,다세대,3-303,(3-303),,,11410,충정로3가, 
20210619,500,52,0,2007,21.08~23.08,신규,19.25,3,다세대,5-263,(5-263),,,11410,남가좌동, 
20210619,"22,000",0,0,2013,21.08~23.08,신규,44.1,2,다세대,7-4,동하아트빌,,,11410,북가좌동, 
20210619,"18,000",0,0,1996,21.07~23.07,신규,56.88,4,다세대,520-166,두레주택,,,11410,연희동, 
20210619,"1,000",90,0,1995,21.06~22.06,신규,38.7,3,다세대,78-19,한성,,,11410,창천동, 
20210619,500,60,0,2017,21.07~22.07,신규,18.63,3,다세대,219-16,(219-16),,,11410,연희동, 
20210619,"3,000",35,0,2013,, ,14.65,5,다세대,340-31,수진에코빌,,,11410,북가좌동, 
20210619,"23,100",0,0,2003,21.06~23.06,갱신,55.32,5,다세대,1-495,세방그랜빌,"22,000",,11410,북아현동,사용
20210619,"30,000",12,0,2017,21.07~23.07,신규,43.75,4,다세대,717-32,연희트라움,,,11410,연희동, 
20210619,"24,500",0,0,2018,21.07~23.07,갱신,36.12,3,다세대,122-9,장성아트빌,"23,500",,11410,홍제동,사용
20210619,"3,000",35,0,2013,21.07~23.07,신규,14.65,5,다세대,340-31,수진에코빌,,,11410,북가좌동, 
20210619,"28,000",0,0,2003,, ,59.76,2,다세대,187-6,동양하이빌,,,11410,북아현동, 
20210619,"3,000",25,0,1993,, ,30.02,1,다세대,3-65,유명빌라,,,11410,북아현동, 
20210620,"22,000",0,0,2009,21.06~23.06,갱신,61.37,3,다세대,190-2,우성에버빌,"20,000",,11410,홍제동, 
20210620,"1,000",55,0,2013,21.06~22.06,신규,25.17,2,다세대,340-31,수진에코빌,,,11410,북가좌동, 
20210620,"3,000",40,0,2011,, ,15.51,1,다세대,344-146,원캐슬,,,11410,연희동, 
20210620,"1,000",100,0,2016,21.06~23.06,신규,89.79,4,다세대,396-19,브엘세바빌딩,,,11410,홍은동, 
20210620,"1,000",45,0,2012,21.08~22.08,신규,16.76,2,다세대,324-13,라온빌,,,11410,남가좌동, 
20210621,"15,000",0,0,2006,21.08~23.08,신규,58.39,2,다세대,520-145,유지빌,,,11410,연희동, 
20210621,"20,000",0,0,2018,21.08~23.08,신규,29.88,4,다세대,213-7,아트빌리지K,,,11410,홍제동, 
20210621,500,55,0,2012,21.06~22.12,신규,12.93,6,다세대,78-29,(78-29),,,11410,창천동, 
20210621,0,20,0,2016,21.06~22.06, ,29.2,4,다세대,412-25,다영빌,,,11410,홍은동, 
20210621,"1,000",43,0,1993,21.06~23.06,신규,24.23,4,다세대,312-49,삼환하이츠맨션,,,11410,홍제동, 
20210621,"22,950",0,0,1989,, ,51.49,2,다세대,74-95,(74-95),,,11410,북가좌동, 
20210621,"29,800",0,0,2020,21.07~23.07,신규,27.51,8,다세대,168-2,진성위메이드,,,11410,홍은동, 
20210621,"14,000",0,0,2001,21.06~21.10, ,75.84,4,다세대,349-3,명성쉐르빌,,,11410,홍제동, 
20210621,"24,500",0,0,2019,21.07~23.07,갱신,29.46,3,다세대,327-12,주현주택,"23,000",,11410,북가좌동, 
20210621,"1,000",40,0,2004,21.06~22.06,신규,72.37,2,다세대,194-60,SK빌,,,11410,연희동, 
20210621,"22,050",0,0,2011,21.06~23.06,갱신,51.93,4,다세대,330-7,센텀시티(330-7),"21,000",,11410,북가좌동,사용
20210621,"27,000",0,0,1996,21.08~23.08,신규,74.65,3,연립,3-10,연희그린빌라에이비동,,,11410,연희동, 
20210621,"13,000",0,0,2007,21.08~23.08,신규,27.74,2,다세대,229-1,창천율도국인103동,,,11410,창천동, 
20210621,"17,000",0,0,1997,21.06~23.06,갱신,67.23,3,다세대,104-32,로얄빌라트,"28,000",,11410,홍제동, 
20210621,"23,000",0,0,2002,21.07~23.07,신규,51.6,4,다세대,348-18,한양빌라(348-18),,,11410,북가좌동, 
20210621,"1,000",60,0,2001,21.06~23.06,신규,22.68,4,다세대,100-29,아키빌2,,,11410,창천동, 
20210621,"4,000",35,0,2011,21.07~22.07, ,11.6,2,다세대,90-46,연세힐하우스,,,11410,창천동, 
20210621,"27,000",0,0,1996,21.08~23.08,신규,74.65,3,연립,3-10,연희그린빌라에이비동,,,11410,연희동, 
20210621,"24,500",0,0,2019,21.08~23.08,신규,28.65,6,다세대,327-12,주현주택,,,11410,북가좌동, 
20210621,"24,500",0,0,2019,21.07~23.07,갱신,29.46,5,다세대,327-12,주현주택,"23,000",,11410,북가좌동, 
20210621,"21,000",0,0,2015,21.08~23.08, ,39.135,5,다세대,156-361,동부캐슬,,,11410,홍제동, 
20210621,500,50,0,1998,21.06~23.06,신규,35.7,-1,다세대,380-6,(380-6),,,11410,북가좌동, 
20210622,"9,000",0,0,1986,21.07~23.07,신규,48.9,-1,다세대,267-39,신동아,,,11410,홍제동, 
20210622,"11,000",0,0,1993,21.07~23.07,신규,31.24,-1,다세대,432-7,우방빌라,,,11410,연희동, 
20210622,"5,000",53,0,2018,21.08~23.08,신규,44.63,5,다세대,151-15,동성빌,,,11410,연희동, 
20210622,"26,000",0,0,2015,21.08~23.08,신규,38.8,4,다세대,320-11,유일빌리지,,,11410,북가좌동, 
20210622,"1,000",90,0,2008,21.07~23.06,신규,39.08,4,다세대,219-13,(219-13),,,11410,연희동, 
20210622,"5,000",0,0,2010,21.07~23.07, ,17.88,3,다세대,13-106,미현,,,11410,창천동, 
20210622,"15,750",0,0,2019,21.07~23.07,갱신,29.63,5,다세대,312-29,빌리브캐슬,"15,000",,11410,북가좌동,사용
20210622,"18,000",0,0,2004,21.09~23.09,신규,64.76,2,다세대,360-58,대명쉐르빌,,,11410,홍제동, 
20210622,"14,000",0,0,1994,21.08~23.08,신규,43.46,4,다세대,5-82,청나맨션,,,11410,북가좌동, 
20210622,"16,000",0,0,1993,21.07~23.06,신규,42.35,-1,연립,187-121,대명빌라,,,11410,연희동, 
20210622,"15,750",0,0,2019,21.07~23.07,갱신,29.63,5,다세대,312-29,빌리브캐슬,"15,000",,11410,북가좌동, 
20210622,"14,000",0,0,2018,, ,25.89,5,다세대,10-209,홍은그랜드빌,,,11410,홍은동, 
20210622,"10,500",0,0,1994,21.06~23.06,갱신,42.66,2,다세대,285-1,수이빌라,"10,000",,11410,북가좌동,사용
20210623,"29,900",0,0,2018,21.08~23.08,신규,40.84,2,다세대,412-20,해피리움(412-20),,,11410,홍은동, 
20210623,"3,000",25,0,2002,21.08~22.08, ,39.78,2,다세대,340-14,RENTHOUSE,,,11410,남가좌동, 
20210623,"3,000",60,0,2001,21.07~22.07,신규,39.94,2,연립,100-30,그린빌,,,11410,창천동, 
20210623,"10,000",60,0,2008,21.08~23.08,신규,52.9,3,다세대,219-13,(219-13),,,11410,연희동, 
20210623,500,50,0,2012,21.06~22.06,신규,16.8,2,다세대,324-13,라온빌,,,11410,남가좌동, 
20210623,"1,000",40,0,2002,21.07~23.07, ,17.82,4,다세대,405-5,현대빌딩,,,11410,홍은동, 
20210623,"1,000",40,0,2002,21.07~23.07,신규,17.82,4,다세대,405-5,현대빌딩,,,11410,홍은동, 
20210623,"22,000",0,0,2002,,갱신,58.38,3,다세대,1-71,예우빌리지B동,"21,000",,11410,북아현동,사용
20210623,"15,000",0,0,1985,21.08~23.08,신규,43.05,1,다세대,9-190,(9-190),,,11410,홍은동, 
20210623,"5,800",0,0,1990,21.06~23.06, ,80.13,-1,다세대,189-8,한강주택,,,11410,홍은동, 
20210623,"3,000",40,0,2007,21.07~23.07,신규,42.56,4,다세대,3-73,세종파크빌리지(3-73),,,11410,북가좌동, 
20210623,"14,000",35,0,2008,21.09~23.09,신규,55.14,3,다세대,5-69,노블레스빌,,,11410,북가좌동, 
20210623,"13,000",0,0,1995,21.07~23.07,신규,51.25,3,다세대,190-19,삼영그린빌라,,,11410,홍은동, 
20210623,"15,000",0,0,1997,21.06~21.12, ,62.76,4,다세대,361-17,유림아트빌라,,,11410,홍제동, 
20210623,"8,500",0,0,2012,21.07~23.07,신규,16.86,2,다세대,132-47,(132-47),,,11410,연희동, 
20210623,"26,000",0,0,2018,21.09~23.09, ,34.22,7,다세대,382-9,더-아무르,,,11410,남가좌동, 
20210623,"5,000",100,0,2002,21.06~23.06,신규,51.27,3,다세대,81-29,아미린빌스,,,11410,연희동, 
20210623,"14,000",35,0,2008,, ,55.14,3,다세대,5-69,노블레스빌,,,11410,북가좌동, 
20210623,"29,900",0,0,2018,21.08~23.08,신규,40.84,2,다세대,412-20,해피리움(412-20),,,11410,홍은동, 
20210623,"15,000",0,0,1985,21.08~23.08,신규,43.05,1,다세대,9-190,(9-190),,,11410,홍은동, 
20210624,"1,000",105,0,2019,21.07~23.07,신규,22.68,8,다세대,90-53,MANSION90,,,11410,대현동, 
20210624,"24,000",0,0,2018,21.07~24.01,갱신,28.9,2,다세대,338-22,신안1차휴먼타운,"23,000",,11410,북가좌동, 
20210624,500,50,0,2002,21.07~22.07,신규,60.13,4,다세대,265-71,화이트빌8,,,11410,홍은동, 
20210624,"1,000",48,0,2002,21.08~22.08,신규,21.28,5,다세대,136-29,네오스페이스,,,11410,연희동, 
20210624,"5,000",0,0,1991,, ,34.33,3,다세대,80-22,한양빌라(80-22),,,11410,북가좌동, 
20210624,"1,000",60,0,2018,21.06~22.06,신규,13.98,8,다세대,90-42,이대다올노블리움2차(에이동),,,11410,대현동, 
20210624,"23,000",0,0,2011,, ,46.09,5,다세대,330-7,센텀시티(330-7),,,11410,북가좌동, 
20210625,"22,000",0,0,2016,21.08~23.08,신규,29.85,2,다세대,322-118,(322-118),,,11410,홍제동, 
20210625,"10,000",12,0,1993,21.07~22.07, ,49.02,2,다세대,341-20,현대빌라,,,11410,남가좌동, 
20210625,"33,000",0,0,2019,21.09~23.09,신규,41.61,1,다세대,1-345,힐스타빌리지2차,,,11410,북아현동, 
20210625,"25,000",0,0,2021,21.07~23.07,신규,47.84,5,다세대,265-77,265-77,,,11410,홍은동, 
20210625,"1,000",50,0,2012,21.08~22.08,신규,12.76,4,연립,150,이대역마에스트로,,,11410,대현동, 
20210625,500,43,0,2002,21.06~23.06,신규,100.12,2,다세대,167-4,대양파크빌(102),,,11410,연희동, 
20210625,"22,000",0,0,2005,21.06~23.06,갱신,62.28,3,다세대,346-2,영재하이빌,"20,000",,11410,북가좌동, 
20210625,"13,000",0,0,1995,21.06~23.01,신규,48.76,3,다세대,16-1,희원빌라,,,11410,북아현동, 
20210625,"11,000",0,0,1984,21.06~23.06,신규,71.34,1,연립,9-516,종건빌라(나동),,,11410,홍은동, 
20210625,"16,000",0,0,2017,21.06~23.06,갱신,29.31,3,다세대,74-207,WJ파크빌(74-207),"15,000",,11410,북가좌동, 
20210625,"22,000",0,0,2016,21.08~23.08,신규,29.85,2,다세대,322-118,(322-118),,,11410,홍제동, 
20210626,"27,300",0,0,2018,21.08~23.08,신규,48.99,1,다세대,46-5,정다운집,,,11410,연희동, 
