dealDate,deposit,monthlyRent,calcedRent,aptNm,buildYear,contractTerm,contractType,excluUseAr,floor,jibun,preDeposit,preMonthlyRent,sggCd,umdNm,useRRRight
20140525,"22,000",0,0,충우팰리스2,2004,, ,84.88,5,325-43,,,11410,북가좌동, 
20140525,"28,000",0,0,남가좌동현대,1999,, ,84.78,1,376,,,11410,남가좌동, 
20140525,"32,000",0,0,독립문극동(200-0),1998,, ,84.87,8,200,,,11410,현저동, 
20140526,"4,105",0,0,남가좌동현대(임대),1999,, ,32.76,14,376-2,,,11410,남가좌동, 
20140526,812,12,0,독립문극동(201-0),1998,, ,27,14,201,,,11410,현저동, 
20140526,"2,955",0,0,독립문극동(201-0),1998,, ,27,5,201,,,11410,현저동, 
20140526,"2,917",5,0,DMC래미안클라시스(임대),2000,, ,30.56,1,377-1,,,11410,남가좌동, 
20140526,"15,000",60,0,래미안남가좌2차,2005,, ,59.788,9,379,,,11410,남가좌동, 
20140526,"18,000",0,0,유원하나,1996,, ,58.77,10,454,,,11410,홍제동, 
20140526,"21,000",0,0,남가좌동현대,1999,, ,59.4,12,376,,,11410,남가좌동, 
20140526,"25,000",0,0,충림예하임,2010,, ,84.6,2,477,,,11410,충정로3가, 
20140526,812,12,0,독립문극동(201-0),1998,, ,27,3,201,,,11410,현저동, 
20140527,"35,000",0,0,DMC센트레빌,2009,, ,84.87,10,381,,,11410,남가좌동, 
20140527,"14,000",40,0,세한숲속마을,2002,, ,83.9,8,산11-244,,,11410,홍은동, 
20140527,"2,000",50,0,인왕궁맨숀,1974,, ,54.02,3,104-6,,,11410,홍제동, 
20140527,"10,500",0,0,연희자이엘라,2014,, ,13.642,4,745,,,11410,연희동, 
20140527,"3,812",0,0,DMC래미안클라시스(임대),2000,, ,30.56,9,377-1,,,11410,남가좌동, 
20140527,812,12,0,독립문극동(201-0),1998,, ,27,7,201,,,11410,현저동, 
20140527,"35,000",0,0,동부센트레빌,2002,, ,84.93,15,260,,,11410,냉천동, 
20140527,812,12,0,독립문극동(201-0),1998,, ,27,7,201,,,11410,현저동, 
20140527,"2,596",1,0,홍제원현대(459-1),2000,, ,32.67,17,459-1,,,11410,홍제동, 
20140527,"2,549",0,0,홍제원현대(459-1),2000,, ,32.67,2,459-1,,,11410,홍제동, 
20140527,"42,000",0,0,DMC센트레빌,2009,, ,114.9,4,381,,,11410,남가좌동, 
20140527,"28,500",0,0,홍제현대,1992,, ,83.05,6,331,,,11410,홍제동, 
20140527,"31,000",0,0,인왕산현대,2000,, ,84.9,10,460,,,11410,홍제동, 
20140527,"15,000",0,0,삼성아트빌,2002,, ,51.76,2,501-14,,,11410,창천동, 
20140527,"3,362",15,0,DMC래미안클라시스(임대),2000,, ,30.56,6,377-1,,,11410,남가좌동, 
20140527,"32,000",0,0,인왕산현대,2000,, ,84.9,9,460,,,11410,홍제동, 
20140527,"41,000",0,0,독립문극동(200-0),1998,, ,114.51,14,200,,,11410,현저동, 
20140527,"25,000",0,0,천연뜨란채,2006,, ,55.82,4,145,,,11410,천연동, 
20140527,"2,471",13,0,홍제원현대(459-1),2000,, ,32.67,8,459-1,,,11410,홍제동, 
20140528,"28,000",0,0,천연뜨란채,2006,, ,57.78,13,145,,,11410,천연동, 
20140528,"4,357",0,0,DMC래미안클라시스(임대),2000,, ,30.56,15,377-1,,,11410,남가좌동, 
20140528,"2,672",25,0,홍은센트레빌,2009,, ,30.38,2,461,,,11410,홍은동, 
20140528,"2,577",0,0,북가좌삼호(임대),1996,, ,31.5,8,449-1,,,11410,북가좌동, 
20140528,"3,362",15,0,DMC래미안클라시스(임대),2000,, ,30.56,16,377-1,,,11410,남가좌동, 
20140528,812,12,0,독립문극동(201-0),1998,, ,27,14,201,,,11410,현저동, 
20140528,"10,000",60,0,대우푸르지오,2002,, ,59.584,11,739,,,11410,연희동, 
20140528,"20,000",0,0,요진,1998,, ,82.08,9,150,,,11410,북가좌동, 
20140528,"15,000",80,0,홍은동벽산,1997,, ,114.96,4,455,,,11410,홍은동, 
20140528,"1,692",5,0,독립문극동(201-0),1998,, ,27,6,201,,,11410,현저동, 
20140528,"13,500",0,0,유원,1987,, ,54.54,7,22,,,11410,홍은동, 
20140528,"20,500",0,0,창덕에버빌,1998,, ,80.33,18,105-1,,,11410,남가좌동, 
20140528,"25,000",0,0,일진아이윌,2005,, ,78.059,13,218-16,,,11410,연희동, 
20140528,812,12,0,독립문극동(201-0),1998,, ,27,12,201,,,11410,현저동, 
20140528,"30,000",0,0,독립문극동(200-0),1998,, ,59.58,9,200,,,11410,현저동, 
20140529,"29,000",0,0,월드컵현대,1998,, ,111.13,18,371-1,,,11410,북가좌동, 
20140529,"21,500",20,0,천연뜨란채,2006,, ,57.78,15,145,,,11410,천연동, 
20140529,812,12,0,독립문극동(201-0),1998,, ,27,4,201,,,11410,현저동, 
20140529,"28,000",0,0,래미안남가좌2차,2005,, ,59.788,10,379,,,11410,남가좌동, 
20140529,"30,000",0,0,북아현경남,1996,, ,114.91,7,1006,,,11410,북아현동, 
20140529,"3,812",0,0,DMC래미안클라시스(임대),2000,, ,30.56,5,377-1,,,11410,남가좌동, 
20140529,"24,000",0,0,홍제현대,1992,, ,75.15,5,331,,,11410,홍제동, 
20140529,"2,695",14,0,인왕산현대(460-1),2000,, ,32.67,9,460-1,,,11410,홍제동, 
20140529,812,12,0,독립문극동(201-0),1998,, ,27,7,201,,,11410,현저동, 
20140529,"20,000",0,0,유원하나,1996,, ,72.34,6,454,,,11410,홍제동, 
20140529,"25,000",0,0,청구3차,2001,, ,59.4,10,462,,,11410,홍제동, 
20140529,"12,000",0,0,서울맨션,1972,, ,76.99,1,315-7,,,11410,홍제동, 
20140529,"2,500",30,0,인왕,1968,, ,56.79,5,104-1,,,11410,홍제동, 
20140530,"12,000",20,0,홍제삼성래미안,2001,, ,32.76,5,461,,,11410,홍제동, 
20140530,"2,853",0,0,홍제원현대(459-1),2000,, ,32.67,4,459-1,,,11410,홍제동, 
20140530,"20,000",0,0,DMC래미안클라시스,2000,, ,59.97,7,377,,,11410,남가좌동, 
20140530,"15,000",30,0,홍제한양,1993,, ,60.06,13,82,,,11410,홍제동, 
20140530,"20,000",70,0,DMC래미안e편한세상,2012,, ,84.95,20,481,,,11410,북가좌동, 
20140530,500,63,0,연희웨스트팰리스,2014,, ,13.12,2,746,,,11410,연희동, 
20140530,"26,000",0,0,대우푸르지오,2002,, ,84.706,10,739,,,11410,연희동, 
20140530,"3,000",110,0,천연뜨란채,2006,, ,57.78,2,145,,,11410,천연동, 
20140530,"2,471",0,0,홍제원현대(459-1),2000,, ,32.67,2,459-1,,,11410,홍제동, 
20140530,"26,000",0,0,문화촌현대,2002,, ,84.99,4,463,,,11410,홍제동, 
20140531,"20,000",0,0,홍제현대,1992,, ,75.15,1,331,,,11410,홍제동, 
20140531,"25,000",0,0,동원베네스트,2012,, ,84.9772,5,463,,,11410,홍은동, 
20140531,"5,000",0,0,독립문극동(200-0),1998,, ,59.58,3,200,,,11410,현저동, 
20140531,"30,000",0,0,DMC래미안클라시스,2000,, ,84.95,12,377,,,11410,남가좌동, 
20140531,"15,000",50,0,월드컵현대,1998,, ,84.93,2,371-1,,,11410,북가좌동, 
20140531,"2,469",22,0,DMC센트레빌,2009,, ,32.86,1,381,,,11410,남가좌동, 
20140531,"11,000",73,0,충정리시온,2004,, ,45.75,9,465,,,11410,충정로3가, 
20140531,"18,500",0,0,남가좌동현대,1999,, ,59.4,1,376,,,11410,남가좌동, 
20140531,"33,000",0,0,대우푸르지오,2002,, ,84.706,5,739,,,11410,연희동, 
20140531,"35,000",0,0,독립문극동(200-0),1998,, ,84.87,1,200,,,11410,현저동, 
20140531,"35,000",40,0,DMC래미안e편한세상,2012,, ,84.95,15,481,,,11410,북가좌동, 
20140601,"42,000",0,0,독립문삼호,1995,, ,114.63,17,100,,,11410,영천동, 
20140601,"36,000",0,0,천연뜨란채,2006,, ,84.95,8,145,,,11410,천연동, 
20140601,"7,000",70,0,문화촌현대,2002,, ,84.99,5,463,,,11410,홍제동, 
20140601,"13,000",0,0,풍림1차,1988,, ,56.61,12,440-3,,,11410,홍은동, 
20140601,"8,000",0,0,초원,1988,, ,49.26,2,8-26,,,11410,홍은동, 
20140601,"21,000",0,0,홍제한양,1993,14.06~16.06,신규,60.06,15,82,,,11410,홍제동, 
20140602,"21,000",0,0,DMC한양,1987,, ,84.33,6,431,,,11410,북가좌동, 
20140602,"6,393",22,0,DMC센트레빌,2009,, ,32.86,3,381,,,11410,남가좌동, 
20140602,"10,000",75,0,충정리시온,2004,, ,45.89,12,465,,,11410,충정로3가, 
20140602,"29,000",0,0,청구1차,1994,, ,84.78,12,453,,,11410,홍제동, 
20140602,"15,000",50,0,두산,1999,14.06~16.06,신규,59.96,11,1009,,,11410,북아현동, 
20140602,"24,000",0,0,홍제비콘드림힐,2006,, ,84.946,2,468,,,11410,홍제동, 
20140602,"27,000",0,0,남양,1999,, ,84.71,4,457,,,11410,홍제동, 
20140602,904,13,0,홍제원현대(459-1),2000,, ,32.67,3,459-1,,,11410,홍제동, 
20140602,"28,000",0,0,홍은동벽산,1997,, ,142.98,2,455,,,11410,홍은동, 
20140602,"2,955",0,0,독립문극동(201-0),1998,, ,27,9,201,,,11410,현저동, 
20140602,"22,000",0,0,두산,1999,, ,59.96,3,1009,,,11410,북아현동, 
20140603,"39,000",0,0,DMC래미안e편한세상,2012,, ,84.95,7,481,,,11410,북가좌동, 
20140603,"25,000",0,0,DMC한양,1987,, ,105.88,8,431,,,11410,북가좌동, 
20140603,"11,500",0,0,고은,1975,, ,63.8,5,156-200,,,11410,홍제동, 
20140603,"23,000",0,0,홍은동벽산,1997,, ,84.96,8,455,,,11410,홍은동, 
20140603,"25,500",0,0,홍제원현대(459-0),2000,, ,59.93,11,459,,,11410,홍제동, 
20140603,"10,000",70,0,천연뜨란채,2006,, ,55.82,1,145,,,11410,천연동, 
20140603,812,12,0,독립문극동(201-0),1998,, ,27,12,201,,,11410,현저동, 
20140603,"18,500",0,0,남양,1999,, ,59.94,12,457,,,11410,홍제동, 
20140603,"32,000",0,0,인왕산벽산,2003,, ,116.28,12,465,,,11410,홍제동, 
20140604,"30,000",0,0,천연뜨란채,2006,, ,75.42,3,145,,,11410,천연동, 
20140604,"17,000",0,0,태영으뜸(데시앙),1998,, ,48.97,8,373,,,11410,홍제동, 
20140604,"22,000",0,0,"현대(1,2차)",1988,, ,74.52,6,202-5,,,11410,홍은동, 
20140604,"3,000",150,0,홍제현대,1992,, ,119.32,2,331,,,11410,홍제동, 
20140604,"29,000",0,0,홍제한양,1993,, ,84.77,8,82,,,11410,홍제동, 
20140604,"57,000",0,0,DMC래미안e편한세상,2012,, ,153.25,2,481,,,11410,북가좌동, 
20140604,"25,000",0,0,천연뜨란채,2006,, ,55.85,15,145,,,11410,천연동, 
20140604,"20,000",0,0,홍제현대,1992,, ,83.05,1,331,,,11410,홍제동, 
20140604,"22,000",0,0,"현대(1,2차)",1988,, ,84.77,5,202-5,,,11410,홍은동, 
20140604,"17,000",40,0,천연뜨란채,2006,, ,57.78,13,145,,,11410,천연동, 
20140604,"13,000",0,0,홍은동벽산,1997,, ,58.64,5,455,,,11410,홍은동, 
20140604,"11,000",0,0,은하,1971,, ,49.59,5,105-4,,,11410,연희동, 
20140604,"27,000",0,0,천연뜨란채,2006,, ,75.42,9,145,,,11410,천연동, 
20140605,"12,000",0,0,안산맨숀,1972,, ,72.73,5,104-20,,,11410,홍제동, 
20140605,"20,000",0,0,홍은드림아파트,2012,, ,84.9,3,265-350,,,11410,홍은동, 
20140605,"33,000",0,0,대우푸르지오,2002,, ,84.706,5,739,,,11410,연희동, 
20140605,"18,000",0,0,풍림2,1990,, ,58.5,11,453-2,,,11410,홍은동, 
20140605,"10,000",0,0,삼성아트빌,2002,, ,19.98,1,501-14,,,11410,창천동, 
20140605,"1,000",60,0,인왕,1968,, ,56.79,1,104-1,,,11410,홍제동, 
20140605,812,12,0,독립문극동(201-0),1998,, ,27,1,201,,,11410,현저동, 
20140605,"29,000",0,0,대우푸르지오,2002,, ,84.706,8,739,,,11410,연희동, 
20140606,"20,000",30,0,대우푸르지오,2002,, ,59.584,15,739,,,11410,연희동, 
20140606,"24,500",0,0,대림,1993,, ,84.74,10,700,,,11410,연희동, 
20140606,"25,000",0,0,대림,1993,, ,84.74,2,700,,,11410,연희동, 
20140606,"30,000",0,0,현대,1992,, ,84.96,7,185-15,,,11410,충정로2가, 
20140606,"18,000",0,0,극동,1995,, ,84.92,3,454,,,11410,홍은동, 
20140606,"3,000",75,0,태영으뜸(데시앙),1998,, ,59.49,15,373,,,11410,홍제동, 
20140606,"18,000",0,0,남가좌동현대,1999,, ,59.4,12,376,,,11410,남가좌동, 
20140606,"21,000",0,0,문영센스빌,2002,, ,79.5,4,1-46,,,11410,북아현동, 
20140606,"5,000",118,0,DMC래미안e편한세상,2012,, ,59.97,2,481,,,11410,북가좌동, 
20140606,"4,000",100,0,대우푸르지오,2002,, ,59.584,14,739,,,11410,연희동, 
20140606,"25,000",0,0,천연뜨란채,2006,, ,56.08,13,145,,,11410,천연동, 
20140606,"32,000",0,0,홍제삼성래미안,2001,, ,84.33,11,461,,,11410,홍제동, 
20140606,"40,000",0,0,성원,2001,, ,115.06,7,740,,,11410,연희동, 
20140607,"27,000",0,0,피어리스,1987,, ,84.24,16,222,,,11410,충정로3가, 
20140607,"30,000",0,0,홍은센트레빌,2009,, ,84.84,20,461,,,11410,홍은동, 
20140607,"30,000",0,0,청구1차,1994,, ,84.78,8,453,,,11410,홍제동, 
20140607,"28,000",0,0,피어리스,1987,, ,84.24,14,222,,,11410,충정로3가, 
20140607,"26,000",0,0,천연뜨란채,2006,, ,57.78,3,145,,,11410,천연동, 
20140608,"27,000",0,0,천연뜨란채,2006,, ,55.85,10,145,,,11410,천연동, 
20140609,"2,890",0,0,독립문극동(201-0),1998,, ,27,2,201,,,11410,현저동, 
20140609,"22,000",0,0,"현대(1,2차)",1988,14.08~16.08,신규,73.98,9,202-5,,,11410,홍은동, 
20140609,"39,000",0,0,DMC래미안e편한세상,2012,, ,84.93,6,481,,,11410,북가좌동, 
20140609,"22,000",8,0,두산,1999,, ,59.96,6,1009,,,11410,북아현동, 
20140609,"33,000",0,0,남가좌동현대,1999,, ,114.9,14,376,,,11410,남가좌동, 
20140609,"21,000",0,0,남가좌동현대,1999,, ,59.4,15,376,,,11410,남가좌동, 
20140609,"7,000",50,0,홍제삼성래미안,2001,, ,32.76,12,461,,,11410,홍제동, 
20140609,"30,000",0,0,청구3차,2001,, ,84.96,14,462,,,11410,홍제동, 
20140609,"20,500",0,0,신촌럭키,1999,, ,59.7,4,144,,,11410,대현동, 
20140609,"24,000",0,0,DMC한양,1987,, ,116.76,7,431,,,11410,북가좌동, 
20140609,"32,000",0,0,독립문삼호,1995,, ,84.78,8,100,,,11410,영천동, 
20140609,"40,000",0,0,독립문극동(200-0),1998,, ,102.45,21,200,,,11410,현저동, 
20140610,"5,000",160,0,DMC래미안e편한세상,2012,, ,84.94,11,481,,,11410,북가좌동, 
20140610,"2,000",40,0,홍연,1981,, ,44.36,3,708-4,,,11410,연희동, 
20140610,"2,092",4,0,홍제원현대(459-1),2000,, ,32.67,13,459-1,,,11410,홍제동, 
20140610,"14,500",0,0,유원,1987,, ,54.54,3,22,,,11410,홍은동, 
20140610,"22,000",0,0,두산,1997,, ,84.84,11,456,,,11410,홍은동, 
20140610,904,13,0,홍제원현대(459-1),2000,, ,32.67,7,459-1,,,11410,홍제동, 
20140610,"7,000",70,0,북가좌삼호,1996,, ,75.75,17,449,,,11410,북가좌동, 
20140610,"10,000",0,0,연희웨스트팰리스,2014,, ,26.88,15,746,,,11410,연희동, 
20140610,"39,000",0,0,동부센트레빌,2002,, ,114.92,4,260,,,11410,냉천동, 
20140610,"8,000",130,0,돈의문센트레빌,2011,, ,59.98,8,261,,,11410,냉천동, 
20140610,"45,000",0,0,에스케이뷰,2008,, ,84.98,11,118,,,11410,합동, 
20140611,"27,000",0,0,천연뜨란채,2006,, ,57.78,13,145,,,11410,천연동, 
20140611,"31,000",0,0,인왕산현대,2000,, ,84.9,15,460,,,11410,홍제동, 
20140611,"10,000",30,0,요진,1998,, ,59.04,11,150,,,11410,북가좌동, 
20140611,"6,000",160,0,신원지벤스타7,2005,, ,138.11,4,394-1,,,11410,홍은동, 
20140611,"25,000",30,0,독립문극동(200-0),1998,, ,59.58,20,200,,,11410,현저동, 
20140611,"24,000",0,0,신촌럭키,1999,, ,59.7,4,144,,,11410,대현동, 
20140611,"38,000",0,0,DMC래미안e편한세상,2012,, ,84.95,3,481,,,11410,북가좌동, 
20140611,"30,000",0,0,독립문삼호,1995,, ,84.78,12,100,,,11410,영천동, 
20140612,"19,000",0,0,"현대(1,2차)",1988,, ,59.96,9,202-5,,,11410,홍은동, 
20140612,"20,000",0,0,남가좌동현대,1999,, ,59.4,2,376,,,11410,남가좌동, 
20140613,"11,000",45,0,홍제한양,1993,, ,60.06,4,82,,,11410,홍제동, 
20140613,"13,000",0,0,고은,1975,, ,62.48,2,156-200,,,11410,홍제동, 
20140613,"5,000",180,0,DMC래미안e편한세상,2012,, ,120.93,13,481,,,11410,북가좌동, 
20140613,"27,000",0,0,천연뜨란채,2006,, ,55.82,14,145,,,11410,천연동, 
20140614,"1,000",60,0,연대JK,2012,, ,22.11,2,518,,,11410,창천동, 
20140614,"14,000",20,0,남가좌동현대,1999,, ,59.4,6,376,,,11410,남가좌동, 
20140614,"18,000",0,0,태영으뜸(데시앙),1998,, ,67.3,10,373,,,11410,홍제동, 
20140614,"34,000",0,0,독립문극동(200-0),1998,, ,84.87,13,200,,,11410,현저동, 
20140614,"30,000",0,0,넥서스빌,2002,, ,144.3,4,277-60,,,11410,홍은동, 
20140614,"28,000",0,0,홍제한양,1993,, ,120.14,11,82,,,11410,홍제동, 
20140614,"23,000",0,0,성원,2001,, ,59.61,14,740,,,11410,연희동, 
20140614,"32,000",0,0,홍제원현대(459-0),2000,, ,84.9,16,459,,,11410,홍제동, 
20140614,"29,000",0,0,DMC센트레빌,2009,, ,59.95,2,381,,,11410,남가좌동, 
20140614,"21,000",0,0,남가좌동현대,1999,, ,59.4,6,376,,,11410,남가좌동, 
20140614,"18,000",0,0,태영으뜸(데시앙),1998,, ,52.77,5,373,,,11410,홍제동, 
20140614,"13,500",0,0,동일5차102동,2005,, ,54.04,3,312-275,,,11410,홍제동, 
20140615,"49,000",0,0,홍은동벽산,1997,, ,114.96,8,455,,,11410,홍은동, 
20140615,"26,000",0,0,대우푸르지오,2002,, ,59.79,12,739,,,11410,연희동, 
20140615,"31,000",0,0,성원,2001,, ,84.95,4,740,,,11410,연희동, 
20140616,"19,500",0,0,문화촌현대,2002,, ,59.94,1,463,,,11410,홍제동, 
20140616,"35,000",0,0,홍제원현대(459-0),2000,, ,114.72,2,459,,,11410,홍제동, 
20140616,"5,000",190,0,DMC래미안e편한세상,2012,, ,120.95,20,481,,,11410,북가좌동, 
20140616,"27,000",0,0,인왕산현대,2000,, ,59.93,13,460,,,11410,홍제동, 
20140616,"24,000",0,0,현대그린,1996,, ,84.96,8,455,,,11410,홍제동, 
20140616,"10,000",10,0,고은,1975,, ,58.84,5,156-200,,,11410,홍제동, 
20140617,"18,500",0,0,풍림2,1990,, ,58.5,5,453-2,,,11410,홍은동, 
20140617,904,13,0,홍제원현대(459-1),2000,, ,32.67,12,459-1,,,11410,홍제동, 
20140617,"21,000",0,0,문화촌현대,2002,, ,59.94,13,463,,,11410,홍제동, 
20140617,"15,000",70,0,DMC래미안e편한세상,2012,, ,84.95,18,481,,,11410,북가좌동, 
20140618,"31,000",0,0,충림예하임,2010,, ,84.6,3,477,,,11410,충정로3가, 
20140618,"10,000",165,0,돈의문센트레빌,2011,, ,84.99,4,261,,,11410,냉천동, 
20140618,"27,000",0,0,천연뜨란채,2006,, ,56.08,18,145,,,11410,천연동, 
20140619,"25,000",0,0,인왕산벽산,2003,, ,84.86,15,465,,,11410,홍제동, 
20140619,"23,000",0,0,두산,1999,, ,59.96,5,1009,,,11410,북아현동, 
20140620,"23,000",0,0,신촌럭키,1999,, ,59.7,10,144,,,11410,대현동, 
20140620,"8,000",130,0,홍제원현대(459-0),2000,, ,84.9,1,459,,,11410,홍제동, 
20140620,"26,000",0,0,홍은동풍림아이원,2002,, ,130.539,15,460,,,11410,홍은동, 
20140620,"25,000",0,0,홍제원현대(459-0),2000,, ,59.93,15,459,,,11410,홍제동, 
20140620,"40,000",0,0,성원,2001,14.06~16.06,신규,115.06,12,740,,,11410,연희동, 
20140620,"33,000",0,0,독립문극동(200-0),1998,, ,84.87,7,200,,,11410,현저동, 
20140620,"31,000",0,0,독립문삼호,1995,, ,84.78,1,100,,,11410,영천동, 
20140621,"2,000",75,0,홍제한양,1993,, ,60.06,3,82,,,11410,홍제동, 
20140621,"30,000",0,0,청구1차,1994,, ,84.78,5,453,,,11410,홍제동, 
20140621,"2,000",115,0,천연뜨란채,2006,, ,57.78,12,145,,,11410,천연동, 
20140621,"7,000",50,0,남가좌동현대,1999,, ,59.4,4,376,,,11410,남가좌동, 
20140621,"25,000",0,0,홍은동풍림아이원,2002,, ,116.101,2,460,,,11410,홍은동, 
20140621,"23,000",0,0,"현대(1,2차)",1988,, ,84.77,13,202-5,,,11410,홍은동, 
20140621,"23,000",0,0,인왕산벽산,2003,, ,84.86,4,465,,,11410,홍제동, 
20140621,"16,500",35,0,홍은동벽산,1997,, ,84.78,3,455,,,11410,홍은동, 
20140621,"54,000",0,0,돈의문센트레빌,2011,, ,114.98,4,261,,,11410,냉천동, 
20140621,"21,000",0,0,홍제한양,1993,, ,60.06,13,82,,,11410,홍제동, 
20140621,"40,000",0,0,DMC래미안e편한세상,2012,, ,84.92,13,481,,,11410,북가좌동, 
20140621,"5,000",120,0,DMC래미안e편한세상,2012,, ,59.97,10,481,,,11410,북가좌동, 
20140621,"25,000",0,0,홍은동벽산,1997,, ,84.96,4,455,,,11410,홍은동, 
20140621,"5,000",130,0,홍은동벽산,1997,, ,142.98,3,455,,,11410,홍은동, 
20140621,"24,000",0,0,두산,1999,, ,59.96,10,1009,,,11410,북아현동, 
20140621,"7,500",40,0,홍제삼성래미안,2001,, ,32.76,2,461,,,11410,홍제동, 
20140621,"42,000",0,0,홍제삼성래미안,2001,, ,114.75,6,461,,,11410,홍제동, 
20140621,"25,000",30,0,DMC래미안e편한세상,2012,, ,59.97,10,481,,,11410,북가좌동, 
20140621,"35,000",0,0,홍제원현대(459-0),2000,, ,114.72,2,459,,,11410,홍제동, 
20140621,"27,000",0,0,피어리스,1987,, ,84.24,13,222,,,11410,충정로3가, 
20140622,"26,000",0,0,인왕산현대,2000,, ,59.93,8,460,,,11410,홍제동, 
20140622,"42,000",0,0,에스케이뷰,2008,, ,84.98,15,118,,,11410,합동, 
20140622,"22,000",0,0,남가좌동현대,1999,, ,59.4,5,376,,,11410,남가좌동, 
20140622,"26,500",0,0,DMC휴먼빌아파트,2008,, ,84.21,2,456,,,11410,북가좌동, 
20140622,"23,000",0,0,세한숲속마을,2002,, ,83.9,6,산11-244,,,11410,홍은동, 
20140622,"32,000",0,0,DMC래미안e편한세상,2012,14.08~16.08,신규,59.97,6,481,,,11410,북가좌동, 
20140622,"4,000",75,0,홍제현대,1992,, ,60.81,2,331,,,11410,홍제동, 
20140623,"30,000",0,0,DMC두산위브,2007,, ,84.9923,6,459,,,11410,북가좌동, 
20140623,"24,000",0,0,현대그린,1996,, ,84.96,3,455,,,11410,홍제동, 
20140623,"33,000",0,0,홍제원현대(459-0),2000,, ,84.9,17,459,,,11410,홍제동, 
20140623,"12,000",0,0,고은,1975,, ,63.8,1,156-200,,,11410,홍제동, 
20140623,"15,000",20,0,DMC래미안클라시스,2000,, ,59.93,6,377,,,11410,남가좌동, 
20140624,"29,000",0,0,DMC래미안클라시스,2000,, ,84.9,1,377,,,11410,남가좌동, 
20140624,"21,000",0,0,극동,1995,, ,84.92,3,454,,,11410,홍은동, 
20140625,"2,000",115,0,천연뜨란채,2006,, ,55.85,14,145,,,11410,천연동, 
20140625,"8,000",100,0,독립문삼호,1995,, ,84.78,6,100,,,11410,영천동, 
20140625,"2,853",0,0,홍제원현대(459-1),2000,, ,32.67,15,459-1,,,11410,홍제동, 
20140625,"35,000",0,0,독립문극동(200-0),1998,, ,84.87,6,200,,,11410,현저동, 
20140625,"24,000",0,0,천연뜨란채,2006,, ,57.78,9,145,,,11410,천연동, 
20140625,"38,000",0,0,홍제원현대(459-0),2000,, ,114.72,4,459,,,11410,홍제동, 
20140625,"18,000",0,0,DMC한양,1987,, ,65.34,3,431,,,11410,북가좌동, 
20140625,"26,000",0,0,북아현경남,1996,, ,84.91,6,1006,,,11410,북아현동, 
20140625,"7,500",60,0,홍제한양,1993,, ,60.06,4,82,,,11410,홍제동, 
20140625,"20,000",0,0,극동,1995,, ,84.92,11,454,,,11410,홍은동, 
20140625,"37,000",0,0,DMC센트레빌,2009,, ,84.97,5,381,,,11410,남가좌동, 
20140625,"4,000",120,0,현대,1992,, ,84.42,10,185-15,,,11410,충정로2가, 
20140625,"28,000",0,0,남가좌동현대,1999,, ,84.78,19,376,,,11410,남가좌동, 
20140626,"2,917",15,0,DMC래미안클라시스(임대),2000,, ,30.56,14,377-1,,,11410,남가좌동, 
20140626,"22,000",0,0,남가좌동현대,1999,, ,59.4,15,376,,,11410,남가좌동, 
20140626,"30,000",0,0,홍제현대,1992,, ,106.18,7,331,,,11410,홍제동, 
20140626,"15,000",0,0,홍은미성,1985,, ,65.43,8,186-1,,,11410,홍은동, 
20140626,"6,500",0,0,서소문,1971,, ,48.1,6,215,,,11410,미근동, 
20140626,"30,000",0,0,청구1차,1994,, ,84.78,9,453,,,11410,홍제동, 
20140627,"20,000",0,0,남가좌동현대,1999,, ,59.4,3,376,,,11410,남가좌동, 
20140627,"32,000",0,0,독립문삼호,1995,, ,84.78,6,100,,,11410,영천동, 
20140627,"23,000",0,0,현대그린,1996,, ,84.96,7,455,,,11410,홍제동, 
20140627,"25,500",0,0,천연뜨란채,2006,, ,55.85,6,145,,,11410,천연동, 
20140627,"40,000",0,0,독립문극동(200-0),1998,, ,102.45,20,200,,,11410,현저동, 
20140628,"23,000",0,0,인왕산현대,2000,, ,59.93,14,460,,,11410,홍제동, 
20140628,"27,000",0,0,인왕산현대,2000,, ,59.93,13,460,,,11410,홍제동, 
20140628,"30,000",0,0,DMC래미안클라시스,2000,, ,114.88,2,377,,,11410,남가좌동, 
20140628,"27,000",0,0,유원하나,1996,, ,103.11,3,454,,,11410,홍제동, 
20140628,"22,000",0,0,독립문파크빌,2000,14.08~16.08,신규,59.4,3,1019,,,11410,현저동, 
20140628,"25,000",0,0,DMC래미안클라시스,2000,, ,59.59,4,377,,,11410,남가좌동, 
20140628,"40,000",0,0,독립문극동(200-0),1998,, ,102.45,15,200,,,11410,현저동, 
20140628,"33,000",0,0,독립문삼호,1995,, ,84.78,16,100,,,11410,영천동, 
20140628,"28,000",0,0,쌍용스윗닷홈,2005,, ,84.98,8,380,,,11410,남가좌동, 
20140628,"30,000",0,0,우리유앤미,2008,, ,84.73,16,466,,,11410,충정로3가, 
20140629,"21,500",0,0,두산,1999,, ,59.96,7,1009,,,11410,북아현동, 
20140629,"25,000",0,0,홍은센트레빌,2009,, ,59.96,7,461,,,11410,홍은동, 
20140629,"24,000",0,0,신촌럭키,1999,, ,59.7,2,144,,,11410,대현동, 
20140630,"1,164",10,0,독립문극동(201-0),1998,, ,27,12,201,,,11410,현저동, 
20140630,"26,000",0,0,홍제삼성래미안,2001,, ,60,15,461,,,11410,홍제동, 
