dealDate,deposit,monthlyRent,calcedRent,aptNm,buildYear,contractTerm,contractType,excluUseAr,floor,jibun,preDeposit,preMonthlyRent,sggCd,umdNm,useRRRight
20110110,"21,000",0,0,북가좌삼호,1996,, ,114.03,2,449,,,11410,북가좌동, 
20110111,"19,000",0,0,DMC한양,1987,, ,116.76,11,431,,,11410,북가좌동, 
20110111,"17,500",0,0,두산,1999,, ,59.96,14,1009,,,11410,북아현동, 
20110111,"3,500",0,0,북아현3차,2002,, ,41.12,6,189-22,,,11410,북아현동, 
20110111,"15,000",0,0,홍제현대,1992,, ,60.81,1,331,,,11410,홍제동, 
20110111,"5,000",100,0,독립문극동(200-0),1998,, ,59.58,4,200,,,11410,현저동, 
20110111,"23,000",0,0,충림예하임,2010,, ,84.6,3,477,,,11410,충정로3가, 
20110111,"16,000",0,0,선명(102동),2004,, ,59.83,7,703-25,,,11410,연희동, 
20110111,"18,000",0,0,인왕산벽산,2003,, ,84.63,2,465,,,11410,홍제동, 
20110111,"17,000",0,0,DMC한양,1987,, ,105.88,10,431,,,11410,북가좌동, 
20110111,"19,000",0,0,조한,2000,, ,84.94,12,458,,,11410,홍제동, 
20110111,"26,000",0,0,성원,2001,, ,84.95,13,740,,,11410,연희동, 
20110111,"13,000",0,0,성원,1998,, ,55.35,4,456,,,11410,홍제동, 
20110111,"22,000",0,0,천연뜨란채,2006,, ,57.78,9,145,,,11410,천연동, 
20110111,"26,500",0,0,동아빌라(188-72),1992,11.01~13.01,신규,164.92,6,188-72,,,11410,홍은동, 
20110112,"27,000",0,0,독립문삼호,1995,, ,84.78,8,100,,,11410,영천동, 
20110112,"16,000",0,0,남가좌동현대,1999,, ,59.4,20,376,,,11410,남가좌동, 
20110112,"23,000",0,0,충림예하임,2010,, ,84.6,8,477,,,11410,충정로3가, 
20110112,"27,000",0,0,성원,2001,11.02~13.02,신규,84.95,13,740,,,11410,연희동, 
20110112,"26,000",0,0,DMC아이파크,2009,, ,84.95,11,458,,,11410,북가좌동, 
20110112,"6,000",0,0,삼우빌라,2002,11.02~13.02,신규,25.02,5,123-1,,,11410,북아현동, 
20110112,"3,000",110,0,신촌럭키,1999,, ,83.38,10,144,,,11410,대현동, 
20110112,"8,500",0,0,삼우빌라,2002,, ,40.95,2,123-1,,,11410,북아현동, 
20110112,"6,000",170,0,돈의문센트레빌,2011,, ,84.99,3,261,,,11410,냉천동, 
20110112,"35,000",0,0,대우푸르지오,2002,, ,114.705,10,739,,,11410,연희동, 
20110113,"16,000",0,0,유원하나,1996,, ,82.35,17,454,,,11410,홍제동, 
20110113,"2,866",0,0,DMC래미안클라시스(임대),2000,, ,30.56,14,377-1,,,11410,남가좌동, 
20110113,"14,000",30,0,신촌럭키,1999,, ,59.7,7,144,,,11410,대현동, 
20110113,"4,000",100,0,천연뜨란채,2006,, ,57.78,12,145,,,11410,천연동, 
20110113,"18,000",0,0,홍은동벽산,1997,, ,84.96,15,455,,,11410,홍은동, 
20110114,"30,000",0,0,독립문삼호,1995,, ,108.63,16,100,,,11410,영천동, 
20110114,"27,000",0,0,성원,2001,, ,84.95,19,740,,,11410,연희동, 
20110114,"15,000",0,0,유원,1987,, ,84.6,1,22,,,11410,홍은동, 
20110114,"13,000",0,0,홍은동벽산,1997,, ,58.64,12,455,,,11410,홍은동, 
20110114,"24,000",0,0,인왕산벽산,2003,, ,116.28,3,465,,,11410,홍제동, 
20110114,"18,000",0,0,DMC휴먼빌아파트,2008,, ,84.99,1,456,,,11410,북가좌동, 
20110114,"29,000",0,0,홍제삼성래미안,2001,, ,114.75,5,461,,,11410,홍제동, 
20110114,"24,000",0,0,충림예하임,2010,, ,84.6,3,477,,,11410,충정로3가, 
20110114,"16,200",0,0,DMC한양,1987,, ,105.88,9,431,,,11410,북가좌동, 
20110114,"5,000",100,0,대우푸르지오,2002,, ,59.584,10,739,,,11410,연희동, 
20110114,"13,000",0,0,유원,1987,, ,64.26,13,22,,,11410,홍은동, 
20110114,"18,000",0,0,DMC한양,1987,, ,105.88,9,431,,,11410,북가좌동, 
20110115,"20,000",0,0,홍제원현대(459-0),2000,, ,59.93,14,459,,,11410,홍제동, 
20110115,"20,000",0,0,반석블레스,2013,11.02~13.02,신규,84.92,2,440-1,,,11410,홍은동, 
20110115,"21,000",0,0,반석블레스,2013,, ,84.96,3,440-1,,,11410,홍은동, 
20110115,"19,000",0,0,홍제원현대(459-0),2000,, ,59.93,13,459,,,11410,홍제동, 
20110115,"3,000",80,0,남가좌동현대,1999,, ,59.4,12,376,,,11410,남가좌동, 
20110115,"11,000",0,0,홍제삼성래미안,2001,, ,32.76,1,461,,,11410,홍제동, 
20110115,"18,000",0,0,홍은동벽산,1997,, ,84.78,12,455,,,11410,홍은동, 
20110115,"15,000",0,0,월드컵현대,1998,, ,59.76,15,371-1,,,11410,북가좌동, 
20110115,"16,000",0,0,풍림2,1990,, ,58.5,15,453-2,,,11410,홍은동, 
20110115,"17,000",0,0,DMC래미안클라시스,2000,, ,59.97,7,377,,,11410,남가좌동, 
20110115,"14,000",0,0,풍림2,1990,, ,58.5,6,453-2,,,11410,홍은동, 
20110115,"18,000",0,0,대우푸르지오,2002,, ,59.584,20,739,,,11410,연희동, 
20110115,"3,000",100,0,충정리시온,2004,, ,45.75,17,465,,,11410,충정로3가, 
20110115,"10,000",60,0,대우푸르지오,2002,, ,59.584,22,739,,,11410,연희동, 
20110115,"22,000",0,0,청구1차,1994,, ,84.78,9,453,,,11410,홍제동, 
20110115,"23,000",0,0,DMC아이파크,2009,, ,84.93,13,458,,,11410,북가좌동, 
20110115,"25,000",0,0,신촌럭키,1999,, ,83.38,9,144,,,11410,대현동, 
20110115,"18,000",0,0,홍은동벽산,1997,, ,84.78,10,455,,,11410,홍은동, 
20110115,"25,000",0,0,독립문삼호,1995,, ,75.66,3,100,,,11410,영천동, 
20110116,"20,000",0,0,대우푸르지오,2002,, ,59.79,17,739,,,11410,연희동, 
20110116,"26,000",0,0,홍제삼성래미안,2001,, ,84.33,11,461,,,11410,홍제동, 
20110117,"14,000",0,0,유원하나,1996,, ,58.77,4,454,,,11410,홍제동, 
20110117,"29,000",0,0,천연뜨란채,2006,, ,75.55,9,145,,,11410,천연동, 
20110117,"30,000",0,0,홍제삼성래미안,2001,, ,114.75,9,461,,,11410,홍제동, 
20110117,"18,000",0,0,두산,1997,, ,84.84,5,456,,,11410,홍은동, 
20110117,"22,500",0,0,쌍용스윗닷홈,2005,, ,84.98,15,380,,,11410,남가좌동, 
20110117,"26,000",0,0,홍제삼성래미안,2001,, ,84.33,3,461,,,11410,홍제동, 
20110117,"15,000",0,0,유원하나,1996,, ,82.35,10,454,,,11410,홍제동, 
20110118,"30,000",0,0,에스케이뷰,2008,, ,84.909,6,118,,,11410,합동, 
20110118,"19,000",0,0,신촌럭키,1999,, ,59.7,4,144,,,11410,대현동, 
20110118,"21,000",0,0,북아현경남,1996,, ,84.91,6,1006,,,11410,북아현동, 
20110118,"15,000",0,0,DMC한양,1987,, ,84.33,4,431,,,11410,북가좌동, 
20110118,"14,000",0,0,성원,1998,, ,55.35,9,456,,,11410,홍제동, 
20110118,"10,000",200,0,에스케이뷰,2008,11.02~13.02,신규,84.909,13,118,,,11410,합동, 
20110118,"16,000",0,0,DMC한양,1987,, ,84.33,2,431,,,11410,북가좌동, 
20110118,"16,000",0,0,문화촌현대,2002,, ,59.94,9,463,,,11410,홍제동, 
20110118,"2,428",0,0,홍제원현대(459-1),2000,, ,32.67,16,459-1,,,11410,홍제동, 
20110118,"26,000",0,0,신촌럭키,1999,11.02~13.02,신규,83.38,7,144,,,11410,대현동, 
20110118,"23,000",0,0,성원,2001,, ,84.95,3,740,,,11410,연희동, 
20110118,"15,000",0,0,임광,1999,, ,59.96,15,738,,,11410,연희동, 
20110118,"6,000",0,0,은하,1971,, ,49.59,5,105-4,,,11410,연희동, 
20110118,"22,000",50,0,독립문극동(200-0),1998,, ,84.87,14,200,,,11410,현저동, 
20110118,"16,000",0,0,반석블레스,2013,, ,59.98,4,440-1,,,11410,홍은동, 
20110119,"28,000",0,0,DMC아이파크,2009,, ,114.94,3,458,,,11410,북가좌동, 
20110119,"15,000",0,0,홍제한양,1993,, ,60.06,1,82,,,11410,홍제동, 
20110119,"23,000",0,0,홍제원현대(459-0),2000,, ,84.9,4,459,,,11410,홍제동, 
20110119,"5,000",65,0,홍은동벽산,1997,, ,58.64,3,455,,,11410,홍은동, 
20110119,"13,500",0,0,홍은미성,1985,, ,65.43,5,186-1,,,11410,홍은동, 
20110119,"13,500",0,0,극동,1995,11.02~13.02,신규,84.92,6,454,,,11410,홍은동, 
20110119,"20,000",0,0,피어리스,1987,, ,84.24,11,222,,,11410,충정로3가, 
20110120,"25,000",0,0,DMC아이파크,2009,, ,84.95,8,458,,,11410,북가좌동, 
20110120,"18,000",0,0,DMC한양,1987,, ,116.76,13,431,,,11410,북가좌동, 
20110120,"20,000",0,0,쌍용스윗닷홈,2005,, ,84.98,10,380,,,11410,남가좌동, 
20110120,"19,000",0,0,홍제현대,1992,, ,75.15,2,331,,,11410,홍제동, 
20110120,"13,000",80,0,청구1차,1994,, ,84.78,13,453,,,11410,홍제동, 
20110120,"24,000",0,0,DMC래미안클라시스,2000,, ,114.88,3,377,,,11410,남가좌동, 
20110120,"17,000",15,0,동부센트레빌,2002,, ,59.86,9,260,,,11410,냉천동, 
20110120,"25,000",0,0,성원,2001,, ,84.95,10,740,,,11410,연희동, 
20110120,"25,000",0,0,인왕산현대,2000,, ,84.9,7,460,,,11410,홍제동, 
20110120,"18,000",0,0,독립문파크빌,2000,, ,59.4,7,1019,,,11410,현저동, 
20110120,"28,000",0,0,경남(2차),1999,, ,122.91,6,118-9,,,11410,북아현동, 
20110120,"14,000",25,0,두산,1999,, ,59.96,6,1009,,,11410,북아현동, 
20110120,"16,000",0,0,남가좌동현대,1999,, ,59.4,7,376,,,11410,남가좌동, 
20110120,"20,000",0,0,신촌럭키,1999,, ,59.7,6,144,,,11410,대현동, 
20110120,"23,000",0,0,반석블레스,2013,, ,84.96,4,440-1,,,11410,홍은동, 
20110120,"36,000",0,0,신원지벤스타6,2005,, ,147.33,4,393-3,,,11410,홍은동, 
20110120,"19,000",0,0,홍제현대,1992,, ,75.15,5,331,,,11410,홍제동, 
20110121,"15,000",0,0,월드컵현대,1998,, ,59.76,10,371-1,,,11410,북가좌동, 
20110121,"18,500",0,0,두산,1999,, ,59.96,6,1009,,,11410,북아현동, 
20110121,"17,000",0,0,임광,1999,, ,59.96,18,738,,,11410,연희동, 
20110121,"25,000",0,0,DMC아이파크,2009,, ,84.93,5,458,,,11410,북가좌동, 
20110121,"38,000",0,0,독립문극동(200-0),1998,, ,114.51,12,200,,,11410,현저동, 
20110121,"18,000",0,0,창덕에버빌,1998,, ,99.57,5,105-1,,,11410,남가좌동, 
20110121,"10,000",60,0,대우푸르지오,2002,, ,59.79,4,739,,,11410,연희동, 
20110121,"20,000",0,0,유진맨션,1970,, ,220.96,2,48,,,11410,홍은동, 
20110121,"12,000",0,0,DMC한양,1987,, ,65.34,12,431,,,11410,북가좌동, 
20110121,"2,428",0,0,홍제원현대(459-1),2000,, ,32.67,8,459-1,,,11410,홍제동, 
20110121,"19,000",0,0,홍은동벽산,1997,, ,84.96,6,455,,,11410,홍은동, 
20110121,"3,114",0,0,남가좌동현대(임대),1999,, ,32.76,10,376-2,,,11410,남가좌동, 
20110121,"21,000",0,0,청구1차,1994,, ,84.78,12,453,,,11410,홍제동, 
20110121,"24,000",0,0,충림예하임,2010,, ,84.6,2,477,,,11410,충정로3가, 
20110122,"21,500",0,0,독립문극동(200-0),1998,, ,59.58,20,200,,,11410,현저동, 
20110122,"20,000",0,0,독립문극동(200-0),1998,, ,59.58,21,200,,,11410,현저동, 
20110122,"16,000",10,0,인왕산현대,2000,, ,59.93,17,460,,,11410,홍제동, 
20110122,"13,000",0,0,유원,1987,, ,64.26,4,22,,,11410,홍은동, 
20110122,"22,000",0,0,남가좌동현대,1999,, ,84.9,15,376,,,11410,남가좌동, 
20110122,"16,500",0,0,홍제한양,1993,, ,60.06,10,82,,,11410,홍제동, 
20110122,"5,000",100,0,유원하나,1996,, ,112.14,6,454,,,11410,홍제동, 
20110122,"18,000",0,0,DMC래미안클라시스,2000,, ,59.97,11,377,,,11410,남가좌동, 
20110122,"20,000",0,0,래미안남가좌2차,2005,, ,59.788,12,379,,,11410,남가좌동, 
20110122,"17,000",0,0,홍제한양,1993,, ,60.06,3,82,,,11410,홍제동, 
20110122,"4,000",90,0,충정리시온,2004,11.02~13.02,신규,44.88,11,465,,,11410,충정로3가, 
20110122,"16,500",0,0,DMC래미안클라시스,2000,, ,59.97,18,377,,,11410,남가좌동, 
20110122,"15,500",0,0,남가좌동현대,1999,, ,59.4,2,376,,,11410,남가좌동, 
20110122,"28,000",0,0,독립문극동(200-0),1998,, ,114.51,1,200,,,11410,현저동, 
20110122,"20,000",0,0,인왕산현대,2000,, ,59.93,17,460,,,11410,홍제동, 
20110122,"23,000",0,0,반석블레스,2013,, ,84.96,7,440-1,,,11410,홍은동, 
20110122,"30,000",0,0,인왕산현대,2000,, ,114.72,6,460,,,11410,홍제동, 
20110122,"8,500",0,0,북아현경남,1996,, ,59.77,3,1006,,,11410,북아현동, 
20110122,"16,000",0,0,홍제한양,1993,, ,60.06,2,82,,,11410,홍제동, 
20110123,"15,000",0,0,문화촌현대,2002,, ,59.94,17,463,,,11410,홍제동, 
20110123,"17,000",0,0,래미안남가좌2차,2005,, ,59.788,1,379,,,11410,남가좌동, 
20110124,"18,200",0,0,극동,1995,, ,84.92,15,454,,,11410,홍은동, 
20110124,"15,000",0,0,두산,1999,, ,59.96,1,1009,,,11410,북아현동, 
20110124,"13,000",0,0,태영으뜸(데시앙),1998,, ,44.2,5,373,,,11410,홍제동, 
20110124,"4,000",90,0,신촌럭키,1999,, ,59.7,8,144,,,11410,대현동, 
20110124,"13,500",0,0,중앙하이츠,2001,, ,59.23,11,342,,,11410,홍제동, 
20110124,"3,000",150,0,돈의문센트레빌,2011,, ,59.98,2,261,,,11410,냉천동, 
20110124,"18,000",0,0,독립문파크빌,2000,, ,59.4,9,1019,,,11410,현저동, 
20110124,"1,210",15,0,남가좌동현대(임대),1999,, ,32.76,15,376-2,,,11410,남가좌동, 
20110124,"17,000",0,0,DMC래미안클라시스,2000,, ,59.93,6,377,,,11410,남가좌동, 
20110124,"26,000",0,0,홍은센트레빌,2009,, ,84.84,15,461,,,11410,홍은동, 
20110124,"20,500",0,0,청구1차,1994,, ,84.78,12,453,,,11410,홍제동, 
20110124,"5,500",0,0,연희궁,1972,, ,42.38,2,196-1,,,11410,연희동, 
20110124,"22,000",0,0,청구3차,2001,, ,84.96,5,462,,,11410,홍제동, 
20110124,"6,500",0,0,초원,1988,, ,49.26,2,8-26,,,11410,홍은동, 
20110125,"3,114",0,0,남가좌동현대(임대),1999,, ,32.76,5,376-2,,,11410,남가좌동, 
20110125,"13,000",0,0,DMC한양,1987,, ,65.34,5,431,,,11410,북가좌동, 
20110125,"8,000",0,0,홍연,1981,, ,57.02,5,708-4,,,11410,연희동, 
20110125,"20,000",0,0,대우푸르지오,2002,, ,59.584,16,739,,,11410,연희동, 
20110125,"3,114",0,0,남가좌동현대(임대),1999,, ,32.76,1,376-2,,,11410,남가좌동, 
20110125,"1,210",15,0,남가좌동현대(임대),1999,, ,32.76,4,376-2,,,11410,남가좌동, 
20110125,"1,000",46,0,신촌럭키,1999,, ,83.38,4,144,,,11410,대현동, 
20110125,"1,210",15,0,남가좌동현대(임대),1999,, ,32.76,5,376-2,,,11410,남가좌동, 
20110125,"1,210",15,0,남가좌동현대(임대),1999,, ,32.76,6,376-2,,,11410,남가좌동, 
20110125,"17,500",0,0,독립문파크빌,2000,, ,59.4,15,1019,,,11410,현저동, 
20110126,"19,000",0,0,DMC아이파크,2009,, ,59.96,2,458,,,11410,북가좌동, 
20110126,"22,000",0,0,홍제현대,1992,, ,106.18,10,331,,,11410,홍제동, 
20110126,"3,500",90,0,충정리시온,2004,, ,44.88,10,465,,,11410,충정로3가, 
20110126,"5,000",120,0,독립문삼호,1995,, ,84.78,12,100,,,11410,영천동, 
20110126,"21,000",0,0,반석블레스,2013,, ,84.92,12,440-1,,,11410,홍은동, 
20110126,"10,000",60,0,대우푸르지오,2002,, ,59.584,8,739,,,11410,연희동, 
20110126,"3,114",0,0,남가좌동현대(임대),1999,, ,32.76,12,376-2,,,11410,남가좌동, 
20110127,"20,000",0,0,홍은동벽산,1997,, ,114.96,13,455,,,11410,홍은동, 
20110127,"15,000",45,0,홍제삼성래미안,2001,, ,84.33,7,461,,,11410,홍제동, 
20110127,"41,000",0,0,돈의문센트레빌,2011,, ,114.98,10,261,,,11410,냉천동, 
20110127,"19,000",0,0,홍은동풍림아이원,2002,, ,84.918,5,460,,,11410,홍은동, 
20110128,"16,500",0,0,세한숲속마을,2002,, ,83.9,14,산11-244,,,11410,홍은동, 
20110128,"23,000",0,0,독립문삼호,1995,, ,75.66,18,100,,,11410,영천동, 
20110128,"10,000",50,0,신촌럭키,1999,, ,59.7,3,144,,,11410,대현동, 
20110128,"18,000",0,0,신촌럭키,1999,, ,59.7,13,144,,,11410,대현동, 
20110128,"8,000",80,0,대우푸르지오,2002,, ,59.584,17,739,,,11410,연희동, 
20110128,"27,000",0,0,돈의문센트레빌,2011,, ,59.98,6,261,,,11410,냉천동, 
20110128,"19,000",0,0,홍은동풍림아이원,2002,, ,84.918,12,460,,,11410,홍은동, 
20110128,"28,000",0,0,DMC아이파크,2009,, ,114.94,14,458,,,11410,북가좌동, 
20110128,"3,000",110,0,신촌럭키,1999,, ,83.38,5,144,,,11410,대현동, 
20110128,"18,000",0,0,두산,1999,, ,59.96,11,1009,,,11410,북아현동, 
20110128,"19,000",0,0,인왕산현대,2000,, ,59.93,2,460,,,11410,홍제동, 
