,dealDate,deposit,monthlyRent,ChangeRate,calcedRent,excluUseAr,RPA,aptNm,buildYear,contractTerm,contractType,floor,jibun,preDeposit,preMonthlyRent,sggCd,umdNm,useRRRight
21581,20170124,10000.0,80.0,4.13793,114.48275,84.78,1.35,청구1차,1994,, ,10.0,453,,,11410,홍제동, 
21582,20170124,9000.0,105.0,4.13793,136.034475,75.66,1.8,독립문삼호,1995,, ,9.0,100,,,11410,영천동, 
21583,20170124,62000.0,0.0,4.13793,213.79305,84.93,2.52,e편한세상신촌2단지,2018,, ,15.0,1013,,,11410,북아현동, 
21584,20170124,3000.0,110.0,4.13793,120.344825,59.61,2.02,성원,2001,, ,13.0,740,,,11410,연희동, 
21585,20170124,40000.0,0.0,4.13793,137.93099999999998,81.86,1.68,로얄훼미리아파트A동,2004,, ,2.0,69-23,,,11410,충정로2가, 
21586,20170124,52000.0,0.0,4.13793,179.31029999999998,114.705,1.56,대우푸르지오,2002,, ,1.0,739,,,11410,연희동, 
21587,20170124,43000.0,0.0,4.13793,148.275825,59.993,2.47,신촌푸르지오,2015,, ,4.0,1011,,,11410,북아현동, 
21588,20170124,31000.0,0.0,4.13793,106.896525,59.4,1.8,남가좌동현대,1999,, ,16.0,376,,,11410,남가좌동, 
21589,20170124,15000.0,50.0,4.13793,101.724125,84.92,1.2,극동,1995,, ,4.0,454,,,11410,홍은동, 
21590,20170125,58000.0,0.0,4.13793,199.99995,84.99,2.35,돈의문센트레빌,2011,, ,11.0,261,,,11410,냉천동, 
21591,20170125,5000.0,130.0,4.13793,147.241375,116.76,1.26,DMC한양,1987,, ,2.0,431,,,11410,북가좌동, 
21592,20170125,25000.0,120.0,4.13793,206.206875,84.95,2.43,e편한세상신촌3단지,2018,, ,22.0,1013,,,11410,북아현동, 
21593,20170125,56000.0,0.0,4.13793,193.1034,84.93,2.27,e편한세상신촌1단지,2018,, ,17.0,1013,,,11410,북아현동, 
21594,20170125,33000.0,0.0,4.13793,113.793075,59.4,1.92,청구3차,2001,, ,11.0,462,,,11410,홍제동, 
21595,20170125,30000.0,0.0,4.13793,103.44825,59.96,1.73,두산,1999,, ,2.0,1009,,,11410,북아현동, 
21596,20170125,18000.0,80.0,4.13793,142.06895,84.706,1.68,대우푸르지오,2002,, ,3.0,739,,,11410,연희동, 
21597,20170125,30000.0,0.0,4.13793,103.44825,60.06,1.72,홍제한양,1993,, ,7.0,82,,,11410,홍제동, 
21598,20170125,37000.0,0.0,4.13793,127.586175,83.38,1.53,신촌럭키,1999,, ,7.0,144,,,11410,대현동, 
21599,20170125,26000.0,25.0,4.13793,114.65514999999999,59.58,1.92,독립문극동(200-0),1998,, ,19.0,200,,,11410,현저동, 
21600,20170125,41000.0,0.0,4.13793,141.379275,84.95,1.66,성원,2001,, ,5.0,740,,,11410,연희동, 
21601,20170126,58000.0,0.0,4.13793,199.99995,84.95,2.35,e편한세상신촌2단지,2018,, ,5.0,1013,,,11410,북아현동, 
21602,20170126,32000.0,0.0,4.13793,110.3448,59.93,1.84,인왕산현대,2000,, ,15.0,460,,,11410,홍제동, 
21603,20170126,38000.0,0.0,4.13793,131.03445,84.78,1.55,청구1차,1994,, ,12.0,453,,,11410,홍제동, 
21604,20170126,30000.0,0.0,4.13793,103.44825,59.7,1.73,신촌럭키,1999,, ,10.0,144,,,11410,대현동, 
21605,20170126,54000.0,0.0,4.13793,186.20685,84.93,2.19,e편한세상신촌1단지,2018,, ,10.0,1013,,,11410,북아현동, 
21606,20170126,5000.0,130.0,4.13793,147.241375,59.85,2.46,e편한세상신촌2단지,2018,, ,3.0,1013,,,11410,북아현동, 
21607,20170126,15000.0,0.0,4.13793,51.724125,54.02,0.96,인왕궁맨숀,1974,, ,3.0,104-6,,,11410,홍제동, 
21608,20170126,3000.0,120.0,4.13793,130.344825,38.72,3.37,예스에이피엠,2007,, ,11.0,145,,,11410,대현동, 
21609,20170126,40000.0,140.0,4.13793,277.931,153.86,1.81,DMC래미안e편한세상,2012,, ,30.0,481,,,11410,북가좌동, 
21610,20170126,30000.0,45.0,4.13793,148.44825,84.33,1.76,홍제삼성래미안,2001,, ,5.0,461,,,11410,홍제동, 
21611,20170126,35500.0,0.0,4.13793,122.41376249999999,59.97,2.04,DMC래미안클라시스,2000,, ,10.0,377,,,11410,남가좌동, 
21612,20170126,42000.0,0.0,4.13793,144.82755,114.72,1.26,인왕산현대,2000,, ,2.0,460,,,11410,홍제동, 
21613,20170126,37000.0,0.0,4.13793,127.586175,84.99,1.5,문화촌현대,2002,, ,17.0,463,,,11410,홍제동, 
21614,20170126,57000.0,0.0,4.13793,196.551675,84.98,2.31,e편한세상신촌2단지,2018,, ,4.0,1013,,,11410,북아현동, 
21615,20170126,15000.0,85.0,4.13793,136.72412500000002,59.97,2.28,e편한세상신촌1단지,2018,, ,5.0,1013,,,11410,북아현동, 
21616,20170126,29000.0,0.0,4.13793,99.999975,78.02,1.28,진흥,2002,, ,13.0,459,,,11410,홍은동, 
21617,20170126,5000.0,80.0,4.13793,97.241375,82.35,1.18,유원하나,1996,, ,14.0,454,,,11410,홍제동, 
21618,20170126,46000.0,0.0,4.13793,158.62065,84.96,1.87,독립문극동(200-0),1998,, ,8.0,200,,,11410,현저동, 
21619,20170127,10000.0,50.0,4.13793,84.48275,80.33,1.05,창덕에버빌,1998,, ,7.0,105-1,,,11410,남가좌동, 
21620,20170127,45000.0,0.0,4.13793,155.17237500000002,59.85,2.59,e편한세상신촌1단지,2018,, ,17.0,1013,,,11410,북아현동, 
21621,20170127,85000.0,0.0,4.13793,293.10337499999997,114.89,2.55,e편한세상신촌2단지,2018,, ,18.0,1013,,,11410,북아현동, 
21622,20170130,10000.0,120.0,4.13793,154.48275,84.78,1.82,독립문삼호,1995,, ,12.0,100,,,11410,영천동, 
21623,20170130,10000.0,40.0,4.13793,74.48275,54.54,1.37,유원,1987,, ,11.0,22,,,11410,홍은동, 
21624,20170130,23000.0,60.0,4.13793,139.310325,59.85,2.33,e편한세상신촌1단지,2018,, ,6.0,1013,,,11410,북아현동, 
21625,20170130,44000.0,0.0,4.13793,151.7241,59.97,2.53,e편한세상신촌3단지,2018,, ,2.0,1013,,,11410,북아현동, 
21626,20170131,45000.0,0.0,4.13793,155.17237500000002,84.95,1.83,성원,2001,, ,2.0,740,,,11410,연희동, 
21627,20170131,33000.0,0.0,4.13793,113.793075,84.77,1.34,"현대(1,2차)",1988,, ,5.0,202-5,,,11410,홍은동, 
21628,20170131,48500.0,0.0,4.13793,167.2413375,84.98,1.97,DMC센트레빌,2009,, ,2.0,381,,,11410,남가좌동, 
21629,20170131,15000.0,50.0,4.13793,101.724125,56.02,1.82,천연뜨란채,2006,, ,10.0,145,,,11410,천연동, 
21630,20170131,30000.0,80.0,4.13793,183.44825,84.95,2.16,e편한세상신촌3단지,2018,, ,8.0,1013,,,11410,북아현동, 
21631,20170131,10000.0,65.0,4.13793,99.48275,59.77,1.66,북아현경남,1996,, ,2.0,1006,,,11410,북아현동, 
21632,20170131,60000.0,0.0,4.13793,206.8965,84.98,2.43,e편한세상신촌2단지,2018,, ,19.0,1013,,,11410,북아현동, 
21633,20170131,15000.0,0.0,4.13793,51.724125,55.57,0.93,미동,1969,, ,5.0,189-8,,,11410,충정로3가, 
21634,20170131,28000.0,90.0,4.13793,186.55169999999998,84.99,2.19,DMC파크뷰자이2단지,2015,, ,4.0,385,,,11410,남가좌동, 
21635,20170131,46000.0,0.0,4.13793,158.62065,108.806,1.46,인왕산한신휴플러스,2009,, ,4.0,469,,,11410,홍제동, 
21636,20170131,24000.0,0.0,4.13793,82.75859999999999,60.06,1.38,홍제한양,1993,, ,3.0,82,,,11410,홍제동, 
21637,20170201,43500.0,0.0,4.15385,150.5770625,59.85,2.52,e편한세상신촌1단지,2018,17.02~19.02,신규,17.0,1013,,,11410,북아현동, 
21638,20170201,16500.0,0.0,4.15385,57.115437500000006,58.5,0.98,풍림2,1990,, ,5.0,453-2,,,11410,홍은동, 
21639,20170201,27000.0,60.0,4.15385,153.46162500000003,59.85,2.56,e편한세상신촌1단지,2018,, ,9.0,1013,,,11410,북아현동, 
21640,20170201,26000.0,0.0,4.15385,90.00008333333334,84.74,1.06,대림,1993,, ,1.0,700,,,11410,연희동, 
21641,20170201,40000.0,0.0,4.15385,138.46166666666667,84.78,1.63,독립문삼호,1995,, ,14.0,100,,,11410,영천동, 
21642,20170201,1000.0,65.0,4.15385,68.46154166666666,13.642,5.02,연희자이엘라,2014,, ,13.0,745,,,11410,연희동, 
21643,20170201,19000.0,30.0,4.15385,95.76929166666667,59.73,1.6,두산,1997,, ,4.0,456,,,11410,홍은동, 
21644,20170201,46500.0,0.0,4.15385,160.9616875,59.97,2.68,e편한세상신촌3단지,2018,, ,4.0,1013,,,11410,북아현동, 
21645,20170201,36000.0,0.0,4.15385,124.61550000000001,57.78,2.16,천연뜨란채,2006,, ,3.0,145,,,11410,천연동, 
21646,20170202,5852.0,27.0,4.15385,47.25694183333333,59.85,0.79,e편한세상신촌2단지,2018,, ,2.0,1013,,,11410,북아현동, 
21647,20170202,6132.0,8.0,4.15385,29.2261735,42.33,0.69,e편한세상신촌2단지,2018,, ,16.0,1013,,,11410,북아현동, 
21648,20170202,4116.0,19.0,4.15385,33.2477055,32.74,1.02,e편한세상신촌2단지,2018,, ,3.0,1013,,,11410,북아현동, 
21649,20170202,57000.0,0.0,4.15385,197.307875,84.93,2.32,e편한세상신촌1단지,2018,17.02~19.02,신규,16.0,1013,,,11410,북아현동, 
21650,20170202,4116.0,19.0,4.15385,33.2477055,32.74,1.02,e편한세상신촌3단지,2018,, ,4.0,1013,,,11410,북아현동, 
21651,20170202,36000.0,0.0,4.15385,124.61550000000001,57.78,2.16,천연뜨란채,2006,, ,8.0,145,,,11410,천연동, 
21652,20170202,10000.0,110.0,4.15385,144.61541666666668,59.58,2.43,독립문극동(200-0),1998,, ,19.0,200,,,11410,현저동, 
21653,20170202,6132.0,8.0,4.15385,29.2261735,42.33,0.69,e편한세상신촌2단지,2018,, ,5.0,1013,,,11410,북아현동, 
21654,20170202,4116.0,19.0,4.15385,33.2477055,42.33,0.79,e편한세상신촌2단지,2018,, ,11.0,1013,,,11410,북아현동, 
21655,20170202,42000.0,0.0,4.15385,145.38475,59.96,2.42,DMC아이파크,2009,, ,1.0,458,,,11410,북가좌동, 
21656,20170202,45000.0,0.0,4.15385,155.769375,84.806,1.84,래미안남가좌2차,2005,, ,8.0,379,,,11410,남가좌동, 
21657,20170202,6132.0,8.0,4.15385,29.2261735,42.33,0.69,e편한세상신촌3단지,2018,, ,9.0,1013,,,11410,북아현동, 
21658,20170202,4116.0,19.0,4.15385,33.2477055,42.33,0.79,e편한세상신촌3단지,2018,, ,10.0,1013,,,11410,북아현동, 
21659,20170202,3000.0,60.0,4.15385,70.384625,84.98,0.83,e편한세상신촌2단지,2018,, ,23.0,1013,,,11410,북아현동, 
21660,20170202,4116.0,19.0,4.15385,33.2477055,42.33,0.79,e편한세상신촌2단지,2018,, ,16.0,1013,,,11410,북아현동, 
21661,20170202,5852.0,27.0,4.15385,47.25694183333333,59.85,0.79,e편한세상신촌2단지,2018,, ,5.0,1013,,,11410,북아현동, 
21662,20170202,59000.0,0.0,4.15385,204.23095833333335,84.93,2.4,e편한세상신촌2단지,2018,, ,14.0,1013,,,11410,북아현동, 
21663,20170202,55000.0,0.0,4.15385,190.38479166666667,84.93,2.24,e편한세상신촌2단지,2018,, ,5.0,1013,,,11410,북아현동, 
21664,20170202,20000.0,50.0,4.15385,119.23083333333334,84.74,1.41,대림,1993,, ,1.0,700,,,11410,연희동, 
21665,20170202,10000.0,150.0,4.15385,184.61541666666668,84.98,2.17,e편한세상신촌1단지,2018,, ,15.0,1013,,,11410,북아현동, 
21666,20170202,5852.0,27.0,4.15385,47.25694183333333,59.85,0.79,e편한세상신촌2단지,2018,, ,6.0,1013,,,11410,북아현동, 
21667,20170202,20000.0,68.0,4.15385,137.23083333333335,59.85,2.29,e편한세상신촌1단지,2018,, ,4.0,1013,,,11410,북아현동, 
21668,20170202,15000.0,100.0,4.15385,151.923125,84.95,1.79,DMC래미안e편한세상,2012,, ,18.0,481,,,11410,북가좌동, 
21669,20170202,4116.0,19.0,4.15385,33.2477055,32.74,1.02,e편한세상신촌2단지,2018,, ,2.0,1013,,,11410,북아현동, 
21670,20170202,4116.0,19.0,4.15385,33.2477055,32.74,1.02,e편한세상신촌2단지,2018,, ,13.0,1013,,,11410,북아현동, 
21671,20170202,15000.0,0.0,4.15385,51.923125000000006,62.48,0.83,고은,1975,, ,3.0,156-200,,,11410,홍제동, 
21672,20170202,30000.0,30.0,4.15385,133.84625,84.9,1.58,홍제원현대(459-0),2000,, ,18.0,459,,,11410,홍제동, 
21673,20170203,6132.0,8.0,4.15385,29.2261735,42.33,0.69,e편한세상신촌2단지,2018,, ,11.0,1013,,,11410,북아현동, 
21674,20170203,4116.0,19.0,4.15385,33.2477055,42.33,0.79,e편한세상신촌3단지,2018,, ,3.0,1013,,,11410,북아현동, 
21675,20170203,6132.0,8.0,4.15385,29.2261735,42.33,0.69,e편한세상신촌3단지,2018,, ,4.0,1013,,,11410,북아현동, 
21676,20170203,15000.0,75.0,4.15385,126.923125,84.78,1.5,청구1차,1994,, ,11.0,453,,,11410,홍제동, 
21677,20170203,3208.0,15.0,4.15385,26.104625666666667,32.74,0.8,e편한세상신촌2단지,2018,, ,1.0,1013,,,11410,북아현동, 
21678,20170203,12000.0,0.0,4.15385,41.538500000000006,54.02,0.77,인왕궁맨숀,1974,, ,6.0,104-6,,,11410,홍제동, 
21679,20170203,48000.0,0.0,4.15385,166.15400000000002,114.72,1.45,홍제원현대(459-0),2000,, ,7.0,459,,,11410,홍제동, 
21680,20170203,4116.0,19.0,4.15385,33.2477055,32.74,1.02,e편한세상신촌2단지,2018,, ,14.0,1013,,,11410,북아현동, 
21681,20170203,28000.0,0.0,4.15385,96.92316666666667,84.96,1.14,현대그린,1996,, ,3.0,455,,,11410,홍제동, 
21682,20170203,27000.0,0.0,4.15385,93.46162500000001,59.4,1.57,독립문파크빌,2000,, ,2.0,1019,,,11410,현저동, 
21683,20170203,52000.0,0.0,4.15385,180.00016666666667,102.45,1.76,독립문극동(200-0),1998,, ,22.0,200,,,11410,현저동, 
21684,20170203,4116.0,19.0,4.15385,33.2477055,32.74,1.02,e편한세상신촌2단지,2018,, ,11.0,1013,,,11410,북아현동, 
21685,20170203,49000.0,0.0,4.15385,169.61554166666667,59.98,2.83,돈의문센트레빌,2011,, ,9.0,261,,,11410,냉천동, 
21686,20170203,50000.0,0.0,4.15385,173.07708333333332,59.97,2.89,e편한세상신촌3단지,2018,, ,12.0,1013,,,11410,북아현동, 
21687,20170203,47000.0,0.0,4.15385,162.69245833333335,84.73,1.92,우리유앤미,2008,, ,13.0,466,,,11410,충정로3가, 
21688,20170203,52000.0,0.0,4.15385,180.00016666666667,84.968,2.12,DMC파크뷰자이2단지,2015,, ,11.0,385,,,11410,남가좌동, 
21689,20170203,6132.0,8.0,4.15385,29.2261735,32.74,0.89,e편한세상신촌2단지,2018,, ,5.0,1013,,,11410,북아현동, 
21690,20170203,5147.0,13.0,4.15385,30.816554958333334,42.33,0.73,e편한세상신촌3단지,2018,, ,12.0,1013,,,11410,북아현동, 
21691,20170203,6132.0,8.0,4.15385,29.2261735,32.74,0.89,e편한세상신촌2단지,2018,, ,6.0,1013,,,11410,북아현동, 
21692,20170204,31000.0,0.0,4.15385,107.30779166666667,59.76,1.8,월드컵현대,1998,, ,15.0,371-1,,,11410,북가좌동, 
21693,20170204,28000.0,0.0,4.15385,96.92316666666667,59.7,1.62,신촌럭키,1999,, ,1.0,144,,,11410,대현동, 
21694,20170204,10000.0,230.0,4.15385,264.61541666666665,114.89,2.3,e편한세상신촌2단지,2018,, ,24.0,1013,,,11410,북아현동, 
21695,20170204,40000.0,40.0,4.15385,178.46166666666667,114.75,1.56,홍제삼성래미안,2001,, ,5.0,461,,,11410,홍제동, 
21696,20170204,30000.0,70.0,4.15385,173.84625,114.72,1.52,인왕산현대,2000,, ,5.0,460,,,11410,홍제동, 
21697,20170204,10000.0,60.0,4.15385,94.61541666666668,84.54,1.12,건일팰리스,2004,, ,1.0,1-52,,,11410,북아현동, 
21698,20170204,49000.0,0.0,4.15385,169.61554166666667,59.9,2.83,e편한세상신촌4단지,2018,, ,14.0,1013,,,11410,북아현동, 
21699,20170204,14000.0,30.0,4.15385,78.46158333333334,59.27,1.32,백련미라보,1992,, ,3.0,345-4,,,11410,남가좌동, 
21700,20170204,61000.0,0.0,4.15385,211.15404166666667,84.93,2.49,e편한세상신촌3단지,2018,, ,23.0,1013,,,11410,북아현동, 
21701,20170204,44000.0,0.0,4.15385,152.30783333333335,59.85,2.54,e편한세상신촌1단지,2018,, ,18.0,1013,,,11410,북아현동, 
21702,20170204,35000.0,0.0,4.15385,121.15395833333334,84.78,1.43,청구1차,1994,, ,15.0,453,,,11410,홍제동, 
21703,20170204,33000.0,0.0,4.15385,114.23087500000001,59.8736,1.91,홍은동아더프라임,2014,, ,9.0,439-1,,,11410,홍은동, 
21704,20170204,48000.0,0.0,4.15385,166.15400000000002,84.95,1.96,DMC아이파크,2009,, ,3.0,458,,,11410,북가좌동, 
21705,20170204,30000.0,0.0,4.15385,103.84625000000001,84.77,1.23,"현대(1,2차)",1988,, ,6.0,202-5,,,11410,홍은동, 
21706,20170204,30000.0,0.0,4.15385,103.84625000000001,59.7,1.74,신촌럭키,1999,17.02~19.02,신규,10.0,144,,,11410,대현동, 
21707,20170204,45000.0,0.0,4.15385,155.769375,59.85,2.6,e편한세상신촌1단지,2018,, ,18.0,1013,,,11410,북아현동, 
21708,20170204,41000.0,0.0,4.15385,141.92320833333335,84.95,1.67,DMC래미안e편한세상,2012,, ,9.0,481,,,11410,북가좌동, 
21709,20170204,57000.0,0.0,4.15385,197.307875,84.93,2.32,e편한세상신촌1단지,2018,, ,18.0,1013,,,11410,북아현동, 
21710,20170204,15000.0,100.0,4.15385,151.923125,84.95,1.79,DMC래미안e편한세상,2012,, ,10.0,481,,,11410,북가좌동, 
21711,20170204,49000.0,0.0,4.15385,169.61554166666667,84.98,2.0,DMC센트레빌,2009,, ,15.0,381,,,11410,남가좌동, 
21712,20170204,1000.0,90.0,4.15385,93.46154166666666,21.96,4.26,신촌자이엘라,2014,, ,18.0,104-36,,,11410,대현동, 
21713,20170204,5000.0,135.0,4.15385,152.30770833333332,59.85,2.54,e편한세상신촌2단지,2018,, ,15.0,1013,,,11410,북아현동, 
21714,20170204,47000.0,0.0,4.15385,162.69245833333335,114.72,1.42,인왕산현대,2000,, ,4.0,460,,,11410,홍제동, 
21715,20170204,56000.0,0.0,4.15385,193.84633333333335,84.93,2.28,e편한세상신촌1단지,2018,, ,1.0,1013,,,11410,북아현동, 
21716,20170204,28000.0,0.0,4.15385,96.92316666666667,60.06,1.61,홍제한양,1993,, ,8.0,82,,,11410,홍제동, 
21717,20170204,27000.0,42.0,4.15385,135.46162500000003,59.85,2.26,e편한세상신촌1단지,2018,, ,4.0,1013,,,11410,북아현동, 
21718,20170204,25000.0,20.0,4.15385,106.53854166666666,71.89,1.48,DMC현대아파트,2000,, ,6.0,453,,,11410,북가좌동, 
21719,20170204,15000.0,120.0,4.15385,171.923125,84.93,2.02,e편한세상신촌1단지,2018,, ,19.0,1013,,,11410,북아현동, 
21720,20170204,48000.0,0.0,4.15385,166.15400000000002,59.96,2.77,e편한세상신촌3단지,2018,, ,2.0,1013,,,11410,북아현동, 
21721,20170204,20000.0,40.0,4.15385,109.23083333333334,59.7,1.83,신촌럭키,1999,, ,4.0,144,,,11410,대현동, 
21722,20170204,6000.0,105.0,4.15385,125.76925,84.99,1.48,DMC휴먼빌아파트,2008,, ,3.0,456,,,11410,북가좌동, 
21723,20170204,20000.0,80.0,4.15385,149.23083333333335,84.93,1.76,e편한세상신촌3단지,2018,, ,16.0,1013,,,11410,북아현동, 
21724,20170204,34000.0,0.0,4.15385,117.69241666666669,59.93,1.96,인왕산현대,2000,, ,17.0,460,,,11410,홍제동, 
21725,20170204,39000.0,0.0,4.15385,135.00012500000003,59.58,2.27,독립문극동(200-0),1998,, ,8.0,200,,,11410,현저동, 
21726,20170204,26000.0,0.0,4.15385,90.00008333333334,58.64,1.53,홍은동벽산,1997,, ,9.0,455,,,11410,홍은동, 
21727,20170204,3000.0,100.0,4.15385,110.384625,59.96,1.84,두산,1999,17.02~19.02,신규,13.0,1009,,,11410,북아현동, 
21728,20170204,10000.0,80.0,4.15385,114.61541666666668,59.584,1.92,대우푸르지오,2002,, ,22.0,739,,,11410,연희동, 
21729,20170204,45000.0,0.0,4.15385,155.769375,84.92,1.83,DMC아이파크,2009,, ,3.0,458,,,11410,북가좌동, 
21730,20170204,45000.0,0.0,4.15385,155.769375,59.85,2.6,e편한세상신촌1단지,2018,, ,20.0,1013,,,11410,북아현동, 
21731,20170205,15000.0,90.0,4.15385,141.923125,59.97,2.37,e편한세상신촌3단지,2018,, ,2.0,1013,,,11410,북아현동, 
21732,20170205,32000.0,0.0,4.15385,110.76933333333335,59.96,1.85,두산,1999,, ,10.0,1009,,,11410,북아현동, 
21733,20170205,6000.0,130.0,4.15385,150.76925,59.97,2.51,e편한세상신촌3단지,2018,, ,7.0,1013,,,11410,북아현동, 
21734,20170205,61000.0,0.0,4.15385,211.15404166666667,84.93,2.49,e편한세상신촌2단지,2018,, ,19.0,1013,,,11410,북아현동, 
21735,20170205,30000.0,40.0,4.15385,143.84625,59.85,2.4,e편한세상신촌1단지,2018,, ,17.0,1013,,,11410,북아현동, 
21736,20170205,30000.0,0.0,4.15385,103.84625000000001,59.4,1.75,청구3차,2001,, ,1.0,462,,,11410,홍제동, 
21737,20170205,57000.0,0.0,4.15385,197.307875,84.93,2.32,e편한세상신촌2단지,2018,, ,8.0,1013,,,11410,북아현동, 
21738,20170205,1000.0,50.0,4.15385,53.46154166666667,14.19,3.77,메이즈,2013,, ,1.0,144,,,11410,대신동, 
21739,20170205,35000.0,30.0,4.15385,151.15395833333332,59.97,2.52,e편한세상신촌3단지,2018,, ,11.0,1013,,,11410,북아현동, 
21740,20170205,30000.0,45.0,4.15385,148.84625,59.97,2.48,e편한세상신촌3단지,2018,, ,11.0,1013,,,11410,북아현동, 
21741,20170205,20000.0,0.0,4.15385,69.23083333333334,84.95,0.81,북아현맨션,1975,, ,4.0,114-1,,,11410,북아현동, 
21742,20170206,43000.0,0.0,4.15385,148.84629166666667,114.9,1.3,남가좌동현대,1999,, ,12.0,376,,,11410,남가좌동, 
21743,20170206,55000.0,0.0,4.15385,190.38479166666667,84.95,2.24,DMC래미안e편한세상,2012,, ,5.0,481,,,11410,북가좌동, 
21744,20170206,4116.0,19.0,4.15385,33.2477055,42.33,0.79,e편한세상신촌2단지,2018,, ,8.0,1013,,,11410,북아현동, 
21745,20170206,30000.0,0.0,4.15385,103.84625000000001,84.9,1.22,DMC래미안클라시스,2000,, ,2.0,377,,,11410,남가좌동, 
21746,20170206,27000.0,0.0,4.15385,93.46162500000001,59.04,1.58,요진,1998,, ,16.0,150,,,11410,북가좌동, 
21747,20170206,29000.0,0.0,4.15385,100.38470833333334,59.93,1.68,인왕산현대,2000,, ,1.0,460,,,11410,홍제동, 
21748,20170206,56000.0,0.0,4.15385,193.84633333333335,84.95,2.28,e편한세상신촌2단지,2018,, ,1.0,1013,,,11410,북아현동, 
21749,20170206,17000.0,0.0,4.15385,58.846208333333344,82.71,0.71,홍제맨션,1971,, ,5.0,307-9,,,11410,홍제동, 
21750,20170206,63000.0,0.0,4.15385,218.07712500000002,84.93,2.57,e편한세상신촌1단지,2018,, ,11.0,1013,,,11410,북아현동, 
21751,20170206,55000.0,0.0,4.15385,190.38479166666667,84.93,2.24,e편한세상신촌3단지,2018,17.02~19.02,신규,19.0,1013,,,11410,북아현동, 
21752,20170206,15000.0,35.0,4.15385,86.923125,82.35,1.06,유원하나,1996,, ,8.0,454,,,11410,홍제동, 
21753,20170206,8719.0,11.0,4.15385,41.181181791666674,59.85,0.69,e편한세상신촌2단지,2018,, ,16.0,1013,,,11410,북아현동, 
21754,20170206,44000.0,0.0,4.15385,152.30783333333335,59.85,2.54,e편한세상신촌1단지,2018,, ,11.0,1013,,,11410,북아현동, 
21755,20170206,35000.0,0.0,4.15385,121.15395833333334,75.75,1.6,북가좌삼호,1996,, ,5.0,449,,,11410,북가좌동, 
21756,20170206,8719.0,11.0,4.15385,41.181181791666674,59.85,0.69,e편한세상신촌2단지,2018,, ,13.0,1013,,,11410,북아현동, 
21757,20170206,46000.0,0.0,4.15385,159.23091666666667,59.85,2.66,e편한세상신촌1단지,2018,, ,9.0,1013,,,11410,북아현동, 
21758,20170206,40000.0,30.0,4.15385,168.46166666666667,59.85,2.81,e편한세상신촌3단지,2018,, ,9.0,1013,,,11410,북아현동, 
21759,20170207,30000.0,40.0,4.15385,143.84625,59.85,2.4,e편한세상신촌1단지,2018,, ,6.0,1013,,,11410,북아현동, 
21760,20170207,30000.0,10.0,4.15385,113.84625000000001,59.4,1.92,청구3차,2001,, ,8.0,462,,,11410,홍제동, 
21761,20170207,6022.0,0.0,4.15385,20.84540391666667,39.96,0.52,DMC래미안e편한세상,2012,, ,6.0,481,,,11410,북가좌동, 
21762,20170207,33000.0,0.0,4.15385,114.23087500000001,59.59,1.92,DMC래미안클라시스,2000,, ,1.0,377,,,11410,남가좌동, 
21763,20170207,30000.0,0.0,4.15385,103.84625000000001,59.96,1.73,두산,1999,, ,13.0,1009,,,11410,북아현동, 
21764,20170207,46000.0,0.0,4.15385,159.23091666666667,114.9,1.39,남가좌동현대,1999,, ,1.0,376,,,11410,남가좌동, 
21765,20170207,32000.0,0.0,4.15385,110.76933333333335,59.96,1.85,임광,1999,, ,17.0,738,,,11410,연희동, 
21766,20170207,43000.0,0.0,4.15385,148.84629166666667,84.9,1.75,인왕산현대,2000,, ,17.0,460,,,11410,홍제동, 
21767,20170207,55000.0,0.0,4.15385,190.38479166666667,84.93,2.24,e편한세상신촌3단지,2018,17.03~19.03,신규,14.0,1013,,,11410,북아현동, 
21768,20170207,56000.0,0.0,4.15385,193.84633333333335,135.2,1.43,성원,2001,, ,1.0,740,,,11410,연희동, 
21769,20170207,31500.0,0.0,4.15385,109.03856250000001,84.99,1.28,문화촌현대,2002,, ,9.0,463,,,11410,홍제동, 
21770,20170207,3208.0,15.0,4.15385,26.104625666666667,32.74,0.8,e편한세상신촌2단지,2018,, ,7.0,1013,,,11410,북아현동, 
21771,20170207,50000.0,0.0,4.15385,173.07708333333332,84.93,2.04,e편한세상신촌2단지,2018,, ,19.0,1013,,,11410,북아현동, 
21772,20170207,20000.0,80.0,4.15385,149.23083333333335,59.85,2.49,e편한세상신촌1단지,2018,, ,17.0,1013,,,11410,북아현동, 
21773,20170207,33000.0,0.0,4.15385,114.23087500000001,59.93,1.91,홍제원현대(459-0),2000,, ,8.0,459,,,11410,홍제동, 
21774,20170208,20000.0,25.0,4.15385,94.23083333333334,59.94,1.57,문화촌현대,2002,, ,14.0,463,,,11410,홍제동, 
21775,20170208,44000.0,0.0,4.15385,152.30783333333335,84.9,1.79,홍제원현대(459-0),2000,, ,11.0,459,,,11410,홍제동, 
21776,20170208,28000.0,25.0,4.15385,121.92316666666667,84.99,1.43,문화촌현대,2002,, ,9.0,463,,,11410,홍제동, 
21777,20170208,35000.0,120.0,4.15385,241.15395833333332,120.95,1.99,DMC래미안e편한세상,2012,, ,31.0,481,,,11410,북가좌동, 
21778,20170208,5000.0,100.0,4.15385,117.30770833333334,116.76,1.0,DMC한양,1987,, ,13.0,431,,,11410,북가좌동, 
