,dealDate,deposit,monthlyRent,ChangeRate,calcedRent,excluUseAr,RPA,aptNm,buildYear,contractTerm,contractType,floor,jibun,preDeposit,preMonthlyRent,sggCd,umdNm,useRRRight
11443,20140524,5500.0,75.0,6.0,102.5,55.82,1.84,천연뜨란채,2006,, ,13.0,145,,,11410,천연동, 
11444,20140524,22000.0,0.0,6.0,110.0,84.33,1.3,DMC한양,1987,, ,9.0,431,,,11410,북가좌동, 
11445,20140524,28000.0,0.0,6.0,140.0,83.38,1.68,신촌럭키,1999,, ,11.0,144,,,11410,대현동, 
11446,20140524,10000.0,0.0,6.0,50.0,39.28,1.27,삼성아트빌,2002,, ,3.0,501-14,,,11410,창천동, 
11447,20140524,22000.0,0.0,6.0,110.0,169.96,0.65,성우,2004,, ,6.0,402-39,,,11410,홍은동, 
11448,20140524,25500.0,0.0,6.0,127.5,102.45,1.24,독립문극동(200-0),1998,, ,21.0,200,,,11410,현저동, 
11449,20140524,27000.0,0.0,6.0,135.0,84.57,1.6,북가좌삼호,1996,, ,18.0,449,,,11410,북가좌동, 
11450,20140524,12000.0,0.0,6.0,60.0,56.61,1.06,풍림1차,1988,, ,1.0,440-3,,,11410,홍은동, 
11451,20140524,2500.0,90.0,6.0,102.5,59.96,1.71,두산,1999,, ,1.0,1009,,,11410,북아현동, 
11452,20140524,3000.0,100.0,6.0,115.0,45.89,2.51,충정리시온,2004,, ,8.0,465,,,11410,충정로3가, 
11453,20140524,24500.0,0.0,6.0,122.5,84.99,1.44,문화촌현대,2002,, ,19.0,463,,,11410,홍제동, 
11454,20140524,25000.0,0.0,6.0,125.0,60.0,2.08,홍제삼성래미안,2001,, ,8.0,461,,,11410,홍제동, 
11455,20140524,38000.0,0.0,6.0,190.0,84.95,2.24,DMC래미안e편한세상,2012,, ,4.0,481,,,11410,북가좌동, 
11456,20140525,22000.0,0.0,6.0,110.0,84.88,1.3,충우팰리스2,2004,, ,5.0,325-43,,,11410,북가좌동, 
11457,20140525,28000.0,0.0,6.0,140.0,84.78,1.65,남가좌동현대,1999,, ,1.0,376,,,11410,남가좌동, 
11458,20140525,32000.0,0.0,6.0,160.0,84.87,1.89,독립문극동(200-0),1998,, ,8.0,200,,,11410,현저동, 
11459,20140526,4105.0,0.0,6.0,20.525,32.76,0.63,남가좌동현대(임대),1999,, ,14.0,376-2,,,11410,남가좌동, 
11460,20140526,812.0,12.0,6.0,16.06,27.0,0.59,독립문극동(201-0),1998,, ,14.0,201,,,11410,현저동, 
11461,20140526,2955.0,0.0,6.0,14.775,27.0,0.55,독립문극동(201-0),1998,, ,5.0,201,,,11410,현저동, 
11462,20140526,2917.0,5.0,6.0,19.585,30.56,0.64,DMC래미안클라시스(임대),2000,, ,1.0,377-1,,,11410,남가좌동, 
11463,20140526,15000.0,60.0,6.0,135.0,59.788,2.26,래미안남가좌2차,2005,, ,9.0,379,,,11410,남가좌동, 
11464,20140526,18000.0,0.0,6.0,90.0,58.77,1.53,유원하나,1996,, ,10.0,454,,,11410,홍제동, 
11465,20140526,21000.0,0.0,6.0,105.0,59.4,1.77,남가좌동현대,1999,, ,12.0,376,,,11410,남가좌동, 
11466,20140526,25000.0,0.0,6.0,125.0,84.6,1.48,충림예하임,2010,, ,2.0,477,,,11410,충정로3가, 
11467,20140526,812.0,12.0,6.0,16.06,27.0,0.59,독립문극동(201-0),1998,, ,3.0,201,,,11410,현저동, 
11468,20140527,35000.0,0.0,6.0,175.0,84.87,2.06,DMC센트레빌,2009,, ,10.0,381,,,11410,남가좌동, 
11469,20140527,14000.0,40.0,6.0,110.0,83.9,1.31,세한숲속마을,2002,, ,8.0,산11-244,,,11410,홍은동, 
11470,20140527,2000.0,50.0,6.0,60.0,54.02,1.11,인왕궁맨숀,1974,, ,3.0,104-6,,,11410,홍제동, 
11471,20140527,10500.0,0.0,6.0,52.5,13.642,3.85,연희자이엘라,2014,, ,4.0,745,,,11410,연희동, 
11472,20140527,3812.0,0.0,6.0,19.06,30.56,0.62,DMC래미안클라시스(임대),2000,, ,9.0,377-1,,,11410,남가좌동, 
11473,20140527,812.0,12.0,6.0,16.06,27.0,0.59,독립문극동(201-0),1998,, ,7.0,201,,,11410,현저동, 
11474,20140527,35000.0,0.0,6.0,175.0,84.93,2.06,동부센트레빌,2002,, ,15.0,260,,,11410,냉천동, 
11475,20140527,812.0,12.0,6.0,16.06,27.0,0.59,독립문극동(201-0),1998,, ,7.0,201,,,11410,현저동, 
11476,20140527,2596.0,1.0,6.0,13.98,32.67,0.43,홍제원현대(459-1),2000,, ,17.0,459-1,,,11410,홍제동, 
11477,20140527,2549.0,0.0,6.0,12.745,32.67,0.39,홍제원현대(459-1),2000,, ,2.0,459-1,,,11410,홍제동, 
11478,20140527,42000.0,0.0,6.0,210.0,114.9,1.83,DMC센트레빌,2009,, ,4.0,381,,,11410,남가좌동, 
11479,20140527,28500.0,0.0,6.0,142.5,83.05,1.72,홍제현대,1992,, ,6.0,331,,,11410,홍제동, 
11480,20140527,31000.0,0.0,6.0,155.0,84.9,1.83,인왕산현대,2000,, ,10.0,460,,,11410,홍제동, 
11481,20140527,15000.0,0.0,6.0,75.0,51.76,1.45,삼성아트빌,2002,, ,2.0,501-14,,,11410,창천동, 
11482,20140527,3362.0,15.0,6.0,31.81,30.56,1.04,DMC래미안클라시스(임대),2000,, ,6.0,377-1,,,11410,남가좌동, 
11483,20140527,32000.0,0.0,6.0,160.0,84.9,1.88,인왕산현대,2000,, ,9.0,460,,,11410,홍제동, 
11484,20140527,41000.0,0.0,6.0,205.0,114.51,1.79,독립문극동(200-0),1998,, ,14.0,200,,,11410,현저동, 
11485,20140527,25000.0,0.0,6.0,125.0,55.82,2.24,천연뜨란채,2006,, ,4.0,145,,,11410,천연동, 
11486,20140527,2471.0,13.0,6.0,25.355,32.67,0.78,홍제원현대(459-1),2000,, ,8.0,459-1,,,11410,홍제동, 
11487,20140528,28000.0,0.0,6.0,140.0,57.78,2.42,천연뜨란채,2006,, ,13.0,145,,,11410,천연동, 
11488,20140528,4357.0,0.0,6.0,21.785,30.56,0.71,DMC래미안클라시스(임대),2000,, ,15.0,377-1,,,11410,남가좌동, 
11489,20140528,2672.0,25.0,6.0,38.36,30.38,1.26,홍은센트레빌,2009,, ,2.0,461,,,11410,홍은동, 
11490,20140528,2577.0,0.0,6.0,12.885,31.5,0.41,북가좌삼호(임대),1996,, ,8.0,449-1,,,11410,북가좌동, 
11491,20140528,3362.0,15.0,6.0,31.81,30.56,1.04,DMC래미안클라시스(임대),2000,, ,16.0,377-1,,,11410,남가좌동, 
11492,20140528,812.0,12.0,6.0,16.06,27.0,0.59,독립문극동(201-0),1998,, ,14.0,201,,,11410,현저동, 
11493,20140528,10000.0,60.0,6.0,110.0,59.584,1.85,대우푸르지오,2002,, ,11.0,739,,,11410,연희동, 
11494,20140528,20000.0,0.0,6.0,100.0,82.08,1.22,요진,1998,, ,9.0,150,,,11410,북가좌동, 
11495,20140528,15000.0,80.0,6.0,155.0,114.96,1.35,홍은동벽산,1997,, ,4.0,455,,,11410,홍은동, 
11496,20140528,1692.0,5.0,6.0,13.46,27.0,0.5,독립문극동(201-0),1998,, ,6.0,201,,,11410,현저동, 
11497,20140528,13500.0,0.0,6.0,67.5,54.54,1.24,유원,1987,, ,7.0,22,,,11410,홍은동, 
11498,20140528,20500.0,0.0,6.0,102.5,80.33,1.28,창덕에버빌,1998,, ,18.0,105-1,,,11410,남가좌동, 
11499,20140528,25000.0,0.0,6.0,125.0,78.059,1.6,일진아이윌,2005,, ,13.0,218-16,,,11410,연희동, 
11500,20140528,812.0,12.0,6.0,16.06,27.0,0.59,독립문극동(201-0),1998,, ,12.0,201,,,11410,현저동, 
11501,20140528,30000.0,0.0,6.0,150.0,59.58,2.52,독립문극동(200-0),1998,, ,9.0,200,,,11410,현저동, 
11502,20140529,29000.0,0.0,6.0,145.0,111.13,1.3,월드컵현대,1998,, ,18.0,371-1,,,11410,북가좌동, 
11503,20140529,21500.0,20.0,6.0,127.5,57.78,2.21,천연뜨란채,2006,, ,15.0,145,,,11410,천연동, 
11504,20140529,812.0,12.0,6.0,16.06,27.0,0.59,독립문극동(201-0),1998,, ,4.0,201,,,11410,현저동, 
11505,20140529,28000.0,0.0,6.0,140.0,59.788,2.34,래미안남가좌2차,2005,, ,10.0,379,,,11410,남가좌동, 
11506,20140529,30000.0,0.0,6.0,150.0,114.91,1.31,북아현경남,1996,, ,7.0,1006,,,11410,북아현동, 
11507,20140529,3812.0,0.0,6.0,19.06,30.56,0.62,DMC래미안클라시스(임대),2000,, ,5.0,377-1,,,11410,남가좌동, 
11508,20140529,24000.0,0.0,6.0,120.0,75.15,1.6,홍제현대,1992,, ,5.0,331,,,11410,홍제동, 
11509,20140529,2695.0,14.0,6.0,27.475,32.67,0.84,인왕산현대(460-1),2000,, ,9.0,460-1,,,11410,홍제동, 
11510,20140529,812.0,12.0,6.0,16.06,27.0,0.59,독립문극동(201-0),1998,, ,7.0,201,,,11410,현저동, 
11511,20140529,20000.0,0.0,6.0,100.0,72.34,1.38,유원하나,1996,, ,6.0,454,,,11410,홍제동, 
11512,20140529,25000.0,0.0,6.0,125.0,59.4,2.1,청구3차,2001,, ,10.0,462,,,11410,홍제동, 
11513,20140529,12000.0,0.0,6.0,60.0,76.99,0.78,서울맨션,1972,, ,1.0,315-7,,,11410,홍제동, 
11514,20140529,2500.0,30.0,6.0,42.5,56.79,0.75,인왕,1968,, ,5.0,104-1,,,11410,홍제동, 
11515,20140530,12000.0,20.0,6.0,80.0,32.76,2.44,홍제삼성래미안,2001,, ,5.0,461,,,11410,홍제동, 
11516,20140530,2853.0,0.0,6.0,14.265,32.67,0.44,홍제원현대(459-1),2000,, ,4.0,459-1,,,11410,홍제동, 
11517,20140530,20000.0,0.0,6.0,100.0,59.97,1.67,DMC래미안클라시스,2000,, ,7.0,377,,,11410,남가좌동, 
11518,20140530,15000.0,30.0,6.0,105.0,60.06,1.75,홍제한양,1993,, ,13.0,82,,,11410,홍제동, 
11519,20140530,20000.0,70.0,6.0,170.0,84.95,2.0,DMC래미안e편한세상,2012,, ,20.0,481,,,11410,북가좌동, 
11520,20140530,500.0,63.0,6.0,65.5,13.12,4.99,연희웨스트팰리스,2014,, ,2.0,746,,,11410,연희동, 
11521,20140530,26000.0,0.0,6.0,130.0,84.706,1.53,대우푸르지오,2002,, ,10.0,739,,,11410,연희동, 
11522,20140530,3000.0,110.0,6.0,125.0,57.78,2.16,천연뜨란채,2006,, ,2.0,145,,,11410,천연동, 
11523,20140530,2471.0,0.0,6.0,12.355,32.67,0.38,홍제원현대(459-1),2000,, ,2.0,459-1,,,11410,홍제동, 
11524,20140530,26000.0,0.0,6.0,130.0,84.99,1.53,문화촌현대,2002,, ,4.0,463,,,11410,홍제동, 
11525,20140531,20000.0,0.0,6.0,100.0,75.15,1.33,홍제현대,1992,, ,1.0,331,,,11410,홍제동, 
11526,20140531,25000.0,0.0,6.0,125.0,84.9772,1.47,동원베네스트,2012,, ,5.0,463,,,11410,홍은동, 
11527,20140531,5000.0,0.0,6.0,25.0,59.58,0.42,독립문극동(200-0),1998,, ,3.0,200,,,11410,현저동, 
11528,20140531,30000.0,0.0,6.0,150.0,84.95,1.77,DMC래미안클라시스,2000,, ,12.0,377,,,11410,남가좌동, 
11529,20140531,15000.0,50.0,6.0,125.0,84.93,1.47,월드컵현대,1998,, ,2.0,371-1,,,11410,북가좌동, 
11530,20140531,2469.0,22.0,6.0,34.345,32.86,1.05,DMC센트레빌,2009,, ,1.0,381,,,11410,남가좌동, 
11531,20140531,11000.0,73.0,6.0,128.0,45.75,2.8,충정리시온,2004,, ,9.0,465,,,11410,충정로3가, 
11532,20140531,18500.0,0.0,6.0,92.5,59.4,1.56,남가좌동현대,1999,, ,1.0,376,,,11410,남가좌동, 
11533,20140531,33000.0,0.0,6.0,165.0,84.706,1.95,대우푸르지오,2002,, ,5.0,739,,,11410,연희동, 
11534,20140531,35000.0,0.0,6.0,175.0,84.87,2.06,독립문극동(200-0),1998,, ,1.0,200,,,11410,현저동, 
11535,20140531,35000.0,40.0,6.0,215.0,84.95,2.53,DMC래미안e편한세상,2012,, ,15.0,481,,,11410,북가좌동, 
11536,20140601,42000.0,0.0,5.9485,208.1975,114.63,1.82,독립문삼호,1995,, ,17.0,100,,,11410,영천동, 
11537,20140601,36000.0,0.0,5.9485,178.455,84.95,2.1,천연뜨란채,2006,, ,8.0,145,,,11410,천연동, 
11538,20140601,7000.0,70.0,5.9485,104.69958333333334,84.99,1.23,문화촌현대,2002,, ,5.0,463,,,11410,홍제동, 
11539,20140601,13000.0,0.0,5.9485,64.44208333333333,56.61,1.14,풍림1차,1988,, ,12.0,440-3,,,11410,홍은동, 
11540,20140601,8000.0,0.0,5.9485,39.656666666666666,49.26,0.81,초원,1988,, ,2.0,8-26,,,11410,홍은동, 
11541,20140601,21000.0,0.0,5.9485,104.09875,60.06,1.73,홍제한양,1993,14.06~16.06,신규,15.0,82,,,11410,홍제동, 
11542,20140602,21000.0,0.0,5.9485,104.09875,84.33,1.23,DMC한양,1987,, ,6.0,431,,,11410,북가좌동, 
11543,20140602,6393.0,22.0,5.9485,53.69063375,32.86,1.63,DMC센트레빌,2009,, ,3.0,381,,,11410,남가좌동, 
11544,20140602,10000.0,75.0,5.9485,124.57083333333333,45.89,2.71,충정리시온,2004,, ,12.0,465,,,11410,충정로3가, 
11545,20140602,29000.0,0.0,5.9485,143.75541666666666,84.78,1.7,청구1차,1994,, ,12.0,453,,,11410,홍제동, 
11546,20140602,15000.0,50.0,5.9485,124.35625,59.96,2.07,두산,1999,14.06~16.06,신규,11.0,1009,,,11410,북아현동, 
11547,20140602,24000.0,0.0,5.9485,118.97,84.946,1.4,홍제비콘드림힐,2006,, ,2.0,468,,,11410,홍제동, 
11548,20140602,27000.0,0.0,5.9485,133.84125,84.71,1.58,남양,1999,, ,4.0,457,,,11410,홍제동, 
11549,20140602,904.0,13.0,5.9485,17.481203333333333,32.67,0.54,홍제원현대(459-1),2000,, ,3.0,459-1,,,11410,홍제동, 
11550,20140602,28000.0,0.0,5.9485,138.79833333333335,142.98,0.97,홍은동벽산,1997,, ,2.0,455,,,11410,홍은동, 
11551,20140602,2955.0,0.0,5.9485,14.64818125,27.0,0.54,독립문극동(201-0),1998,, ,9.0,201,,,11410,현저동, 
11552,20140602,22000.0,0.0,5.9485,109.05583333333334,59.96,1.82,두산,1999,, ,3.0,1009,,,11410,북아현동, 
11553,20140603,39000.0,0.0,5.9485,193.32625,84.95,2.28,DMC래미안e편한세상,2012,, ,7.0,481,,,11410,북가좌동, 
11554,20140603,25000.0,0.0,5.9485,123.92708333333333,105.88,1.17,DMC한양,1987,, ,8.0,431,,,11410,북가좌동, 
11555,20140603,11500.0,0.0,5.9485,57.006458333333335,63.8,0.89,고은,1975,, ,5.0,156-200,,,11410,홍제동, 
11556,20140603,23000.0,0.0,5.9485,114.01291666666667,84.96,1.34,홍은동벽산,1997,, ,8.0,455,,,11410,홍은동, 
11557,20140603,25500.0,0.0,5.9485,126.405625,59.93,2.11,홍제원현대(459-0),2000,, ,11.0,459,,,11410,홍제동, 
11558,20140603,10000.0,70.0,5.9485,119.57083333333333,55.82,2.14,천연뜨란채,2006,, ,1.0,145,,,11410,천연동, 
11559,20140603,812.0,12.0,5.9485,16.025151666666666,27.0,0.59,독립문극동(201-0),1998,, ,12.0,201,,,11410,현저동, 
11560,20140603,18500.0,0.0,5.9485,91.70604166666666,59.94,1.53,남양,1999,, ,12.0,457,,,11410,홍제동, 
11561,20140603,32000.0,0.0,5.9485,158.62666666666667,116.28,1.36,인왕산벽산,2003,, ,12.0,465,,,11410,홍제동, 
11562,20140604,30000.0,0.0,5.9485,148.7125,75.42,1.97,천연뜨란채,2006,, ,3.0,145,,,11410,천연동, 
11563,20140604,17000.0,0.0,5.9485,84.27041666666666,48.97,1.72,태영으뜸(데시앙),1998,, ,8.0,373,,,11410,홍제동, 
11564,20140604,22000.0,0.0,5.9485,109.05583333333334,74.52,1.46,"현대(1,2차)",1988,, ,6.0,202-5,,,11410,홍은동, 
11565,20140604,3000.0,150.0,5.9485,164.87125,119.32,1.38,홍제현대,1992,, ,2.0,331,,,11410,홍제동, 
11566,20140604,29000.0,0.0,5.9485,143.75541666666666,84.77,1.7,홍제한양,1993,, ,8.0,82,,,11410,홍제동, 
11567,20140604,57000.0,0.0,5.9485,282.55375,153.25,1.84,DMC래미안e편한세상,2012,, ,2.0,481,,,11410,북가좌동, 
11568,20140604,25000.0,0.0,5.9485,123.92708333333333,55.85,2.22,천연뜨란채,2006,, ,15.0,145,,,11410,천연동, 
11569,20140604,20000.0,0.0,5.9485,99.14166666666667,83.05,1.19,홍제현대,1992,, ,1.0,331,,,11410,홍제동, 
11570,20140604,22000.0,0.0,5.9485,109.05583333333334,84.77,1.29,"현대(1,2차)",1988,, ,5.0,202-5,,,11410,홍은동, 
11571,20140604,17000.0,40.0,5.9485,124.27041666666666,57.78,2.15,천연뜨란채,2006,, ,13.0,145,,,11410,천연동, 
11572,20140604,13000.0,0.0,5.9485,64.44208333333333,58.64,1.1,홍은동벽산,1997,, ,5.0,455,,,11410,홍은동, 
11573,20140604,11000.0,0.0,5.9485,54.52791666666667,49.59,1.1,은하,1971,, ,5.0,105-4,,,11410,연희동, 
11574,20140604,27000.0,0.0,5.9485,133.84125,75.42,1.77,천연뜨란채,2006,, ,9.0,145,,,11410,천연동, 
11575,20140605,12000.0,0.0,5.9485,59.485,72.73,0.82,안산맨숀,1972,, ,5.0,104-20,,,11410,홍제동, 
11576,20140605,20000.0,0.0,5.9485,99.14166666666667,84.9,1.17,홍은드림아파트,2012,, ,3.0,265-350,,,11410,홍은동, 
11577,20140605,33000.0,0.0,5.9485,163.58375,84.706,1.93,대우푸르지오,2002,, ,5.0,739,,,11410,연희동, 
11578,20140605,18000.0,0.0,5.9485,89.2275,58.5,1.53,풍림2,1990,, ,11.0,453-2,,,11410,홍은동, 
11579,20140605,10000.0,0.0,5.9485,49.57083333333333,19.98,2.48,삼성아트빌,2002,, ,1.0,501-14,,,11410,창천동, 
11580,20140605,1000.0,60.0,5.9485,64.95708333333333,56.79,1.14,인왕,1968,, ,1.0,104-1,,,11410,홍제동, 
11581,20140605,812.0,12.0,5.9485,16.025151666666666,27.0,0.59,독립문극동(201-0),1998,, ,1.0,201,,,11410,현저동, 
11582,20140605,29000.0,0.0,5.9485,143.75541666666666,84.706,1.7,대우푸르지오,2002,, ,8.0,739,,,11410,연희동, 
11583,20140606,20000.0,30.0,5.9485,129.14166666666665,59.584,2.17,대우푸르지오,2002,, ,15.0,739,,,11410,연희동, 
11584,20140606,24500.0,0.0,5.9485,121.44854166666667,84.74,1.43,대림,1993,, ,10.0,700,,,11410,연희동, 
11585,20140606,25000.0,0.0,5.9485,123.92708333333333,84.74,1.46,대림,1993,, ,2.0,700,,,11410,연희동, 
11586,20140606,30000.0,0.0,5.9485,148.7125,84.96,1.75,현대,1992,, ,7.0,185-15,,,11410,충정로2가, 
11587,20140606,18000.0,0.0,5.9485,89.2275,84.92,1.05,극동,1995,, ,3.0,454,,,11410,홍은동, 
11588,20140606,3000.0,75.0,5.9485,89.87125,59.49,1.51,태영으뜸(데시앙),1998,, ,15.0,373,,,11410,홍제동, 
11589,20140606,18000.0,0.0,5.9485,89.2275,59.4,1.5,남가좌동현대,1999,, ,12.0,376,,,11410,남가좌동, 
11590,20140606,21000.0,0.0,5.9485,104.09875,79.5,1.31,문영센스빌,2002,, ,4.0,1-46,,,11410,북아현동, 
11591,20140606,5000.0,118.0,5.9485,142.78541666666666,59.97,2.38,DMC래미안e편한세상,2012,, ,2.0,481,,,11410,북가좌동, 
11592,20140606,4000.0,100.0,5.9485,119.82833333333333,59.584,2.01,대우푸르지오,2002,, ,14.0,739,,,11410,연희동, 
11593,20140606,25000.0,0.0,5.9485,123.92708333333333,56.08,2.21,천연뜨란채,2006,, ,13.0,145,,,11410,천연동, 
11594,20140606,32000.0,0.0,5.9485,158.62666666666667,84.33,1.88,홍제삼성래미안,2001,, ,11.0,461,,,11410,홍제동, 
11595,20140606,40000.0,0.0,5.9485,198.28333333333333,115.06,1.72,성원,2001,, ,7.0,740,,,11410,연희동, 
11596,20140607,27000.0,0.0,5.9485,133.84125,84.24,1.59,피어리스,1987,, ,16.0,222,,,11410,충정로3가, 
11597,20140607,30000.0,0.0,5.9485,148.7125,84.84,1.75,홍은센트레빌,2009,, ,20.0,461,,,11410,홍은동, 
11598,20140607,30000.0,0.0,5.9485,148.7125,84.78,1.75,청구1차,1994,, ,8.0,453,,,11410,홍제동, 
11599,20140607,28000.0,0.0,5.9485,138.79833333333335,84.24,1.65,피어리스,1987,, ,14.0,222,,,11410,충정로3가, 
11600,20140607,26000.0,0.0,5.9485,128.88416666666666,57.78,2.23,천연뜨란채,2006,, ,3.0,145,,,11410,천연동, 
11601,20140608,27000.0,0.0,5.9485,133.84125,55.85,2.4,천연뜨란채,2006,, ,10.0,145,,,11410,천연동, 
11602,20140609,2890.0,0.0,5.9485,14.325970833333335,27.0,0.53,독립문극동(201-0),1998,, ,2.0,201,,,11410,현저동, 
11603,20140609,22000.0,0.0,5.9485,109.05583333333334,73.98,1.47,"현대(1,2차)",1988,14.08~16.08,신규,9.0,202-5,,,11410,홍은동, 
11604,20140609,39000.0,0.0,5.9485,193.32625,84.93,2.28,DMC래미안e편한세상,2012,, ,6.0,481,,,11410,북가좌동, 
11605,20140609,22000.0,8.0,5.9485,117.05583333333334,59.96,1.95,두산,1999,, ,6.0,1009,,,11410,북아현동, 
11606,20140609,33000.0,0.0,5.9485,163.58375,114.9,1.42,남가좌동현대,1999,, ,14.0,376,,,11410,남가좌동, 
11607,20140609,21000.0,0.0,5.9485,104.09875,59.4,1.75,남가좌동현대,1999,, ,15.0,376,,,11410,남가좌동, 
11608,20140609,7000.0,50.0,5.9485,84.69958333333334,32.76,2.59,홍제삼성래미안,2001,, ,12.0,461,,,11410,홍제동, 
11609,20140609,30000.0,0.0,5.9485,148.7125,84.96,1.75,청구3차,2001,, ,14.0,462,,,11410,홍제동, 
11610,20140609,20500.0,0.0,5.9485,101.62020833333334,59.7,1.7,신촌럭키,1999,, ,4.0,144,,,11410,대현동, 
11611,20140609,24000.0,0.0,5.9485,118.97,116.76,1.02,DMC한양,1987,, ,7.0,431,,,11410,북가좌동, 
11612,20140609,32000.0,0.0,5.9485,158.62666666666667,84.78,1.87,독립문삼호,1995,, ,8.0,100,,,11410,영천동, 
11613,20140609,40000.0,0.0,5.9485,198.28333333333333,102.45,1.94,독립문극동(200-0),1998,, ,21.0,200,,,11410,현저동, 
11614,20140610,5000.0,160.0,5.9485,184.78541666666666,84.94,2.18,DMC래미안e편한세상,2012,, ,11.0,481,,,11410,북가좌동, 
11615,20140610,2000.0,40.0,5.9485,49.91416666666667,44.36,1.13,홍연,1981,, ,3.0,708-4,,,11410,연희동, 
11616,20140610,2092.0,4.0,5.9485,14.370218333333334,32.67,0.44,홍제원현대(459-1),2000,, ,13.0,459-1,,,11410,홍제동, 
11617,20140610,14500.0,0.0,5.9485,71.87770833333333,54.54,1.32,유원,1987,, ,3.0,22,,,11410,홍은동, 
11618,20140610,22000.0,0.0,5.9485,109.05583333333334,84.84,1.29,두산,1997,, ,11.0,456,,,11410,홍은동, 
11619,20140610,904.0,13.0,5.9485,17.481203333333333,32.67,0.54,홍제원현대(459-1),2000,, ,7.0,459-1,,,11410,홍제동, 
11620,20140610,7000.0,70.0,5.9485,104.69958333333334,75.75,1.38,북가좌삼호,1996,, ,17.0,449,,,11410,북가좌동, 
11621,20140610,10000.0,0.0,5.9485,49.57083333333333,26.88,1.84,연희웨스트팰리스,2014,, ,15.0,746,,,11410,연희동, 
11622,20140610,39000.0,0.0,5.9485,193.32625,114.92,1.68,동부센트레빌,2002,, ,4.0,260,,,11410,냉천동, 
11623,20140610,8000.0,130.0,5.9485,169.65666666666667,59.98,2.83,돈의문센트레빌,2011,, ,8.0,261,,,11410,냉천동, 
11624,20140610,45000.0,0.0,5.9485,223.06875,84.98,2.62,에스케이뷰,2008,, ,11.0,118,,,11410,합동, 
11625,20140611,27000.0,0.0,5.9485,133.84125,57.78,2.32,천연뜨란채,2006,, ,13.0,145,,,11410,천연동, 
11626,20140611,31000.0,0.0,5.9485,153.66958333333332,84.9,1.81,인왕산현대,2000,, ,15.0,460,,,11410,홍제동, 
11627,20140611,10000.0,30.0,5.9485,79.57083333333333,59.04,1.35,요진,1998,, ,11.0,150,,,11410,북가좌동, 
11628,20140611,6000.0,160.0,5.9485,189.7425,138.11,1.37,신원지벤스타7,2005,, ,4.0,394-1,,,11410,홍은동, 
11629,20140611,25000.0,30.0,5.9485,153.92708333333331,59.58,2.58,독립문극동(200-0),1998,, ,20.0,200,,,11410,현저동, 
11630,20140611,24000.0,0.0,5.9485,118.97,59.7,1.99,신촌럭키,1999,, ,4.0,144,,,11410,대현동, 
11631,20140611,38000.0,0.0,5.9485,188.36916666666667,84.95,2.22,DMC래미안e편한세상,2012,, ,3.0,481,,,11410,북가좌동, 
11632,20140611,30000.0,0.0,5.9485,148.7125,84.78,1.75,독립문삼호,1995,, ,12.0,100,,,11410,영천동, 
11633,20140612,19000.0,0.0,5.9485,94.18458333333334,59.96,1.57,"현대(1,2차)",1988,, ,9.0,202-5,,,11410,홍은동, 
11634,20140612,20000.0,0.0,5.9485,99.14166666666667,59.4,1.67,남가좌동현대,1999,, ,2.0,376,,,11410,남가좌동, 
11635,20140613,11000.0,45.0,5.9485,99.52791666666667,60.06,1.66,홍제한양,1993,, ,4.0,82,,,11410,홍제동, 
11636,20140613,13000.0,0.0,5.9485,64.44208333333333,62.48,1.03,고은,1975,, ,2.0,156-200,,,11410,홍제동, 
11637,20140613,5000.0,180.0,5.9485,204.78541666666666,120.93,1.69,DMC래미안e편한세상,2012,, ,13.0,481,,,11410,북가좌동, 
11638,20140613,27000.0,0.0,5.9485,133.84125,55.82,2.4,천연뜨란채,2006,, ,14.0,145,,,11410,천연동, 
11639,20140614,1000.0,60.0,5.9485,64.95708333333333,22.11,2.94,연대JK,2012,, ,2.0,518,,,11410,창천동, 
11640,20140614,14000.0,20.0,5.9485,89.39916666666667,59.4,1.51,남가좌동현대,1999,, ,6.0,376,,,11410,남가좌동, 
11641,20140614,18000.0,0.0,5.9485,89.2275,67.3,1.33,태영으뜸(데시앙),1998,, ,10.0,373,,,11410,홍제동, 
11642,20140614,34000.0,0.0,5.9485,168.54083333333332,84.87,1.99,독립문극동(200-0),1998,, ,13.0,200,,,11410,현저동, 
11643,20140614,30000.0,0.0,5.9485,148.7125,144.3,1.03,넥서스빌,2002,, ,4.0,277-60,,,11410,홍은동, 
11644,20140614,28000.0,0.0,5.9485,138.79833333333335,120.14,1.16,홍제한양,1993,, ,11.0,82,,,11410,홍제동, 
11645,20140614,23000.0,0.0,5.9485,114.01291666666667,59.61,1.91,성원,2001,, ,14.0,740,,,11410,연희동, 
11646,20140614,32000.0,0.0,5.9485,158.62666666666667,84.9,1.87,홍제원현대(459-0),2000,, ,16.0,459,,,11410,홍제동, 
11647,20140614,29000.0,0.0,5.9485,143.75541666666666,59.95,2.4,DMC센트레빌,2009,, ,2.0,381,,,11410,남가좌동, 
11648,20140614,21000.0,0.0,5.9485,104.09875,59.4,1.75,남가좌동현대,1999,, ,6.0,376,,,11410,남가좌동, 
11649,20140614,18000.0,0.0,5.9485,89.2275,52.77,1.69,태영으뜸(데시앙),1998,, ,5.0,373,,,11410,홍제동, 
11650,20140614,13500.0,0.0,5.9485,66.920625,54.04,1.24,동일5차102동,2005,, ,3.0,312-275,,,11410,홍제동, 
